outcome,focal_variable,auxiliary_variable,covariate_a
-0.8411,-0.3891,0,-0.254
-0.8694,-0.339,1,-0.3218
-0.8912,-0.3036,0,0.9844
0.5501,0.3508,0,-1.2769
0.0999,0.2753,1,-1.3859
3.0924,1.8729,0,-2.0149
1.4513,1.1098,1,0.3625
1.6004,1.5797,1,0.6784
-1.5035,-0.9891,0,-3.4086
0.3167,0.6865,1,0.4178
-1.4263,-0.3799,1,-0.7141
0.3029,0.1574,0,1.037
0.6482,1.0372,1,1.9215
1.8036,1.5683,1,-1.7136
-1.1994,-0.4519,1,-0.5787
0.5688,0.6948,1,1.0302
0.5131,0.8509,1,1.0367
-0.7328,-0.7279,0,-0.149
0.949,0.7425,1,0.9255
0.7545,1.1621,1,0.4725
1.5071,1.1285,1,0.9829
0.8147,0.7106,1,1.0517
0.4125,0.3972,0,-0.1241
-0.2218,0.2786,0,0.8363
-0.0951,0.1631,1,-0.1117
-1.4268,-0.8895,0,0.8745
-0.0421,0.3664,0,-0.7425
0.0768,0.5255,0,0.4464
-1.0408,-0.2018,1,0.4244
0.6858,0.4137,0,0.9489
-0.1544,0.7223,1,-0.1119
-0.0346,0.1836,0,-0.9411
0.4665,0.2648,0,-0.0757
0.1553,0.4423,1,-1.4488
-2.0337,-0.7021,1,-0.4203
0.4436,0.534,0,-1.5724
-0.175,0.4467,1,0.0776
0.2595,0.9702,1,1.0974
1.0484,1.0408,1,0.9431
-0.1795,0.1988,1,-1.6958
-0.6994,-0.0708,1,0.2505
0.1726,0.6319,1,2.5091
-0.1013,0.377,1,-0.5583
1.1057,0.629,0,0.4703
2.0576,1.136,1,1.2137
-1.0744,-0.3851,1,-1.4938
1.3995,1.6138,1,0.3697
0.9134,0.4958,0,0.9568
-0.4893,0.4433,1,-0.3296
-0.2576,-0.026,0,-1.4647
-0.316,-0.3946,0,1.2629
1.2213,0.5054,1,-1.7723
1.296,0.8956,1,-2.2636
-0.5231,-0.4148,0,-1.429
1.1471,0.3317,0,-0.4177
-0.4492,0.4256,1,-1.5778
0.5004,0.4951,0,-1.206
-0.6703,-0.0607,0,-0.7077
-0.2776,-0.1864,0,1.3276
-0.0116,0.3529,1,0.4587
-0.4068,0.3833,1,0.2298
-0.0709,0.2365,1,1.6574
-0.0063,0.5461,1,1.715
0.6503,1.3058,1,-0.95
