entity_id,wave,group_indicator,phase_indicator,group_phase_interaction,outcome
0,1,1,0,0,0.8157
1,1,1,0,0,0.805
2,1,1,0,0,1.1524
3,1,1,0,0,1.326
4,1,1,0,0,0.8861
5,1,1,0,0,0.4337
6,1,1,0,0,1.5192
7,1,1,0,0,1.8571
8,1,1,0,0,0.8004
9,1,1,0,0,0.2386
10,1,1,0,0,0.44
11,1,1,0,0,0.7522
12,1,1,0,0,0.9383
13,1,1,0,0,-0.2219
14,1,1,0,0,1.7958
15,1,1,0,0,1.562
16,1,1,0,0,0.5521
17,1,1,0,0,0.6572
18,1,1,0,0,0.0077
19,1,1,0,0,0.4305
20,1,1,0,0,0.3233
21,1,1,0,0,0.5825
22,1,1,0,0,0.1689
23,1,1,0,0,0.5909
24,1,1,0,0,0.3612
25,1,1,0,0,1.7947
26,1,1,0,0,1.0758
27,1,1,0,0,0.0084
28,1,1,0,0,0.7849
29,1,1,0,0,1.0187
30,1,1,0,0,0.5541
31,1,1,0,0,0.1563
32,1,1,0,0,0.4715
33,1,1,0,0,0.7442
34,1,1,0,0,1.2457
35,1,1,0,0,-0.6884
36,1,1,0,0,1.9481
37,1,1,0,0,0.6026
38,1,1,0,0,0.9911
39,1,1,0,0,0.7743
40,1,1,0,0,0.4044
41,1,1,0,0,1.0794
42,1,1,0,0,-0.58
43,1,1,0,0,-0.4249
44,1,1,0,0,1.0031
45,1,1,0,0,1.1949
46,1,1,0,0,1.8913
47,1,1,0,0,0.5226
48,1,1,0,0,0.847
49,1,1,0,0,1.3409
50,1,1,0,0,1.0443
51,1,1,0,0,0.6617
52,1,1,0,0,0.7934
53,1,1,0,0,0.5034
54,1,1,0,0,0.122
55,1,1,0,0,0.416
56,1,1,0,0,0.0206
57,1,1,0,0,1.1141
58,1,1,0,0,-0.0783
59,1,1,0,0,0.6639
60,1,1,0,0,0.4923
61,1,1,0,0,0.2905
62,1,1,0,0,-0.5404
63,1,1,0,0,1.0677
64,1,1,0,0,1.289
65,1,1,0,0,0.2921
66,1,1,0,0,0.1551
67,1,1,0,0,-0.2849
68,1,1,0,0,1.1001
69,1,1,0,0,0.8362
70,1,1,0,0,1.6075
71,1,1,0,0,0.2466
72,1,1,0,0,0.3864
73,1,1,0,0,-0.3922
74,1,1,0,0,0.7215
75,1,1,0,0,1.1813
76,1,1,0,0,1.0393
77,1,1,0,0,0.9809
78,1,1,0,0,1.1279
79,1,1,0,0,1.363
80,1,1,0,0,-0.7319
81,1,1,0,0,0.9926
82,1,1,0,0,0.1675
83,1,1,0,0,-0.8563
84,1,1,0,0,-0.3178
85,1,1,0,0,1.4305
86,1,1,0,0,0.6183
87,1,1,0,0,0.5558
88,1,1,0,0,0.4671
89,1,1,0,0,-0.9073
90,1,1,0,0,0.3578
91,1,1,0,0,0.2569
92,1,1,0,0,1.146
93,1,1,0,0,0.6685
94,1,1,0,0,1.0889
95,1,1,0,0,1.0006
96,1,1,0,0,-0.9408
97,1,1,0,0,0.3783
98,1,1,0,0,0.684
99,1,1,0,0,0.0518
100,1,0,0,0,-0.6738
101,1,0,0,0,-0.8231
102,1,0,0,0,-0.63
103,1,0,0,0,0.3324
104,1,0,0,0,-0.7546
105,1,0,0,0,-0.9524
106,1,0,0,0,-0.4496
107,1,0,0,0,0.3884
108,1,0,0,0,0.1748
109,1,0,0,0,-0.6186
110,1,0,0,0,-0.7927
111,1,0,0,0,-0.2091
112,1,0,0,0,1.497
113,1,0,0,0,-0.4663
114,1,0,0,0,-0.621
115,1,0,0,0,0.3183
116,1,0,0,0,-0.2306
117,1,0,0,0,-0.8296
118,1,0,0,0,-0.3866
119,1,0,0,0,0.3016
120,1,0,0,0,-0.1965
121,1,0,0,0,-0.2464
122,1,0,0,0,0.1648
123,1,0,0,0,0.301
124,1,0,0,0,-0.3153
125,1,0,0,0,-0.0531
126,1,0,0,0,0.1126
127,1,0,0,0,-0.0239
128,1,0,0,0,-0.268
129,1,0,0,0,-0.123
130,1,0,0,0,-0.8991
131,1,0,0,0,0.2816
132,1,0,0,0,0.2498
133,1,0,0,0,0.0454
134,1,0,0,0,-0.4784
135,1,0,0,0,-0.1207
136,1,0,0,0,-0.04
137,1,0,0,0,-0.6487
138,1,0,0,0,-1.3449
139,1,0,0,0,0.4848
140,1,0,0,0,0.7346
141,1,0,0,0,-0.3023
142,1,0,0,0,-0.6395
143,1,0,0,0,0.5457
144,1,0,0,0,-0.6882
145,1,0,0,0,0.1455
146,1,0,0,0,-0.149
147,1,0,0,0,1.1631
148,1,0,0,0,-0.0585
149,1,0,0,0,0.1837
150,1,0,0,0,-0.2722
151,1,0,0,0,0.5034
152,1,0,0,0,-0.7533
153,1,0,0,0,0.5991
154,1,0,0,0,-0.4926
155,1,0,0,0,-0.4651
156,1,0,0,0,0.296
157,1,0,0,0,-0.3586
158,1,0,0,0,-0.3626
159,1,0,0,0,0.7674
160,1,0,0,0,1.5607
161,1,0,0,0,0.0027
162,1,0,0,0,0.6405
163,1,0,0,0,0.5333
164,1,0,0,0,0.0642
165,1,0,0,0,-0.139
166,1,0,0,0,0.1543
167,1,0,0,0,0.161
168,1,0,0,0,0.3796
169,1,0,0,0,-0.7873
170,1,0,0,0,-0.2338
171,1,0,0,0,-0.9084
172,1,0,0,0,0.0367
173,1,0,0,0,-0.8316
174,1,0,0,0,0.1251
175,1,0,0,0,0.4719
176,1,0,0,0,0.7495
177,1,0,0,0,0.035
178,1,0,0,0,1.4217
179,1,0,0,0,-1.1164
180,1,0,0,0,-0.1355
181,1,0,0,0,0.7336
182,1,0,0,0,-0.1465
183,1,0,0,0,0.0287
184,1,0,0,0,0.4166
185,1,0,0,0,0.9199
186,1,0,0,0,-1.1204
187,1,0,0,0,-0.4235
188,1,0,0,0,-0.3745
189,1,0,0,0,-0.5259
190,1,0,0,0,0.2271
191,1,0,0,0,-0.2907
192,1,0,0,0,0.7435
193,1,0,0,0,0.3899
194,1,0,0,0,0.9037
195,1,0,0,0,-0.7911
196,1,0,0,0,0.1896
197,1,0,0,0,0.6219
198,1,0,0,0,0.0237
199,1,0,0,0,0.246
0,2,1,0,0,1.0024
1,2,1,0,0,-0.0843
2,2,1,0,0,0.7815
3,2,1,0,0,0.1522
4,2,1,0,0,0.3778
5,2,1,0,0,0.6631
6,2,1,0,0,0.9927
7,2,1,0,0,-0.0976
8,2,1,0,0,1.009
9,2,1,0,0,0.0512
10,2,1,0,0,0.6357
11,2,1,0,0,0.2244
12,2,1,0,0,0.6049
13,2,1,0,0,-0.3834
14,2,1,0,0,0.544
15,2,1,0,0,0.8959
16,2,1,0,0,1.7092
17,2,1,0,0,-0.5341
18,2,1,0,0,-0.167
19,2,1,0,0,0.2545
20,2,1,0,0,1.6456
21,2,1,0,0,1.7219
22,2,1,0,0,-0.4232
23,2,1,0,0,-0.1033
24,2,1,0,0,0.5336
25,2,1,0,0,0.3738
26,2,1,0,0,0.1404
27,2,1,0,0,0.8111
28,2,1,0,0,-0.3728
29,2,1,0,0,0.4533
30,2,1,0,0,0.2028
31,2,1,0,0,0.0468
32,2,1,0,0,0.5752
33,2,1,0,0,-0.2208
34,2,1,0,0,1.7248
35,2,1,0,0,0.7928
36,2,1,0,0,-0.2679
37,2,1,0,0,-1.0922
38,2,1,0,0,1.7827
39,2,1,0,0,0.6854
40,2,1,0,0,-0.0751
41,2,1,0,0,1.1034
42,2,1,0,0,-0.5484
43,2,1,0,0,0.879
44,2,1,0,0,-0.4892
45,2,1,0,0,0.0509
46,2,1,0,0,0.3106
47,2,1,0,0,0.7725
48,2,1,0,0,0.6401
49,2,1,0,0,1.1314
50,2,1,0,0,-0.2841
51,2,1,0,0,-0.4231
52,2,1,0,0,-0.3643
53,2,1,0,0,-0.1271
54,2,1,0,0,0.6879
55,2,1,0,0,0.6522
56,2,1,0,0,0.093
57,2,1,0,0,-0.1184
58,2,1,0,0,0.5032
59,2,1,0,0,1.3828
60,2,1,0,0,0.0136
61,2,1,0,0,0.6595
62,2,1,0,0,-0.6621
63,2,1,0,0,0.664
64,2,1,0,0,1.5602
