entity_id,wave,group_indicator,phase_indicator,group_phase_interaction,outcome
0,1,1,0,0,0.5713
1,1,1,0,0,1.5444
2,1,1,0,0,0.5849
3,1,1,0,0,0.6456
4,1,1,0,0,1.143
5,1,1,0,0,1.0556
6,1,1,0,0,0.4243
7,1,1,0,0,-0.1425
8,1,1,0,0,0.6976
9,1,1,0,0,-0.3843
10,1,1,0,0,0.6158
11,1,1,0,0,1.3283
12,1,1,0,0,0.9361
13,1,1,0,0,0.6373
14,1,1,0,0,-0.4248
15,1,1,0,0,-0.1245
16,1,1,0,0,0.2418
17,1,1,0,0,0.4347
18,1,1,0,0,-0.5424
19,1,1,0,0,-0.2684
20,1,1,0,0,1.2716
21,1,1,0,0,0.8686
22,1,1,0,0,0.5007
23,1,1,0,0,0.3622
24,1,1,0,0,-0.3336
25,1,1,0,0,0.2931
26,1,1,0,0,0.0059
27,1,1,0,0,0.8529
28,1,1,0,0,0.3309
29,1,1,0,0,0.0225
30,1,1,0,0,0.9408
31,1,1,0,0,1.3162
32,1,1,0,0,1.6452
33,1,1,0,0,0.4688
34,1,1,0,0,0.9882
35,1,1,0,0,0.6316
36,1,1,0,0,0.5776
37,1,1,0,0,-0.609
38,1,1,0,0,0.5068
39,1,1,0,0,-0.0978
40,1,1,0,0,1.0001
41,1,1,0,0,0.2085
42,1,1,0,0,0.2317
43,1,1,0,0,-0.048
44,1,1,0,0,0.0883
45,1,1,0,0,1.022
46,1,1,0,0,0.3424
47,1,1,0,0,0.7716
48,1,1,0,0,-0.0061
49,1,1,0,0,1.6266
50,1,1,0,0,1.1793
51,1,1,0,0,0.9546
52,1,1,0,0,0.6259
53,1,1,0,0,0.8034
54,1,1,0,0,0.7073
55,1,1,0,0,1.6017
56,1,1,0,0,1.6125
57,1,1,0,0,0.2898
58,1,1,0,0,-0.5947
59,1,1,0,0,0.0196
60,1,1,0,0,0.6124
61,1,1,0,0,0.68
62,1,1,0,0,0.1096
63,1,1,0,0,1.447
64,1,1,0,0,-0.4279
65,1,1,0,0,-0.1265
66,1,1,0,0,0.2321
67,1,1,0,0,0.2515
68,1,1,0,0,-0.2465
69,1,1,0,0,0.109
70,1,1,0,0,0.3653
71,1,1,0,0,0.7295
72,1,1,0,0,0.1401
73,1,1,0,0,0.0889
74,1,1,0,0,0.9773
75,1,0,0,0,0.6839
76,1,0,0,0,0.618
77,1,0,0,0,-0.122
78,1,0,0,0,0.4202
79,1,0,0,0,-0.057
80,1,0,0,0,0.1916
81,1,0,0,0,0.2296
82,1,0,0,0,0.7643
