series_id,time_offset,observation,reference_series,sensitivity_coefficient
0,-10,0.014011,-0.00051,1.2636
0,-9,-0.001754,0.008526,1.2636
0,-8,0.014846,0.012354,1.2636
0,-7,0.01085,-0.005604,1.2636
0,-6,0.010917,0.004222,1.2636
0,-5,-0.004524,-0.003323,1.2636
0,-4,-0.013391,-0.007007,1.2636
0,-3,-0.000353,-0.003907,1.2636
0,-2,0.015997,0.01568,1.2636
0,-1,0.012672,0.008151,1.2636
0,0,0.076647,0.011775,1.2636
0,1,-0.012537,-0.004821,1.2636
0,2,0.032043,-0.012162,1.2636
0,3,0.012562,0.003485,1.2636
0,4,0.041972,0.016325,1.2636
0,5,0.017696,-0.003289,1.2636
0,6,0.028768,0.012954,1.2636
0,7,0.055532,0.013108,1.2636
0,8,0.060656,0.013956,1.2636
0,9,0.046459,0.003819,1.2636
0,10,0.015168,0.001236,1.2636
1,-10,0.036507,0.01293,0.9301
1,-9,0.025471,0.006138,0.9301
1,-8,0.014838,0.005231,0.9301
1,-7,-0.000607,-0.00603,0.9301
1,-6,0.011708,0.004753,0.9301
1,-5,0.006967,0.003029,0.9301
1,-4,0.022282,0.021114,0.9301
1,-3,0.007759,0.007734,0.9301
1,-2,-0.013476,0.003716,0.9301
1,-1,-0.014532,-0.005393,0.9301
1,0,0.018199,-0.013505,0.9301
1,1,-0.001032,-0.008435,0.9301
1,2,0.071976,0.022043,0.9301
1,3,0.046895,0.021111,0.9301
1,4,0.034607,-0.002318,0.9301
1,5,0.026486,0.004618,0.9301
1,6,0.034765,-0.006722,0.9301
1,7,0.026898,-0.014933,0.9301
1,8,0.042761,-0.002089,0.9301
1,9,0.051428,0.011639,0.9301
1,10,-0.010971,-0.010776,0.9301
2,-10,-0.013788,-0.014023,0.9284
2,-9,-0.01919,-0.008383,0.9284
2,-8,0.008108,0.000412,0.9284
2,-7,-0.015747,-0.007544,0.9284
2,-6,0.000943,0.003947,0.9284
2,-5,0.012322,-0.001132,0.9284
2,-4,0.008299,-0.008594,0.9284
2,-3,0.026846,0.023207,0.9284
2,-2,-0.03312,-0.004121,0.9284
2,-1,0.002587,-0.004624,0.9284
2,0,0.025739,-0.000839,0.9284
2,1,0.016933,-0.000778,0.9284
2,2,0.011156,-0.000263,0.9284
2,3,0.03188,0.00129,0.9284
2,4,0.025445,0.01428,0.9284
2,5,0.051586,0.007638,0.9284
2,6,0.012169,-0.002202,0.9284
2,7,0.014225,0.013664,0.9284
2,8,-0.001158,-0.007829,0.9284
2,9,0.016846,-0.006456,0.9284
2,10,0.033179,0.015133,0.9284
3,-10,-0.014313,-0.004739,1.131
3,-9,0.004984,0.002261,1.131
3,-8,-0.026537,-0.011344,1.131
3,-7,0.018914,-0.01517,1.131
3,-6,-0.003413,0.001698,1.131
3,-5,-0.017486,-0.006395,1.131
3,-4,-0.012082,-0.014362,1.131
3,-3,0.041367,0.008062,1.131
3,-2,0.025175,0.008229,1.131
3,-1,0.011312,0.011961,1.131
3,0,0.02963,-0.013112,1.131
3,1,0.019361,-0.006843,1.131
3,2,0.040871,-0.009814,1.131
3,3,0.010807,0.0088,1.131
3,4,0.051206,0.001316,1.131
3,5,0.027508,-0.000967,1.131
3,6,0.034879,0.009967,1.131
3,7,0.043984,-0.000558,1.131
3,8,0.004182,-0.00977,1.131
3,9,0.050048,-0.016808,1.131
3,10,0.051575,0.001476,1.131
4,-10,0.026599,-0.002644,0.8236
4,-9,-0.021852,-0.001714,0.8236
4,-8,0.011628,0.011167,0.8236
4,-7,-0.04107,-0.011426,0.8236
4,-6,0.004351,0.004451,0.8236
4,-5,0.007859,0.002359,0.8236
4,-4,0.00791,-0.001126,0.8236
4,-3,0.004451,0.007509,0.8236
4,-2,0.017213,0.005492,0.8236
4,-1,-0.034353,0.010997,0.8236
4,0,0.036967,-0.003998,0.8236
4,1,0.07037,0.021257,0.8236
4,2,0.092537,0.012325,0.8236
4,3,0.070209,-0.000552,0.8236
4,4,0.015512,0.007132,0.8236
4,5,0.010871,-0.016801,0.8236
4,6,0.029627,0.006913,0.8236
4,7,0.068796,0.001477,0.8236
4,8,0.069151,0.000757,0.8236
4,9,0.057172,0.008037,0.8236
4,10,0.026161,-0.001951,0.8236
5,-10,0.033478,0.006808,1.1383
5,-9,0.014307,0.024926,1.1383
5,-8,0.020133,0.000286,1.1383
5,-7,-0.024961,0.000915,1.1383
5,-6,-0.006761,0.008249,1.1383
5,-5,0.0369,0.002262,1.1383
5,-4,0.020896,0.007357,1.1383
5,-3,0.014763,0.015229,1.1383
5,-2,0.000588,0.003723,1.1383
5,-1,-0.017432,0.008158,1.1383
5,0,0.018812,-0.008575,1.1383
5,1,0.073197,0.006333,1.1383
5,2,0.016796,-0.008636,1.1383
5,3,0.008163,0.002854,1.1383
5,4,-0.01618,-0.007189,1.1383
5,5,0.018463,0.00584,1.1383
5,6,0.050599,0.012574,1.1383
5,7,0.011058,-0.001624,1.1383
5,8,0.027535,0.00414,1.1383
5,9,0.057489,0.005694,1.1383
5,10,0.010944,-0.007292,1.1383
6,-10,-0.025058,-0.009351,1.0338
6,-9,-0.002327,-0.008197,1.0338
6,-8,-0.012012,-0.013613,1.0338
6,-7,-0.010999,-0.000101,1.0338
6,-6,0.004397,0.0012,1.0338
6,-5,0.031631,-0.003271,1.0338
6,-4,-0.001671,-0.003776,1.0338
6,-3,0.014876,-0.005722,1.0338
6,-2,-0.007052,-0.01104,1.0338
6,-1,-0.041974,-0.00877,1.0338
6,0,0.010081,-0.006393,1.0338
6,1,0.018338,0.005674,1.0338
6,2,-0.031512,-0.020448,1.0338
6,3,0.04074,0.001927,1.0338
6,4,0.02301,0.002056,1.0338
6,5,-0.003983,0.003464,1.0338
6,6,-0.020269,-0.019834,1.0338
6,7,0.043467,-0.001503,1.0338
6,8,0.001414,-0.009768,1.0338
6,9,0.027871,0.006614,1.0338
6,10,0.033547,0.002109,1.0338
7,-10,0.031772,-0.008537,0.9353
7,-9,0.012639,0.005764,0.9353
7,-8,-0.005022,-0.014602,0.9353
7,-7,-0.003225,-0.000507,0.9353
7,-6,0.00741,-0.012723,0.9353
7,-5,-0.023538,0.009511,0.9353
7,-4,-0.009274,-0.0057,0.9353
7,-3,0.008116,0.003696,0.9353
7,-2,0.011122,-0.000416,0.9353
7,-1,0.013632,0.018969,0.9353
7,0,0.074795,0.010623,0.9353
7,1,0.057528,0.015576,0.9353
7,2,0.044798,0.006844,0.9353
7,3,0.038155,0.017214,0.9353
7,4,0.013392,-0.003444,0.9353
7,5,0.083582,0.024696,0.9353
7,6,0.000338,-0.005734,0.9353
7,7,0.029635,-0.001684,0.9353
7,8,0.001683,0.002849,0.9353
7,9,0.047465,-0.007094,0.9353
7,10,0.021827,0.006422,0.9353
8,-10,0.020044,0.022537,1.0377
8,-9,-0.008681,-0.006439,1.0377
8,-8,-0.014176,0.009562,1.0377
8,-7,0.002108,0.000341,1.0377
8,-6,0.004329,0.013587,1.0377
8,-5,0.010219,-0.001169,1.0377
8,-4,-0.021025,-0.00585,1.0377
8,-3,0.03187,0.019026,1.0377
8,-2,0.028429,0.012455,1.0377
8,-1,-0.012038,-0.000872,1.0377
