entity_id,wave,group_indicator,phase_indicator,group_phase_interaction,outcome
0,1,1,0,0,0.6628
1,1,1,0,0,0.9258
2,1,1,0,0,-0.0051
3,1,1,0,0,1.0579
4,1,1,0,0,0.9142
5,1,1,0,0,-0.3082
6,1,1,0,0,-0.327
7,1,1,0,0,1.0041
8,1,1,0,0,0.6964
9,1,1,0,0,0.6497
10,1,1,0,0,0.8005
11,1,1,0,0,0.1484
12,1,1,0,0,0.1154
13,1,1,0,0,0.2628
14,1,1,0,0,0.4037
15,1,1,0,0,0.4657
16,1,1,0,0,0.8324
17,1,1,0,0,0.3629
18,1,1,0,0,1.2286
19,1,1,0,0,0.3002
20,1,1,0,0,0.982
21,1,1,0,0,0.8045
22,1,1,0,0,0.2095
23,1,1,0,0,0.7313
24,1,1,0,0,0.3492
25,1,1,0,0,1.0043
26,1,1,0,0,0.8556
27,1,1,0,0,0.3146
28,1,1,0,0,0.9622
29,1,1,0,0,0.2392
30,1,1,0,0,0.3311
31,1,1,0,0,1.7146
32,1,1,0,0,0.233
33,1,1,0,0,0.1519
34,1,1,0,0,1.021
35,1,1,0,0,0.2255
36,1,1,0,0,0.6522
37,1,1,0,0,0.8457
38,1,1,0,0,0.4437
39,1,1,0,0,0.0283
40,1,1,0,0,-0.5198
41,1,1,0,0,0.9643
42,1,1,0,0,0.5913
43,1,1,0,0,1.046
44,1,1,0,0,0.4522
45,1,1,0,0,-0.8769
46,1,1,0,0,0.8893
47,1,1,0,0,1.4779
48,1,1,0,0,1.2568
49,1,1,0,0,0.1911
50,1,1,0,0,1.1653
51,1,1,0,0,0.2802
52,1,1,0,0,0.2144
53,1,1,0,0,0.5764
54,1,1,0,0,0.7236
55,1,1,0,0,-0.1445
56,1,1,0,0,-0.0295
57,1,1,0,0,1.0788
58,1,1,0,0,0.0646
59,1,1,0,0,0.6592
60,1,1,0,0,0.0186
61,1,1,0,0,0.9064
62,1,1,0,0,-0.1023
63,1,1,0,0,1.2515
64,1,1,0,0,-0.237
65,1,1,0,0,-0.4116
66,1,1,0,0,0.6698
67,1,1,0,0,0.8355
68,1,1,0,0,0.1057
69,1,1,0,0,0.7662
70,1,1,0,0,0.6534
71,1,1,0,0,0.2475
72,1,1,0,0,0.4741
73,1,1,0,0,-0.5645
74,1,1,0,0,-0.4198
75,1,1,0,0,1.2528
76,1,1,0,0,-0.2634
77,1,1,0,0,0.8111
78,1,1,0,0,-0.2268
79,1,1,0,0,0.6425
80,1,1,0,0,0.1146
81,1,1,0,0,1.2311
82,1,1,0,0,0.6705
83,1,1,0,0,0.8598
84,1,1,0,0,-0.1173
85,1,1,0,0,0.6028
86,1,1,0,0,-0.2563
87,1,1,0,0,0.4628
88,1,1,0,0,1.1831
89,1,1,0,0,0.6147
90,1,1,0,0,0.2293
91,1,1,0,0,-0.0911
92,1,1,0,0,-1.0175
93,1,1,0,0,-0.3192
94,1,1,0,0,1.1358
95,1,1,0,0,-0.3763
96,1,1,0,0,-0.257
97,1,1,0,0,1.1667
98,1,1,0,0,-0.0732
99,1,1,0,0,0.2604
100,1,0,0,0,0.2418
101,1,0,0,0,-0.0024
102,1,0,0,0,-0.8312
103,1,0,0,0,-0.3268
104,1,0,0,0,-0.4906
105,1,0,0,0,0.9089
106,1,0,0,0,-0.6915
107,1,0,0,0,-0.2401
108,1,0,0,0,-0.4589
109,1,0,0,0,-0.6821
110,1,0,0,0,0.6822
111,1,0,0,0,1.1694
112,1,0,0,0,-0.2344
113,1,0,0,0,-0.504
114,1,0,0,0,-1.1293
115,1,0,0,0,-0.3558
116,1,0,0,0,0.1042
117,1,0,0,0,-0.127
118,1,0,0,0,0.2251
119,1,0,0,0,0.2423
120,1,0,0,0,0.1431
121,1,0,0,0,0.0825
122,1,0,0,0,-0.1601
123,1,0,0,0,0.5397
124,1,0,0,0,-0.0252
125,1,0,0,0,0.7714
126,1,0,0,0,0.3846
127,1,0,0,0,-0.379
128,1,0,0,0,-0.4891
129,1,0,0,0,-0.2281
130,1,0,0,0,-0.6432
131,1,0,0,0,0.5125
132,1,0,0,0,0.9941
133,1,0,0,0,0.3272
134,1,0,0,0,0.1799
135,1,0,0,0,-0.0504
136,1,0,0,0,0.3335
137,1,0,0,0,0.6512
138,1,0,0,0,-0.1747
139,1,0,0,0,0.45
140,1,0,0,0,-0.4302
141,1,0,0,0,-0.349
142,1,0,0,0,-0.8476
143,1,0,0,0,0.4708
144,1,0,0,0,1.3347
145,1,0,0,0,-0.1302
146,1,0,0,0,0.0231
147,1,0,0,0,-0.518
148,1,0,0,0,-0.2403
149,1,0,0,0,0.3738
150,1,0,0,0,-0.3754
151,1,0,0,0,0.764
152,1,0,0,0,-0.0799
153,1,0,0,0,0.0642
154,1,0,0,0,-0.0578
155,1,0,0,0,-0.9501
156,1,0,0,0,-0.3636
157,1,0,0,0,0.0117
158,1,0,0,0,-0.1325
159,1,0,0,0,-0.8676
160,1,0,0,0,0.3906
161,1,0,0,0,0.7639
162,1,0,0,0,0.2977
163,1,0,0,0,-0.005
164,1,0,0,0,-0.1153
165,1,0,0,0,0.0293
166,1,0,0,0,-0.1205
167,1,0,0,0,-0.2839
168,1,0,0,0,0.031
169,1,0,0,0,-0.1888
170,1,0,0,0,-0.7573
171,1,0,0,0,-0.3154
172,1,0,0,0,0.2199
173,1,0,0,0,0.8441
174,1,0,0,0,0.0598
175,1,0,0,0,-0.1625
176,1,0,0,0,-0.1468
177,1,0,0,0,0.0364
178,1,0,0,0,0.2764
179,1,0,0,0,-0.2556
180,1,0,0,0,0.2435
181,1,0,0,0,-0.658
182,1,0,0,0,-0.4266
183,1,0,0,0,-0.1416
184,1,0,0,0,0.2251
185,1,0,0,0,-0.6135
186,1,0,0,0,-0.5484
187,1,0,0,0,0.1888
188,1,0,0,0,1.013
189,1,0,0,0,-0.5111
