outcome,focal_variable,auxiliary_variable,covariate_a
-0.5172,-1.4456,0,0.0178
-0.1804,-0.2902,0,-0.3671
-0.9373,-1.2423,0,1.1419
-0.2943,0.0821,1,1.6328
-0.5441,0.2576,1,0.1573
-0.3818,0.61,1,0.154
-0.1561,1.4835,1,0.1295
0.4443,0.3392,0,-1.5514
0.0216,0.0078,0,-0.8643
0.0505,1.1644,1,-0.8531
-0.3405,0.1412,1,0.82
-0.9744,-0.0199,0,-0.3818
-0.1676,0.9165,1,-0.064
0.1103,0.7219,1,-0.1587
1.4944,2.1417,1,-0.2517
0.4596,1.4931,1,2.1005
0.5339,0.1302,0,0.1157
-0.6271,-1.2341,0,1.4121
0.4564,-0.0269,0,-0.6956
0.692,1.662,1,-1.104
0.1818,1.3024,1,0.8992
0.4781,1.1248,0,0.1636
0.2663,0.1725,0,0.6356
0.461,0.4575,0,1.8111
-0.5303,-0.9124,0,0.1936
0.6239,0.6248,0,0.3977
0.398,0.1981,0,-0.331
0.3946,0.4555,0,0.1395
-0.3695,1.2275,1,0.2698
0.1116,0.0085,0,0.4943
0.2336,0.4307,0,0.2952
-0.2365,0.0927,0,-1.5464
-0.2932,0.237,0,1.5276
-0.2145,-0.4673,0,0.0895
0.1174,-0.149,0,1.5874
-0.8453,-0.1293,1,-0.8242
-0.2749,-0.0312,1,-0.4984
0.8449,0.7313,0,-0.2023
0.6399,0.7186,0,-0.4104
0.0476,-0.1947,0,0.3615
0.7264,0.8246,0,1.0912
-0.4156,-0.2906,0,1.3743
0.0407,-0.076,0,-0.4669
-0.2157,1.0962,1,-0.5986
-0.678,-0.3213,1,0.7689
-0.1218,-0.1156,0,-1.0554
0.1128,1.7014,1,0.6708
0.3098,0.2921,0,-0.2366
0.1705,0.6021,1,-0.4411
-0.0253,0.0706,0,-2.8135
-0.4853,0.2836,1,0.2651
-0.352,0.9223,1,1.1676
-0.0062,1.1292,1,-1.1849
-0.1026,1.3437,1,0.2827
0.4032,0.8729,1,0.4995
-0.676,-0.7678,0,-0.5278
-0.8088,-0.0041,1,0.4316
-0.379,-0.2744,0,0.8965
0.1668,0.562,1,0.183
0.3061,0.5794,0,0.5532
0.0141,0.9959,1,-0.2609
-0.1914,0.4376,1,0.8122
-0.6492,0.9268,1,-1.7136
0.2453,1.9458,1,0.7701
-0.0434,0.6985,0,1.2319
-1.5106,-0.5829,1,-0.751
0.4049,0.452,0,-0.7758
0.4988,0.8789,0,1.6182
0.5158,0.5452,0,0.386
-0.5819,-0.3551,0,-1.5232
0.0027,0.2228,0,-0.2192
0.9073,0.1052,0,-1.7218
-0.0451,0.1947,0,-0.2245
-0.0265,0.6653,1,-0.0286
-0.3219,-0.272,0,0.6129
0.2949,0.3184,1,0.0291
-0.0769,0.0212,1,1.5965
0.2428,-0.6495,0,0.114
-0.8051,0.2598,0,-1.9071
0.0794,-0.8374,0,0.6152
-0.9876,-0.4522,0,0.1076
-0.2925,-1.0119,0,-0.1709
-0.0303,-0.5836,1,1.0553
-0.1563,0.8906,1,0.8325
0.0593,1.4923,1,-0.8637
0.4765,0.7828,1,0.271
-0.5983,0.9233,1,1.52
-0.9351,-0.1656,0,0.0774
0.4572,-0.1472,0,-1.2875
-0.1972,0.0713,1,0.3966
0.1756,0.2949,1,-0.3108
-0.9285,0.3814,1,0.0331
0.6703,-0.7904,0,-0.9585
0.3091,0.4851,0,0.3363
-1.0644,0.0256,1,-0.5798
-0.595,-0.5166,1,0.8074
0.0161,-0.0769,0,1.3507
-0.7923,-0.4605,0,0.1864
0.7778,0.3958,0,-0.9508
0.1584,0.923,1,-0.7547
-0.48,-0.0495,1,0.1773
0.232,0.0413,0,0.3192
0.0349,0.1658,0,-0.5265
0.2435,-0.3163,0,-0.2005
-0.9152,0.5396,1,0.5808
0.3883,0.9516,1,1.0705
-0.5617,0.4413,1,-0.0086
0.6383,0.6367,0,0.6117
-1.0318,-0.8587,0,-0.004
0.1893,1.6309,1,0.3135
0.2113,0.3271,0,-0.6513
-0.0854,0.2384,1,0.3911
-0.6948,-0.5124,1,1.3668
-0.886,1.0055,1,0.3667
-0.931,-0.1939,1,0.4195
0.0648,-0.3835,0,-0.8905
0.005,0.721,0,0.3413
0.0013,-0.3493,0,-2.0545
-0.2893,0.2331,1,0.6539
0.489,1.2417,1,1.4384
-0.1605,0.5718,1,-0.5306
0.2674,0.9253,1,-0.2385
-0.5429,0.2759,1,0.9558
0.3174,1.273,1,-0.8224
0.0854,-0.1952,0,0.4682
0.5361,0.7569,1,-0.7506
-0.4487,-0.1246,1,0.5731
-0.563,0.8052,1,-0.2428
0.2343,0.9004,1,-2.754
0.1648,0.4796,0,-1.0505
-0.8965,-0.9683,0,-0.0935
0.4636,1.0316,1,1.867
0.142,0.3403,0,-0.244
-0.0111,0.1705,0,-0.7164
0.4442,1.5414,1,0.3112
-0.4608,0.7782,1,-3.0828
0.0418,0.0155,0,1.2749
0.4053,0.047,0,0.6164
-0.0976,0.2846,1,-0.5052
-0.0343,0.0833,1,0.7228
-0.687,0.1592,0,0.3014
-0.9771,-1.0098,1,-0.133
-0.4893,-0.0316,0,0.5466
-0.6979,-1.0014,0,-0.0876
-0.6892,-0.4297,0,0.1692
-0.686,0.5995,1,0.5556
1.6516,0.6597,0,-0.3769
-0.2558,-0.6181,0,-0.1262
0.2445,0.7661,0,-1.169
-1.2469,-0.9117,0,-1.2853
0.2196,0.4162,0,-1.6997
0.4877,0.4136,0,0.3645
-0.9723,-0.2932,0,-0.3142
-0.8296,0.6518,1,-1.177
-0.7761,0.0752,1,-0.3846
0.2695,0.8475,1,-1.0605
0.2484,0.647,1,0.1834
0.0724,0.6246,1,0.9864
-0.4317,0.1288,0,1.3274
-1.1967,-0.7457,0,-0.1546
-1.2259,0.4186,1,-0.1768
-1.1735,0.5001,1,-1.8049
-0.682,0.0042,1,-1.4614
-0.4208,0.1791,1,1.3355
0.0111,-0.4248,0,0.1738
-0.3719,0.9553,1,1.1237
-1.0313,-0.7529,1,-1.8848
0.0696,1.1047,1,-0.076
-0.1458,0.2894,1,-1.7347
-0.6419,0.8461,1,-2.1693
-0.589,0.5375,1,-0.8952
-0.181,0.1436,1,1.8228
-0.1227,0.3504,0,-0.806
0.0603,-0.0231,0,1.2513
-0.0806,-0.0484,0,-0.2579
0.3138,0.0739,1,1.2306
-0.2808,0.8225,1,0.6814
-0.3122,-0.4125,0,1.3182
-0.4144,-0.8779,0,-0.4762
0.8416,0.3923,0,0.2667
0.1537,0.5725,1,0.1198
0.3686,0.4735,0,2.5397
-0.9573,0.7322,1,0.8987
-0.0662,0.8873,1,-0.1439
-0.019,-0.5701,0,2.0333
0.0376,0.2589,1,2.1162
0.7068,1.3714,0,-0.643
0.8189,0.0151,0,0.2794
-0.7498,0.9564,1,-0.3813
0.1728,1.1156,1,-1.5736
0.006,0.7981,1,0.1833
0.0818,-0.1037,0,-3.0536
0.3119,0.444,0,0.0806
-0.2761,0.5417,1,-0.0519
-0.6235,-0.4383,0,-0.0634
-0.0363,0.55,0,-0.213
-0.9503,-0.4016,1,-0.4315
-0.1332,-0.6283,0,-1.7088
-0.1077,-0.4106,0,-1.4008
0.2279,1.3692,1,-0.0572
-0.3984,0.6514,1,-0.0499
-0.1133,-0.1198,0,0.8601
-0.4933,-0.0248,1,-0.475
0.1252,0.1458,0,-1.0742
-0.0006,0.3861,1,-0.3112
-0.8574,0.6334,1,-2.2003
-0.3452,0.4762,1,0.1767
-0.8136,-0.4177,1,0.5724
-0.3223,-0.4584,0,1.3206
0.4285,1.0291,0,0.276
-0.5596,-0.2165,1,-1.1286
0.1128,-0.1555,0,-0.6924
0.4425,0.0835,0,-0.1845
1.1165,0.6008,0,-0.7042
0.4024,1.196,1,-1.1744
-0.1928,0.7199,1,-0.6081
-0.4246,0.4605,1,0.9674
-0.3448,-0.4295,0,0.3718
-0.225,-0.3904,0,0.8519
0.3729,1.7789,0,-0.7895
0.1973,0.7925,0,1.3706
-0.2927,1.0884,1,0.3455
0.0557,-0.0409,0,0.402
0.3548,1.5907,1,-0.0576
-0.3435,0.9382,1,-2.4764
-0.456,0.5181,1,1.3771
