entity_id,wave,group_indicator,phase_indicator,group_phase_interaction,outcome
0,1,1,0,0,0.3718
1,1,1,0,0,1.8148
2,1,1,0,0,0.8477
3,1,1,0,0,0.0999
4,1,1,0,0,0.8437
5,1,1,0,0,1.4784
6,1,1,0,0,1.5218
7,1,1,0,0,0.2267
8,1,1,0,0,1.2402
9,1,1,0,0,1.7352
10,1,1,0,0,1.4999
11,1,1,0,0,-0.3926
12,1,1,0,0,0.1008
13,1,1,0,0,0.28
14,1,1,0,0,-0.1581
15,1,1,0,0,-0.8558
16,1,1,0,0,2.2226
17,1,1,0,0,0.1325
18,1,1,0,0,-0.0721
19,1,1,0,0,-0.7991
20,1,1,0,0,1.3338
21,1,1,0,0,0.6537
22,1,1,0,0,0.4794
23,1,1,0,0,0.3932
24,1,1,0,0,0.6641
25,1,1,0,0,-0.0356
26,1,1,0,0,-0.7539
27,1,1,0,0,-0.1546
28,1,1,0,0,-0.2298
29,1,1,0,0,0.4902
30,1,1,0,0,1.1057
31,1,1,0,0,1.1738
32,1,1,0,0,-1.0619
33,1,1,0,0,0.9586
34,1,1,0,0,0.4769
35,1,1,0,0,2.5764
36,1,1,0,0,2.0409
37,1,1,0,0,1.6421
38,1,1,0,0,1.0711
39,1,1,0,0,0.47
40,1,1,0,0,0.114
41,1,1,0,0,-0.2765
42,1,1,0,0,-0.5237
43,1,1,0,0,0.5804
44,1,1,0,0,1.6179
45,1,1,0,0,0.0292
46,1,1,0,0,-0.1556
47,1,1,0,0,-0.4155
48,1,1,0,0,0.2066
49,1,1,0,0,1.3848
50,1,0,0,0,1.15
51,1,0,0,0,1.2453
52,1,0,0,0,0.4458
53,1,0,0,0,0.0475
54,1,0,0,0,0.7105
55,1,0,0,0,-0.8018
56,1,0,0,0,0.1874
57,1,0,0,0,1.2795
58,1,0,0,0,-0.7843
59,1,0,0,0,0.145
60,1,0,0,0,0.4568
61,1,0,0,0,0.1256
62,1,0,0,0,0.7306
63,1,0,0,0,0.9435
64,1,0,0,0,0.6346
65,1,0,0,0,0.3879
66,1,0,0,0,-0.5065
67,1,0,0,0,-0.2533
68,1,0,0,0,1.1121
69,1,0,0,0,1.0677
70,1,0,0,0,-0.9047
71,1,0,0,0,0.0215
72,1,0,0,0,0.3173
73,1,0,0,0,0.534
74,1,0,0,0,0.4278
75,1,0,0,0,1.4007
76,1,0,0,0,0.2448
77,1,0,0,0,0.8511
78,1,0,0,0,0.6045
79,1,0,0,0,-0.5945
80,1,0,0,0,-1.4858
81,1,0,0,0,1.1227
82,1,0,0,0,0.3397
83,1,0,0,0,0.9396
84,1,0,0,0,-1.0704
85,1,0,0,0,1.8405
86,1,0,0,0,-0.0765
87,1,0,0,0,-0.5402
88,1,0,0,0,-1.0002
89,1,0,0,0,0.5089
90,1,0,0,0,0.6737
91,1,0,0,0,-0.5081
92,1,0,0,0,0.5642
93,1,0,0,0,0.3876
94,1,0,0,0,0.1514
95,1,0,0,0,-1.2845
96,1,0,0,0,0.5717
