series_id,time_offset,observation,reference_series,sensitivity_coefficient
0,-10,-0.006759,0.006501,0.7956
0,-9,0.013747,0.00799,0.7956
0,-8,-0.009278,0.002203,0.7956
0,-7,-0.021429,-0.016056,0.7956
0,-6,-0.028659,0.008023,0.7956
0,-5,-0.017705,-0.015256,0.7956
0,-4,0.058024,-0.007977,0.7956
0,-3,-0.005752,0.002821,0.7956
0,-2,0.00809,0.011766,0.7956
0,-1,0.036136,-0.000476,0.7956
0,0,-0.047569,-0.020449,0.7956
0,1,-0.026589,0.005682,0.7956
0,2,-0.002889,-0.009308,0.7956
0,3,-0.009725,-0.006396,0.7956
0,4,-0.006735,-0.002168,0.7956
0,5,0.004236,-0.000613,0.7956
0,6,-0.018138,0.009876,0.7956
0,7,-0.027372,-0.01579,0.7956
0,8,-0.030735,-0.005492,0.7956
0,9,-0.033811,-0.017014,0.7956
0,10,-0.023381,0.000724,0.7956
1,-10,0.04158,0.014484,0.7052
1,-9,-0.0187,-0.00619,0.7052
1,-8,0.007435,-0.013522,0.7052
1,-7,0.03055,0.002137,0.7052
1,-6,-0.009003,0.002111,0.7052
1,-5,-0.003819,-0.000187,0.7052
1,-4,-0.002502,-0.006893,0.7052
1,-3,0.022494,-0.008446,0.7052
1,-2,0.012781,-0.016915,0.7052
1,-1,-0.060777,-0.004726,0.7052
1,0,-0.025142,-0.017692,0.7052
1,1,-0.005955,-0.003919,0.7052
1,2,-0.00258,-0.003952,0.7052
1,3,0.001959,0.000405,0.7052
1,4,0.005118,0.008967,0.7052
1,5,0.015207,-0.002677,0.7052
1,6,-0.026151,-0.000374,0.7052
1,7,-0.006422,-0.003956,0.7052
1,8,0.009222,0.010271,0.7052
1,9,-0.013803,0.006994,0.7052
1,10,-0.003343,0.011164,0.7052
2,-10,-0.008807,0.006353,0.7585
2,-9,-0.035526,-0.010569,0.7585
2,-8,0.008522,0.00925,0.7585
2,-7,-0.002152,0.005428,0.7585
2,-6,-0.002246,0.000695,0.7585
2,-5,0.005803,-0.011323,0.7585
2,-4,-0.019032,-0.008286,0.7585
2,-3,0.021824,0.003994,0.7585
2,-2,0.008849,-0.005894,0.7585
2,-1,-0.003614,0.003585,0.7585
2,0,-0.016236,-0.000548,0.7585
2,1,0.011079,0.002584,0.7585
2,2,-0.016919,0.003219,0.7585
2,3,-0.014277,-0.004211,0.7585
2,4,-0.052846,-0.004447,0.7585
2,5,-0.007533,0.011761,0.7585
2,6,0.011946,-0.001497,0.7585
2,7,-0.009052,-0.004829,0.7585
2,8,-0.006824,0.000256,0.7585
2,9,-0.000138,-0.005672,0.7585
2,10,-0.018954,0.01806,0.7585
3,-10,0.013837,0.00398,1.1152
3,-9,-0.029339,-0.012231,1.1152
3,-8,0.022203,-0.002136,1.1152
3,-7,0.006431,-0.002737,1.1152
3,-6,0.002437,0.000859,1.1152
3,-5,-0.014138,0.00182,1.1152
3,-4,-0.009449,-0.001241,1.1152
3,-3,-0.013752,-0.000271,1.1152
3,-2,-0.013422,0.018463,1.1152
3,-1,-0.009679,-0.016445,1.1152
3,0,0.029776,0.008539,1.1152
3,1,-0.014379,-0.002316,1.1152
3,2,0.022062,0.005312,1.1152
3,3,-0.022291,-0.012804,1.1152
3,4,-0.011082,0.006702,1.1152
3,5,-0.018957,0.004635,1.1152
3,6,-0.0332,0.01251,1.1152
3,7,-0.003073,-0.002301,1.1152
3,8,0.002327,-0.002582,1.1152
3,9,-0.00474,0.000999,1.1152
3,10,-0.006293,0.00595,1.1152
4,-10,0.028399,0.013973,0.8711
4,-9,0.007796,-0.003326,0.8711
4,-8,-0.044283,-0.016965,0.8711
4,-7,-0.001786,0.0244,0.8711
4,-6,0.002257,-0.002734,0.8711
4,-5,0.005003,0.003749,0.8711
4,-4,-0.003237,-0.003395,0.8711
4,-3,0.024684,0.011666,0.8711
4,-2,-0.030819,0.00712,0.8711
4,-1,0.009137,0.00556,0.8711
4,0,0.021307,-0.006055,0.8711
4,1,-0.023464,-0.014385,0.8711
4,2,0.003429,0.01212,0.8711
4,3,0.001742,-0.019319,0.8711
4,4,-0.048751,-0.016722,0.8711
4,5,-0.020839,0.009967,0.8711
4,6,-0.031708,-0.00226,0.8711
4,7,0.014579,0.001019,0.8711
4,8,-0.018876,-0.015484,0.8711
4,9,0.017014,-0.016915,0.8711
4,10,-0.006771,-0.008917,0.8711
5,-10,-0.030925,-0.004093,0.8978
5,-9,-0.005234,0.015036,0.8978
5,-8,-0.007587,-0.000882,0.8978
