series_id,time_offset,observation,reference_series,sensitivity_coefficient
0,-10,-0.032398,-0.012206,0.7963
0,-9,-0.003784,-0.006357,0.7963
0,-8,-0.004132,0.010578,0.7963
0,-7,-0.007833,-0.004317,0.7963
0,-6,-0.00251,-0.007755,0.7963
0,-5,-0.039613,0.004787,0.7963
0,-4,0.004637,0.006694,0.7963
0,-3,0.017392,0.002888,0.7963
0,-2,-0.03542,-0.017563,0.7963
0,-1,-0.037743,-0.000402,0.7963
0,0,-0.009357,-0.001817,0.7963
0,1,-0.016019,0.004266,0.7963
0,2,-0.028634,-0.002027,0.7963
0,3,-0.020798,-0.004555,0.7963
0,4,-0.010766,-0.015209,0.7963
0,5,-0.017871,-0.007076,0.7963
0,6,-0.037027,0.001104,0.7963
0,7,0.006153,0.013227,0.7963
0,8,-0.033974,-0.015407,0.7963
0,9,-0.049781,0.002374,0.7963
0,10,-0.049754,-0.020905,0.7963
1,-10,-0.018492,-0.012831,1.2169
1,-9,0.005173,-0.008623,1.2169
1,-8,0.01343,0.002103,1.2169
1,-7,-0.030646,-0.016583,1.2169
1,-6,0.007774,0.001662,1.2169
1,-5,-0.016077,-0.006177,1.2169
1,-4,-0.009911,-0.003615,1.2169
1,-3,0.030355,0.021942,1.2169
1,-2,-0.019078,0.000699,1.2169
1,-1,-0.018909,-0.012053,1.2169
1,0,-0.00791,0.011604,1.2169
1,1,-0.031744,-0.001263,1.2169
1,2,-0.033319,-0.017117,1.2169
1,3,-0.015083,-0.002244,1.2169
1,4,-0.031258,0.001846,1.2169
1,5,-0.035301,0.002554,1.2169
1,6,-0.016974,0.002475,1.2169
1,7,-0.012935,0.015706,1.2169
1,8,-0.041022,-0.012969,1.2169
1,9,-0.053233,0.006391,1.2169
1,10,-0.011154,0.009055,1.2169
2,-10,-0.028592,-0.007111,1.3848
2,-9,-0.015842,-0.019086,1.3848
2,-8,-0.013572,-0.005295,1.3848
2,-7,0.012584,0.008748,1.3848
2,-6,-0.011456,-0.015294,1.3848
2,-5,0.028143,0.015138,1.3848
2,-4,-0.034023,-0.00835,1.3848
2,-3,-0.01089,-0.008714,1.3848
2,-2,0.008409,0.014563,1.3848
2,-1,0.006383,-0.006189,1.3848
2,0,0.001747,-0.00404,1.3848
2,1,-0.002487,-0.001181,1.3848
2,2,-0.002045,0.004128,1.3848
2,3,-0.022079,-0.001471,1.3848
2,4,-0.000179,0.004489,1.3848
2,5,-0.037179,0.005561,1.3848
2,6,-0.024233,0.002877,1.3848
2,7,-0.018649,-0.005159,1.3848
2,8,0.00208,0.017279,1.3848
2,9,-0.007086,0.020029,1.3848
2,10,0.005566,0.012617,1.3848
3,-10,0.01408,-0.006065,1.0661
3,-9,-0.010149,-0.001783,1.0661
3,-8,0.01134,-0.012967,1.0661
3,-7,0.006699,0.011713,1.0661
3,-6,0.009417,0.005754,1.0661
3,-5,0.012412,-0.003229,1.0661
3,-4,-0.037839,-0.005954,1.0661
3,-3,0.005475,0.002898,1.0661
3,-2,-0.018008,-0.005633,1.0661
3,-1,-0.020363,-0.015294,1.0661
3,0,-0.011162,-0.008452,1.0661
3,1,-0.018059,0.005465,1.0661
3,2,-0.012336,0.005527,1.0661
3,3,-0.019992,-0.002394,1.0661
3,4,0.012247,0.018013,1.0661
3,5,-0.006071,-0.002685,1.0661
3,6,-0.003256,0.008878,1.0661
3,7,-0.025719,-0.002986,1.0661
3,8,-0.025052,-0.010451,1.0661
3,9,-0.02935,-0.005799,1.0661
3,10,0.015663,0.00654,1.0661
4,-10,0.017117,0.000112,1.3576
4,-9,0.008472,0.004177,1.3576
4,-8,-0.017535,0.002946,1.3576
