series_id,time_offset,observation,reference_series,sensitivity_coefficient
0,-10,-0.008394,-0.021011,1.0504
0,-9,0.010373,0.012245,1.0504
0,-8,0.002562,-0.000416,1.0504
0,-7,0.000625,0.007635,1.0504
0,-6,0.000325,0.000155,1.0504
0,-5,0.040912,0.007088,1.0504
0,-4,-0.005087,-0.007039,1.0504
0,-3,-0.012182,-0.007308,1.0504
0,-2,-0.027992,-0.01046,1.0504
0,-1,0.018374,0.012129,1.0504
0,0,-0.035836,0.001229,1.0504
0,1,-0.040988,-0.00045,1.0504
0,2,-0.022605,2.7e-05,1.0504
0,3,-0.041104,-0.005125,1.0504
0,4,-0.021717,-0.004623,1.0504
0,5,-0.043489,0.002316,1.0504
0,6,-0.012205,0.007535,1.0504
0,7,-0.004611,0.002171,1.0504
0,8,-0.020905,0.000538,1.0504
0,9,-0.010864,0.004994,1.0504
0,10,-0.036403,-0.001929,1.0504
1,-10,0.020078,0.013048,1.086
1,-9,-0.014689,-0.016188,1.086
1,-8,0.016366,0.000637,1.086
1,-7,0.020095,0.010884,1.086
1,-6,-0.031163,-0.02043,1.086
1,-5,-0.006805,-0.003343,1.086
1,-4,0.020822,0.001969,1.086
1,-3,-0.001318,0.008093,1.086
1,-2,-0.01878,-0.007987,1.086
1,-1,0.009645,-0.000868,1.086
1,0,-0.020798,0.00994,1.086
1,1,-0.00699,-1e-06,1.086
1,2,-0.035223,-0.014549,1.086
1,3,-0.024557,0.0056,1.086
1,4,-0.021911,0.000116,1.086
1,5,-0.037603,-0.002646,1.086
1,6,-0.012149,-0.006829,1.086
1,7,-0.029118,-0.004103,1.086
1,8,-0.020763,0.008153,1.086
1,9,-0.020331,0.000658,1.086
1,10,-0.054399,-0.008179,1.086
2,-10,-0.001772,-0.005452,0.9297
2,-9,0.005787,-0.012958,0.9297
2,-8,-0.006251,-0.002711,0.9297
2,-7,0.030923,-0.001034,0.9297
2,-6,0.004231,0.004715,0.9297
2,-5,-0.008558,-0.028528,0.9297
2,-4,-0.014685,-0.006649,0.9297
2,-3,0.012492,-0.007332,0.9297
2,-2,-0.016649,-0.000122,0.9297
2,-1,-0.009869,-0.001741,0.9297
2,0,-0.027287,0.003895,0.9297
2,1,-0.041572,-0.015393,0.9297
2,2,-0.041563,-0.000268,0.9297
2,3,-0.040824,-0.019301,0.9297
2,4,-0.031184,-0.002506,0.9297
2,5,-0.042323,0.007758,0.9297
