series_id,time_offset,observation,reference_series,sensitivity_coefficient
0,-10,0.015745,0.021644,1.1784
0,-9,-0.002293,-0.004192,1.1784
0,-8,-0.005774,-0.004845,1.1784
0,-7,-0.027472,-0.018877,1.1784
0,-6,0.039586,0.009077,1.1784
0,-5,0.019649,0.014788,1.1784
0,-4,0.011316,0.005112,1.1784
0,-3,-0.020232,-0.005243,1.1784
0,-2,0.001962,0.002783,1.1784
0,-1,-0.02513,0.008693,1.1784
0,0,-0.008219,-0.001435,1.1784
0,1,-0.032265,0.006064,1.1784
0,2,-0.040431,-0.01279,1.1784
0,3,-0.007315,0.008152,1.1784
0,4,-0.013321,0.001455,1.1784
0,5,-0.012288,0.002875,1.1784
0,6,-0.019939,0.009674,1.1784
0,7,-0.023818,-0.008558,1.1784
0,8,-0.059528,-0.004808,1.1784
0,9,-0.003681,0.014574,1.1784
0,10,-0.024618,0.002394,1.1784
1,-10,0.003195,0.000335,0.7283
1,-9,-0.022679,0.00581,0.7283
1,-8,-0.00302,0.006238,0.7283
1,-7,-0.029233,-0.006215,0.7283
1,-6,0.013273,0.022626,0.7283
1,-5,-0.015053,0.002757,0.7283
1,-4,1.6e-05,-0.014994,0.7283
1,-3,0.008657,-0.0132,0.7283
1,-2,0.000417,0.018305,0.7283
1,-1,-0.042571,-0.004312,0.7283
1,0,-0.029281,-0.01713,0.7283
1,1,-0.028655,0.012845,0.7283
1,2,-0.054374,-0.006005,0.7283
1,3,-0.014366,-0.011002,0.7283
1,4,-0.050734,0.0034,0.7283
1,5,0.013629,0.005965,0.7283
1,6,-0.038929,-0.00364,0.7283
1,7,-0.006733,0.006116,0.7283
1,8,-0.024838,0.008516,0.7283
1,9,-0.054992,-0.003905,0.7283
1,10,-0.02961,-0.011998,0.7283
2,-10,-0.001068,-0.002086,1.0744
2,-9,0.011969,0.000494,1.0744
2,-8,0.009429,0.008787,1.0744
2,-7,-0.002164,-0.001743,1.0744
2,-6,0.008439,-0.00754,1.0744
2,-5,-0.007868,-0.005321,1.0744
2,-4,0.007112,0.002062,1.0744
2,-3,0.001408,0.002989,1.0744
2,-2,0.019369,0.016748,1.0744
2,-1,0.024832,-0.002213,1.0744
2,0,-0.005864,-0.007477,1.0744
2,1,-0.051895,-0.019654,1.0744
2,2,-0.062802,-0.016397,1.0744
2,3,-0.015283,0.004829,1.0744
2,4,-0.006461,-0.005783,1.0744
2,5,-0.013018,0.011644,1.0744
2,6,-0.029479,-0.017786,1.0744
2,7,-0.025234,-0.004527,1.0744
2,8,-0.02188,0.008277,1.0744
2,9,-0.016385,0.013088,1.0744
2,10,-0.007315,0.005688,1.0744
3,-10,-0.024001,-0.007922,1.1049
3,-9,0.044179,-0.002914,1.1049
3,-8,0.008746,0.013806,1.1049
