assignment_score,status_flag,outcome,proximity_flag
0.5529,1,0.3459,1
0.3721,0,-0.014,1
0.8091,1,0.6753,0
0.7023,1,0.6081,1
0.4437,0,0.1737,1
0.4328,0,0.1244,1
0.0166,0,0.0777,0
0.3949,0,0.135,1
0.294,0,0.0259,1
0.5056,1,0.6329,1
0.6012,1,0.3015,1
0.3115,0,0.2192,1
0.2295,0,-0.1029,1
0.5927,1,0.522,1
0.1258,0,0.2072,0
0.8331,1,0.6666,0
0.4034,0,0.1356,1
0.4512,0,-0.1319,1
0.5384,1,0.3047,1
0.671,1,0.5613,1
0.1091,0,-0.0129,0
0.4974,0,0.0631,1
0.3765,0,-0.3001,1
0.7463,1,0.4699,1
0.2293,0,0.0718,1
0.0121,0,-0.0868,0
0.1401,0,0.0372,0
0.2021,0,-0.0064,1
0.8148,1,0.6395,0
0.3734,0,0.0833,1
0.5761,1,0.4309,1
0.4962,0,0.1246,1
0.5068,1,0.3659,1
0.394,0,0.2628,1
0.827,1,0.4473,0
0.8761,1,0.6618,0
0.7117,1,0.3832,1
0.3891,0,0.3561,1
0.8015,1,0.8977,0
0.6986,1,0.5697,1
0.1777,0,0.1322,0
0.9606,1,0.5748,0
0.2478,0,0.0833,1
0.0089,0,-0.1199,0
0.5699,1,0.3171,1
0.4218,0,0.1929,1
0.1687,0,-0.0805,0
0.0567,0,0.1029,0
0.327,0,0.2221,1
0.1537,0,0.2293,0
0.739,1,0.3876,1
0.0486,0,-0.1536,0
0.666,1,0.5933,1
0.4177,0,0.2256,1
0.1503,0,0.138,0
0.8343,1,0.66,0
0.9157,1,0.4349,0
0.2682,0,0.0733,1
0.5263,1,0.4166,1
0.6184,1,0.5974,1
0.6732,1,0.5788,1
0.7022,1,0.5867,1
0.0418,0,0.0483,0
0.5654,1,0.483,1
0.4587,0,0.0849,1
0.3248,0,0.1226,1
0.3432,0,0.1825,1
0.5337,1,0.6054,1
0.2097,0,0.2406,1
0.1377,0,0.1249,0
0.1513,0,0.229,0
0.835,1,0.6503,0
0.4323,0,-0.101,1
0.2644,0,0.2032,1
0.0679,0,-0.1333,0
0.8731,1,0.7767,0
0.9421,1,0.2809,0
0.742,1,0.2133,1
0.8389,1,0.8058,0
0.1418,0,0.3265,0
0.3182,0,0.2709,1
0.1103,0,0.245,0
0.4557,0,-0.0533,1
0.3598,0,0.2657,1
0.6714,1,0.3709,1
0.5873,1,0.6451,1
0.8164,1,0.4798,0
0.779,1,0.519,1
0.2094,0,0.215,1
0.5378,1,0.4559,1
0.2071,0,0.1377,1
0.7343,1,0.4177,1
0.0787,0,-0.0851,0
0.8801,1,0.524,0
0.2711,0,-0.0803,1
0.4335,0,0.2315,1
0.7297,1,0.5683,1
0.6691,1,0.2995,1
0.4808,0,0.3635,1
0.9489,1,0.8072,0
0.684,1,0.4982,1
0.0115,0,-0.0741,0
0.31,0,0.2818,1
0.6509,1,0.3624,1
0.7235,1,0.7578,1
0.252,0,0.075,1
0.0846,0,0.2274,0
0.3784,0,0.228,1
0.3818,0,0.5191,1
0.491,0,0.2656,1
0.3163,0,0.3879,1
0.4927,0,0.0775,1
0.6049,1,0.3399,1
0.0713,0,-0.0097,0
0.3197,0,0.1155,1
0.771,1,0.5481,1
0.6139,1,0.4872,1
0.1105,0,0.0857,0
0.3901,0,0.2383,1
0.8492,1,0.3641,0
0.4147,0,0.1038,1
0.0071,0,-0.0603,0
0.5103,1,0.4882,1
0.1673,0,0.0404,0
0.7884,1,0.7414,1
0.7681,1,0.6023,1
0.5224,1,0.6185,1
0.765,1,0.4943,1
0.213,0,0.1988,1
0.7064,1,0.4342,1
0.8147,1,0.4001,0
0.9504,1,0.7877,0
0.1876,0,0.0485,0
0.3515,0,0.1012,1
0.6261,1,0.3702,1
0.7248,1,0.3751,1
0.1077,0,0.2759,0
0.968,1,0.7456,0
0.0346,0,-0.121,0
0.8337,1,0.4396,0
0.4444,0,0.165,1
0.488,0,0.0852,1
0.7095,1,0.3975,1
0.2064,0,-0.0496,1
0.5233,1,0.4275,1
0.2819,0,-0.1259,1
0.1923,0,-0.0619,0
0.4695,0,0.3042,1
0.0948,0,-0.134,0
0.4712,0,0.1284,1
0.6916,1,0.5485,1
0.1008,0,0.1842,0
0.8033,1,0.3461,0
0.6074,1,0.3543,1
0.0304,0,-0.0008,0
0.7926,1,0.6837,1
0.0736,0,0.118,0
0.942,1,0.8244,0
0.2412,0,-0.0231,1
0.1359,0,-0.0717,0
0.2602,0,-0.0231,1
0.515,1,0.3509,1
0.7611,1,0.3929,1
0.8732,1,0.6242,0
0.489,0,-0.1115,1
0.7113,1,0.695,1
0.844,1,0.5297,0
0.403,0,0.181,1
0.5606,1,0.263,1
0.3111,0,-0.0268,1
0.9325,1,0.4884,0
0.1803,0,-0.0235,0
0.4285,0,0.0466,1
0.6168,1,0.4829,1
0.3536,0,0.0206,1
0.0476,0,0.1136,0
0.5443,1,0.5828,1
0.6461,1,0.7576,1
0.4794,0,0.1781,1
0.0941,0,-0.0011,0
0.0667,0,0.0362,0
0.7214,1,0.5804,1
0.2498,0,-0.0311,1
0.1592,0,0.175,0
0.8026,1,0.6489,0
0.5006,1,0.1991,1
0.5324,1,0.7441,1
0.1433,0,0.0881,0
0.8424,1,0.4178,0
0.6544,1,0.3523,1
0.64,1,0.5272,1
0.2287,0,-0.0532,1
0.205,0,-0.0746,1
0.8268,1,0.4887,0
0.0869,0,0.1021,0
0.5209,1,0.4059,1
0.6011,1,0.3553,1
0.946,1,0.8173,0
0.2055,0,0.1366,1
0.0083,0,-0.1256,0
0.409,0,0.1558,1
0.3059,0,0.1134,1
0.3669,0,0.1101,1
0.678,1,0.5106,1
0.9493,1,0.5614,0
0.8769,1,0.6329,0
0.782,1,0.5316,1
0.8993,1,0.6015,0
0.3128,0,0.1619,1
0.0427,0,0.0066,0
0.5893,1,0.5884,1
0.3327,0,0.3008,1
0.1607,0,0.0108,0
0.7982,1,0.461,1
0.8754,1,0.361,0
0.9906,1,0.704,0
0.383,0,0.0942,1
0.0319,0,-0.1604,0
0.5506,1,0.3871,1
0.7635,1,0.598,1
0.4436,0,0.2534,1
0.1521,0,0.1306,0
0.6803,1,0.4989,1
0.4962,0,0.2599,1
0.6263,1,0.5062,1
0.685,1,0.5391,1
0.2849,0,-0.0306,1
0.3308,0,0.2638,1
0.6163,1,0.5896,1
0.5063,1,0.3988,1
0.7435,1,0.6915,1
0.1539,0,-0.1402,0
0.8935,1,0.4525,0
0.0648,0,-0.1602,0
0.5403,1,0.4045,1
0.8739,1,0.4558,0
0.6822,1,0.6495,1
0.1706,0,0.0733,0
0.3058,0,0.0532,1
0.5308,1,0.526,1
0.3753,0,0.2333,1
0.1339,0,0.238,0
0.733,1,0.5105,1
0.8074,1,0.5441,0
0.5814,1,0.3243,1
0.6219,1,0.5183,1
0.801,1,0.5823,0
0.0243,0,-0.0734,0
0.2399,0,0.0821,1
0.6929,1,0.476,1
0.1562,0,0.1045,0
0.4628,0,0.1093,1
0.6171,1,0.5188,1
0.2596,0,-0.0001,1
0.9301,1,0.697,0
0.3617,0,0.1837,1
0.4031,0,0.2849,1
0.5332,1,0.4789,1
0.4824,0,0.1373,1
0.4287,0,-0.0814,1
0.1271,0,0.1687,0
0.6877,1,0.5191,1
0.6851,1,0.4706,1
0.5373,1,0.5844,1
0.1036,0,0.146,0
0.8769,1,0.5064,0
0.9529,1,0.637,0
0.0952,0,0.0363,0
0.1728,0,0.2233,0
0.571,1,0.3208,1
0.5481,1,0.6635,1
0.1077,0,0.1905,0
0.4428,0,0.075,1
0.273,0,0.0046,1
0.8337,1,0.6101,0
0.2804,0,-0.1149,1
0.2898,0,0.1225,1
0.7974,1,0.566,1
0.3404,0,0.1801,1
0.1848,0,-0.0426,0
0.424,0,0.4913,1
0.4602,0,0.1665,1
0.2442,0,0.2511,1
0.8334,1,0.6146,0
0.4135,0,0.2534,1
0.0888,0,-0.1459,0
0.8714,1,0.8268,0
0.5192,1,0.5353,1
0.0384,0,0.081,0
0.8197,1,0.6357,0
0.0755,0,0.0939,0
0.8176,1,0.5744,0
0.8547,1,0.5236,0
0.8362,1,0.3905,0
0.6635,1,0.7549,1
0.6162,1,0.3369,1
0.375,0,0.2662,1
0.8308,1,0.6212,0
0.076,0,-0.0736,0
0.5389,1,0.5711,1
0.2817,0,0.0255,1
0.0604,0,0.3,0
0.6884,1,0.5,1
0.9252,1,0.7075,0
0.0651,0,-0.0493,0
0.6465,1,0.3617,1
0.9429,1,0.5767,0
0.1509,0,0.2772,0
0.7297,1,0.2929,1
0.7112,1,0.4275,1
0.9622,1,0.583,0
0.3166,0,-0.0349,1
0.7729,1,0.3672,1
0.1443,0,0.1811,0
0.3981,0,0.0212,1
0.4316,0,0.0192,1
0.7663,1,0.4454,1
0.2747,0,0.0559,1
0.048,0,0.0854,0
0.1319,0,-0.1272,0
0.6971,1,0.4787,1
0.5867,1,0.3885,1
0.5262,1,0.276,1
0.7894,1,0.4657,1
0.5432,1,0.5881,1
0.8654,1,0.6039,0
0.0073,0,0.103,0
0.6469,1,0.1629,1
0.7395,1,0.4233,1
0.906,1,0.6378,0
0.7032,1,0.4543,1
0.696,1,0.5145,1
0.8057,1,0.5489,0
0.0641,0,-0.1989,0
0.9692,1,0.5274,0
0.8612,1,0.425,0
0.5138,1,0.4961,1
0.7865,1,0.4784,1
0.6978,1,0.3309,1
0.8677,1,0.5453,0
0.2924,0,0.2982,1
0.8023,1,0.294,0
0.3034,0,0.2344,1
0.2804,0,-0.0168,1
0.3423,0,0.0978,1
0.1014,0,-0.2067,0
0.3357,0,0.1361,1
0.6074,1,0.5278,1
