entity_id,wave,group_indicator,phase_indicator,group_phase_interaction,outcome
0,1,1,0,0,-0.2197
1,1,1,0,0,0.7068
2,1,1,0,0,-0.1048
3,1,1,0,0,0.6704
4,1,1,0,0,0.4289
5,1,1,0,0,0.0308
6,1,1,0,0,-0.7266
7,1,1,0,0,-0.652
8,1,1,0,0,0.0314
9,1,1,0,0,0.6475
10,1,1,0,0,0.8307
11,1,1,0,0,0.7343
12,1,1,0,0,-0.0724
13,1,1,0,0,0.0076
14,1,1,0,0,0.5894
15,1,1,0,0,0.6278
16,1,1,0,0,1.1704
17,1,1,0,0,0.5247
18,1,1,0,0,1.1269
19,1,1,0,0,0.3501
20,1,1,0,0,1.1612
21,1,1,0,0,2.0131
22,1,1,0,0,0.5184
23,1,1,0,0,1.1003
24,1,1,0,0,-0.3133
25,1,1,0,0,0.7557
26,1,1,0,0,0.4238
27,1,1,0,0,0.2982
28,1,1,0,0,0.9873
29,1,1,0,0,-0.1264
30,1,1,0,0,0.7519
31,1,1,0,0,1.0873
32,1,1,0,0,0.9236
33,1,1,0,0,0.0717
34,1,1,0,0,1.1486
35,1,1,0,0,1.0587
36,1,1,0,0,0.4002
37,1,1,0,0,0.4613
38,1,1,0,0,-0.27
39,1,1,0,0,1.1246
40,1,1,0,0,1.0504
41,1,1,0,0,0.4566
42,1,1,0,0,0.9416
43,1,1,0,0,0.3499
44,1,1,0,0,-0.0296
45,1,1,0,0,0.8189
46,1,1,0,0,0.5383
47,1,1,0,0,0.769
48,1,1,0,0,0.2622
49,1,1,0,0,0.0913
50,1,1,0,0,0.4289
51,1,1,0,0,0.109
52,1,1,0,0,0.532
53,1,1,0,0,0.8961
54,1,1,0,0,0.7478
55,1,1,0,0,0.9522
56,1,1,0,0,0.7028
57,1,1,0,0,-0.0827
58,1,1,0,0,1.1607
59,1,1,0,0,1.2959
60,1,1,0,0,1.2372
61,1,1,0,0,1.0047
62,1,1,0,0,0.7968
63,1,1,0,0,0.8089
64,1,1,0,0,1.0729
65,1,1,0,0,-0.0895
66,1,1,0,0,-0.0476
67,1,1,0,0,0.068
68,1,1,0,0,0.8571
69,1,1,0,0,-0.3204
70,1,1,0,0,-0.654
71,1,1,0,0,0.2626
72,1,1,0,0,-0.569
73,1,1,0,0,0.9787
74,1,1,0,0,0.2783
75,1,0,0,0,-0.9789
76,1,0,0,0,-0.012
77,1,0,0,0,-0.1336
78,1,0,0,0,-0.7712
79,1,0,0,0,-0.4152
80,1,0,0,0,-0.1626
81,1,0,0,0,-0.1646
82,1,0,0,0,-0.6394
83,1,0,0,0,0.5669
84,1,0,0,0,1.2682
85,1,0,0,0,-0.1152
86,1,0,0,0,-0.3754
87,1,0,0,0,-0.2305
88,1,0,0,0,-0.0406
89,1,0,0,0,-0.3618
90,1,0,0,0,0.1836
91,1,0,0,0,1.6957
92,1,0,0,0,-0.7739
93,1,0,0,0,-0.4292
94,1,0,0,0,0.4687
95,1,0,0,0,-0.7406
96,1,0,0,0,0.1456
97,1,0,0,0,0.5432
98,1,0,0,0,0.4903
99,1,0,0,0,0.6692
100,1,0,0,0,-0.0879
101,1,0,0,0,-0.6781
102,1,0,0,0,-0.3746
103,1,0,0,0,0.9049
104,1,0,0,0,-0.7996
105,1,0,0,0,0.9102
106,1,0,0,0,-0.8914
107,1,0,0,0,-0.235
108,1,0,0,0,-0.0822
109,1,0,0,0,-0.0274
110,1,0,0,0,-0.3817
111,1,0,0,0,-0.244
112,1,0,0,0,-0.6803
113,1,0,0,0,0.4446
114,1,0,0,0,-0.4033
115,1,0,0,0,-0.9592
116,1,0,0,0,0.2013
117,1,0,0,0,0.5066
118,1,0,0,0,-0.0581
119,1,0,0,0,0.0969
120,1,0,0,0,0.0341
121,1,0,0,0,-0.2727
122,1,0,0,0,0.2419
123,1,0,0,0,0.5567
124,1,0,0,0,0.5244
125,1,0,0,0,0.3806
126,1,0,0,0,-0.3637
127,1,0,0,0,0.084
128,1,0,0,0,-0.0052
129,1,0,0,0,-0.1917
130,1,0,0,0,-0.446
131,1,0,0,0,0.584
132,1,0,0,0,0.6731
133,1,0,0,0,-0.66
134,1,0,0,0,1.0111
135,1,0,0,0,0.835
136,1,0,0,0,-0.0434
137,1,0,0,0,0.0023
138,1,0,0,0,0.4166
139,1,0,0,0,-0.7857
140,1,0,0,0,0.4217
141,1,0,0,0,-0.0577
142,1,0,0,0,-0.5866
143,1,0,0,0,1.4079
144,1,0,0,0,0.2082
145,1,0,0,0,0.0048
146,1,0,0,0,-0.0484
147,1,0,0,0,-0.1246
148,1,0,0,0,-0.4455
149,1,0,0,0,-0.2726
0,2,1,0,0,-0.1193
1,2,1,0,0,0.0025
2,2,1,0,0,0.5679
3,2,1,0,0,0.8773
4,2,1,0,0,0.6787
5,2,1,0,0,0.8893
6,2,1,0,0,0.408
7,2,1,0,0,-0.2232
8,2,1,0,0,0.6421
9,2,1,0,0,-0.0676
10,2,1,0,0,-0.3532
11,2,1,0,0,0.7073
12,2,1,0,0,-0.0739
13,2,1,0,0,-0.1108
14,2,1,0,0,0.8445
15,2,1,0,0,0.6613
16,2,1,0,0,0.0851
17,2,1,0,0,1.3014
18,2,1,0,0,-0.3203
19,2,1,0,0,0.5395
20,2,1,0,0,-0.3172
21,2,1,0,0,1.1311
22,2,1,0,0,0.171
23,2,1,0,0,1.2603
24,2,1,0,0,0.1433
25,2,1,0,0,0.984
26,2,1,0,0,-0.3556
27,2,1,0,0,-0.2569
28,2,1,0,0,0.813
29,2,1,0,0,-0.3929
30,2,1,0,0,-0.3531
31,2,1,0,0,0.1536
32,2,1,0,0,0.2956
33,2,1,0,0,0.9189
34,2,1,0,0,1.0857
35,2,1,0,0,0.3289
36,2,1,0,0,0.9127
37,2,1,0,0,-0.5575
38,2,1,0,0,0.3319
39,2,1,0,0,1.0333
40,2,1,0,0,0.5215
41,2,1,0,0,0.3156
42,2,1,0,0,0.8558
43,2,1,0,0,0.6291
44,2,1,0,0,0.1577
45,2,1,0,0,1.1333
46,2,1,0,0,1.0898
47,2,1,0,0,1.1423
48,2,1,0,0,1.5713
49,2,1,0,0,0.2105
50,2,1,0,0,1.1797
51,2,1,0,0,-0.0113
52,2,1,0,0,-0.2827
53,2,1,0,0,0.9363
54,2,1,0,0,0.063
55,2,1,0,0,1.9024
56,2,1,0,0,-0.1797
57,2,1,0,0,0.2305
58,2,1,0,0,0.9562
59,2,1,0,0,0.8273
60,2,1,0,0,0.6092
61,2,1,0,0,0.4484
62,2,1,0,0,1.1902
63,2,1,0,0,0.9578
64,2,1,0,0,0.2772
65,2,1,0,0,0.0636
66,2,1,0,0,1.0213
67,2,1,0,0,0.277
68,2,1,0,0,1.2218
69,2,1,0,0,1.1059
70,2,1,0,0,0.9806
71,2,1,0,0,1.154
72,2,1,0,0,-0.7561
73,2,1,0,0,0.323
74,2,1,0,0,0.974
75,2,0,0,0,-0.4716
76,2,0,0,0,-0.1487
77,2,0,0,0,0.1643
78,2,0,0,0,0.0787
79,2,0,0,0,-0.6679
80,2,0,0,0,0.3176
81,2,0,0,0,0.2713
82,2,0,0,0,-0.5992
83,2,0,0,0,0.3329
84,2,0,0,0,0.2424
85,2,0,0,0,0.7071
86,2,0,0,0,0.3611
87,2,0,0,0,0.5488
88,2,0,0,0,-1.0746
89,2,0,0,0,-0.1056
90,2,0,0,0,-0.3207
91,2,0,0,0,0.1602
92,2,0,0,0,0.6619
93,2,0,0,0,0.2689
94,2,0,0,0,-1.3051
95,2,0,0,0,-0.1218
96,2,0,0,0,0.048
97,2,0,0,0,-0.1338
98,2,0,0,0,-0.5458
99,2,0,0,0,-1.0827
100,2,0,0,0,-0.4232
101,2,0,0,0,0.1061
102,2,0,0,0,0.3741
103,2,0,0,0,-0.0535
104,2,0,0,0,-0.6225
105,2,0,0,0,0.7812
106,2,0,0,0,0.2389
107,2,0,0,0,-0.0268
108,2,0,0,0,-1.3204
109,2,0,0,0,0.2671
110,2,0,0,0,0.0298
111,2,0,0,0,0.4415
112,2,0,0,0,-0.0462
113,2,0,0,0,0.1835
114,2,0,0,0,-0.9494
115,2,0,0,0,-0.6916
116,2,0,0,0,0.203
117,2,0,0,0,0.3472
118,2,0,0,0,-0.7721
119,2,0,0,0,-0.4898
120,2,0,0,0,-0.1677
121,2,0,0,0,0.56
122,2,0,0,0,-0.1918
123,2,0,0,0,0.2593
124,2,0,0,0,0.1298
125,2,0,0,0,-0.1396
126,2,0,0,0,0.1078
127,2,0,0,0,-0.9066
128,2,0,0,0,-0.5658
129,2,0,0,0,0.8804
130,2,0,0,0,0.5385
131,2,0,0,0,0.6656
132,2,0,0,0,0.5348
133,2,0,0,0,-0.6671
134,2,0,0,0,-0.2833
135,2,0,0,0,0.0973
136,2,0,0,0,1.0649
137,2,0,0,0,-0.0339
138,2,0,0,0,0.5938
139,2,0,0,0,-0.2762
140,2,0,0,0,0.6886
141,2,0,0,0,0.668
142,2,0,0,0,-0.3158
143,2,0,0,0,-1.1088
144,2,0,0,0,0.8175
145,2,0,0,0,-0.4053
146,2,0,0,0,-0.9666
147,2,0,0,0,0.5083
148,2,0,0,0,-0.0826
149,2,0,0,0,0.0657
0,3,1,0,0,0.5368
1,3,1,0,0,-0.0809
2,3,1,0,0,-0.1093
3,3,1,0,0,0.6237
4,3,1,0,0,0.893
5,3,1,0,0,-0.5146
6,3,1,0,0,0.5574
7,3,1,0,0,0.3273
8,3,1,0,0,0.3463
