series_id,time_offset,observation,reference_series,sensitivity_coefficient
0,-10,0.032755,-0.002721,1.1919
0,-9,0.00917,0.011178,1.1919
0,-8,0.009466,-0.002584,1.1919
0,-7,-0.023236,-0.004374,1.1919
0,-6,-0.031605,0.001126,1.1919
0,-5,0.015337,0.003883,1.1919
0,-4,0.015576,-0.00236,1.1919
0,-3,-0.003632,0.00882,1.1919
0,-2,-0.005767,0.000742,1.1919
0,-1,0.01484,-0.002931,1.1919
0,0,-0.016812,0.006554,1.1919
0,1,-0.022167,0.002542,1.1919
0,2,0.003807,-0.004547,1.1919
0,3,0.043538,0.025769,1.1919
0,4,-0.007438,0.003074,1.1919
0,5,0.000169,0.010494,1.1919
0,6,-0.003214,-0.013959,1.1919
0,7,-0.009542,-0.011578,1.1919
0,8,0.02345,0.007898,1.1919
0,9,-0.012041,0.008925,1.1919
0,10,-0.006018,0.011153,1.1919
1,-10,-0.02821,-0.000937,1.1198
1,-9,-0.008972,0.014666,1.1198
1,-8,-0.010811,-0.003501,1.1198
1,-7,-0.012582,0.002017,1.1198
1,-6,0.013658,0.011648,1.1198
1,-5,-0.011448,0.000123,1.1198
1,-4,0.025619,0.005797,1.1198
1,-3,0.014566,0.02725,1.1198
1,-2,-0.03163,-0.001065,1.1198
1,-1,-0.014361,0.007098,1.1198
1,0,0.005112,0.003054,1.1198
1,1,-0.035091,-0.00382,1.1198
1,2,0.008925,0.013481,1.1198
1,3,-0.027051,-0.010998,1.1198
1,4,-0.010147,-0.008237,1.1198
1,5,0.007797,0.00153,1.1198
1,6,-0.023521,-0.009016,1.1198
1,7,-0.012812,0.000178,1.1198
1,8,-0.056602,-0.005363,1.1198
1,9,-0.008087,0.007091,1.1198
1,10,-0.033332,-0.008013,1.1198
2,-10,0.016384,0.010687,0.9047
2,-9,0.024059,-0.013213,0.9047
2,-8,-0.001062,-0.010968,0.9047
2,-7,-0.020497,0.000337,0.9047
2,-6,-0.00119,0.003797,0.9047
2,-5,0.012438,-0.00607,0.9047
2,-4,0.014845,0.006539,0.9047
2,-3,0.001748,-0.001853,0.9047
2,-2,0.005658,3.1e-05,0.9047
2,-1,-0.045989,-0.009415,0.9047
2,0,-0.00454,0.013861,0.9047
2,1,-0.021681,0.006017,0.9047
2,2,0.004193,-0.001938,0.9047
2,3,0.019775,0.003939,0.9047
2,4,-0.018543,0.009216,0.9047
2,5,0.012643,0.004716,0.9047
2,6,-0.004913,0.002503,0.9047
2,7,-0.038988,0.014428,0.9047
2,8,0.00996,0.007313,0.9047
2,9,-0.007851,-0.007375,0.9047
2,10,-0.042015,0.000248,0.9047
3,-10,0.009066,-0.000444,1.3893
3,-9,-0.001203,-0.009192,1.3893
3,-8,0.010427,-0.008823,1.3893
3,-7,0.039299,0.01169,1.3893
3,-6,0.000501,0.004942,1.3893
3,-5,-0.021316,-0.006909,1.3893
3,-4,-0.012285,-0.001426,1.3893
3,-3,-0.00716,0.003549,1.3893
3,-2,-0.01395,-0.005922,1.3893
3,-1,-0.015509,-0.007462,1.3893
3,0,-0.01974,0.006138,1.3893
3,1,-0.03399,-0.011738,1.3893
3,2,-0.01037,-0.011092,1.3893
3,3,-0.023578,-0.006687,1.3893
3,4,-0.027217,0.00484,1.3893
3,5,-0.035778,-0.008147,1.3893
3,6,0.023751,0.008125,1.3893
3,7,0.030291,0.018859,1.3893
3,8,-0.044966,-0.0121,1.3893
3,9,0.027566,0.014175,1.3893
3,10,0.008549,0.008257,1.3893
4,-10,-0.030601,-0.00701,1.1638
4,-9,0.002649,0.008313,1.1638
4,-8,0.000123,-0.012686,1.1638
4,-7,-0.012397,-0.017983,1.1638
4,-6,0.020888,-0.004166,1.1638
