entity_id,wave,group_indicator,phase_indicator,group_phase_interaction,outcome
0,1,1,0,0,0.3115
1,1,1,0,0,1.0872
2,1,1,0,0,0.69
3,1,1,0,0,-0.1448
4,1,1,0,0,-0.3598
5,1,1,0,0,0.2868
6,1,1,0,0,0.9088
7,1,1,0,0,0.5103
8,1,1,0,0,0.0469
9,1,1,0,0,1.0744
10,1,1,0,0,-0.1258
11,1,1,0,0,0.4126
12,1,1,0,0,0.2555
13,1,1,0,0,0.2409
14,1,1,0,0,0.5309
15,1,1,0,0,0.5154
16,1,1,0,0,-0.0267
17,1,1,0,0,0.7185
18,1,1,0,0,-0.0883
19,1,1,0,0,0.3419
20,1,1,0,0,1.6394
21,1,1,0,0,0.4388
22,1,1,0,0,0.0629
23,1,1,0,0,0.3746
24,1,1,0,0,-1.1683
25,1,1,0,0,-0.1709
26,1,1,0,0,0.5121
27,1,1,0,0,-0.4719
28,1,1,0,0,1.0985
29,1,1,0,0,0.4004
30,1,1,0,0,0.802
31,1,1,0,0,0.1914
32,1,1,0,0,-0.2939
33,1,1,0,0,1.1491
34,1,1,0,0,0.0484
35,1,1,0,0,0.399
36,1,1,0,0,0.2136
37,1,1,0,0,0.802
38,1,1,0,0,0.681
39,1,1,0,0,-0.757
40,1,1,0,0,0.8196
41,1,1,0,0,0.112
42,1,1,0,0,0.2686
43,1,1,0,0,0.3278
44,1,1,0,0,0.1672
45,1,1,0,0,1.1913
46,1,1,0,0,1.0671
47,1,1,0,0,-0.4564
48,1,1,0,0,-0.4878
49,1,1,0,0,0.233
50,1,1,0,0,-0.2028
51,1,1,0,0,0.2515
52,1,1,0,0,1.3285
53,1,1,0,0,-0.3058
54,1,1,0,0,0.7492
55,1,1,0,0,0.4355
56,1,1,0,0,1.5259
57,1,1,0,0,0.5747
58,1,1,0,0,-0.2346
59,1,1,0,0,-0.0409
60,1,1,0,0,0.5459
61,1,1,0,0,0.8157
62,1,1,0,0,-0.4575
63,1,1,0,0,0.9162
64,1,1,0,0,0.7557
65,1,1,0,0,1.0691
66,1,1,0,0,0.6918
67,1,1,0,0,0.85
68,1,1,0,0,0.3752
69,1,1,0,0,1.4313
70,1,1,0,0,0.4977
71,1,1,0,0,0.5484
72,1,1,0,0,0.5093
73,1,1,0,0,0.2284
74,1,1,0,0,0.7275
75,1,0,0,0,0.6982
76,1,0,0,0,-0.1286
77,1,0,0,0,0.4333
78,1,0,0,0,0.7906
79,1,0,0,0,0.3901
80,1,0,0,0,-0.9921
81,1,0,0,0,-0.3088
82,1,0,0,0,-0.5423
83,1,0,0,0,0.2005
84,1,0,0,0,-0.002
85,1,0,0,0,-0.7534
86,1,0,0,0,-0.143
87,1,0,0,0,0.3535
88,1,0,0,0,-0.3916
89,1,0,0,0,0.5566
90,1,0,0,0,0.1671
91,1,0,0,0,0.077
92,1,0,0,0,0.0584
93,1,0,0,0,-0.8288
94,1,0,0,0,-0.0129
95,1,0,0,0,-0.1927
96,1,0,0,0,0.3932
97,1,0,0,0,0.5458
98,1,0,0,0,-0.145
99,1,0,0,0,0.8812
100,1,0,0,0,0.2734
