series_id,time_offset,observation,reference_series,sensitivity_coefficient
0,-10,0.023732,-0.001063,1.0483
0,-9,0.019615,0.031371,1.0483
0,-8,0.040511,0.011864,1.0483
0,-7,0.01921,0.013446,1.0483
0,-6,-0.010991,0.007456,1.0483
0,-5,-0.002432,0.01805,1.0483
0,-4,-0.015291,-0.009405,1.0483
0,-3,0.003259,-0.005401,1.0483
0,-2,-0.020149,-0.002857,1.0483
0,-1,0.012557,-0.010906,1.0483
0,0,-0.041947,0.005579,1.0483
0,1,-0.021167,0.006684,1.0483
0,2,-0.06281,-0.015479,1.0483
0,3,0.016211,0.010463,1.0483
0,4,-0.028736,0.007337,1.0483
0,5,-0.006224,0.005446,1.0483
0,6,-0.036012,-0.024704,1.0483
0,7,0.027461,0.002227,1.0483
0,8,-0.002177,0.020189,1.0483
0,9,-0.014308,0.004753,1.0483
0,10,-0.053619,-0.004372,1.0483
1,-10,0.020339,0.012248,1.3498
1,-9,-0.022404,-0.005351,1.3498
1,-8,-0.000371,0.004706,1.3498
1,-7,-0.032859,-0.010232,1.3498
1,-6,0.021211,0.01793,1.3498
1,-5,-0.02049,0.011312,1.3498
1,-4,0.031482,0.012127,1.3498
1,-3,-0.019986,0.009212,1.3498
1,-2,-0.015984,0.00062,1.3498
1,-1,-0.053462,-0.011409,1.3498
1,0,-0.059584,-0.010468,1.3498
1,1,-0.023582,0.008157,1.3498
1,2,-0.000122,-0.001253,1.3498
1,3,-0.035405,0.001014,1.3498
1,4,-0.034968,0.002341,1.3498
1,5,-0.038274,-0.017258,1.3498
1,6,-0.017186,0.006777,1.3498
1,7,-0.032282,-0.001006,1.3498
1,8,0.004831,0.015771,1.3498
1,9,-0.004399,-0.000976,1.3498
1,10,0.001116,0.010886,1.3498
2,-10,0.020995,0.000794,0.7245
2,-9,-0.02509,-0.009044,0.7245
2,-8,-0.009203,0.00526,0.7245
2,-7,0.01174,0.008517,0.7245
2,-6,-0.003985,0.021004,0.7245
2,-5,-0.002379,0.009619,0.7245
2,-4,0.017463,0.00323,0.7245
2,-3,0.013781,0.004259,0.7245
2,-2,-0.000956,0.004513,0.7245
2,-1,0.025204,0.008877,0.7245
2,0,-0.039264,-0.003021,0.7245
2,1,-0.014986,0.003061,0.7245
2,2,-0.028218,-0.015719,0.7245
2,3,-0.065344,-0.007711,0.7245
2,4,-0.042531,0.00424,0.7245
2,5,0.003831,0.013201,0.7245
2,6,0.008402,0.002771,0.7245
2,7,-0.032094,0.009948,0.7245
2,8,-0.027566,0.010432,0.7245
2,9,-0.022956,0.009496,0.7245
2,10,-0.021829,-0.012309,0.7245
3,-10,-0.01669,0.013365,1.2557
3,-9,0.014459,0.000295,1.2557
3,-8,0.005948,0.001552,1.2557
3,-7,-0.027187,0.003,1.2557
3,-6,0.034742,0.016278,1.2557
3,-5,-0.021687,-0.006202,1.2557
3,-4,0.017584,0.008965,1.2557
3,-3,0.017113,0.00394,1.2557
3,-2,-0.033285,0.002577,1.2557
3,-1,0.007492,-0.003795,1.2557
3,0,-0.021929,0.006746,1.2557
3,1,0.002276,-5.7e-05,1.2557
3,2,0.003727,0.014358,1.2557
3,3,-0.002273,0.009187,1.2557
3,4,-0.011876,0.007358,1.2557
3,5,0.008898,-0.005721,1.2557
3,6,0.002612,0.018297,1.2557
3,7,-0.012135,0.004263,1.2557
3,8,-0.017944,0.000833,1.2557
3,9,-0.027163,0.012039,1.2557
3,10,-0.009518,-0.005801,1.2557
4,-10,0.010498,0.001408,0.9124
4,-9,0.02792,-0.001355,0.9124
4,-8,-0.011859,0.009414,0.9124
4,-7,0.029169,0.006935,0.9124
4,-6,0.016414,0.000375,0.9124
4,-5,0.012721,0.01374,0.9124
4,-4,-0.003579,0.004169,0.9124
4,-3,-0.011055,0.006112,0.9124
4,-2,0.039805,0.007444,0.9124
4,-1,0.021754,-0.008022,0.9124
4,0,-0.031504,0.000666,0.9124
4,1,-0.01954,-0.001065,0.9124
4,2,0.001,-0.002881,0.9124
4,3,-0.014321,-0.001667,0.9124
4,4,-0.00226,0.022269,0.9124
4,5,-0.030204,-0.003787,0.9124
4,6,-0.00994,0.012222,0.9124
4,7,-0.029947,0.003655,0.9124
4,8,-0.00187,-0.001976,0.9124
4,9,-0.067389,-0.013631,0.9124
4,10,-0.031215,-0.004081,0.9124
5,-10,-0.006087,0.000986,1.2504
5,-9,0.035458,0.014456,1.2504
5,-8,0.018682,-0.000346,1.2504
5,-7,-0.023666,-0.025037,1.2504
5,-6,0.00138,0.009424,1.2504
5,-5,-0.004074,0.006152,1.2504
5,-4,-0.020013,0.004188,1.2504
5,-3,0.013275,0.00986,1.2504
5,-2,0.003388,0.003154,1.2504
5,-1,0.020524,0.011678,1.2504
5,0,-0.01916,0.010261,1.2504
5,1,0.018452,0.006486,1.2504
5,2,-0.051072,0.016993,1.2504
5,3,-0.047611,0.00245,1.2504
5,4,-0.035947,-0.003065,1.2504
5,5,-0.015381,0.006847,1.2504
5,6,-0.018819,-0.006598,1.2504
5,7,-0.048625,-0.009579,1.2504
5,8,-0.029008,-0.003028,1.2504
5,9,-0.014228,0.002557,1.2504
5,10,-0.023271,-0.005435,1.2504
6,-10,-0.001808,-0.014646,0.7952
6,-9,0.020752,0.006466,0.7952
6,-8,0.023381,0.002014,0.7952
6,-7,-0.003674,0.005311,0.7952
6,-6,-0.011236,-0.000168,0.7952
6,-5,0.006791,-0.009448,0.7952
6,-4,0.012415,-0.002131,0.7952
6,-3,0.036324,0.01906,0.7952
6,-2,-0.018349,-0.009218,0.7952
