series_id,time_offset,observation,reference_series,sensitivity_coefficient
0,-10,-0.019735,0.007523,1.2598
0,-9,0.04937,0.013449,1.2598
0,-8,-0.010452,0.001926,1.2598
0,-7,0.01879,0.011932,1.2598
0,-6,-0.021239,-0.00496,1.2598
0,-5,-0.002258,-0.003758,1.2598
0,-4,0.015511,0.009255,1.2598
0,-3,0.000681,0.004841,1.2598
0,-2,0.007636,0.008849,1.2598
0,-1,0.01333,0.01868,1.2598
0,0,0.067783,0.00425,1.2598
0,1,0.054274,0.01072,1.2598
0,2,0.034498,0.003268,1.2598
0,3,0.019348,-0.001439,1.2598
0,4,0.020228,-0.015057,1.2598
0,5,0.02036,-0.01508,1.2598
0,6,0.011738,-0.002792,1.2598
0,7,0.025939,0.014357,1.2598
0,8,0.012984,-0.006361,1.2598
0,9,0.02266,0.001796,1.2598
0,10,0.027812,0.014917,1.2598
1,-10,-0.011092,0.004611,1.2208
1,-9,0.052007,0.029859,1.2208
1,-8,0.001581,-0.000803,1.2208
1,-7,0.00011,-0.003488,1.2208
1,-6,0.001166,-0.00707,1.2208
1,-5,-0.013093,0.00212,1.2208
1,-4,0.010224,0.004571,1.2208
1,-3,-0.015642,-0.006871,1.2208
1,-2,0.022145,0.005425,1.2208
1,-1,0.011751,-0.001123,1.2208
1,0,0.063324,0.011971,1.2208
1,1,0.021092,0.00447,1.2208
1,2,0.037537,0.009213,1.2208
1,3,0.026276,0.005365,1.2208
1,4,0.01168,-0.005702,1.2208
1,5,0.004552,-0.01295,1.2208
1,6,0.025412,-0.01003,1.2208
1,7,0.006487,-0.010349,1.2208
1,8,0.056753,0.000332,1.2208
1,9,0.000346,-0.006621,1.2208
1,10,0.000604,-0.012819,1.2208
2,-10,0.008749,0.009967,1.1206
2,-9,0.014215,0.018829,1.1206
2,-8,-0.009036,-0.003813,1.1206
2,-7,0.013098,0.010568,1.1206
2,-6,0.026042,0.015373,1.1206
2,-5,-0.014415,0.00939,1.1206
2,-4,-0.041393,-0.016691,1.1206
2,-3,-0.025239,-0.003981,1.1206
2,-2,0.013552,0.012703,1.1206
2,-1,0.002152,0.006453,1.1206
2,0,0.012407,0.008548,1.1206
2,1,0.039604,-0.000189,1.1206
2,2,0.034431,0.00615,1.1206
2,3,0.028637,-0.01681,1.1206
2,4,0.023664,-0.003623,1.1206
2,5,0.058958,0.022492,1.1206
2,6,0.018144,-0.004889,1.1206
2,7,0.027557,0.006752,1.1206
2,8,0.054895,0.005417,1.1206
2,9,0.046469,-0.000583,1.1206
2,10,0.021558,-0.000388,1.1206
3,-10,0.018066,0.003261,0.9419
3,-9,0.039903,0.00915,0.9419
3,-8,0.000424,-0.00551,0.9419
3,-7,0.008032,-0.006576,0.9419
3,-6,0.005533,-0.008969,0.9419
3,-5,0.005118,-0.007065,0.9419
3,-4,-0.01139,0.012365,0.9419
3,-3,-0.008608,-0.013172,0.9419
3,-2,-0.002615,0.001585,0.9419
3,-1,-0.016756,-0.004463,0.9419
3,0,0.01921,0.003611,0.9419
3,1,0.02539,0.003961,0.9419
3,2,0.044813,-0.003927,0.9419
3,3,0.024594,0.009845,0.9419
3,4,0.034003,-0.008429,0.9419
3,5,0.038862,-0.014039,0.9419
3,6,0.023157,0.001652,0.9419
3,7,0.051073,0.000405,0.9419
3,8,0.02588,-0.021011,0.9419
3,9,0.036995,0.012245,0.9419
3,10,0.03193,-0.000416,0.9419
4,-10,-0.002055,0.000155,1.1161
4,-9,0.047313,0.007088,1.1161
4,-8,-0.007403,-0.007039,1.1161
4,-7,-0.016219,-0.007308,1.1161
4,-6,-0.035361,-0.01046,1.1161
4,-5,0.018149,0.012129,1.1161
4,-4,-0.012468,0.001229,1.1161
4,-3,-0.018577,-0.00045,1.1161
4,-2,0.004307,2.7e-05,1.1161
4,-1,-0.017802,-0.005125,1.1161
4,0,0.036333,-0.004623,1.1161
4,1,0.007752,0.002316,1.1161
4,2,0.045829,0.007535,1.1161
4,3,0.056378,0.002171,1.1161
4,4,0.036332,0.000538,1.1161
4,5,0.048006,0.004994,1.1161
4,6,0.017445,-0.001929,1.1161
4,7,0.054286,0.010031,1.1161
4,8,0.050068,0.013048,1.1161
4,9,0.013664,-0.016188,1.1161
4,10,0.048423,0.000637,1.1161
5,-10,-0.034561,-0.02043,1.1161
5,-9,-0.008239,-0.003343,1.1161
5,-8,0.025013,0.001969,1.1161
5,-7,-0.00414,0.008093,1.1161
5,-6,-0.022086,-0.007987,1.1161
5,-5,0.011727,-0.000868,1.1161
5,-4,0.006064,0.00994,1.1161
5,-3,0.025724,-1e-06,1.1161
5,-2,-0.006055,-0.014549,1.1161
5,-1,0.002413,0.0056,1.1161
5,0,0.037045,0.000116,1.1161
5,1,0.018096,-0.002646,1.1161
5,2,0.050923,-0.006829,1.1161
5,3,0.029054,-0.004103,1.1161
5,4,0.036539,0.008153,1.1161
5,5,0.038888,0.000658,1.1161
5,6,-0.001563,-0.008179,1.1161
5,7,0.04872,-0.007006,1.1161
5,8,0.026488,-0.005452,1.1161
5,9,0.036282,-0.012958,1.1161
5,10,0.020763,-0.002711,1.1161
6,-10,0.005143,0.004715,1.0564
6,-9,-0.00733,-0.028528,1.0564
6,-8,-0.017301,-0.006649,1.0564
6,-7,0.016742,-0.007332,1.0564
6,-6,-0.020446,-0.000122,1.0564
6,-5,-0.0118,-0.001741,1.0564
6,-4,0.000832,0.003895,1.0564
6,-3,-0.014986,-0.015393,1.0564
6,-2,-0.016572,-0.000268,1.0564
6,-1,-0.013638,-0.019301,1.0564
6,0,0.026637,-0.002506,1.0564
6,1,0.011629,0.007758,1.0564
6,2,0.043406,0.000903,1.0564
6,3,0.009658,-0.001526,1.0564
6,4,0.019077,-0.006308,1.0564
6,5,0.02172,-0.01549,1.0564
6,6,0.02322,0.000332,1.0564
6,7,0.035412,0.010155,1.0564
6,8,0.04443,0.015099,1.0564
6,9,0.008881,-0.009245,1.0564
6,10,0.017735,0.001211,1.0564
7,-10,-0.003827,-0.003935,0.7122
7,-9,-0.001176,0.010347,0.7122
7,-8,0.007789,0.002141,0.7122
7,-7,-0.000962,-0.011798,0.7122
7,-6,0.020112,0.008454,0.7122
7,-5,-0.023666,-0.010788,0.7122
7,-4,-0.002243,-0.000243,0.7122
7,-3,-0.005398,0.000493,0.7122
7,-2,-0.037174,0.002158,0.7122
7,-1,0.026578,0.006881,0.7122
7,0,0.02891,-0.005231,0.7122
7,1,0.042285,0.017107,0.7122
7,2,0.059614,0.003354,0.7122
7,3,0.028405,0.020664,0.7122
7,4,0.040286,-0.003815,0.7122
7,5,0.043944,0.005271,0.7122
7,6,-0.018166,-0.025916,0.7122
7,7,0.054129,0.018142,0.7122
7,8,0.013697,0.003836,0.7122
7,9,0.035402,-0.00385,0.7122
7,10,0.009384,-0.013531,0.7122
8,-10,0.011358,-0.00493,0.8042
8,-9,-0.018422,0.009798,0.8042
8,-8,0.0315,0.01668,0.8042
8,-7,0.000433,0.002366,0.8042
8,-6,0.015185,0.008193,0.8042
8,-5,0.022741,-0.002416,0.8042
8,-4,-0.026069,-0.020747,0.8042
8,-3,0.003651,0.004778,0.8042
8,-2,-0.014462,0.007296,0.8042
8,-1,0.01604,-0.002244,0.8042
8,0,0.015211,-0.014637,0.8042
8,1,0.032012,-0.005008,0.8042
8,2,0.035449,0.004231,0.8042
8,3,0.029449,-0.002599,0.8042
8,4,0.02902,-0.001347,0.8042
8,5,0.024515,0.01487,0.8042
8,6,0.019447,0.003717,0.8042
8,7,0.04789,0.01985,0.8042
8,8,0.017156,-0.012379,0.8042
8,9,0.009599,-0.014289,0.8042
8,10,0.056202,0.006458,0.8042
9,-10,0.018834,0.006001,1.1351
9,-9,0.016713,0.022797,1.1351
9,-8,0.000988,0.015394,1.1351
9,-7,0.00432,0.012099,1.1351
9,-6,-0.011795,-0.006537,1.1351
9,-5,-0.002182,-0.00746,1.1351
9,-4,-0.017515,0.012565,1.1351
9,-3,-0.018045,-0.001446,1.1351
9,-2,0.031815,0.009351,1.1351
9,-1,-0.012296,-0.001446,1.1351
9,0,0.041133,-0.015852,1.1351
9,1,0.015529,0.013489,1.1351
9,2,0.020994,0.006855,1.1351
9,3,0.005736,-0.004785,1.1351
9,4,0.00684,-0.019708,1.1351
9,5,0.03786,0.019254,1.1351
9,6,0.056078,0.009213,1.1351
9,7,0.068375,0.007517,1.1351
9,8,0.068148,0.009852,1.1351
9,9,0.028395,-0.011171,1.1351
9,10,0.035806,0.015409,1.1351
10,-10,0.000529,-0.006948,0.953
10,-9,-0.006333,-0.005364,0.953
10,-8,-0.008669,-0.005743,0.953
10,-7,-0.011098,-0.000362,0.953
10,-6,0.02755,0.008513,0.953
10,-5,-0.00867,-0.011189,0.953
10,-4,-0.040896,-0.013995,0.953
10,-3,0.039008,0.010665,0.953
10,-2,0.023389,-0.002984,0.953
10,-1,-0.010676,-0.006182,0.953
10,0,0.031222,0.016977,0.953
10,1,0.03253,0.009467,0.953
10,2,0.014518,-0.006907,0.953
10,3,0.027271,-0.021383,0.953
10,4,0.028955,0.002563,0.953
10,5,0.027091,-0.006629,0.953
10,6,0.03332,0.009135,0.953
10,7,0.042328,0.009936,0.953
10,8,0.041814,-0.000634,0.953
