entity_id,wave,group_indicator,phase_indicator,group_phase_interaction,outcome
0,1,1,0,0,1.0269
1,1,1,0,0,0.2341
2,1,1,0,0,1.0503
3,1,1,0,0,1.245
4,1,1,0,0,0.1804
5,1,1,0,0,0.7149
6,1,1,0,0,1.2988
7,1,1,0,0,0.2884
8,1,1,0,0,0.4313
9,1,1,0,0,1.4999
10,1,1,0,0,0.4819
11,1,1,0,0,-0.9579
12,1,1,0,0,0.0716
13,1,1,0,0,1.2289
14,1,1,0,0,1.0242
15,1,1,0,0,0.1941
16,1,1,0,0,0.262
17,1,1,0,0,1.0688
18,1,1,0,0,0.1739
19,1,1,0,0,-0.1482
20,1,1,0,0,0.7664
21,1,1,0,0,0.2852
22,1,1,0,0,0.8527
23,1,1,0,0,-1.1749
24,1,1,0,0,0.3355
25,1,1,0,0,0.4852
26,1,1,0,0,0.3933
27,1,1,0,0,-0.091
28,1,1,0,0,-0.163
29,1,1,0,0,1.353
30,1,1,0,0,0.7243
31,1,1,0,0,1.2321
32,1,1,0,0,1.2259
33,1,1,0,0,0.9347
34,1,1,0,0,0.4238
35,1,1,0,0,0.9583
36,1,1,0,0,0.4883
37,1,1,0,0,1.1682
38,1,1,0,0,1.9278
39,1,1,0,0,-0.1846
40,1,1,0,0,-0.7274
41,1,1,0,0,1.3571
42,1,1,0,0,-0.1175
43,1,1,0,0,1.6818
44,1,1,0,0,0.7838
45,1,1,0,0,1.9617
46,1,1,0,0,0.5096
47,1,1,0,0,0.0599
48,1,1,0,0,-0.9663
49,1,1,0,0,1.2353
50,1,1,0,0,-0.3774
51,1,1,0,0,1.6336
52,1,1,0,0,0.7072
53,1,1,0,0,0.8035
54,1,1,0,0,0.4138
55,1,1,0,0,0.6481
56,1,1,0,0,0.3202
57,1,1,0,0,1.3615
58,1,1,0,0,1.3062
59,1,1,0,0,0.7945
60,1,1,0,0,0.2801
61,1,1,0,0,1.3514
62,1,1,0,0,-0.7806
63,1,1,0,0,0.8386
64,1,1,0,0,1.3522
65,1,1,0,0,-0.4182
66,1,1,0,0,1.1336
67,1,1,0,0,0.6898
68,1,1,0,0,0.6655
69,1,1,0,0,1.1994
70,1,1,0,0,-0.0127
71,1,1,0,0,1.0636
72,1,1,0,0,-0.7117
73,1,1,0,0,0.5265
74,1,1,0,0,0.1212
75,1,0,0,0,0.1763
76,1,0,0,0,0.3299
77,1,0,0,0,-0.3146
78,1,0,0,0,0.6088
79,1,0,0,0,0.6279
80,1,0,0,0,0.5242
81,1,0,0,0,-0.1324
82,1,0,0,0,-1.1762
83,1,0,0,0,-0.0323
84,1,0,0,0,-0.142
85,1,0,0,0,0.1
86,1,0,0,0,0.8408
87,1,0,0,0,0.3808
88,1,0,0,0,0.7114
89,1,0,0,0,-0.3304
90,1,0,0,0,0.9965
91,1,0,0,0,0.1231
92,1,0,0,0,-0.0815
93,1,0,0,0,0.8108
94,1,0,0,0,-0.038
95,1,0,0,0,1.2332
96,1,0,0,0,0.2461
97,1,0,0,0,0.322
98,1,0,0,0,-0.3049
99,1,0,0,0,0.6787
100,1,0,0,0,-0.1672
101,1,0,0,0,-0.1572
102,1,0,0,0,1.0067
103,1,0,0,0,0.0401
104,1,0,0,0,-0.3754
105,1,0,0,0,-1.189
106,1,0,0,0,-0.6459
107,1,0,0,0,0.1611
108,1,0,0,0,0.5878
109,1,0,0,0,0.5533
110,1,0,0,0,-0.1522
111,1,0,0,0,0.0402
112,1,0,0,0,0.5712
113,1,0,0,0,0.228
114,1,0,0,0,-0.2954
115,1,0,0,0,0.2253
116,1,0,0,0,-1.0451
117,1,0,0,0,0.3401
118,1,0,0,0,0.0153
119,1,0,0,0,-0.193
120,1,0,0,0,0.1794
121,1,0,0,0,-0.4662
122,1,0,0,0,0.2729
123,1,0,0,0,0.7592
124,1,0,0,0,-0.1378
125,1,0,0,0,1.2819
126,1,0,0,0,0.2422
127,1,0,0,0,0.4084
128,1,0,0,0,-0.0485
129,1,0,0,0,0.3238
130,1,0,0,0,-0.3798
131,1,0,0,0,0.1518
132,1,0,0,0,0.5135
133,1,0,0,0,0.0118
134,1,0,0,0,0.3694
135,1,0,0,0,-0.0631
136,1,0,0,0,-0.5726
137,1,0,0,0,0.8467
138,1,0,0,0,0.3224
139,1,0,0,0,1.27
140,1,0,0,0,-0.4239
141,1,0,0,0,0.5707
142,1,0,0,0,-0.2831
143,1,0,0,0,0.4338
144,1,0,0,0,-0.7582
145,1,0,0,0,0.1522
146,1,0,0,0,0.0637
147,1,0,0,0,0.351
148,1,0,0,0,-0.3816
149,1,0,0,0,-0.3535
0,2,1,0,0,0.4475
1,2,1,0,0,1.5912
2,2,1,0,0,1.2524
3,2,1,0,0,-0.0692
4,2,1,0,0,1.3656
5,2,1,0,0,-0.3086
6,2,1,0,0,0.8609
7,2,1,0,0,0.6761
8,2,1,0,0,0.9109
9,2,1,0,0,1.91
10,2,1,0,0,0.1606
11,2,1,0,0,0.5241
12,2,1,0,0,0.7508
13,2,1,0,0,0.6721
14,2,1,0,0,0.2813
15,2,1,0,0,0.4908
16,2,1,0,0,0.5592
17,2,1,0,0,-0.1249
18,2,1,0,0,0.4796
19,2,1,0,0,-0.088
20,2,1,0,0,0.7942
21,2,1,0,0,0.6491
22,2,1,0,0,1.2637
23,2,1,0,0,-0.1428
24,2,1,0,0,0.2436
25,2,1,0,0,-0.169
26,2,1,0,0,0.5563
27,2,1,0,0,0.4854
28,2,1,0,0,1.6234
29,2,1,0,0,0.1271
30,2,1,0,0,1.6107
31,2,1,0,0,1.2861
32,2,1,0,0,0.6598
33,2,1,0,0,1.5352
34,2,1,0,0,0.1929
35,2,1,0,0,0.8162
36,2,1,0,0,-0.8662
37,2,1,0,0,2.05
38,2,1,0,0,0.1532
39,2,1,0,0,-0.1551
40,2,1,0,0,-0.2413
41,2,1,0,0,1.5243
42,2,1,0,0,0.7693
43,2,1,0,0,0.7212
44,2,1,0,0,0.6246
45,2,1,0,0,1.1102
46,2,1,0,0,0.2785
47,2,1,0,0,1.3466
48,2,1,0,0,-0.26
49,2,1,0,0,0.1044
50,2,1,0,0,0.6076
51,2,1,0,0,1.2113
52,2,1,0,0,0.4276
53,2,1,0,0,1.3433
54,2,1,0,0,0.0921
55,2,1,0,0,0.4792
56,2,1,0,0,0.6087
57,2,1,0,0,0.7924
