series_id,time_offset,observation,reference_series,sensitivity_coefficient
0,-10,-0.037609,-0.003844,0.8819
0,-9,0.015512,-0.0043,0.8819
0,-8,0.004678,0.00563,0.8819
0,-7,0.005316,-0.003501,0.8819
0,-6,0.011183,0.005962,0.8819
0,-5,-0.001848,-0.003189,0.8819
0,-4,0.017705,-0.005169,0.8819
0,-3,-0.018011,-0.001017,0.8819
0,-2,0.007206,0.022894,0.8819
0,-1,-0.030099,-0.008632,0.8819
0,0,0.025714,-0.006571,0.8819
0,1,0.006127,-0.015511,0.8819
0,2,-0.004522,-0.005529,0.8819
0,3,0.000628,-0.017089,0.8819
0,4,-0.003876,-0.016837,0.8819
0,5,-0.02532,0.003714,0.8819
0,6,-0.016578,0.007239,0.8819
0,7,0.028979,0.018459,0.8819
0,8,0.013336,-0.00833,0.8819
0,9,-0.039682,-0.008711,0.8819
0,10,0.019942,0.011684,0.8819
1,-10,-0.028828,-0.008005,0.7898
1,-9,0.01608,0.007595,0.7898
1,-8,0.020164,-0.000133,0.7898
1,-7,0.021837,-0.000444,0.7898
1,-6,0.03338,0.015059,0.7898
1,-5,-0.01688,0.004405,0.7898
1,-4,-0.005906,0.004735,0.7898
1,-3,0.038066,0.007502,0.7898
1,-2,-0.023035,-0.000602,0.7898
1,-1,0.005445,0.007314,0.7898
1,0,0.028289,0.015664,0.7898
1,1,0.016434,-0.000403,0.7898
1,2,-0.022129,0.00338,0.7898
1,3,0.030802,-0.007816,0.7898
1,4,0.009339,-0.006221,0.7898
1,5,-0.000475,-0.001991,0.7898
1,6,-0.006635,-0.001311,0.7898
1,7,0.007496,-0.014509,0.7898
1,8,0.042745,0.016418,0.7898
1,9,0.042225,0.00798,0.7898
1,10,0.017168,0.002355,0.7898
2,-10,-0.009882,0.003071,1.0076
2,-9,-0.024613,-0.002849,1.0076
2,-8,0.037279,0.005553,1.0076
2,-7,0.010609,-0.010996,1.0076
2,-6,-0.009985,0.012391,1.0076
2,-5,-0.018483,-0.020375,1.0076
2,-4,-0.005065,-0.001437,1.0076
2,-3,0.005403,0.011567,1.0076
2,-2,-0.005248,0.024493,1.0076
2,-1,-0.0251,-0.008374,1.0076
2,0,0.042611,-0.001573,1.0076
2,1,-0.013233,-0.010868,1.0076
2,2,0.0079,-0.006047,1.0076
2,3,0.009915,0.001916,1.0076
2,4,0.001159,-0.012589,1.0076
2,5,0.048844,0.014635,1.0076
2,6,0.012916,-0.004269,1.0076
2,7,0.038821,0.005293,1.0076
2,8,0.036925,0.015645,1.0076
2,9,-0.026335,-0.011426,1.0076
2,10,-0.006784,0.006329,1.0076
3,-10,-0.029185,-0.005663,0.7866
3,-9,-0.016613,0.005433,0.7866
3,-8,0.007175,0.005021,0.7866
3,-7,0.013176,-0.018714,0.7866
3,-6,0.029016,0.013237,0.7866
3,-5,-0.007112,0.010029,0.7866
3,-4,0.024087,0.011892,0.7866
3,-3,-0.035956,-0.020621,0.7866
3,-2,0.023403,-0.00728,0.7866
3,-1,-0.01952,-0.009358,0.7866
3,0,-0.004841,-0.01254,0.7866
3,1,-0.005522,0.010644,0.7866
3,2,0.000982,0.005018,0.7866
3,3,0.031923,0.019136,0.7866
3,4,0.00253,-0.000541,0.7866
3,5,-0.012918,0.00245,0.7866
3,6,0.003839,0.001274,0.7866
3,7,0.051048,-0.006001,0.7866
3,8,0.055057,0.014339,0.7866
3,9,0.029658,0.008803,0.7866
3,10,0.032916,0.014978,0.7866
4,-10,0.019343,0.008461,1.0741
4,-9,0.012475,0.008256,1.0741
4,-8,0.019246,0.005379,1.0741
4,-7,-0.026277,-0.012045,1.0741
4,-6,0.012164,0.007579,1.0741
4,-5,0.00739,0.000123,1.0741
4,-4,-0.022975,-0.019527,1.0741
4,-3,0.003582,-0.001308,1.0741
4,-2,0.003587,0.008849,1.0741
4,-1,-0.003321,0.013743,1.0741
4,0,0.013779,0.007238,1.0741
4,1,0.03367,0.011978,1.0741
4,2,0.00582,-0.011761,1.0741
4,3,0.02552,0.004306,1.0741
4,4,0.015743,0.003589,1.0741
4,5,-0.022174,-0.005291,1.0741
4,6,0.033124,0.00613,1.0741
4,7,0.036395,0.0194,1.0741
4,8,0.022709,0.003075,1.0741
4,9,0.015727,0.008964,1.0741
4,10,0.018871,0.001806,1.0741
5,-10,-0.021781,0.00361,1.3553
5,-9,0.007846,-0.011421,1.3553
5,-8,-0.013592,-0.016339,1.3553
5,-7,0.046686,-0.007006,1.3553
5,-6,-0.02704,-0.011822,1.3553
5,-5,0.008581,0.008113,1.3553
5,-4,-0.026429,-0.006892,1.3553
5,-3,-0.024399,-0.006269,1.3553
5,-2,0.040959,0.000173,1.3553
5,-1,0.071485,0.020925,1.3553
5,0,0.030181,-0.001002,1.3553
5,1,0.002938,0.00157,1.3553
5,2,-0.042065,-0.017742,1.3553
5,3,-0.007542,0.001851,1.3553
5,4,0.014228,-0.007655,1.3553
5,5,0.015378,-0.023022,1.3553
5,6,0.010816,0.000829,1.3553
5,7,0.018435,-0.006084,1.3553
5,8,0.030968,-0.009347,1.3553
5,9,0.014897,0.008976,1.3553
5,10,0.03923,-0.001662,1.3553
6,-10,-0.011617,-0.007144,1.2799
6,-9,0.001046,-0.003835,1.2799
6,-8,-0.023208,-0.002839,1.2799
6,-7,0.025073,0.011275,1.2799
6,-6,-0.024404,-0.009676,1.2799
6,-5,-0.007532,0.007399,1.2799
6,-4,-0.007837,-0.001402,1.2799
6,-3,-0.030332,-0.006933,1.2799
6,-2,-0.019152,-0.000248,1.2799
6,-1,0.009513,-0.005664,1.2799
6,0,0.015127,-0.006871,1.2799
6,1,0.025268,0.009873,1.2799
6,2,0.004544,0.005398,1.2799
6,3,0.037545,0.007712,1.2799
6,4,0.057219,0.01485,1.2799
6,5,0.073749,0.002944,1.2799
6,6,0.051927,0.009138,1.2799
6,7,0.001881,-0.004311,1.2799
6,8,-0.003964,0.001023,1.2799
6,9,0.014857,0.000678,1.2799
6,10,0.052507,0.011242,1.2799
7,-10,-0.013073,0.018205,0.9727
7,-9,-0.005561,-0.015218,0.9727
7,-8,-0.0069,-0.000394,0.9727
7,-7,-0.035439,-0.017992,0.9727
7,-6,0.040443,0.01508,0.9727
7,-5,-0.008714,0.008206,0.9727
7,-4,-0.01137,-0.003031,0.9727
7,-3,-0.017547,-0.006468,0.9727
7,-2,-0.030576,-0.000709,0.9727
7,-1,0.008694,0.012108,0.9727
7,0,-0.021492,-0.004722,0.9727
7,1,0.001691,0.008128,0.9727
7,2,0.001989,0.005119,0.9727
7,3,-0.009619,0.001441,0.9727
7,4,0.011709,-0.001403,0.9727
7,5,0.03416,0.001916,0.9727
7,6,0.051203,0.005465,0.9727
7,7,0.042832,-0.014005,0.9727
7,8,0.015216,0.009702,0.9727
7,9,0.059869,0.01019,0.9727
7,10,0.005992,0.011426,0.9727
8,-10,0.009537,-1.5e-05,0.9665
8,-9,-0.013761,0.005397,0.9665
8,-8,0.015041,0.012887,0.9665
8,-7,-0.017379,-0.000148,0.9665
8,-6,0.017442,-0.002119,0.9665
8,-5,0.017514,0.002697,0.9665
8,-4,0.002477,-4e-05,0.9665
8,-3,-0.006996,-0.016117,0.9665
8,-2,0.005507,-0.001649,0.9665
8,-1,0.030923,-0.021208,0.9665
8,0,0.02599,0.001035,0.9665
8,1,0.013468,0.004173,0.9665
8,2,0.043864,0.004517,0.9665
8,3,0.034934,0.002083,0.9665
8,4,0.037605,0.00799,0.9665
8,5,0.040986,0.018809,0.9665
8,6,0.014451,-0.000468,0.9665
8,7,-0.00705,0.004386,0.9665
8,8,0.024693,0.014294,0.9665
8,9,-0.010909,-0.00062,0.9665
8,10,-0.010008,0.001395,0.9665
9,-10,-0.020693,-0.002166,1.2977
9,-9,0.027893,0.003158,1.2977
9,-8,-0.041839,0.002482,1.2977
9,-7,0.011035,0.000116,1.2977
9,-6,0.001165,-0.003403,1.2977
9,-5,-0.018899,0.002949,1.2977
9,-4,0.009499,0.012345,1.2977
9,-3,0.004432,-0.002989,1.2977
9,-2,0.00415,-0.015751,1.2977
9,-1,0.023095,-0.009524,1.2977
9,0,0.009069,0.011565,1.2977
9,1,-0.000136,0.003633,1.2977
9,2,-0.049487,-0.010634,1.2977
9,3,0.01376,0.006643,1.2977
9,4,0.029356,0.00815,1.2977
9,5,0.015682,-0.011874,1.2977
9,6,0.011806,0.005493,1.2977
9,7,0.021904,0.010051,1.2977
9,8,0.000644,-0.007561,1.2977
9,9,-0.019818,-0.003397,1.2977
9,10,0.013383,-0.026065,1.2977
10,-10,0.002839,0.00932,1.0342
10,-9,-0.012352,-0.00146,1.0342
10,-8,0.016844,0.005711,1.0342
10,-7,0.007005,-0.003129,1.0342
10,-6,0.013729,0.011901,1.0342
10,-5,-0.001117,-0.011337,1.0342
10,-4,-0.027038,-0.01193,1.0342
10,-3,0.017018,0.003062,1.0342
10,-2,-0.017485,0.001253,1.0342
10,-1,0.020158,0.028151,1.0342
10,0,0.00981,0.00485,1.0342
10,1,0.008108,-0.009099,1.0342
10,2,0.014119,-0.004123,1.0342
10,3,0.012698,-0.006259,1.0342
10,4,0.030558,-0.007203,1.0342
10,5,0.017362,0.003279,1.0342
10,6,0.009079,0.000135,1.0342
10,7,0.047975,0.001494,1.0342
10,8,0.014088,-0.005413,1.0342
10,9,-0.040788,-0.007376,1.0342
10,10,0.044695,0.006429,1.0342
11,-10,-0.017987,-0.003297,0.7313
11,-9,0.036133,0.012139,0.7313
11,-8,-0.011031,0.011281,0.7313
11,-7,-0.035409,-0.006688,0.7313
11,-6,-0.001422,0.02003,0.7313
11,-5,-0.008354,-0.011765,0.7313
11,-4,0.016737,0.001474,0.7313
11,-3,-0.011986,-0.001003,0.7313
11,-2,-0.012411,-0.003657,0.7313
11,-1,0.012619,0.014236,0.7313
11,0,0.018011,0.006648,0.7313
11,1,0.037054,-0.017968,0.7313
11,2,0.029555,0.006105,0.7313
11,3,-0.000734,-0.020904,0.7313
11,4,0.054747,0.015724,0.7313
11,5,0.04035,-0.001877,0.7313
11,6,0.025946,0.016002,0.7313
11,7,0.052655,0.01348,0.7313
11,8,0.042402,0.008688,0.7313
11,9,0.026866,-0.008432,0.7313
11,10,-0.001448,-0.000956,0.7313
12,-10,0.004983,0.002645,0.863
12,-9,-0.019206,-0.015266,0.863
12,-8,0.007105,0.008036,0.863
12,-7,0.003765,-0.003229,0.863
12,-6,-0.023276,0.011041,0.863
12,-5,-0.000377,-0.000747,0.863
12,-4,0.03954,0.017994,0.863
12,-3,0.015023,-0.013505,0.863
12,-2,-0.033349,-0.001208,0.863
12,-1,0.015854,-0.013132,0.863
12,0,-0.000597,0.004845,0.863
12,1,0.042999,0.016129,0.863
12,2,0.018911,-0.002261,0.863
12,3,0.047555,-0.008469,0.863
12,4,-0.020864,-0.011563,0.863
12,5,0.074437,0.002247,0.863
12,6,0.019314,-0.013758,0.863
12,7,0.023732,0.000998,0.863
12,8,0.011289,0.011721,0.863
12,9,-0.00087,-0.002277,0.863
12,10,0.052683,0.014317,0.863
13,-10,-0.022125,0.010787,0.862
13,-9,0.011302,0.014181,0.862
13,-8,0.024666,-0.004235,0.862
13,-7,-0.016986,0.011608,0.862
13,-6,0.020469,0.00751,0.862
13,-5,-0.006932,-0.021504,0.862
13,-4,0.019666,-0.003821,0.862
13,-3,-0.00428,-0.008253,0.862
13,-2,-0.016689,-0.005054,0.862
13,-1,0.003089,-0.02158,0.862
