series_id,time_offset,observation,reference_series,sensitivity_coefficient
0,-10,-0.002695,0.002366,1.0688
0,-9,-0.002285,0.007736,1.0688
0,-8,-0.017253,-0.011534,1.0688
0,-7,0.014422,0.002801,1.0688
0,-6,0.014411,-0.001563,1.0688
0,-5,0.004801,-0.013113,1.0688
0,-4,-0.003246,0.005991,1.0688
0,-3,0.016969,0.010782,1.0688
0,-2,-0.002345,0.013073,1.0688
0,-1,0.00324,-0.006526,1.0688
0,0,-0.046533,0.000973,1.0688
0,1,0.036566,0.019001,1.0688
0,2,-0.03015,0.002214,1.0688
0,3,-0.017822,-0.006343,1.0688
0,4,0.0498,0.014665,1.0688
0,5,-0.0288,-0.002714,1.0688
0,6,-0.012054,-0.001354,1.0688
0,7,-0.054847,-0.008247,1.0688
0,8,-0.014749,-0.002029,1.0688
0,9,-0.021724,0.017443,1.0688
0,10,-0.008431,0.011594,1.0688
1,-10,0.008808,0.004219,1.1523
1,-9,0.019765,0.022978,1.1523
1,-8,0.0106,0.015836,1.1523
1,-7,-0.038753,-0.003117,1.1523
1,-6,0.014798,0.011798,1.1523
1,-5,-0.007066,0.000252,1.1523
1,-4,-0.012716,0.002655,1.1523
1,-3,-0.015116,0.004797,1.1523
1,-2,0.007198,-0.001039,1.1523
1,-1,0.019211,0.014376,1.1523
1,0,-0.004516,0.013266,1.1523
1,1,0.01165,-0.009051,1.1523
1,2,-0.001602,-0.000856,1.1523
1,3,-0.015944,-0.005908,1.1523
1,4,-0.01524,0.003745,1.1523
1,5,0.01275,0.02059,1.1523
1,6,0.007999,-0.00341,1.1523
1,7,-0.069239,-0.017813,1.1523
1,8,-0.00453,0.0091,1.1523
1,9,-0.017658,-0.005164,1.1523
1,10,-0.028052,0.010964,1.1523
2,-10,0.017352,0.003363,1.317
2,-9,-0.014762,-0.01938,1.317
2,-8,-0.025443,-0.018786,1.317
2,-7,-0.009532,-0.010253,1.317
2,-6,0.010343,0.006956,1.317
2,-5,-0.034487,-0.006232,1.317
2,-4,-0.008195,-7e-05,1.317
2,-3,-0.003748,0.003665,1.317
2,-2,0.019833,0.014321,1.317
2,-1,0.00256,0.009494,1.317
2,0,0.004593,0.007651,1.317
2,1,-0.05648,-0.006507,1.317
2,2,-0.009262,0.012983,1.317
2,3,-0.032082,-0.006161,1.317
2,4,-0.017434,-0.009167,1.317
2,5,-0.016638,0.00021,1.317
2,6,-0.000578,0.011684,1.317
2,7,0.002788,0.016056,1.317
2,8,-0.05513,-0.014759,1.317
2,9,-0.024889,-0.006973,1.317
2,10,0.006252,0.015521,1.317
3,-10,0.015161,0.005754,1.2434
3,-9,-0.004086,0.008277,1.2434
3,-8,0.021166,0.022808,1.2434
3,-7,0.016063,-0.006053,1.2434
3,-6,-0.001585,0.009325,1.2434
3,-5,-2.2e-05,0.007078,1.2434
3,-4,0.009972,0.004489,1.2434
3,-3,0.05953,0.025758,1.2434
3,-2,0.028643,0.010966,1.2434
3,-1,-0.011813,-0.012233,1.2434
3,0,-0.024413,-0.004089,1.2434
3,1,-0.051158,0.00116,1.2434
3,2,-0.018919,-0.002539,1.2434
3,3,-0.022097,0.009554,1.2434
3,4,-0.044891,-0.007603,1.2434
3,5,-0.044439,-0.002881,1.2434
3,6,0.014086,0.013569,1.2434
3,7,0.0052,0.027451,1.2434
3,8,-0.031501,0.008905,1.2434
3,9,-0.00395,0.014995,1.2434
3,10,0.006531,-0.000543,1.2434
4,-10,0.026937,-0.00076,0.7646
4,-9,0.002555,-0.003379,0.7646
4,-8,0.031542,0.005681,0.7646
4,-7,-0.000514,0.006978,0.7646
4,-6,-0.001692,-0.019334,0.7646
4,-5,0.036085,0.002024,0.7646
4,-4,-0.007681,0.006057,0.7646
4,-3,-0.01373,-0.012163,0.7646
4,-2,0.004117,0.003928,0.7646
4,-1,-0.066137,-0.012321,0.7646
4,0,-0.074853,-0.00927,0.7646
4,1,-0.021426,-0.009516,0.7646
4,2,-0.056646,0.014761,0.7646
4,3,-0.018683,-0.009953,0.7646
4,4,-0.018943,-0.004206,0.7646
4,5,-0.024103,0.004072,0.7646
4,6,0.03904,0.012347,0.7646
4,7,-0.008372,-0.010372,0.7646
4,8,0.026309,0.021378,0.7646
4,9,-0.030582,-0.006591,0.7646
4,10,-0.043397,-0.017026,0.7646
5,-10,-0.00639,-0.011062,0.7495
