entity_id,wave,group_indicator,phase_indicator,group_phase_interaction,outcome
0,1,1,0,0,0.2361
1,1,1,0,0,0.7469
2,1,1,0,0,0.7353
3,1,1,0,0,0.4907
4,1,1,0,0,0.6763
5,1,1,0,0,0.5053
6,1,1,0,0,0.6011
7,1,1,0,0,-0.183
8,1,1,0,0,-0.6016
9,1,1,0,0,-0.0486
10,1,1,0,0,0.4982
11,1,1,0,0,0.6121
12,1,1,0,0,1.26
13,1,1,0,0,0.295
14,1,1,0,0,0.3909
15,1,1,0,0,0.0545
16,1,1,0,0,0.521
17,1,1,0,0,0.754
18,1,1,0,0,0.178
19,1,1,0,0,0.0988
20,1,1,0,0,0.528
21,1,1,0,0,0.6714
22,1,1,0,0,1.1713
23,1,1,0,0,0.1758
24,1,1,0,0,0.6056
25,1,1,0,0,-0.0552
26,1,1,0,0,0.1482
27,1,1,0,0,0.4288
28,1,1,0,0,1.1005
29,1,1,0,0,1.1234
30,1,1,0,0,0.7803
31,1,1,0,0,-0.3247
32,1,1,0,0,-0.0791
33,1,1,0,0,0.106
34,1,1,0,0,0.3257
35,1,1,0,0,0.8632
36,1,1,0,0,-0.5942
37,1,1,0,0,1.3783
38,1,1,0,0,-0.1759
39,1,1,0,0,0.5681
40,1,1,0,0,1.1337
41,1,1,0,0,0.8697
42,1,1,0,0,-0.4324
43,1,1,0,0,-0.0377
44,1,1,0,0,0.663
45,1,1,0,0,0.4001
46,1,1,0,0,0.6837
47,1,1,0,0,0.34
48,1,1,0,0,0.8068
49,1,1,0,0,0.5068
50,1,1,0,0,0.4795
51,1,1,0,0,0.7887
52,1,1,0,0,0.6358
53,1,1,0,0,0.6942
54,1,1,0,0,-1.2258
55,1,1,0,0,1.2888
56,1,1,0,0,-0.2318
57,1,1,0,0,0.3493
58,1,1,0,0,0.2776
59,1,1,0,0,0.9108
60,1,1,0,0,1.5046
61,1,1,0,0,-0.3539
62,1,1,0,0,0.6952
63,1,1,0,0,0.8352
64,1,1,0,0,1.0245
65,1,1,0,0,0.6773
66,1,1,0,0,0.4257
67,1,1,0,0,1.5622
68,1,1,0,0,0.6482
69,1,1,0,0,0.102
70,1,1,0,0,0.5781
71,1,1,0,0,0.3194
72,1,1,0,0,0.8377
73,1,1,0,0,0.1378
74,1,1,0,0,-0.1421
75,1,1,0,0,0.4172
76,1,1,0,0,1.2233
77,1,1,0,0,0.3351
78,1,1,0,0,0.3439
79,1,1,0,0,0.4226
80,1,1,0,0,0.8385
81,1,1,0,0,0.4957
82,1,1,0,0,-0.0468
83,1,1,0,0,0.5427
84,1,1,0,0,0.676
85,1,1,0,0,0.2349
86,1,1,0,0,0.649
87,1,1,0,0,-0.0482
88,1,1,0,0,1.2912
89,1,1,0,0,0.9264
90,1,1,0,0,-0.437
91,1,1,0,0,0.961
92,1,1,0,0,0.2394
93,1,1,0,0,0.8796
94,1,1,0,0,0.6464
95,1,1,0,0,1.1233
96,1,1,0,0,1.8676
97,1,1,0,0,0.4151
98,1,1,0,0,0.5641
99,1,1,0,0,-0.7329
100,1,0,0,0,-0.0733
101,1,0,0,0,-0.4802
102,1,0,0,0,0.0196
103,1,0,0,0,0.0415
104,1,0,0,0,0.8656
105,1,0,0,0,0.4792
106,1,0,0,0,-0.2095
107,1,0,0,0,-0.1842
108,1,0,0,0,0.2238
109,1,0,0,0,-0.3493
110,1,0,0,0,-0.5501
111,1,0,0,0,0.9046
112,1,0,0,0,-0.1125
113,1,0,0,0,0.1702
114,1,0,0,0,-0.1525
115,1,0,0,0,0.8302
116,1,0,0,0,0.0456
117,1,0,0,0,-0.3469
118,1,0,0,0,-0.1707
119,1,0,0,0,0.0722
120,1,0,0,0,0.239
121,1,0,0,0,0.8455
122,1,0,0,0,1.1449
123,1,0,0,0,0.7886
124,1,0,0,0,0.1427
125,1,0,0,0,-0.8786
126,1,0,0,0,-0.2426
127,1,0,0,0,-0.2982
128,1,0,0,0,-0.1182
129,1,0,0,0,-0.4601
130,1,0,0,0,-0.7067
131,1,0,0,0,-1.0107
132,1,0,0,0,0.2677
133,1,0,0,0,-0.1415
134,1,0,0,0,0.0674
135,1,0,0,0,0.3433
136,1,0,0,0,-0.4446
137,1,0,0,0,-0.2748
138,1,0,0,0,-0.6116
139,1,0,0,0,0.2896
140,1,0,0,0,-0.1902
141,1,0,0,0,-0.2012
142,1,0,0,0,-0.2557
143,1,0,0,0,-0.0736
144,1,0,0,0,0.5162
145,1,0,0,0,0.1528
146,1,0,0,0,0.3403
147,1,0,0,0,0.0019
148,1,0,0,0,0.3783
