running_var,treated,y,near_cutoff
0.6479,1,0.2472,1
0.7615,1,0.4843,1
0.8074,1,0.4532,0
0.3354,0,0.1267,1
0.3205,0,0.2253,1
0.0144,0,0.1249,0
0.4399,0,0.072,1
0.5714,1,0.4482,1
0.7057,1,0.3568,1
0.1892,0,-0.1252,0
0.1405,0,-0.0503,0
0.7196,1,0.4317,1
0.0496,0,0.0759,0
0.9648,1,0.9672,0
0.8672,1,0.5721,0
0.2328,0,-0.0956,1
0.47,0,0.1694,1
0.1628,0,0.0201,0
0.0278,0,0.1957,0
0.3935,0,0.0279,1
0.0729,0,0.0754,0
0.9641,1,0.7036,0
0.9431,1,0.5233,0
0.6888,1,0.3622,1
0.5573,1,0.552,1
0.4536,0,0.1011,1
0.6766,1,0.6974,1
0.1213,0,0.0176,0
0.9759,1,0.5248,0
0.2661,0,0.1702,1
0.4418,0,0.1664,1
0.0555,0,-0.1557,0
0.5085,1,0.3087,1
0.7364,1,0.3816,1
0.6686,1,0.2496,1
0.0468,0,-0.1028,0
0.7243,1,0.5031,1
0.1353,0,0.139,0
0.8031,1,0.4727,0
0.9597,1,0.6681,0
0.3782,0,-0.0108,1
0.7128,1,0.7414,1
0.9084,1,0.7168,0
0.4713,0,0.2505,1
0.7751,1,0.5356,1
0.4513,0,-0.1193,1
0.9473,1,0.7541,0
0.1502,0,-0.0659,0
0.0022,0,-0.0206,0
0.7818,1,0.4111,1
0.3313,0,0.0721,1
0.9836,1,0.5433,0
0.8094,1,0.8223,0
0.7544,1,0.4498,1
0.4481,0,0.1117,1
0.6269,1,0.5255,1
0.3307,0,0.139,1
0.9246,1,0.6315,0
0.0606,0,0.2449,0
0.4747,0,0.0873,1
0.1249,0,0.236,0
0.5797,1,0.4266,1
0.0545,0,-0.0728,0
0.1132,0,-0.0866,0
0.7266,1,0.5552,1
0.3834,0,0.1784,1
0.4676,0,0.1138,1
0.4878,0,0.216,1
0.9411,1,0.4558,0
0.4252,0,0.3751,1
0.1108,0,-0.0648,0
0.614,1,0.4401,1
0.3522,0,-0.1701,1
0.2443,0,0.2839,1
0.495,0,0.3645,1
0.3913,0,0.0895,1
0.6611,1,0.444,1
0.3352,0,-0.0955,1
0.9437,1,0.4638,0
0.0668,0,0.0195,0
0.3841,0,0.0929,1
0.3657,0,-0.1788,1
0.2417,0,0.0701,1
0.129,0,-0.0388,0
0.4827,0,-0.0458,1
0.5934,1,0.2523,1
0.65,1,0.2679,1
0.1966,0,0.152,0
0.2281,0,0.3439,1
0.6154,1,0.9412,1
0.7137,1,0.3753,1
0.3809,0,-0.1273,1
0.7758,1,0.3867,1
0.5576,1,0.2451,1
0.6077,1,0.0503,1
0.4549,0,0.2079,1
0.5631,1,0.3187,1
0.2976,0,0.0837,1
0.7413,1,0.4532,1
0.7636,1,0.387,1
0.8634,1,0.1206,0
0.7984,1,0.3275,1
0.2191,0,-0.1417,1
0.2668,0,-0.0715,1
0.0698,0,-0.0803,0
0.6203,1,0.4786,1
0.6716,1,0.4052,1
0.5164,1,0.2919,1
0.4131,0,0.1074,1
0.9293,1,0.5104,0
0.9133,1,0.6943,0
0.4771,0,0.5564,1
0.3187,0,-0.1753,1
0.3863,0,0.198,1
0.9902,1,0.2841,0
0.0585,0,0.0919,0
0.5282,1,0.1242,1
0.8297,1,0.4302,0
0.1021,0,-0.1315,0
0.0991,0,0.0211,0
0.7166,1,0.3349,1
0.8032,1,0.4655,0
0.7384,1,0.4169,1
0.8186,1,0.606,0
0.3031,0,0.0473,1
0.0657,0,0.2914,0
0.4783,0,0.0654,1
0.2191,0,0.1193,1
0.7298,1,0.2591,1
0.0797,0,-0.003,0
0.7505,1,0.3691,1
0.7712,1,0.591,1
0.881,1,0.5654,0
0.9889,1,0.5472,0
0.0362,0,-0.109,0
0.3797,0,0.2173,1
0.5852,1,0.479,1
0.4845,0,0.3544,1
0.1634,0,-0.4769,0
0.8733,1,0.6018,0
0.8006,1,0.5523,0
0.9432,1,0.5098,0
0.5782,1,0.5645,1
0.0668,0,0.1148,0
0.4425,0,0.0355,1
0.0189,0,-0.1917,0
0.7799,1,0.549,1
0.514,1,0.5122,1
0.5977,1,0.2184,1
0.5583,1,0.3907,1
0.9155,1,0.3754,0
0.9191,1,0.6584,0
0.546,1,0.5178,1
0.2922,0,0.04,1
0.2197,0,-0.0026,1
0.4543,0,0.2056,1
0.2904,0,0.0869,1
0.6192,1,0.3668,1
0.2313,0,-0.2308,1
0.1399,0,-0.1054,0
0.7926,1,0.6614,1
0.7983,1,0.7347,1
0.9002,1,0.462,0
0.4755,0,0.1725,1
0.0936,0,-0.0118,0
0.8446,1,0.4163,0
0.3172,0,-0.0008,1
0.5117,1,0.1494,1
0.2411,0,0.0675,1
0.6136,1,0.4778,1
0.9546,1,0.4797,0
0.5193,1,0.5684,1
0.8197,1,0.3459,0
0.3968,0,-0.0073,1
0.8209,1,0.3008,0
0.2725,0,0.3102,1
0.2508,0,-0.0503,1
0.4271,0,0.11,1
0.6148,1,0.2961,1
0.4523,0,0.2553,1
0.2765,0,0.1878,1
0.5028,1,0.4043,1
0.4297,0,0.1283,1
0.4604,0,0.1794,1
0.8135,1,0.532,0
0.9052,1,0.6402,0
0.0487,0,-0.1487,0
0.8554,1,0.6374,0
0.566,1,0.2813,1
0.29,0,0.0865,1
0.9039,1,0.3959,0
0.2375,0,0.0632,1
0.5001,1,0.431,1
0.912,1,0.6324,0
0.0375,0,0.2056,0
0.7077,1,0.4923,1
0.3068,0,-0.08,1
0.3785,0,0.0057,1
0.4927,0,0.0212,1
0.5816,1,0.5596,1
0.2105,0,-0.2568,1
