unit_id,period,treated,post,treat_x_post,y
0,1,1,0,0,0.9096
1,1,1,0,0,0.9604
2,1,1,0,0,0.4573
3,1,1,0,0,0.8041
4,1,1,0,0,0.5321
5,1,1,0,0,0.4816
6,1,1,0,0,0.1987
7,1,1,0,0,1.0383
8,1,1,0,0,0.7091
9,1,1,0,0,1.6711
10,1,1,0,0,0.9708
11,1,1,0,0,-0.9205
12,1,1,0,0,0.2805
13,1,1,0,0,0.1943
14,1,1,0,0,-0.0417
15,1,1,0,0,1.1203
16,1,1,0,0,0.6123
17,1,1,0,0,0.6275
18,1,1,0,0,1.1998
19,1,1,0,0,0.197
20,1,1,0,0,0.4078
21,1,1,0,0,0.707
22,1,1,0,0,0.814
23,1,1,0,0,-0.4281
24,1,1,0,0,0.8546
25,1,1,0,0,0.8224
26,1,1,0,0,0.5615
27,1,1,0,0,0.5599
28,1,1,0,0,1.1279
29,1,1,0,0,0.0683
30,1,1,0,0,-0.0139
31,1,1,0,0,1.4051
32,1,1,0,0,0.5504
33,1,1,0,0,-0.3443
34,1,1,0,0,-0.0032
35,1,1,0,0,0.6613
36,1,1,0,0,0.2582
37,1,1,0,0,-0.641
38,1,1,0,0,-0.2666
39,1,1,0,0,0.0702
40,1,1,0,0,1.4074
41,1,1,0,0,0.9851
42,1,1,0,0,0.7824
43,1,1,0,0,0.629
44,1,1,0,0,-0.1361
45,1,1,0,0,0.5735
46,1,1,0,0,0.6286
47,1,1,0,0,0.6353
48,1,1,0,0,0.6022
49,1,1,0,0,0.4434
50,1,1,0,0,1.696
51,1,1,0,0,1.2698
52,1,1,0,0,1.6845
53,1,1,0,0,0.9974
54,1,1,0,0,-0.0246
55,1,1,0,0,0.672
56,1,1,0,0,0.5169
57,1,1,0,0,1.2578
58,1,1,0,0,0.1165
59,1,1,0,0,1.2275
60,1,1,0,0,-0.1385
61,1,1,0,0,0.9391
62,1,1,0,0,0.915
63,1,1,0,0,0.7076
64,1,1,0,0,0.1672
65,1,1,0,0,0.4884
66,1,1,0,0,-0.2644
67,1,1,0,0,0.3762
68,1,1,0,0,0.6699
69,1,1,0,0,-0.6377
70,1,1,0,0,0.7776
71,1,1,0,0,1.3973
72,1,1,0,0,-0.0567
73,1,1,0,0,0.6658
74,1,1,0,0,0.2033
75,1,1,0,0,0.7296
76,1,1,0,0,0.3448
77,1,1,0,0,-0.9555
78,1,1,0,0,0.0514
79,1,1,0,0,0.2769
80,1,1,0,0,-0.6464
81,1,1,0,0,0.1005
82,1,1,0,0,0.0048
83,1,1,0,0,0.3674
84,1,1,0,0,0.6533
85,1,1,0,0,-0.3447
86,1,1,0,0,-0.2351
87,1,1,0,0,0.1934
88,1,1,0,0,0.548
89,1,1,0,0,0.0714
90,1,1,0,0,0.7302
91,1,1,0,0,0.7291
92,1,1,0,0,0.691
93,1,1,0,0,0.2427
94,1,1,0,0,-0.2202
95,1,1,0,0,-0.6854
96,1,1,0,0,-0.2622
97,1,1,0,0,0.9757
98,1,1,0,0,0.0987
99,1,1,0,0,-0.3046
100,1,0,0,0,0.5322
101,1,0,0,0,0.312
102,1,0,0,0,-1.0785
103,1,0,0,0,1.0485
104,1,0,0,0,0.1279
105,1,0,0,0,-1.6698
106,1,0,0,0,-0.1402
107,1,0,0,0,-0.299
108,1,0,0,0,0.5067
109,1,0,0,0,0.6552
110,1,0,0,0,-0.0553
111,1,0,0,0,-0.1699
112,1,0,0,0,1.032
113,1,0,0,0,0.3768
114,1,0,0,0,0.9594
115,1,0,0,0,0.2202
116,1,0,0,0,-0.0487
117,1,0,0,0,-0.1207
118,1,0,0,0,-0.1453
119,1,0,0,0,0.8773
120,1,0,0,0,0.6179
121,1,0,0,0,-0.1675
122,1,0,0,0,0.1673
123,1,0,0,0,0.3629
124,1,0,0,0,-0.1804
125,1,0,0,0,-0.1223
126,1,0,0,0,0.9429
127,1,0,0,0,0.0155
128,1,0,0,0,-0.4007
129,1,0,0,0,0.3178
130,1,0,0,0,-0.6758
131,1,0,0,0,-1.0851
132,1,0,0,0,1.1794
133,1,0,0,0,-0.5393
134,1,0,0,0,0.8945
135,1,0,0,0,-0.6152
136,1,0,0,0,0.6039
137,1,0,0,0,-0.0874
138,1,0,0,0,-0.7527
139,1,0,0,0,0.3506
140,1,0,0,0,0.295
141,1,0,0,0,0.9474
142,1,0,0,0,0.803
143,1,0,0,0,0.3526
144,1,0,0,0,-0.0918
145,1,0,0,0,-0.8414
146,1,0,0,0,0.0361
147,1,0,0,0,0.4113
148,1,0,0,0,0.8407
149,1,0,0,0,0.2279
150,1,0,0,0,0.588
151,1,0,0,0,-0.4045
152,1,0,0,0,0.8725
153,1,0,0,0,0.1695
154,1,0,0,0,-0.3545
155,1,0,0,0,-0.5437
156,1,0,0,0,0.3502
157,1,0,0,0,-0.0452
158,1,0,0,0,0.1039
159,1,0,0,0,0.3322
160,1,0,0,0,-0.198
161,1,0,0,0,-0.8865
162,1,0,0,0,0.508
163,1,0,0,0,-0.5464
164,1,0,0,0,-0.5182
165,1,0,0,0,0.375
166,1,0,0,0,0.5681
167,1,0,0,0,-0.5265
168,1,0,0,0,0.1138
169,1,0,0,0,-0.1482
170,1,0,0,0,0.2291
171,1,0,0,0,0.1561
172,1,0,0,0,-0.4044
173,1,0,0,0,1.0061
174,1,0,0,0,0.056
175,1,0,0,0,-0.8151
176,1,0,0,0,-0.5419
177,1,0,0,0,0.1517
178,1,0,0,0,0.1414
179,1,0,0,0,-0.2388
180,1,0,0,0,0.272
181,1,0,0,0,-0.4618
182,1,0,0,0,1.2527
183,1,0,0,0,-0.38
184,1,0,0,0,0.5726
185,1,0,0,0,0.6102
186,1,0,0,0,0.0728
187,1,0,0,0,-1.1315
188,1,0,0,0,0.1949
189,1,0,0,0,-0.5015
190,1,0,0,0,1.2208
191,1,0,0,0,-0.0073
192,1,0,0,0,1.1089
193,1,0,0,0,-0.2055
194,1,0,0,0,-0.5134
195,1,0,0,0,0.6588
196,1,0,0,0,0.7644
197,1,0,0,0,1.1334
198,1,0,0,0,-0.4138
199,1,0,0,0,0.1656
0,2,1,0,0,1.9994
1,2,1,0,0,0.8122
2,2,1,0,0,0.9241
3,2,1,0,0,0.7397
4,2,1,0,0,0.7165
5,2,1,0,0,0.3108
6,2,1,0,0,0.0944
7,2,1,0,0,0.3751
8,2,1,0,0,0.5068
9,2,1,0,0,0.4717
10,2,1,0,0,0.2847
11,2,1,0,0,0.761
12,2,1,0,0,1.4919
13,2,1,0,0,0.0509
14,2,1,0,0,1.1835
15,2,1,0,0,1.3134
16,2,1,0,0,0.2405
17,2,1,0,0,-0.1968
18,2,1,0,0,1.0891
19,2,1,0,0,-0.1018
20,2,1,0,0,0.8656
21,2,1,0,0,0.1492
22,2,1,0,0,-0.3209
23,2,1,0,0,0.7304
24,2,1,0,0,0.936
25,2,1,0,0,1.0572
26,2,1,0,0,1.1155
27,2,1,0,0,0.861
