stock_id,event_day,ret,mkt_ret,beta
0,-10,0.000405,0.006407,1.2108
0,-9,-0.006114,-0.00284,1.2108
0,-8,-0.007431,-0.005155,1.2108
0,-7,-0.011608,-0.002246,1.2108
0,-6,0.000127,-0.001106,1.2108
0,-5,-0.008341,-0.010699,1.2108
0,-4,-0.003633,-0.004637,1.2108
0,-3,0.004517,-0.006353,1.2108
0,-2,-0.00105,0.009861,1.2108
0,-1,0.023678,0.00555,1.2108
0,0,-0.041942,-0.009182,1.2108
0,1,-0.02682,0.007651,1.2108
0,2,-0.041624,-0.007475,1.2108
0,3,-0.019293,0.007775,1.2108
0,4,-0.03246,-0.002546,1.2108
0,5,-0.01644,0.011785,1.2108
0,6,-0.054438,-0.013776,1.2108
0,7,-0.002445,0.007237,1.2108
0,8,-0.020048,0.012786,1.2108
0,9,0.006294,-0.002012,1.2108
0,10,-0.030455,-0.002723,1.2108
1,-10,-0.001595,0.005432,0.9661
1,-9,-0.00839,-0.00555,0.9661
1,-8,-0.021051,-0.007001,0.9661
1,-7,0.013403,0.01838,0.9661
1,-6,-0.006393,-0.003202,0.9661
1,-5,0.005259,-0.000505,0.9661
1,-4,0.009998,-0.004352,0.9661
1,-3,0.004305,0.006278,0.9661
1,-2,0.007402,-0.006362,0.9661
1,-1,-0.015659,-0.00132,0.9661
1,0,-0.018032,0.010511,0.9661
1,1,-0.040961,0.008985,0.9661
1,2,-0.008822,-0.003387,0.9661
1,3,-0.011953,0.000351,0.9661
1,4,-0.023721,-0.008719,0.9661
1,5,-0.016224,0.000338,0.9661
1,6,0.016177,0.020693,0.9661
1,7,-0.001873,0.00822,0.9661
1,8,-0.033618,-0.008792,0.9661
1,9,-0.049222,-0.015026,0.9661
1,10,-0.028095,-0.008565,0.9661
2,-10,-0.014898,-0.00124,1.0064
2,-9,-0.000278,0.015556,1.0064
2,-8,-0.015544,0.011473,1.0064
2,-7,-0.01554,-0.001122,1.0064
2,-6,0.015398,-0.006245,1.0064
2,-5,-0.016484,-0.00317,1.0064
2,-4,0.000901,0.005176,1.0064
2,-3,-0.009194,0.001807,1.0064
2,-2,-0.017897,-0.008352,1.0064
2,-1,0.005576,0.008284,1.0064
2,0,-0.028345,-0.010183,1.0064
2,1,-0.012054,0.001095,1.0064
2,2,-0.025517,-0.004518,1.0064
2,3,-0.027606,0.004517,1.0064
2,4,-0.010621,0.009162,1.0064
2,5,-0.044119,-0.01071,1.0064
2,6,-0.02734,-0.000694,1.0064
2,7,-0.015584,0.007846,1.0064
2,8,-0.026871,0.00333,1.0064
2,9,-0.004182,7e-05,1.0064
2,10,-0.027864,-0.001181,1.0064
3,-10,-0.009327,-0.008338,1.0493
3,-9,-0.001614,0.014393,1.0493
3,-8,-0.021128,-0.000199,1.0493
3,-7,-0.001191,-0.003804,1.0493
3,-6,-0.021958,-0.015504,1.0493
3,-5,0.004584,0.003205,1.0493
3,-4,-0.008177,0.00369,1.0493
3,-3,-0.004194,0.003201,1.0493
3,-2,-0.020274,0.00744,1.0493
3,-1,-0.00189,-0.002596,1.0493
3,0,-0.004837,0.013794,1.0493
3,1,-0.013556,0.002183,1.0493
3,2,-0.011472,0.012831,1.0493
3,3,-0.053895,-0.013731,1.0493
3,4,-0.01039,0.006942,1.0493
3,5,-0.029761,-0.002263,1.0493
3,6,-0.015624,0.002108,1.0493
3,7,-0.028307,0.005098,1.0493
3,8,-0.049512,-0.017343,1.0493
3,9,-0.05105,-0.013211,1.0493
3,10,-0.030771,0.015997,1.0493
4,-10,0.013626,0.010175,0.9231
4,-9,0.034769,0.013499,0.9231
4,-8,0.003764,-0.002722,0.9231
4,-7,0.002617,0.013058,0.9231
4,-6,-0.008587,-0.002149,0.9231
4,-5,-0.017338,0.00491,0.9231
4,-4,0.020851,0.014666,0.9231
4,-3,-0.02173,0.006199,0.9231
4,-2,0.009468,-0.010101,0.9231
4,-1,-0.021142,-0.001474,0.9231
4,0,-0.00862,0.002516,0.9231
4,1,-0.015715,0.005615,0.9231
4,2,-0.016758,0.011656,0.9231
4,3,-0.01221,0.005701,0.9231
4,4,-0.024593,-0.001031,0.9231
4,5,-0.021601,-0.003136,0.9231
4,6,-0.012721,-0.002627,0.9231
4,7,-0.004944,-0.00506,0.9231
4,8,-0.013135,-0.005507,0.9231
4,9,-0.007934,0.009932,0.9231
4,10,-0.026855,0.001068,0.9231
5,-10,0.014254,-0.000151,1.0759
5,-9,-0.009077,-0.004246,1.0759
5,-8,-0.009646,-0.016347,1.0759
5,-7,0.01822,0.005832,1.0759
5,-6,0.021129,0.010634,1.0759
5,-5,0.016805,0.008611,1.0759
5,-4,-0.01334,0.007941,1.0759
5,-3,-0.026448,-0.010698,1.0759
5,-2,0.004813,0.013002,1.0759
5,-1,-0.006079,-0.005929,1.0759
5,0,-0.028272,-0.012137,1.0759
5,1,-0.056508,-0.021004,1.0759
5,2,-0.032218,0.002288,1.0759
5,3,-0.004925,0.013291,1.0759
5,4,-0.002982,0.011621,1.0759
5,5,-0.031545,0.000181,1.0759
5,6,-0.004166,0.009591,1.0759
5,7,0.012912,0.021146,1.0759
5,8,-0.02026,-0.003674,1.0759
5,9,-0.00096,0.004521,1.0759
5,10,-0.007179,0.013519,1.0759
6,-10,-0.017436,-0.011095,0.7644
6,-9,0.028108,0.015343,0.7644
6,-8,0.020479,0.009902,0.7644
6,-7,-0.025215,-0.006774,0.7644
6,-6,-0.033736,-0.009765,0.7644
6,-5,-0.01621,-0.01084,0.7644
6,-4,0.001275,0.001967,0.7644
6,-3,-6.8e-05,-0.006596,0.7644
6,-2,-0.006629,-0.006404,0.7644
6,-1,0.002955,-0.0108,0.7644
6,0,-0.013319,0.000508,0.7644
6,1,-0.028827,-0.011862,0.7644
6,2,-0.041776,0.006023,0.7644
6,3,-0.027689,0.011981,0.7644
6,4,0.00144,0.002409,0.7644
6,5,-0.032205,0.009849,0.7644
6,6,-0.008184,-0.00148,0.7644
6,7,-0.032186,-0.007868,0.7644
6,8,-0.017749,-0.003579,0.7644
6,9,-0.025859,-0.01507,0.7644
6,10,-0.026521,-0.005928,0.7644
7,-10,0.017996,9e-05,1.2371
7,-9,0.003667,0.010194,1.2371
7,-8,0.021693,0.013953,1.2371
7,-7,0.013251,0.001999,1.2371
7,-6,-0.028462,-0.010111,1.2371
7,-5,-0.005996,0.000549,1.2371
7,-4,0.017452,0.021037,1.2371
7,-3,0.003772,0.000702,1.2371
7,-2,0.004268,0.012613,1.2371
7,-1,-0.002238,-0.015821,1.2371
7,0,-0.008316,0.001105,1.2371
7,1,0.003929,0.008867,1.2371
7,2,-0.031491,-0.003479,1.2371
7,3,-0.055663,-0.019663,1.2371
7,4,-0.026677,0.000922,1.2371
7,5,-0.032538,-0.011109,1.2371
7,6,-0.003088,0.013729,1.2371
7,7,-0.017774,-0.011028,1.2371
7,8,-0.010853,-0.007441,1.2371
7,9,-0.021047,-0.002331,1.2371
7,10,-0.015938,0.015909,1.2371
8,-10,0.030431,-0.0011,0.8613
8,-9,-0.023368,-0.008581,0.8613
8,-8,-0.005343,-0.009058,0.8613
8,-7,-0.004316,0.00522,0.8613
8,-6,0.023455,0.00051,0.8613
8,-5,0.004087,0.000652,0.8613
8,-4,0.007825,0.01919,0.8613
8,-3,-0.012279,-0.007334,0.8613
8,-2,-0.026467,-0.004979,0.8613
8,-1,0.003724,0.00168,0.8613
8,0,-0.018699,-0.001559,0.8613
8,1,-0.033639,0.002881,0.8613
8,2,-0.01088,0.003186,0.8613
8,3,-0.016266,-0.015671,0.8613
8,4,-0.04437,-0.012058,0.8613
8,5,-0.011912,0.00232,0.8613
8,6,-0.006639,0.008077,0.8613
8,7,-0.023241,-0.004897,0.8613
8,8,-0.020704,-0.002867,0.8613
8,9,-0.025537,0.000985,0.8613
8,10,-0.045285,-0.003172,0.8613
9,-10,-0.018845,-0.022767,1.2589
9,-9,-0.011234,-0.00023,1.2589
9,-8,-0.020492,-0.009954,1.2589
9,-7,-0.020618,-0.009015,1.2589
9,-6,0.026537,0.017306,1.2589
9,-5,0.029015,0.02066,1.2589
9,-4,-0.002601,0.006093,1.2589
9,-3,-0.00242,-0.00138,1.2589
9,-2,0.007888,0.006501,1.2589
9,-1,0.008884,0.003813,1.2589
9,0,-0.028006,-0.002729,1.2589
9,1,-0.014759,-0.00639,1.2589
9,2,-0.019185,-0.002724,1.2589
9,3,-0.008544,-0.001266,1.2589
9,4,-0.040716,-0.019581,1.2589
9,5,-0.030434,-0.012249,1.2589
9,6,-0.03891,-0.001165,1.2589
9,7,-0.012384,0.003676,1.2589
9,8,-0.02349,-0.002012,1.2589
9,9,-0.003153,0.001915,1.2589
9,10,-0.011125,-0.002843,1.2589
10,-10,-0.009036,-0.002051,1.1387
10,-9,-0.011268,-0.010677,1.1387
10,-8,0.009459,-0.007632,1.1387
10,-7,-0.016564,-0.008412,1.1387
10,-6,0.022484,0.006111,1.1387
10,-5,0.022666,0.00761,1.1387
10,-4,-7e-05,-0.000502,1.1387
10,-3,0.044829,0.020418,1.1387
10,-2,0.023049,0.007442,1.1387
10,-1,-0.003058,0.008885,1.1387
10,0,-0.000853,-9.7e-05,1.1387
10,1,-0.010923,0.007503,1.1387
10,2,0.00325,0.015388,1.1387
10,3,-0.005264,0.007856,1.1387
10,4,-0.004848,0.005712,1.1387
10,5,0.013597,0.013297,1.1387
10,6,-0.019233,-0.004211,1.1387
10,7,-0.005468,0.01301,1.1387
10,8,-0.044171,-0.012789,1.1387
10,9,-0.033421,-0.008096,1.1387
10,10,-0.014511,-0.007162,1.1387
11,-10,-0.016658,-0.011003,1.2432
11,-9,0.012658,0.001343,1.2432
11,-8,0.009392,0.011736,1.2432
11,-7,-0.006198,0.010234,1.2432
11,-6,-0.003626,0.009013,1.2432
11,-5,0.020737,0.004766,1.2432
11,-4,-0.007006,0.009172,1.2432
11,-3,0.004677,-0.004172,1.2432
11,-2,0.013502,0.007183,1.2432
11,-1,-0.011361,-0.021716,1.2432
11,0,0.000709,0.014063,1.2432
11,1,-0.009487,0.002586,1.2432
11,2,0.002798,0.014904,1.2432
11,3,-0.016164,-0.001612,1.2432
11,4,-0.018501,0.000189,1.2432
11,5,-0.034046,-0.017359,1.2432
11,6,0.008443,0.012015,1.2432
11,7,-0.007179,0.00981,1.2432
11,8,-0.002258,0.001757,1.2432
11,9,0.010254,0.008974,1.2432
11,10,-0.034877,-0.006427,1.2432
12,-10,-0.012864,-0.012915,1.3585
12,-9,0.007861,0.004306,1.3585
12,-8,-0.013294,0.003837,1.3585
12,-7,-0.010579,-0.004501,1.3585
12,-6,-0.017394,0.000785,1.3585
12,-5,-0.018378,-0.008978,1.3585
12,-4,0.016984,0.010883,1.3585
12,-3,0.011874,0.010516,1.3585
12,-2,0.005467,0.00031,1.3585
12,-1,-0.01044,-0.001472,1.3585
12,0,-0.04795,-0.014598,1.3585
12,1,0.005953,0.008662,1.3585
12,2,-0.051844,-0.007432,1.3585
12,3,-0.007116,0.009566,1.3585
12,4,-0.076165,-0.01317,1.3585
12,5,-0.039179,-0.009334,1.3585
12,6,-0.027878,-0.011217,1.3585
12,7,-0.031426,-0.007826,1.3585
12,8,0.013119,0.024035,1.3585
12,9,-0.02322,-0.000855,1.3585
12,10,-0.004906,0.00699,1.3585
13,-10,-0.011335,-0.006373,1.1818
13,-9,0.028941,0.018566,1.1818
13,-8,0.013935,-0.000498,1.1818
13,-7,-0.017486,0.002185,1.1818
13,-6,0.017732,0.01694,1.1818
13,-5,-0.045915,-0.02226,1.1818
13,-4,-0.00573,0.011577,1.1818
13,-3,0.016862,0.013792,1.1818
13,-2,0.005299,0.007439,1.1818
13,-1,0.009928,0.005534,1.1818
13,0,-0.033297,-8.5e-05,1.1818
13,1,-0.037624,0.003885,1.1818
13,2,-0.006684,0.009615,1.1818
13,3,-0.045973,0.004942,1.1818
13,4,-0.03943,-0.010957,1.1818
13,5,-0.023408,0.007037,1.1818
13,6,0.006897,0.02578,1.1818
13,7,-0.034306,-0.00986,1.1818
13,8,-0.045507,-0.009209,1.1818
13,9,-0.001949,0.01041,1.1818
13,10,0.001364,0.005461,1.1818
14,-10,-0.00656,0.007386,1.0867
14,-9,-0.006485,-0.00448,1.0867
14,-8,-0.023835,-0.001172,1.0867
14,-7,-0.011526,-0.009376,1.0867
14,-6,0.006138,-0.005807,1.0867
14,-5,-8.7e-05,0.013275,1.0867
14,-4,0.018901,0.000898,1.0867
14,-3,-0.007084,-0.001042,1.0867
14,-2,0.005316,0.008902,1.0867
14,-1,0.005932,0.013009,1.0867
14,0,-0.016417,-0.004446,1.0867
14,1,-0.018348,0.001305,1.0867
14,2,-0.04573,-0.018793,1.0867
14,3,-0.020757,0.00894,1.0867
14,4,-0.009912,0.007307,1.0867
14,5,-0.006619,-0.001697,1.0867
14,6,-0.027676,-0.003098,1.0867
14,7,-0.022069,-0.001811,1.0867
14,8,-0.030078,0.00797,1.0867
14,9,-0.010492,0.00898,1.0867
14,10,0.013981,0.00584,1.0867
15,-10,0.005614,0.002238,1.1676
15,-9,0.002842,0.009016,1.1676
15,-8,-0.028962,-0.008001,1.1676
15,-7,-0.021833,-0.013375,1.1676
15,-6,0.022546,-0.000866,1.1676
15,-5,-0.016612,-0.016626,1.1676
15,-4,-0.006676,-0.006959,1.1676
15,-3,0.005091,-0.005232,1.1676
15,-2,0.009785,0.010592,1.1676
15,-1,0.02505,0.014691,1.1676
15,0,-0.005133,0.014226,1.1676
15,1,-0.01898,0.009818,1.1676
15,2,-0.00487,-0.008397,1.1676
15,3,-0.038786,-0.010559,1.1676
15,4,-0.053186,-0.01868,1.1676
15,5,-0.040526,-0.009642,1.1676
15,6,-0.010881,0.003299,1.1676
15,7,-0.042106,-0.009768,1.1676
15,8,0.01224,0.011135,1.1676
15,9,-0.025966,0.012859,1.1676
15,10,0.015257,0.012194,1.1676
16,-10,2.5e-05,0.002552,1.1236
16,-9,0.007932,0.001362,1.1236
16,-8,0.027698,0.011876,1.1236
16,-7,-0.023296,-0.014769,1.1236
16,-6,0.021338,0.001236,1.1236
16,-5,-0.036556,-0.026975,1.1236
16,-4,-0.03218,-0.014979,1.1236
16,-3,0.006113,0.010157,1.1236
16,-2,-0.026703,-0.023037,1.1236
16,-1,0.002614,0.020659,1.1236
16,0,0.00622,0.005629,1.1236
16,1,0.004,-0.000194,1.1236
16,2,-0.008643,-0.006298,1.1236
16,3,-0.005376,0.012399,1.1236
16,4,-0.047311,-0.014572,1.1236
16,5,-0.03779,-0.023142,1.1236
16,6,-0.0123,0.005043,1.1236
16,7,-0.003668,-0.000927,1.1236
16,8,-0.02189,0.003278,1.1236
16,9,0.007644,0.001772,1.1236
16,10,-0.016269,0.006522,1.1236
17,-10,-0.010803,-0.003911,1.3173
17,-9,0.018939,0.000187,1.3173
17,-8,0.006364,0.00821,1.3173
17,-7,0.012409,0.00899,1.3173
17,-6,0.008441,0.003746,1.3173
17,-5,-0.063509,-0.020803,1.3173
17,-4,-0.006391,0.002566,1.3173
17,-3,-0.030599,-0.016093,1.3173
17,-2,0.017333,0.009546,1.3173
17,-1,0.016462,0.008018,1.3173
17,0,-0.021926,-0.008888,1.3173
17,1,-0.012835,0.006157,1.3173
17,2,-0.008857,0.000888,1.3173
17,3,-0.015959,-0.007194,1.3173
17,4,-0.01167,0.005951,1.3173
17,5,-0.014503,0.015612,1.3173
17,6,-0.03339,-0.004302,1.3173
17,7,-0.000235,0.003881,1.3173
17,8,0.007575,-0.00953,1.3173
17,9,-0.023544,-0.006328,1.3173
17,10,-0.018552,0.000327,1.3173
18,-10,-0.027702,-0.008239,0.9154
18,-9,0.008415,-0.01092,0.9154
18,-8,-0.011298,0.012805,0.9154
18,-7,-0.014992,0.008437,0.9154
18,-6,-0.0134,2.8e-05,0.9154
18,-5,0.016152,0.009208,0.9154
18,-4,0.006766,0.010096,0.9154
18,-3,-0.0184,-0.001613,0.9154
18,-2,0.003292,-0.010005,0.9154
18,-1,0.005956,0.003973,0.9154
18,0,-0.022706,0.012921,0.9154
18,1,-0.026216,0.007501,0.9154
18,2,0.001404,0.015079,0.9154
18,3,-0.018249,0.009945,0.9154
18,4,0.025299,0.022121,0.9154
18,5,-0.000615,0.004604,0.9154
18,6,-0.036643,-0.002719,0.9154
18,7,-0.022405,0.008258,0.9154
18,8,0.00591,0.013402,0.9154
18,9,-0.014353,0.002652,0.9154
18,10,-0.006307,0.010193,0.9154
19,-10,0.013624,0.009889,1.0862
19,-9,0.027591,0.027857,1.0862
19,-8,0.005998,0.00332,1.0862
19,-7,-0.005723,0.006808,1.0862
19,-6,0.007905,-0.000472,1.0862
19,-5,0.004679,-0.003028,1.0862
19,-4,0.004684,0.001267,1.0862
19,-3,0.008586,0.011811,1.0862
19,-2,-0.020154,-0.014219,1.0862
19,-1,-0.035664,-0.007956,1.0862
19,0,-0.019959,-0.000767,1.0862
19,1,-0.023773,0.010508,1.0862
19,2,-0.00669,0.001185,1.0862
19,3,-0.020996,-0.005446,1.0862
19,4,-0.026184,0.016277,1.0862
19,5,-0.004273,0.003027,1.0862
19,6,-0.008357,-0.003207,1.0862
19,7,0.006932,0.006642,1.0862
19,8,0.007368,0.006125,1.0862
19,9,-0.034344,0.0033,1.0862
19,10,-0.015822,-0.00601,1.0862
20,-10,0.017451,0.018343,1.1999
20,-9,0.010804,0.00492,1.1999
20,-8,-0.01724,-0.013005,1.1999
20,-7,0.017543,0.024103,1.1999
20,-6,-0.006302,0.006552,1.1999
20,-5,-0.028113,-0.009027,1.1999
20,-4,0.000884,0.009711,1.1999
20,-3,0.008882,0.012975,1.1999
20,-2,0.006522,0.00158,1.1999
20,-1,-0.016907,-0.015869,1.1999
20,0,-0.002072,0.003799,1.1999
20,1,-0.041268,-0.009295,1.1999
20,2,0.004912,0.006895,1.1999
20,3,-0.041882,-0.005625,1.1999
20,4,-0.035911,-0.002867,1.1999
20,5,-0.028136,0.004278,1.1999
20,6,-0.005726,0.010029,1.1999
20,7,-0.036982,0.010341,1.1999
20,8,-0.025534,-0.017282,1.1999
20,9,-0.046181,-0.006895,1.1999
20,10,-0.019475,-0.001727,1.1999
21,-10,0.007352,0.003625,0.9717
21,-9,0.013691,0.013784,0.9717
21,-8,0.00997,-0.000136,0.9717
21,-7,-0.004705,0.005827,0.9717
21,-6,0.005123,-0.000621,0.9717
21,-5,-0.011413,-0.005568,0.9717
21,-4,-0.047354,-0.013615,0.9717
21,-3,-0.001348,-0.003441,0.9717
21,-2,0.00665,-0.010654,0.9717
21,-1,0.001539,-0.010167,0.9717
21,0,0.010944,0.004487,0.9717
21,1,-0.03135,0.005698,0.9717
21,2,0.011375,0.010844,0.9717
21,3,-0.028791,-0.017422,0.9717
21,4,-0.013435,0.008903,0.9717
21,5,-0.046325,-0.02392,0.9717
21,6,-0.006529,-0.005511,0.9717
21,7,-0.025049,-0.000586,0.9717
21,8,-0.02103,-0.005565,0.9717
21,9,-0.028167,0.000869,0.9717
21,10,-0.023362,0.00294,0.9717
22,-10,0.007788,0.006032,0.783
22,-9,-0.003426,-0.004125,0.783
22,-8,-0.000264,0.008493,0.783
22,-7,-0.010064,0.008896,0.783
22,-6,0.002529,0.001982,0.783
22,-5,-0.002273,0.010327,0.783
22,-4,-0.022172,-0.007798,0.783
22,-3,-0.00047,-0.005367,0.783
22,-2,-0.018489,-0.017678,0.783
22,-1,0.004451,0.006408,0.783
22,0,-0.036581,0.001052,0.783
22,1,-0.019536,-0.0007,0.783
22,2,-0.018545,-0.001337,0.783
22,3,-0.02699,-0.002791,0.783
22,4,-0.015545,-0.010098,0.783
22,5,-0.026806,-0.011967,0.783
22,6,0.008318,0.018432,0.783
22,7,-0.012112,0.005394,0.783
22,8,-0.030914,-0.000978,0.783
22,9,-0.014186,-0.002238,0.783
22,10,-0.006581,0.004197,0.783
23,-10,-0.021262,0.002219,0.7598
23,-9,0.012246,0.022862,0.7598
23,-8,4.7e-05,0.006817,0.7598
23,-7,-0.006101,-0.004077,0.7598
23,-6,-0.039154,-0.012151,0.7598
23,-5,0.015429,0.011897,0.7598
23,-4,-0.001466,-0.008859,0.7598
23,-3,-0.001986,0.008539,0.7598
23,-2,0.01528,0.004418,0.7598
23,-1,-0.004458,-0.014084,0.7598
23,0,0.005404,0.003944,0.7598
23,1,-0.020629,0.00587,0.7598
23,2,0.002107,-0.002652,0.7598
23,3,-0.015593,-0.003249,0.7598
23,4,-0.008767,-0.002084,0.7598
23,5,-0.011611,0.011607,0.7598
23,6,-0.028188,-0.003768,0.7598
23,7,-0.031848,-0.016973,0.7598
23,8,-0.029113,0.001104,0.7598
23,9,-0.031396,-0.018048,0.7598
23,10,-0.012667,0.003626,0.7598
24,-10,0.009408,-0.001486,0.917
24,-9,0.005535,-0.009448,0.917
24,-8,0.015911,0.0154,0.917
24,-7,0.01378,0.004337,0.917
24,-6,-0.014569,-0.009957,0.917
24,-5,0.026684,0.002142,0.917
24,-4,0.009357,-0.011661,0.917
24,-3,-0.001513,-0.001632,0.917
24,-2,0.036098,0.01248,0.917
24,-1,0.018526,0.004528,0.917
24,0,-0.034121,-0.008903,0.917
24,1,-0.037917,-0.013224,0.917
24,2,-0.011599,0.005952,0.917
24,3,0.021165,0.017571,0.917
24,4,-0.028736,-0.001065,0.917
24,5,0.00648,0.0119,0.917
24,6,-0.006815,0.004712,0.917
24,7,-0.026158,0.005792,0.917
24,8,-0.031113,-0.011886,0.917
24,9,-0.017847,-0.001709,0.917
24,10,-0.040971,-0.001012,0.917
25,-10,-0.007537,-0.006328,0.8675
25,-9,-0.014799,-0.00528,0.8675
25,-8,0.005083,-0.009099,0.8675
25,-7,0.00654,-0.002092,0.8675
25,-6,0.011468,0.007991,0.8675
25,-5,0.008127,0.00832,0.8675
25,-4,0.022709,0.013938,0.8675
25,-3,-0.001968,0.009864,0.8675
25,-2,-0.018739,0.002932,0.8675
25,-1,0.005671,0.01431,0.8675
25,0,-0.039615,-0.004547,0.8675
25,1,-0.022536,-6.3e-05,0.8675
25,2,0.00712,0.018527,0.8675
25,3,-0.043462,-0.004847,0.8675
25,4,-0.051128,-0.022537,0.8675
25,5,-0.026367,-0.013012,0.8675
25,6,-0.020052,-0.001149,0.8675
25,7,-0.02541,-0.009189,0.8675
25,8,-0.032384,-0.013904,0.8675
25,9,-0.016185,0.008602,0.8675
25,10,-0.038876,0.004736,0.8675
26,-10,0.009644,0.01077,1.1305
26,-9,0.007598,0.021752,1.1305
26,-8,-0.00534,-0.0065,1.1305
26,-7,-0.001091,0.004944,1.1305
26,-6,-0.003866,-0.010293,1.1305
26,-5,-0.001963,0.001632,1.1305
26,-4,0.004669,0.005288,1.1305
26,-3,-0.003032,-0.001097,1.1305
26,-2,-0.019689,-0.007911,1.1305
26,-1,-0.004892,-0.004957,1.1305
26,0,-0.029152,-0.018413,1.1305
26,1,-0.031906,0.000484,1.1305
26,2,-0.000556,0.016466,1.1305
26,3,-0.015567,-0.013051,1.1305
26,4,-0.014922,0.013849,1.1305
26,5,-0.028476,-0.00293,1.1305
26,6,-0.036798,-0.018595,1.1305
26,7,-0.001896,0.008751,1.1305
26,8,-0.007657,0.000628,1.1305
26,9,-0.01035,-0.011053,1.1305
26,10,-0.035994,-0.007421,1.1305
27,-10,-0.005356,-0.001627,1.1861
27,-9,-0.008579,0.001596,1.1861
27,-8,-0.011401,0.001966,1.1861
27,-7,0.017037,0.007625,1.1861
27,-6,-0.008157,0.000242,1.1861
27,-5,-0.007254,0.003411,1.1861
27,-4,-0.001704,0.000645,1.1861
27,-3,0.016177,0.026599,1.1861
27,-2,-0.039581,-0.026373,1.1861
27,-1,-0.029361,-0.016855,1.1861
27,0,-0.046538,-0.012676,1.1861
27,1,-0.021368,-0.010349,1.1861
27,2,-0.007962,-0.000185,1.1861
27,3,-0.008669,0.000705,1.1861
27,4,-0.004742,-0.002721,1.1861
27,5,-0.024064,0.00501,1.1861
27,6,-0.012623,0.006491,1.1861
27,7,-0.021542,-0.001725,1.1861
27,8,-0.036792,0.007812,1.1861
27,9,-0.016263,-0.003209,1.1861
27,10,-0.030865,0.002782,1.1861
28,-10,0.017838,-0.001571,1.2934
28,-9,0.002848,0.00825,1.2934
28,-8,-0.035811,-0.024714,1.2934
28,-7,0.007015,-7.2e-05,1.2934
28,-6,-0.010143,-0.010809,1.2934
28,-5,0.016218,0.002076,1.2934
28,-4,0.003434,-0.002768,1.2934
28,-3,0.016327,0.003184,1.2934
28,-2,-0.045366,-0.007899,1.2934
28,-1,-0.003746,-0.002069,1.2934
28,0,-0.050979,-0.011275,1.2934
28,1,-0.026723,-0.005447,1.2934
28,2,-0.0441,0.001254,1.2934
28,3,-0.027037,-0.017235,1.2934
28,4,-0.020393,-0.001596,1.2934
28,5,-0.035209,-0.013033,1.2934
28,6,-0.030192,-0.003457,1.2934
28,7,-0.047241,-0.014318,1.2934
28,8,0.003402,0.02002,1.2934
28,9,-0.010055,0.008196,1.2934
28,10,-0.02958,-0.002821,1.2934
29,-10,-0.010146,-0.007596,0.7621
29,-9,-0.025261,0.011059,0.7621
29,-8,0.009419,0.003405,0.7621
29,-7,-0.003257,-0.007197,0.7621
29,-6,-0.010344,0.005323,0.7621
29,-5,0.010587,0.008719,0.7621
29,-4,0.000695,-0.00123,0.7621
29,-3,0.033785,0.007372,0.7621
29,-2,0.014977,0.006399,0.7621
29,-1,0.024896,0.002235,0.7621
29,0,-0.05142,-0.01436,0.7621
29,1,-0.01031,0.00183,0.7621
29,2,-0.039062,-0.025446,0.7621
29,3,-0.011844,-0.001505,0.7621
29,4,-0.037829,0.004587,0.7621
29,5,-0.037311,-0.010501,0.7621
29,6,-0.009271,0.007689,0.7621
29,7,-0.022395,-0.005907,0.7621
29,8,-0.002866,-0.01028,0.7621
29,9,-0.005587,0.006044,0.7621
29,10,0.00329,0.014068,0.7621
30,-10,0.009387,0.013183,0.7019
30,-9,0.018368,-0.00719,0.7019
30,-8,-0.02736,-0.009059,0.7019
30,-7,-0.001781,0.010228,0.7019
30,-6,0.024886,0.004651,0.7019
30,-5,-0.010116,-0.013448,0.7019
30,-4,0.018621,0.015134,0.7019
30,-3,0.027436,-0.001498,0.7019
30,-2,0.004119,-0.000653,0.7019
30,-1,0.023373,0.016794,0.7019
30,0,-0.021491,0.013517,0.7019
30,1,-0.009318,0.012582,0.7019
30,2,-0.022546,-0.007158,0.7019
30,3,0.003778,0.002202,0.7019
30,4,-0.026668,0.004113,0.7019
30,5,-0.027643,-0.009814,0.7019
30,6,-0.038009,-0.013164,0.7019
30,7,-0.026751,-0.002142,0.7019
30,8,-0.023726,0.007569,0.7019
30,9,-0.057541,-0.0244,0.7019
30,10,-0.027141,0.000122,0.7019
31,-10,0.012898,0.008588,1.3556
31,-9,0.002346,0.002633,1.3556
31,-8,-0.002263,-0.012238,1.3556
31,-7,-0.009822,0.008813,1.3556
31,-6,0.009477,0.002564,1.3556
31,-5,0.023171,-0.002917,1.3556
31,-4,0.024794,0.020187,1.3556
31,-3,-0.004739,-0.001928,1.3556
31,-2,-0.016971,-0.005813,1.3556
31,-1,0.032773,0.005369,1.3556
31,0,0.012848,0.015801,1.3556
31,1,-0.07264,-0.023771,1.3556
31,2,0.016223,0.010942,1.3556
31,3,-0.013795,0.005837,1.3556
31,4,0.00974,0.013823,1.3556
31,5,-0.024495,0.011674,1.3556
31,6,0.008314,0.003733,1.3556
31,7,0.000894,0.005574,1.3556
31,8,-0.015869,0.000664,1.3556
31,9,-0.00666,0.014325,1.3556
31,10,-0.033779,-0.007376,1.3556
32,-10,0.002434,0.007611,0.7904
32,-9,-0.020054,0.008837,0.7904
32,-8,0.021447,0.008875,0.7904
32,-7,0.002453,0.004685,0.7904
32,-6,0.020723,0.008952,0.7904
