unit_id,period,treated,post,treat_x_post,y
0,1,1,0,0,0.7249
1,1,1,0,0,0.4199
2,1,1,0,0,0.5623
3,1,1,0,0,0.576
4,1,1,0,0,-0.0668
5,1,1,0,0,0.2485
6,1,1,0,0,1.2873
7,1,1,0,0,-0.4739
8,1,1,0,0,0.551
9,1,1,0,0,0.5752
10,1,1,0,0,0.6522
11,1,1,0,0,-0.0787
12,1,1,0,0,0.0858
13,1,1,0,0,0.4702
14,1,1,0,0,0.5055
15,1,1,0,0,0.6428
16,1,1,0,0,1.2155
17,1,1,0,0,1.3776
18,1,1,0,0,0.697
19,1,1,0,0,-0.5624
20,1,1,0,0,1.2579
21,1,1,0,0,0.1636
22,1,1,0,0,2.0842
23,1,1,0,0,0.7283
24,1,1,0,0,0.762
25,1,1,0,0,0.8879
26,1,1,0,0,0.3687
27,1,1,0,0,0.9017
28,1,1,0,0,1.0953
29,1,1,0,0,0.8375
30,1,1,0,0,1.1276
31,1,1,0,0,1.0977
32,1,1,0,0,1.4755
33,1,1,0,0,0.953
34,1,1,0,0,-0.1879
35,1,1,0,0,-0.3373
36,1,1,0,0,0.969
37,1,1,0,0,0.3947
38,1,1,0,0,-0.0071
39,1,1,0,0,0.1042
40,1,1,0,0,0.1948
41,1,1,0,0,-0.2159
42,1,1,0,0,0.9599
43,1,1,0,0,0.3857
44,1,1,0,0,0.5268
45,1,1,0,0,0.5721
46,1,1,0,0,0.3936
47,1,1,0,0,-0.2074
48,1,1,0,0,-0.4832
49,1,1,0,0,2.051
50,1,1,0,0,1.2239
51,1,1,0,0,0.8283
52,1,1,0,0,0.0761
53,1,1,0,0,0.6786
54,1,1,0,0,0.264
55,1,1,0,0,-0.225
56,1,1,0,0,0.4086
57,1,1,0,0,0.8691
58,1,1,0,0,0.6357
59,1,1,0,0,-0.0604
60,1,1,0,0,0.7919
61,1,1,0,0,0.9235
62,1,1,0,0,0.1319
63,1,1,0,0,1.003
64,1,1,0,0,0.6148
65,1,1,0,0,1.3659
66,1,1,0,0,0.4737
67,1,1,0,0,-0.1304
68,1,1,0,0,0.1746
69,1,1,0,0,-0.1416
70,1,1,0,0,-0.523
71,1,1,0,0,1.2232
72,1,1,0,0,1.0037
73,1,1,0,0,-0.0509
74,1,1,0,0,0.4979
75,1,0,0,0,0.219
76,1,0,0,0,-0.6107
77,1,0,0,0,-0.638
78,1,0,0,0,0.4802
79,1,0,0,0,0.2018
80,1,0,0,0,-0.5299
81,1,0,0,0,0.2168
82,1,0,0,0,-0.249
83,1,0,0,0,0.354
84,1,0,0,0,0.0438
85,1,0,0,0,-0.5019
86,1,0,0,0,-0.048
87,1,0,0,0,-0.0581
88,1,0,0,0,-0.0062
89,1,0,0,0,-0.3576
90,1,0,0,0,-0.5805
91,1,0,0,0,0.2146
92,1,0,0,0,-0.2131
93,1,0,0,0,-1.1924
94,1,0,0,0,0.3223
95,1,0,0,0,-0.0492
96,1,0,0,0,-0.1462
97,1,0,0,0,0.2833
98,1,0,0,0,-0.4016
99,1,0,0,0,0.4714
100,1,0,0,0,0.1604
101,1,0,0,0,0.7288
102,1,0,0,0,0.0354
103,1,0,0,0,0.3269
104,1,0,0,0,-0.0467
105,1,0,0,0,1.1077
106,1,0,0,0,0.981
107,1,0,0,0,-0.172
108,1,0,0,0,0.4566
109,1,0,0,0,-0.2289
110,1,0,0,0,-0.7554
111,1,0,0,0,-0.739
112,1,0,0,0,-1.1299
113,1,0,0,0,-0.081
114,1,0,0,0,0.9084
115,1,0,0,0,-0.5861
116,1,0,0,0,0.6822
117,1,0,0,0,0.5436
118,1,0,0,0,0.2743
119,1,0,0,0,-0.8959
120,1,0,0,0,-0.5604
121,1,0,0,0,0.6075
122,1,0,0,0,1.2952
123,1,0,0,0,0.3438
124,1,0,0,0,-0.5547
125,1,0,0,0,0.0821
126,1,0,0,0,0.1612
127,1,0,0,0,0.6283
128,1,0,0,0,0.8106
129,1,0,0,0,-0.0767
130,1,0,0,0,-0.2369
131,1,0,0,0,0.3285
132,1,0,0,0,-0.9364
133,1,0,0,0,-0.4909
134,1,0,0,0,0.5568
135,1,0,0,0,-0.8998
136,1,0,0,0,0.267
137,1,0,0,0,-0.576
138,1,0,0,0,1.2296
139,1,0,0,0,0.8477
140,1,0,0,0,-0.4125
141,1,0,0,0,0.251
142,1,0,0,0,0.1206
143,1,0,0,0,-0.2709
144,1,0,0,0,-0.3746
145,1,0,0,0,-0.3203
146,1,0,0,0,0.1705
147,1,0,0,0,-0.1703
148,1,0,0,0,-0.2002
149,1,0,0,0,-0.6384
0,2,1,0,0,0.8566
1,2,1,0,0,-0.1526
2,2,1,0,0,1.0478
3,2,1,0,0,-0.1457
4,2,1,0,0,1.1858
5,2,1,0,0,0.6213
6,2,1,0,0,0.8878
7,2,1,0,0,0.4586
8,2,1,0,0,-0.1634
9,2,1,0,0,0.0945
10,2,1,0,0,0.0137
11,2,1,0,0,0.1639
12,2,1,0,0,0.6113
13,2,1,0,0,0.1812
14,2,1,0,0,1.0698
15,2,1,0,0,-0.7069
16,2,1,0,0,0.794
17,2,1,0,0,0.8748
18,2,1,0,0,0.4724
19,2,1,0,0,-0.0209
20,2,1,0,0,0.348
21,2,1,0,0,-1.2485
22,2,1,0,0,0.5723
23,2,1,0,0,0.5214
24,2,1,0,0,0.7233
25,2,1,0,0,0.2947
26,2,1,0,0,-0.5002
27,2,1,0,0,0.0849
28,2,1,0,0,1.3523
29,2,1,0,0,0.5896
30,2,1,0,0,0.0313
31,2,1,0,0,0.745
32,2,1,0,0,0.2192
33,2,1,0,0,0.5375
34,2,1,0,0,-0.3864
35,2,1,0,0,0.2904
36,2,1,0,0,0.5183
37,2,1,0,0,0.7289
38,2,1,0,0,0.351
39,2,1,0,0,-0.4014
40,2,1,0,0,0.4501
41,2,1,0,0,0.0435
42,2,1,0,0,0.6807
43,2,1,0,0,0.3285
44,2,1,0,0,-0.021
45,2,1,0,0,-1.1065
46,2,1,0,0,1.1874
47,2,1,0,0,0.687
48,2,1,0,0,-0.4524
49,2,1,0,0,0.7743
50,2,1,0,0,0.2611
51,2,1,0,0,-0.0513
52,2,1,0,0,0.0292
53,2,1,0,0,0.9423
54,2,1,0,0,0.2717
55,2,1,0,0,-0.1174
56,2,1,0,0,1.2689
57,2,1,0,0,0.1166
58,2,1,0,0,0.1416
59,2,1,0,0,0.7709
60,2,1,0,0,0.6155
61,2,1,0,0,0.3149
62,2,1,0,0,0.5702
63,2,1,0,0,0.1926
64,2,1,0,0,0.5245
65,2,1,0,0,0.7926
66,2,1,0,0,0.7744
67,2,1,0,0,0.4698
68,2,1,0,0,0.6574
69,2,1,0,0,-0.3782
70,2,1,0,0,0.206
71,2,1,0,0,0.692
72,2,1,0,0,0.5772
73,2,1,0,0,-0.5184
74,2,1,0,0,-0.409
75,2,0,0,0,0.4212
76,2,0,0,0,0.4922
77,2,0,0,0,-0.6797
78,2,0,0,0,-0.7972
79,2,0,0,0,-0.6163
80,2,0,0,0,0.5054
81,2,0,0,0,-0.2842
82,2,0,0,0,0.8982
83,2,0,0,0,-0.0841
84,2,0,0,0,0.4182
85,2,0,0,0,-1.1697
86,2,0,0,0,0.0404
87,2,0,0,0,0.0288
88,2,0,0,0,0.0911
89,2,0,0,0,-0.4886
90,2,0,0,0,0.1708
91,2,0,0,0,0.7267
92,2,0,0,0,-0.2282
93,2,0,0,0,0.188
94,2,0,0,0,0.1367
95,2,0,0,0,0.5812
96,2,0,0,0,-0.5319
97,2,0,0,0,-0.2025
98,2,0,0,0,-0.6671
99,2,0,0,0,0.1619
100,2,0,0,0,0.7033
101,2,0,0,0,0.2741
102,2,0,0,0,0.4123
103,2,0,0,0,-0.2086
104,2,0,0,0,0.1942
105,2,0,0,0,0.9952
106,2,0,0,0,0.9591
107,2,0,0,0,0.1165
108,2,0,0,0,1.1339
109,2,0,0,0,-0.6511
110,2,0,0,0,-0.2761
111,2,0,0,0,-0.0626
112,2,0,0,0,-0.7306
113,2,0,0,0,0.9309
114,2,0,0,0,-0.7088
115,2,0,0,0,-0.4719
116,2,0,0,0,-0.2497
117,2,0,0,0,-0.0234
118,2,0,0,0,0.3405
119,2,0,0,0,-0.1124
120,2,0,0,0,-0.9728
121,2,0,0,0,-0.0546
122,2,0,0,0,0.1343
123,2,0,0,0,1.3506
124,2,0,0,0,-0.0351
125,2,0,0,0,-0.025
126,2,0,0,0,0.0953
127,2,0,0,0,0.563
128,2,0,0,0,-0.2098
129,2,0,0,0,-0.8565
130,2,0,0,0,0.3415
131,2,0,0,0,-0.6537
132,2,0,0,0,-0.1204
133,2,0,0,0,-0.049
134,2,0,0,0,0.4625
135,2,0,0,0,0.7295
136,2,0,0,0,-0.2774
137,2,0,0,0,-0.6281
138,2,0,0,0,0.3932
139,2,0,0,0,1.0211
140,2,0,0,0,0.4291
141,2,0,0,0,1.0295
142,2,0,0,0,0.0235
143,2,0,0,0,-0.6106
144,2,0,0,0,-0.5138
145,2,0,0,0,-0.6635
146,2,0,0,0,0.7102
147,2,0,0,0,-0.0895
148,2,0,0,0,-0.1612
149,2,0,0,0,-0.1585
0,3,1,0,0,0.1836
1,3,1,0,0,0.0945
2,3,1,0,0,0.1183
3,3,1,0,0,0.5925
4,3,1,0,0,0.1054
5,3,1,0,0,0.2345
6,3,1,0,0,0.6956
7,3,1,0,0,0.2066
8,3,1,0,0,0.0807
9,3,1,0,0,0.737
