stock_id,event_day,ret,mkt_ret,beta
0,-10,0.006165,-0.009455,1.1567
0,-9,-0.003091,-0.003795,1.1567
0,-8,-0.017043,-0.007198,1.1567
0,-7,-0.031633,-0.00406,1.1567
0,-6,0.007655,0.003766,1.1567
0,-5,-0.005503,-0.014677,1.1567
0,-4,0.008807,0.014871,1.1567
0,-3,0.009546,-0.007548,1.1567
0,-2,0.004547,0.004333,1.1567
0,-1,0.015455,0.008446,1.1567
0,0,-0.006807,0.014585,1.1567
0,1,-0.001675,0.004565,1.1567
0,2,-0.034378,-0.024178,1.1567
0,3,-0.021422,-0.004751,1.1567
0,4,-0.008418,0.016941,1.1567
0,5,-0.029168,-0.004255,1.1567
0,6,-0.00689,-0.014223,1.1567
0,7,0.001114,-0.000125,1.1567
0,8,-0.026422,-0.003032,1.1567
0,9,-0.028689,0.009743,1.1567
0,10,-0.010663,-0.000726,1.1567
1,-10,0.035679,0.011452,1.3225
1,-9,0.010422,0.015901,1.3225
1,-8,-0.014822,-0.005493,1.3225
1,-7,-0.008536,0.007485,1.3225
1,-6,-0.025882,-0.011103,1.3225
1,-5,0.000771,-0.009082,1.3225
1,-4,0.003493,0.00847,1.3225
1,-3,-0.040746,-0.001639,1.3225
1,-2,0.012523,-0.004274,1.3225
1,-1,-0.023243,-0.004818,1.3225
1,0,-0.023603,0.014062,1.3225
1,1,0.038679,0.015761,1.3225
1,2,-0.007876,-0.000794,1.3225
1,3,-0.072852,-0.016389,1.3225
1,4,-0.023287,-0.007667,1.3225
1,5,-0.027859,0.000317,1.3225
1,6,-0.044068,-0.012608,1.3225
1,7,-0.047436,-0.006136,1.3225
1,8,-0.03553,-0.009774,1.3225
1,9,-0.03471,-0.006903,1.3225
1,10,-0.040935,-0.01739,1.3225
2,-10,0.015165,0.001915,0.7225
2,-9,-0.009482,-0.014188,0.7225
2,-8,-0.00813,-0.012751,0.7225
2,-7,-0.002258,-0.002289,0.7225
2,-6,0.018393,0.008784,0.7225
2,-5,0.001891,0.011167,0.7225
2,-4,0.012665,0.007332,0.7225
2,-3,-0.000939,-0.003412,0.7225
2,-2,0.019954,-0.001022,0.7225
2,-1,0.000801,0.008402,0.7225
2,0,-0.01358,-0.003754,0.7225
2,1,-0.0106,0.0137,0.7225
2,2,-0.00071,0.006886,0.7225
2,3,-0.025025,-0.001448,0.7225
2,4,-0.027933,0.005167,0.7225
2,5,-0.019309,0.01729,0.7225
2,6,0.004174,0.000913,0.7225
2,7,-0.035226,-0.018318,0.7225
2,8,-0.029785,-0.006306,0.7225
2,9,-0.03929,-0.011759,0.7225
2,10,-0.021261,0.000548,0.7225
3,-10,-0.006061,-0.000959,1.1649
3,-9,-0.002239,-0.000343,1.1649
3,-8,-0.03485,-0.008001,1.1649
3,-7,-0.014359,0.002471,1.1649
3,-6,-0.011341,0.004327,1.1649
3,-5,0.005279,0.007227,1.1649
3,-4,-0.005495,0.00045,1.1649
3,-3,-0.010207,-0.003767,1.1649
3,-2,-0.011225,0.012117,1.1649
3,-1,0.006325,-0.006181,1.1649
3,0,0.002728,0.008498,1.1649
3,1,-0.047439,-0.000292,1.1649
3,2,-0.044361,-0.010778,1.1649
3,3,-0.021933,0.007907,1.1649
3,4,-0.024884,-0.003017,1.1649
3,5,-0.03326,0.000577,1.1649
3,6,-0.024437,-0.009715,1.1649
3,7,-0.030633,0.010778,1.1649
3,8,-0.02166,-0.003726,1.1649
3,9,-0.03475,-0.011077,1.1649
3,10,-0.049029,-0.002965,1.1649
4,-10,-0.012366,0.005543,0.8646
4,-9,0.042551,0.015823,0.8646
4,-8,-0.015539,-0.014722,0.8646
4,-7,0.004373,0.013579,0.8646
4,-6,-0.021748,0.004393,0.8646
4,-5,-0.002322,-0.007583,0.8646
4,-4,-0.010587,-0.005595,0.8646
4,-3,-0.003375,-0.014856,0.8646
4,-2,0.011446,-0.013096,0.8646
4,-1,0.006026,-0.006527,0.8646
4,0,-0.033787,0.007322,0.8646
4,1,-0.036922,-0.005458,0.8646
4,2,-0.047916,-0.003597,0.8646
4,3,-0.030797,0.005639,0.8646
4,4,-0.010974,-0.000842,0.8646
4,5,-0.029458,0.006018,0.8646
4,6,-0.006099,0.010709,0.8646
4,7,-0.038896,-0.006758,0.8646
4,8,-0.004751,0.010305,0.8646
4,9,-0.053157,-0.014726,0.8646
4,10,-0.036685,0.007254,0.8646
5,-10,-0.007558,0.004033,1.0788
5,-9,0.019683,0.002065,1.0788
5,-8,0.010584,0.001289,1.0788
5,-7,-0.01722,-0.007694,1.0788
5,-6,0.001353,0.009361,1.0788
5,-5,-0.030236,-0.025562,1.0788
5,-4,0.021527,0.003442,1.0788
5,-3,0.021285,0.016758,1.0788
5,-2,0.011174,0.006886,1.0788
5,-1,0.003276,0.003841,1.0788
5,0,-0.02952,0.004164,1.0788
5,1,-0.037247,0.020101,1.0788
5,2,-0.011788,0.006009,1.0788
5,3,-0.036477,0.004013,1.0788
5,4,-0.031758,-0.016481,1.0788
5,5,-0.00497,0.01371,1.0788
5,6,-0.020925,0.008353,1.0788
5,7,-0.000779,0.003616,1.0788
5,8,-0.008337,-0.002835,1.0788
5,9,-0.04957,-0.016046,1.0788
5,10,0.011691,0.005759,1.0788
6,-10,0.015474,0.019101,0.9633
6,-9,0.000643,0.006948,0.9633
6,-8,-0.007806,0.001723,0.9633
6,-7,0.038872,0.022876,0.9633
6,-6,0.004461,0.017981,0.9633
6,-5,-0.02272,-0.01795,0.9633
6,-4,0.018668,0.025465,0.9633
6,-3,-0.005986,0.010818,0.9633
6,-2,-0.009928,-0.00799,0.9633
6,-1,0.036081,0.021397,0.9633
6,0,-0.035522,-0.020232,0.9633
6,1,-0.047034,-0.011187,0.9633
6,2,0.000148,0.005404,0.9633
6,3,-0.007774,0.013793,0.9633
6,4,-0.002222,0.003756,0.9633
6,5,-0.013512,-0.015455,0.9633
6,6,-0.028925,-0.00706,0.9633
6,7,-0.047866,-0.004663,0.9633
6,8,-0.01775,0.004916,0.9633
6,9,-0.02905,-0.000754,0.9633
6,10,0.021847,0.015559,0.9633
7,-10,-0.008314,-0.016073,1.1199
7,-9,0.019702,0.007014,1.1199
7,-8,0.000587,-0.01111,1.1199
7,-7,0.003362,0.015916,1.1199
7,-6,-0.003896,0.007147,1.1199
7,-5,-0.014785,-0.000743,1.1199
7,-4,-0.008458,-0.003207,1.1199
7,-3,0.018586,0.004423,1.1199
7,-2,0.004453,0.012462,1.1199
7,-1,-0.011829,0.003899,1.1199
7,0,-0.024985,-0.000807,1.1199
7,1,-0.026331,-0.008925,1.1199
7,2,-0.023815,-0.001258,1.1199
7,3,-0.017089,0.012545,1.1199
7,4,0.006778,0.008802,1.1199
7,5,-0.011737,0.014116,1.1199
7,6,-0.045928,-0.009427,1.1199
7,7,-0.031865,-0.015567,1.1199
7,8,-0.014248,0.007781,1.1199
7,9,-0.045277,-0.013461,1.1199
7,10,0.000215,0.014103,1.1199
8,-10,-0.026062,0.003581,0.8405
8,-9,-0.001111,-0.010711,0.8405
8,-8,0.001138,0.000487,0.8405
8,-7,-0.009504,-0.001244,0.8405
8,-6,0.027617,0.004038,0.8405
8,-5,0.04368,0.017623,0.8405
8,-4,-0.004777,-0.00926,0.8405
8,-3,0.009802,-0.002838,0.8405
8,-2,-0.000519,-0.000527,0.8405
8,-1,0.017261,0.014846,0.8405
8,0,-0.014198,0.001542,0.8405
8,1,-0.005527,0.007062,0.8405
8,2,-0.027679,0.015821,0.8405
8,3,-0.020248,0.003545,0.8405
8,4,-0.012602,-0.002709,0.8405
8,5,-0.019419,0.013265,0.8405
8,6,-0.028736,0.017169,0.8405
8,7,-0.029839,0.006203,0.8405
8,8,-0.025932,-0.006118,0.8405
8,9,-0.067741,-0.003688,0.8405
8,10,-0.004604,0.006415,0.8405
9,-10,-0.028346,-0.003429,0.7099
9,-9,-0.000873,-0.017873,0.7099
9,-8,0.016484,0.010947,0.7099
9,-7,0.014407,0.004093,0.7099
9,-6,-0.00672,0.007461,0.7099
9,-5,-0.002888,0.002525,0.7099
9,-4,0.015068,-0.002529,0.7099
9,-3,-0.024043,0.016047,0.7099
9,-2,-0.006449,-0.002251,0.7099
9,-1,-0.013537,0.011915,0.7099
9,0,-0.033936,-0.029596,0.7099
9,1,-0.044951,0.009929,0.7099
9,2,-0.002957,-0.000944,0.7099
