unit_id,period,treated,post,treat_x_post,y
0,1,1,0,0,-0.141
1,1,1,0,0,-0.1341
2,1,1,0,0,1.3534
3,1,1,0,0,1.2263
4,1,1,0,0,0.1477
5,1,1,0,0,1.0565
6,1,1,0,0,0.1356
7,1,1,0,0,0.2152
8,1,1,0,0,0.2714
9,1,1,0,0,0.7478
10,1,1,0,0,0.8903
11,1,1,0,0,1.0535
12,1,1,0,0,-0.0322
13,1,1,0,0,1.0581
14,1,1,0,0,0.7113
15,1,1,0,0,0.61
16,1,1,0,0,-0.2517
17,1,1,0,0,0.8059
18,1,1,0,0,-0.5392
19,1,1,0,0,0.8874
20,1,1,0,0,0.494
21,1,1,0,0,-0.1599
22,1,1,0,0,0.8712
23,1,1,0,0,0.2201
24,1,1,0,0,-0.454
25,1,1,0,0,0.9026
26,1,1,0,0,-0.4174
27,1,1,0,0,2.2548
28,1,1,0,0,0.8419
29,1,1,0,0,0.9547
30,1,1,0,0,1.0165
31,1,1,0,0,0.8027
32,1,1,0,0,0.8426
33,1,1,0,0,-0.3164
34,1,1,0,0,0.859
35,1,1,0,0,1.1031
36,1,1,0,0,0.4655
37,1,1,0,0,0.9474
38,1,1,0,0,-0.8734
39,1,1,0,0,0.5868
40,1,1,0,0,0.1116
41,1,1,0,0,0.7352
42,1,1,0,0,0.7578
43,1,1,0,0,0.9099
44,1,1,0,0,1.4301
45,1,1,0,0,0.5622
46,1,1,0,0,0.2295
47,1,1,0,0,1.2318
48,1,1,0,0,-0.4662
49,1,1,0,0,0.3637
50,1,1,0,0,0.184
51,1,1,0,0,0.1726
52,1,1,0,0,0.2896
53,1,1,0,0,0.8236
54,1,1,0,0,0.2308
55,1,1,0,0,0.4027
56,1,1,0,0,0.6306
57,1,1,0,0,-0.2306
58,1,1,0,0,0.0266
59,1,1,0,0,-0.0584
60,1,1,0,0,0.3751
61,1,1,0,0,0.5267
62,1,1,0,0,1.0146
63,1,1,0,0,0.5174
64,1,1,0,0,0.0106
65,1,1,0,0,0.1176
66,1,1,0,0,1.4994
67,1,1,0,0,1.0074
68,1,1,0,0,1.3958
69,1,1,0,0,-0.86
70,1,1,0,0,0.8268
71,1,1,0,0,0.8019
72,1,1,0,0,0.7057
73,1,1,0,0,0.0025
74,1,1,0,0,0.6694
75,1,0,0,0,-0.3523
76,1,0,0,0,-0.9284
77,1,0,0,0,0.3546
78,1,0,0,0,0.4786
79,1,0,0,0,-0.6214
80,1,0,0,0,0.7162
81,1,0,0,0,0.5095
82,1,0,0,0,1.7195
83,1,0,0,0,0.9527
84,1,0,0,0,0.3118
85,1,0,0,0,-0.2418
86,1,0,0,0,-1.0205
87,1,0,0,0,0.5695
88,1,0,0,0,0.8558
89,1,0,0,0,-0.6631
90,1,0,0,0,0.164
91,1,0,0,0,0.2523
92,1,0,0,0,-0.9354
93,1,0,0,0,-0.0754
94,1,0,0,0,-0.2804
95,1,0,0,0,-1.3666
96,1,0,0,0,-0.4371
97,1,0,0,0,0.0847
98,1,0,0,0,0.168
99,1,0,0,0,0.781
100,1,0,0,0,0.3817
101,1,0,0,0,0.3205
102,1,0,0,0,-0.2068
103,1,0,0,0,-0.4717
104,1,0,0,0,-0.9085
105,1,0,0,0,0.2756
106,1,0,0,0,0.5974
107,1,0,0,0,0.1133
108,1,0,0,0,0.6501
109,1,0,0,0,1.0047
110,1,0,0,0,-0.2499
111,1,0,0,0,0.9309
112,1,0,0,0,-0.6611
113,1,0,0,0,-0.0204
114,1,0,0,0,-0.0436
115,1,0,0,0,0.1458
116,1,0,0,0,-0.2712
117,1,0,0,0,-0.3125
118,1,0,0,0,-1.104
119,1,0,0,0,0.5092
120,1,0,0,0,0.3726
121,1,0,0,0,0.1893
122,1,0,0,0,0.7187
123,1,0,0,0,0.4523
124,1,0,0,0,-0.0864
125,1,0,0,0,0.5639
126,1,0,0,0,0.2175
127,1,0,0,0,-0.7487
128,1,0,0,0,-0.8523
129,1,0,0,0,0.3061
130,1,0,0,0,-0.4258
131,1,0,0,0,-1.1563
132,1,0,0,0,-0.4257
133,1,0,0,0,0.3567
134,1,0,0,0,0.2168
135,1,0,0,0,0.2785
136,1,0,0,0,1.9989
137,1,0,0,0,-0.0559
138,1,0,0,0,0.5798
139,1,0,0,0,0.7398
140,1,0,0,0,0.3997
141,1,0,0,0,0.3108
142,1,0,0,0,0.6673
143,1,0,0,0,-0.3496
144,1,0,0,0,0.6006
145,1,0,0,0,0.2133
146,1,0,0,0,-0.3556
147,1,0,0,0,0.1857
148,1,0,0,0,-0.9695
149,1,0,0,0,1.007
0,2,1,0,0,0.4935
1,2,1,0,0,0.8852
2,2,1,0,0,0.9084
3,2,1,0,0,-0.1663
4,2,1,0,0,1.8643
5,2,1,0,0,1.0061
6,2,1,0,0,0.0249
7,2,1,0,0,0.8867
8,2,1,0,0,1.2174
9,2,1,0,0,0.3664
10,2,1,0,0,0.6819
11,2,1,0,0,1.036
12,2,1,0,0,-0.0484
13,2,1,0,0,0.5186
14,2,1,0,0,1.3267
15,2,1,0,0,0.1994
16,2,1,0,0,-0.3107
17,2,1,0,0,0.1221
18,2,1,0,0,0.6558
19,2,1,0,0,0.1149
20,2,1,0,0,0.7591
21,2,1,0,0,1.7024
22,2,1,0,0,2.0321
23,2,1,0,0,0.3959
24,2,1,0,0,1.1171
25,2,1,0,0,1.7533
26,2,1,0,0,0.3939
27,2,1,0,0,1.6964
28,2,1,0,0,1.63
29,2,1,0,0,0.2599
30,2,1,0,0,1.1888
31,2,1,0,0,0.6812
32,2,1,0,0,0.4051
33,2,1,0,0,0.4727
34,2,1,0,0,0.3198
35,2,1,0,0,0.638
36,2,1,0,0,1.058
37,2,1,0,0,1.245
38,2,1,0,0,0.589
39,2,1,0,0,0.7888
40,2,1,0,0,-0.3841
41,2,1,0,0,0.2655
42,2,1,0,0,0.0404
43,2,1,0,0,1.4207
44,2,1,0,0,0.6822
45,2,1,0,0,0.6314
46,2,1,0,0,0.1071
47,2,1,0,0,-0.2748
48,2,1,0,0,0.6499
49,2,1,0,0,1.1646
50,2,1,0,0,0.2933
51,2,1,0,0,0.9013
52,2,1,0,0,0.8028
53,2,1,0,0,-0.2033
54,2,1,0,0,0.9401
55,2,1,0,0,0.2016
56,2,1,0,0,1.4512
57,2,1,0,0,0.2588
58,2,1,0,0,0.9429
59,2,1,0,0,0.0415
60,2,1,0,0,-0.1911
61,2,1,0,0,0.9717
62,2,1,0,0,-0.6494
63,2,1,0,0,0.4088
64,2,1,0,0,1.2238
65,2,1,0,0,0.2491
66,2,1,0,0,0.1922
67,2,1,0,0,0.6413
68,2,1,0,0,0.9731
69,2,1,0,0,-0.2813
70,2,1,0,0,1.3109
71,2,1,0,0,0.0264
72,2,1,0,0,0.4631
