y,x,z,controls
-0.6588,-0.0287,1,0.924
-0.0769,1.1907,1,-1.4032
-0.5801,0.1566,1,-0.7839
-0.1837,0.736,1,0.4841
0.1459,0.1814,0,0.3656
0.319,-0.1226,0,-0.0278
0.1538,0.1842,0,2.6162
-0.2336,-0.2434,0,0.0941
-1.0278,-0.3981,1,0.2901
-0.0416,0.2828,0,-1.3521
-1.1301,-0.4569,0,0.9424
-0.4708,0.6672,1,0.0916
-0.1171,-0.7361,0,0.0623
-0.4494,0.6029,1,1.8982
0.8627,0.5892,0,-0.169
0.2139,-0.1054,0,1.1155
1.0247,0.9675,0,1.1013
-0.3415,-0.3592,0,-0.1935
0.37,-0.0943,0,-1.4361
-0.8564,-0.5869,0,-0.6371
-0.5466,-0.0562,0,1.1073
0.7165,0.7468,0,-0.3912
-0.8607,-0.229,1,-1.2504
-0.427,-0.2749,0,0.1415
0.276,1.0396,1,-1.0763
-0.0247,-0.1949,0,-0.9352
0.9755,-0.069,0,-1.0125
-0.2373,-0.4638,0,0.978
-0.8353,-0.355,1,1.255
0.0522,-0.153,0,-1.3635
0.0353,0.2961,1,0.2053
-0.3545,0.6459,1,0.5054
0.1238,0.2489,0,-0.6967
0.0198,-0.0295,0,-0.8092
-0.0754,0.5407,1,1.6397
-0.3185,1.2523,1,-1.2657
0.9089,1.5943,1,0.5983
0.2958,0.2597,0,0.4406
-0.0246,-0.1497,0,2.3888
0.0063,1.0239,1,1.1258
-0.1703,0.2621,0,-1.5765
-0.0658,0.4732,0,-1.2343
-0.2335,0.5885,1,-0.6983
-0.3998,-0.4178,0,0.0732
-0.6009,0.0111,1,-1.7498
-0.8848,0.2299,1,0.3464
0.4919,0.2345,0,0.2554
-0.4134,0.7092,1,-0.4419
0.0554,-0.7109,0,1.1606
-0.2424,-0.4602,0,0.5797
0.1992,1.2913,1,1.1867
-1.0289,-0.2822,0,2.6143
-0.5092,-0.58,1,-0.9117
0.5647,0.564,0,0.515
-0.2275,0.7705,1,-0.5797
0.2337,-0.3279,0,0.7108
-0.4413,-0.2007,0,-0.4037
-0.1648,-0.2149,0,-0.3656
-0.061,0.7197,1,-1.0504
0.2406,1.3236,1,0.52
0.3447,0.133,0,1.711
0.401,0.8614,1,-1.0382
-0.0908,1.3803,1,-2.0342
0.4319,1.7194,0,0.6871
0.4862,1.6518,1,1.2913
0.1417,0.3585,0,2.5844
-0.2482,-0.6227,0,-0.1222
0.6078,0.7292,1,-0.127
0.5849,0.6838,0,0.6065
0.0659,-0.5834,0,-0.8693
0.7959,0.1872,0,-0.7156
0.7052,0.1834,0,0.9088
0.4822,0.0947,0,-1.3654
0.1305,0.36,1,-1.0073
-0.5192,0.4555,1,-1.476
0.5537,1.0565,0,-0.7271
-0.6319,-0.4621,0,-0.3471
