y,x,z,controls
-0.5188,1.0182,1,-2.1449
0.2616,0.1932,0,-0.1285
-0.1192,0.5282,1,-0.2401
-0.4029,1.2985,1,-1.1192
-0.3351,-0.6652,0,-0.9246
0.6257,1.5728,1,1.2249
-0.5803,-0.7971,0,0.6645
0.0523,0.92,1,0.7115
-0.5549,0.1323,0,2.1136
0.3162,-0.6449,0,0.5304
-0.3095,0.7303,1,1.4139
-0.0529,1.6332,1,0.3234
0.0766,0.2227,1,-0.5915
-0.5916,0.4537,1,0.0319
-1.0192,0.4219,1,0.7008
1.1918,1.0929,1,-1.5541
-0.0368,0.2393,1,0.2726
-1.2282,0.9751,1,0.5083
0.2174,0.3011,1,-0.7031
-0.0336,-0.3242,1,-1.3244
0.2883,0.4001,0,0.5548
-0.678,0.2519,1,0.1256
-1.078,-0.0731,1,1.2057
-0.3743,0.0989,0,0.1772
-0.8785,0.5602,1,-2.1652
-0.3371,0.8774,0,0.0331
-0.7446,0.5713,1,0.7794
0.0625,0.9394,1,-1.3152
-0.1935,0.6125,1,-1.5984
0.2757,-0.1165,0,0.6823
-1.5064,-0.3193,0,1.1176
-1.2955,-0.4683,0,-0.2392
-0.409,0.5268,1,0.3832
-0.5453,-0.1286,0,-0.9361
-0.3134,-0.1812,0,-0.5542
0.1499,0.3358,0,0.4657
-0.0646,-0.5052,0,0.1953
0.3124,0.115,0,0.3915
-0.0884,-0.614,0,0.4849
0.0161,0.3399,0,2.3467
-0.3727,0.705,0,-2.8757
1.4022,0.981,1,0.648
-0.0295,-1.1618,0,-0.5479
-0.6167,1.0942,1,-0.8206
-0.3775,-1.0612,0,0.4254
-1.2175,0.2927,1,0.2592
-0.0327,-0.0277,1,0.7979
0.265,0.7417,0,0.1209
0.1825,0.9996,1,-0.8442
-0.0516,0.2798,0,-1.2355
0.6581,0.6492,0,-0.5803
0.7205,0.8398,0,0.7069
-0.1337,1.0098,1,0.9868
0.3242,0.3276,0,-1.7486
-0.343,-0.015,1,-0.2508
0.3653,0.6328,1,-0.3173
-0.1338,0.4486,1,0.3008
-0.19,0.2124,1,-0.681
-0.9929,0.1045,0,-1.503
-0.2389,0.3358,1,-0.3799
0.3824,0.872,1,1.2239
-0.0422,0.1556,1,-2.1305
0.1044,0.8644,1,-1.1798
-0.8279,-0.1437,0,-0.124
-0.3314,0.2661,0,-0.6038
-1.3914,-1.5703,0,-1.1552
-0.3288,0.0666,0,-0.7112
-0.603,0.6796,1,0.3165
-1.2351,-0.4796,1,0.2401
0.4453,0.4539,1,0.8607
0.1697,0.7737,1,0.6311
0.4249,0.3277,0,-1.3816
0.3416,0.2114,0,0.5369
-0.4039,0.6867,1,0.6733
-0.2688,1.1772,1,-0.5032
-0.0041,0.7564,1,1.2346
-0.1324,1.3491,1,-0.6329
-0.2191,0.6239,1,1.0611
-0.1606,0.7753,1,0.5944
-0.051,0.2648,1,-0.1761
0.2244,-0.0312,0,-0.9941
-0.1483,-0.8324,0,-0.573
-1.6789,-0.0044,1,-0.67
-0.3405,-0.3612,0,1.8101
0.9608,1.0956,1,1.08
0.0626,0.935,1,1.0014
-0.4811,-0.2721,1,0.3254
-0.6352,0.326,1,-0.4931
-0.7371,0.5057,1,0.7343
-0.0509,-0.085,0,-0.926
0.0637,0.918,1,1.5214
-0.4618,0.8779,1,-1.5241
0.3884,0.1102,0,-1.0688
0.4386,1.0604,1,0.6305
0.1726,0.6331,1,-0.3026
-0.1047,0.2179,0,1.2207
0.6192,0.0317,0,1.2371
-0.9585,-1.3402,0,-2.4491
0.6367,-0.2805,0,-0.8429
0.9907,1.2383,0,-0.8647
-1.2558,0.7584,1,0.883
-0.7331,-0.1957,0,-1.3972
-0.1451,-0.6531,0,-2.4213
-0.2746,0.4529,1,-1.0338
0.1865,0.3925,1,0.5405
0.8487,0.1201,0,1.9379
-0.7253,-0.6268,0,-1.6737
-1.3352,0.333,1,-0.8833
-0.1584,0.5308,1,0.1294
-0.577,-0.4226,0,1.0651
-1.1068,-0.4471,1,2.0609
0.0395,0.5843,1,0.3326
1.1223,0.751,0,0.7471
-0.3496,0.3688,1,0.0717
-0.4623,0.2693,1,1.4512
-0.7613,0.3091,1,-0.561
0.8223,0.9091,1,0.0073
-0.4488,1.2967,1,-2.2003
-0.6054,-0.0213,0,0.7388
0.3589,0.5686,1,1.5962
-0.374,-0.0197,0,0.6651
-0.1876,-1.0189,0,-0.758
0.1094,0.9122,0,-1.4129
0.3103,0.4411,0,1.6932
-0.4138,-0.3916,0,-0.9873
0.772,0.6504,1,-0.3359
-1.3683,-0.789,0,-1.4564
0.2538,0.0852,0,0.4603
0.8605,1.2465,0,1.8007
0.6874,1.9557,1,0.1218
-0.4806,0.0261,0,1.3392
1.8746,0.9476,0,-0.9135
0.3333,0.6323,0,-0.0928
-0.5116,-0.3323,0,0.1875
0.277,0.6145,1,-0.8025
0.6286,-0.3248,0,-0.9566
0.0954,0.002,0,-0.6468
-0.6436,0.2119,1,-0.2554
0.6058,0.4161,1,-0.5228
-0.2539,-0.4344,0,1.2925
-0.3052,-0.8597,0,-2.1548
-0.4538,0.5377,1,0.0995
-0.4181,0.5197,0,-1.5712
-0.0682,0.1315,0,1.0161
0.6337,0.9335,0,-0.7771
0.5546,-0.0562,0,-0.0535
-0.7177,0.358,0,1.3264
-0.2867,-0.2982,0,-1.6639
0.0394,1.3735,1,1.3514
0.7006,-0.4215,0,0.496
-0.2116,0.7053,1,-0.4537
0.7562,-0.7514,0,-2.3683
-0.3232,0.0907,1,1.8745
0.2895,0.9429,0,-0.3456
-0.4115,-0.1491,1,0.6301
0.7484,0.9361,1,0.1553
1.0974,1.615,1,2.0716
0.2488,-0.2337,0,-1.0844
-0.3374,0.4987,0,1.048
-0.6936,0.4741,1,1.8458
0.9081,0.0114,0,-1.1913
-0.1323,-0.2654,0,-0.2034
-0.0048,-0.1485,0,0.3427
-1.2194,-0.1466,1,0.7304
0.2412,0.0017,0,0.5717
-1.2932,0.2576,1,1.0626
-0.7366,-0.5559,0,0.0134
0.7094,1.3764,1,0.4007
-0.1632,-0.9352,0,-1.2171
-0.3178,-0.1219,0,-1.0204
-0.1218,0.0693,0,-0.0934
-0.0854,0.4147,1,-0.3508
0.3398,1.0446,1,0.6766
0.5474,1.8623,1,-1.8601
-0.4753,0.1459,0,0.4682
-0.3144,0.082,1,0.7608
0.538,0.5522,0,-2.2156
-0.3542,-0.1038,1,1.672
-0.9767,-0.2513,1,1.9637
-1.3449,0.6344,1,1.1027
-0.1528,0.7751,1,-0.222
0.0323,0.8178,1,-0.2807
0.2234,-0.3115,0,-0.5826
0.3539,-0.0367,0,-0.0073
-0.1374,-0.0278,0,-0.4541
1.0152,0.9482,0,0.3419
0.1951,-0.7939,0,0.0348
-0.1787,1.4941,1,0.5995
0.3387,0.1562,0,-0.3813
-0.5359,0.2032,0,-1.0197
-1.1553,-1.2048,0,1.1832
1.1179,1.1456,1,-1.0015
-0.479,-0.0295,0,-0.176
0.3462,-0.0939,0,-0.1612
-0.4561,-0.3382,0,0.0997
-1.2315,-0.0722,1,-0.1227
0.9277,0.9363,1,-0.3541
-0.8325,-0.2517,0,0.1976
-0.4144,-0.3541,0,-0.9372
-0.9571,0.2803,1,-0.2164
-0.2422,-0.6017,1,0.0834
-0.5966,-0.66,0,-1.7822
-0.9659,-0.0045,1,1.2844
-0.4091,0.2941,1,2.08
0.8115,1.0008,1,0.616
0.6012,0.5295,0,-0.3835
0.8955,0.9452,0,-0.3362
0.7951,0.8949,1,-1.0396
0.1956,0.0207,0,1.5598
0.2402,1.1332,0,-1.3393
0.4814,-0.7485,0,0.9363
0.8003,0.8842,0,-0.4684
-0.8603,0.0946,1,1.3425
-0.4121,0.7002,1,0.6626
0.0318,-0.2338,0,0.8859
0.8929,1.4813,1,0.1733
0.6947,1.6182,0,1.6613
-0.8177,-0.6468,0,-1.6219
-0.349,1.5032,1,-1.7336
-0.1669,0.0806,0,-1.5384
0.1243,0.7223,1,-0.467
0.6356,0.3198,1,-0.7223
-0.2341,0.8295,0,-0.5388
-0.531,-0.5422,0,1.6572
-0.6285,-0.9896,0,-0.6128
0.0876,-0.2372,0,0.9185
-0.8589,-0.897,0,0.082
-0.4112,-0.1669,0,1.096
0.3836,1.0599,1,0.3733
-0.027,0.3879,0,0.3611
0.5076,0.1264,0,-0.2804
-0.5386,0.2502,1,-0.9218
1.4907,0.4533,0,-1.5794
0.7442,1.5595,1,0.6197
1.0794,1.53,1,1.8802
-0.322,0.9232,0,-0.5457
0.0015,-0.2019,1,-0.0185
-0.5815,-0.3901,1,-1.0288
0.6767,0.8057,1,-0.1312
-0.5325,0.7267,1,-0.34
-0.5832,-0.5217,1,-0.677
-1.3455,-0.7554,1,-1.0142
1.1407,0.0608,0,1.017
0.1597,0.5832,0,1.0204
0.9415,1.179,0,1.4093
0.332,0.2488,0,0.8382
-0.0731,0.0218,0,-0.8942
-0.5417,-0.754,1,-0.6226
0.2717,0.6844,0,0.3402
-0.1517,-0.0769,0,-0.7959
0.4868,-0.0056,0,1.4927
-0.434,-0.6713,0,-0.0177
0.1405,0.6788,1,-0.907
0.3353,0.4135,0,0.6492
0.5526,0.1742,1,0.7911
-0.6676,-1.1128,0,0.4459
-0.0452,1.237,1,0.8446
0.3036,0.2965,1,0.3844
-0.1185,-0.4424,0,1.601
0.6629,1.0787,1,1.0606
-0.1438,0.2216,1,-0.6502
-0.6669,0.9201,1,-0.6915
-1.5673,-0.1606,1,-0.1197
0.2489,-0.1079,0,-0.0139
-0.091,0.5245,1,-0.6804
-0.3028,0.9076,1,-0.9893
0.1492,-0.09,0,-0.2237
-1.2348,-1.0091,0,-0.6643
0.4829,0.9722,1,0.0562
-0.319,0.9762,1,-2.2964
-0.0355,1.4406,1,1.084
-0.3448,1.0468,1,-0.3335
0.519,0.0404,0,0.3144
0.6428,1.1501,1,-2.3924
-0.5171,0.8174,0,0.08
0.3195,0.9266,1,-0.1465
-0.0472,-0.2377,0,-0.0584
0.7413,-0.1767,0,0.1904
0.8465,1.3235,1,-0.564
0.3201,0.679,1,0.3735
-0.5023,0.0308,1,-2.6835
-0.265,0.6369,1,0.2715
0.3661,0.951,0,0.1818
0.2217,1.0791,0,1.5417
0.5598,1.2173,0,0.2783
-0.6249,0.6464,0,-2.3164
-0.0984,0.9766,1,-0.4703
1.4356,1.1989,1,-0.4603
0.1864,1.5559,1,-0.0998
0.082,1.375,1,-0.3427
0.268,1.6083,1,0.0698
-0.6935,-0.0268,1,-0.9545
0.0729,0.7805,1,1.5942
-0.3815,-0.509,1,-0.1195
0.0216,0.3401,0,2.1753
0.6258,-0.7441,0,-1.349
-0.3569,-0.3044,0,-0.4226
0.5061,0.46,1,0.7387
-0.087,-0.6151,0,-1.4861
-0.1749,-0.593,0,1.2114
