y,x,z,controls
-0.5798,0.2444,1,0.2469
-0.2828,0.6144,1,0.4758
-0.6156,-0.1254,0,-0.5043
0.1675,1.0849,1,-0.2506
0.4597,0.5112,0,-0.5301
0.5128,0.9338,1,0.2474
0.1476,0.1889,0,-0.6604
-0.1961,-0.4069,0,-0.9784
0.4014,-0.0242,1,1.907
0.7708,0.7336,0,0.5288
-0.7047,0.5685,0,-1.0407
-0.8401,-0.6049,0,-1.1885
1.4877,1.5067,1,-2.322
-0.9541,-0.0782,1,-0.9672
-0.4088,0.742,1,-1.2536
0.8931,0.7462,1,-0.0316
-1.4138,-0.1138,1,-0.2309
-0.9684,-0.3757,0,-1.3592
-0.5259,0.3712,1,0.8112
0.3823,0.3995,0,-1.3444
-0.0774,-0.0287,0,0.7663
2.2405,2.3888,1,-0.9525
0.992,1.024,0,0.9244
-1.1921,-0.1853,0,-0.7317
0.5525,1.0866,1,-0.736
-0.9033,-0.2667,0,1.263
-0.8802,0.4223,1,-1.1675
-0.6392,-0.3563,0,1.1616
-1.0326,0.1958,1,-0.3234
-0.4368,-0.6574,0,-0.834
0.027,0.5655,0,0.1107
0.3158,0.0315,0,0.433
-1.6841,-0.9356,0,-1.1086
-0.5494,0.5256,1,-0.0387
0.8172,0.1273,0,0.2856
-0.3518,-0.1264,0,-1.102
0.41,0.8603,1,0.7709
-2.0177,-0.7851,0,0.743
-0.5824,0.2776,1,0.2847
-1.2867,-0.505,0,0.2852
0.4015,-0.1152,0,0.115
-0.0432,0.4176,1,-0.6132
-1.5935,-1.0112,0,0.1309
0.4645,-0.0299,1,1.6678
1.1001,0.1456,0,-2.9293
-0.5946,0.2003,1,-1.0059
0.1611,0.1962,0,-0.788
0.2297,0.9158,1,-0.9744
0.9326,0.4384,0,-1.1542
0.6665,0.9039,1,0.1299
0.4988,0.8637,1,1.2088
-0.7172,-0.3031,0,-0.3664
0.0855,0.1537,0,1.6068
1.5472,1.7706,1,1.8599
-1.1787,-0.4914,0,0.8251
-0.817,-0.5509,0,-0.4177
1.0202,1.0338,1,-1.3617
-1.0081,-1.3497,0,0.1965
-1.1974,-0.9358,1,0.6888
1.6199,1.1082,0,0.4579
-0.0253,0.1989,1,1.6317
0.5946,0.7751,0,2.3282
0.2286,1.0823,1,1.0908
1.2986,1.1005,1,0.0599
0.0433,0.1859,1,-0.6216
-0.261,-0.2442,1,-0.8472
0.2112,0.5422,1,1.108
-0.082,-0.3848,0,-0.5116
0.6131,-0.2016,1,-0.466
0.7515,0.7437,1,-0.4929
-0.5543,-0.2831,1,0.3314
1.3346,0.2072,0,-0.673
-1.4317,-0.6042,0,1.4666
-0.174,0.5622,1,-1.3112
-1.845,-1.6399,0,1.4197
1.1211,0.9022,0,-0.8718
-0.0195,-0.1758,0,-1.3023
-0.1674,-0.2487,0,0.3718
0.6252,0.909,1,0.6252
