stock_id,event_day,ret,mkt_ret,beta
0,-10,-0.024554,-0.007205,0.8878
0,-9,-0.010282,0.000896,0.8878
0,-8,0.004361,0.006214,0.8878
0,-7,-0.013523,-0.002826,0.8878
0,-6,0.021205,0.014607,0.8878
0,-5,-0.022684,-0.006513,0.8878
0,-4,-0.003437,-0.01858,0.8878
0,-3,0.020306,0.009392,0.8878
0,-2,0.00828,-0.000903,0.8878
0,-1,0.007957,0.010572,0.8878
0,0,0.00978,-0.003281,0.8878
0,1,0.035169,0.004561,0.8878
0,2,0.017601,-0.003765,0.8878
0,3,0.032241,-0.001873,0.8878
0,4,-0.000788,-0.013443,0.8878
0,5,0.013254,-0.010557,0.8878
0,6,0.014648,0.003453,0.8878
0,7,0.050297,0.00939,0.8878
0,8,0.041822,0.004438,0.8878
0,9,0.005854,-0.008852,0.8878
0,10,0.028783,0.005446,0.8878
1,-10,0.012555,0.003288,0.8223
1,-9,0.016286,-0.006443,0.8223
1,-8,0.012618,-0.001259,0.8223
1,-7,-0.001097,-0.005528,0.8223
1,-6,0.030204,0.005878,0.8223
1,-5,0.000487,-0.004097,0.8223
1,-4,-0.01044,0.006219,0.8223
1,-3,-0.028157,-0.021443,0.8223
1,-2,0.030222,0.009972,0.8223
1,-1,-0.020518,-0.00893,0.8223
1,0,0.032506,0.015647,0.8223
1,1,0.041124,-0.003418,0.8223
1,2,0.048527,0.013247,0.8223
1,3,-0.002503,-0.016815,0.8223
1,4,0.0397,0.011505,0.8223
1,5,0.016142,-0.007477,0.8223
1,6,0.054138,0.01141,0.8223
1,7,0.01838,0.00024,0.8223
1,8,0.040523,-0.002455,0.8223
1,9,0.039886,0.013535,0.8223
1,10,0.035311,-0.004995,0.8223
2,-10,0.010296,-0.002024,1.0481
2,-9,-0.00623,0.001037,1.0481
2,-8,0.00525,0.002152,1.0481
2,-7,-0.011859,-0.010968,1.0481
2,-6,-0.003179,0.003973,1.0481
2,-5,-0.015763,-0.007495,1.0481
2,-4,-0.001107,-0.009409,1.0481
2,-3,-0.00918,-0.009536,1.0481
2,-2,-0.013535,-0.003442,1.0481
2,-1,0.011664,0.014013,1.0481
2,0,0.007664,-0.006394,1.0481
2,1,0.037334,0.003691,1.0481
2,2,0.035167,0.013008,1.0481
2,3,0.023046,-0.001977,1.0481
2,4,0.016348,0.001971,1.0481
2,5,0.039455,0.014924,1.0481
2,6,0.034559,0.005647,1.0481
2,7,0.016045,0.004339,1.0481
2,8,0.051163,0.000236,1.0481
2,9,0.042379,0.016172,1.0481
2,10,-0.006597,-0.003369,1.0481
3,-10,-0.006141,-0.002873,1.0758
3,-9,-0.005064,0.006524,1.0758
3,-8,0.001854,0.003027,1.0758
3,-7,0.010842,-0.008523,1.0758
3,-6,-0.001148,0.007778,1.0758
3,-5,-0.010865,0.005473,1.0758
3,-4,0.009038,-0.006335,1.0758
3,-3,0.00728,0.003815,1.0758
3,-2,0.018197,0.01017,1.0758
3,-1,0.008619,-0.002361,1.0758
3,0,-0.000935,-0.01659,1.0758
3,1,0.030774,-0.00067,1.0758
3,2,0.000339,-0.00295,1.0758
3,3,0.003724,-0.018945,1.0758
3,4,0.009185,-0.004478,1.0758
3,5,0.015261,-0.010473,1.0758
3,6,0.04086,0.013323,1.0758
3,7,0.034909,0.013456,1.0758
3,8,0.046239,0.004734,1.0758
3,9,0.023858,-0.001279,1.0758
3,10,0.028326,-0.003445,1.0758
4,-10,-0.020014,-0.001994,1.1874
4,-9,-0.002171,-0.000184,1.1874
4,-8,0.004911,0.00266,1.1874
4,-7,0.011021,0.016024,1.1874
4,-6,-0.031707,-0.015453,1.1874
4,-5,0.006168,-0.006036,1.1874
4,-4,-0.028661,-0.012672,1.1874
4,-3,0.015814,0.004439,1.1874
4,-2,-0.038952,-0.015192,1.1874
4,-1,-0.000743,-0.007565,1.1874
4,0,0.018408,0.001732,1.1874
4,1,0.035979,0.007694,1.1874
4,2,0.005058,-0.000776,1.1874
4,3,0.040042,-0.007405,1.1874
4,4,0.010233,-0.003063,1.1874
4,5,0.022598,-0.003523,1.1874
4,6,0.043649,0.009133,1.1874
4,7,0.032933,-0.006466,1.1874
4,8,0.030039,0.008447,1.1874
4,9,0.031393,-0.000982,1.1874
4,10,0.020244,0.011047,1.1874
5,-10,-0.011218,-0.005406,0.7912
5,-9,0.014964,0.010844,0.7912
5,-8,0.010035,0.021366,0.7912
5,-7,0.005008,0.001671,0.7912
5,-6,0.023597,0.009261,0.7912
5,-5,-0.01219,0.001236,0.7912
5,-4,-0.003705,-0.006809,0.7912
5,-3,-0.008268,0.011528,0.7912
5,-2,3.6e-05,-0.0114,0.7912
5,-1,-0.023529,-0.012636,0.7912
5,0,0.031542,0.011665,0.7912
5,1,0.03927,-0.002678,0.7912
5,2,0.001629,-0.01033,0.7912
5,3,0.040896,0.016592,0.7912
5,4,0.026851,0.007097,0.7912
5,5,0.015918,-0.000766,0.7912
5,6,0.0377,0.003481,0.7912
5,7,0.039488,0.00226,0.7912
5,8,0.017865,0.006924,0.7912
5,9,0.01868,-0.001147,0.7912
5,10,0.036706,0.007834,0.7912
6,-10,-0.020919,-0.018357,0.8005
6,-9,0.000125,-0.004883,0.8005
6,-8,0.005664,0.005828,0.8005
6,-7,-0.004392,-0.01285,0.8005
6,-6,-0.015346,0.001581,0.8005
6,-5,0.003377,-0.002654,0.8005
6,-4,0.00142,0.016832,0.8005
6,-3,-0.005339,0.008201,0.8005
6,-2,-0.023457,-0.012406,0.8005
6,-1,0.007656,0.00635,0.8005
6,0,0.029228,-0.002847,0.8005
6,1,0.027907,0.000708,0.8005
6,2,0.011493,-0.002735,0.8005
6,3,0.056599,0.017213,0.8005
6,4,0.032512,0.016202,0.8005
6,5,0.015821,-0.006519,0.8005
6,6,0.03485,0.011041,0.8005
6,7,0.026272,-0.005132,0.8005
6,8,0.004093,-0.007064,0.8005
6,9,0.021095,0.001592,0.8005
6,10,-0.006074,0.000163,0.8005
7,-10,-0.036973,-0.014864,1.2877
7,-9,0.009259,0.000688,1.2877
7,-8,-0.014287,-0.008617,1.2877
7,-7,-0.021484,-0.00209,1.2877
7,-6,0.01339,0.012139,1.2877
7,-5,0.002599,-0.001422,1.2877
7,-4,-0.008707,-0.0153,1.2877
7,-3,0.015556,0.010806,1.2877
7,-2,0.00238,0.004922,1.2877
7,-1,0.001582,0.008933,1.2877
7,0,0.025251,-2.4e-05,1.2877
7,1,0.037673,-8.7e-05,1.2877
7,2,0.0522,0.022182,1.2877
7,3,0.021769,0.005004,1.2877
7,4,0.032419,0.010619,1.2877
7,5,0.045791,0.031751,1.2877
7,6,0.064888,0.021774,1.2877
7,7,0.038724,-0.010922,1.2877
7,8,0.009615,-0.008984,1.2877
7,9,0.006888,-0.012666,1.2877
7,10,0.034623,-0.000227,1.2877
8,-10,-0.018039,-0.027226,0.9296
8,-9,0.016472,-0.005203,0.9296
8,-8,-0.009665,-4.6e-05,0.9296
8,-7,-0.002176,-0.00983,0.9296
8,-6,0.01482,-0.002452,0.9296
8,-5,0.014784,-0.001806,0.9296
8,-4,-0.033927,-0.013501,0.9296
8,-3,0.001901,0.008592,0.9296
8,-2,-0.01483,-0.002336,0.9296
8,-1,-0.002696,-0.010555,0.9296
8,0,0.011868,0.000112,0.9296
8,1,0.046213,0.008205,0.9296
8,2,0.035793,-0.000788,0.9296
8,3,0.02238,-0.009718,0.9296
8,4,0.016771,0.001918,0.9296
8,5,0.046644,0.020831,0.9296
8,6,0.019509,-0.005608,0.9296
8,7,0.002799,-0.008397,0.9296
8,8,0.016008,-0.004194,0.9296
8,9,0.032304,-0.007742,0.9296
8,10,0.006461,-0.007358,0.9296
9,-10,0.010825,0.010575,0.8519
9,-9,0.017075,0.007203,0.8519
9,-8,0.013801,-0.003033,0.8519
9,-7,-0.019516,-0.005969,0.8519
9,-6,0.003891,0.004036,0.8519
9,-5,0.012375,0.00173,0.8519
9,-4,0.003635,0.001362,0.8519
9,-3,0.013756,0.013896,0.8519
9,-2,-0.013828,0.005243,0.8519
9,-1,0.011567,0.037492,0.8519
9,0,0.012544,-0.005093,0.8519
9,1,0.034725,0.02138,0.8519
9,2,0.020985,0.004719,0.8519
9,3,0.021957,-0.010101,0.8519
9,4,0.02034,-0.00689,0.8519
9,5,0.052194,0.006567,0.8519
9,6,0.011387,-0.012322,0.8519
9,7,0.023035,-0.000815,0.8519
9,8,0.043778,0.025988,0.8519
9,9,0.000119,-0.024906,0.8519
9,10,0.020073,-0.000884,0.8519
10,-10,0.032083,0.021895,1.3512
10,-9,0.022018,-0.001622,1.3512
10,-8,-0.005424,-0.008387,1.3512
10,-7,-0.008784,-0.012191,1.3512
10,-6,-0.0106,-0.011045,1.3512
10,-5,0.026598,0.019832,1.3512
10,-4,-0.030113,-0.021626,1.3512
10,-3,0.016388,0.005105,1.3512
10,-2,0.03729,0.015036,1.3512
10,-1,-0.010598,-0.001009,1.3512
10,0,0.002491,-0.010885,1.3512
10,1,0.014339,0.005065,1.3512
10,2,0.018308,-0.008969,1.3512
10,3,0.019789,-0.006165,1.3512
10,4,0.016535,-0.007843,1.3512
10,5,-0.009169,-0.007419,1.3512
10,6,0.02865,0.00986,1.3512
10,7,0.012431,-0.002186,1.3512
10,8,0.035439,0.005745,1.3512
10,9,0.024814,0.005721,1.3512
10,10,0.028417,-0.000197,1.3512
11,-10,-0.007309,-0.009733,1.1127
11,-9,-0.02518,-0.00135,1.1127
11,-8,-0.020689,-0.018152,1.1127
11,-7,-0.002699,0.000478,1.1127
11,-6,-0.000743,0.009142,1.1127
11,-5,-0.024692,-0.013562,1.1127
11,-4,-0.006843,-0.005798,1.1127
11,-3,-0.033936,-0.007676,1.1127
11,-2,-0.026471,-0.025393,1.1127
11,-1,-0.035987,-0.01099,1.1127
11,0,0.051136,0.006549,1.1127
11,1,0.027811,-0.000645,1.1127
11,2,0.000964,0.003069,1.1127
11,3,0.050407,0.009187,1.1127
11,4,0.040827,0.018668,1.1127
11,5,0.029312,-0.011051,1.1127
11,6,0.041688,0.005289,1.1127
11,7,0.021699,-0.006171,1.1127
11,8,0.013856,-0.010234,1.1127
11,9,0.049892,-0.003179,1.1127
11,10,0.005921,0.005786,1.1127
12,-10,-0.018304,-0.00444,1.2251
12,-9,-0.002709,0.006905,1.2251
12,-8,-0.004765,0.006054,1.2251
12,-7,0.005669,-0.005039,1.2251
12,-6,0.007106,0.005192,1.2251
12,-5,0.001456,1e-06,1.2251
12,-4,-0.027162,-0.007615,1.2251
12,-3,0.02607,0.005992,1.2251
12,-2,0.011188,0.006342,1.2251
12,-1,-0.003544,-0.011785,1.2251
12,0,0.040755,0.005114,1.2251
12,1,0.057434,0.010639,1.2251
12,2,-0.003388,-0.010847,1.2251
12,3,0.01648,0.001782,1.2251
12,4,0.026954,-0.010657,1.2251
12,5,0.013241,-0.009791,1.2251
12,6,0.006506,-0.016014,1.2251
12,7,0.054783,0.012128,1.2251
12,8,0.037597,0.01075,1.2251
12,9,0.044513,0.011415,1.2251
12,10,0.024939,-0.004089,1.2251
13,-10,-0.011955,-0.010304,0.8641
13,-9,-0.026458,-0.011918,0.8641
13,-8,0.007201,-0.003906,0.8641
13,-7,0.011194,0.010032,0.8641
13,-6,0.025539,0.002103,0.8641
13,-5,-0.002836,-0.005094,0.8641
13,-4,-0.021607,-0.00559,0.8641
13,-3,0.005508,0.012149,0.8641
13,-2,0.001982,0.007248,0.8641
13,-1,-0.002263,0.012766,0.8641
13,0,0.04472,0.011939,0.8641
13,1,0.002221,-0.017646,0.8641
13,2,0.052401,0.010508,0.8641
13,3,0.025356,0.007455,0.8641
13,4,0.022364,-0.009383,0.8641
13,5,0.015647,-0.00396,0.8641
13,6,0.032576,-0.001942,0.8641
13,7,0.051864,0.018364,0.8641
13,8,0.013224,0.000396,0.8641
13,9,0.049686,0.006976,0.8641
13,10,0.035096,0.010335,0.8641
14,-10,0.013355,0.011846,0.8629
14,-9,-0.008535,-0.000734,0.8629
14,-8,0.012258,0.026194,0.8629
14,-7,-0.005912,-0.009534,0.8629
14,-6,0.011141,-0.001719,0.8629
14,-5,-0.004845,0.010871,0.8629
14,-4,-0.016421,-0.007256,0.8629
14,-3,0.012514,0.008145,0.8629
14,-2,-5e-06,-0.003415,0.8629
14,-1,-0.018025,-0.010963,0.8629
14,0,0.016132,-0.0127,0.8629
14,1,0.015014,0.001717,0.8629
14,2,0.041924,0.004512,0.8629
14,3,0.012796,-0.010005,0.8629
14,4,0.02996,0.005436,0.8629
14,5,0.008475,-0.01342,0.8629
14,6,0.019469,-0.00444,0.8629
14,7,0.043293,-0.000978,0.8629
14,8,0.003188,-0.001785,0.8629
14,9,0.047363,0.001211,0.8629
14,10,0.018905,-0.001371,0.8629
15,-10,-0.020833,-0.002794,1.1559
15,-9,-0.007611,-0.006418,1.1559
15,-8,0.00013,0.005656,1.1559
15,-7,-0.001954,-0.002662,1.1559
15,-6,-0.009157,-0.007474,1.1559
15,-5,-0.007906,0.004972,1.1559
15,-4,-0.00861,0.003365,1.1559
15,-3,-0.019395,-0.010403,1.1559
15,-2,-0.003868,0.013954,1.1559
15,-1,-0.004749,-0.004339,1.1559
15,0,0.062798,0.011972,1.1559
15,1,0.027525,-0.00392,1.1559
15,2,0.023626,-0.000646,1.1559
15,3,0.010064,0.003033,1.1559
15,4,0.030787,-0.000179,1.1559
15,5,0.021481,-0.008298,1.1559
15,6,0.007074,-0.016985,1.1559
15,7,0.038823,0.013722,1.1559
15,8,-0.002478,-0.009482,1.1559
15,9,0.041581,0.004205,1.1559
15,10,0.019718,-0.000261,1.1559
16,-10,-0.016068,-0.006593,1.3061
16,-9,8e-06,0.016464,1.3061
16,-8,-0.018491,-0.016378,1.3061
