stock_id,event_day,ret,mkt_ret,beta
0,-10,0.013139,0.007223,1.1611
0,-9,-0.000359,0.011836,1.1611
0,-8,-0.012414,-0.006141,1.1611
0,-7,0.025329,0.015135,1.1611
0,-6,0.006342,0.007119,1.1611
0,-5,-0.012685,0.008468,1.1611
0,-4,-0.006898,-0.003789,1.1611
0,-3,-0.009216,-0.004443,1.1611
0,-2,0.011036,0.005769,1.1611
0,-1,-0.016324,0.012237,1.1611
0,0,-0.006355,0.015182,1.1611
0,1,-0.004872,0.01346,1.1611
0,2,-0.025751,0.003995,1.1611
0,3,-0.019293,-0.011861,1.1611
0,4,-0.063049,-0.026341,1.1611
0,5,-0.011203,0.007967,1.1611
0,6,-0.00129,-0.008522,1.1611
0,7,0.007881,0.019044,1.1611
0,8,0.023656,0.013037,1.1611
0,9,-0.021762,0.000137,1.1611
0,10,-0.034677,0.001187,1.1611
1,-10,0.001014,0.000865,0.8249
1,-9,-0.007611,-0.008175,0.8249
1,-8,-0.018532,-0.013294,0.8249
1,-7,-0.022416,-0.010833,0.8249
1,-6,-0.025144,-0.022276,0.8249
1,-5,0.00659,0.005155,0.8249
1,-4,-0.005431,0.011139,0.8249
1,-3,0.009726,-0.004487,0.8249
1,-2,0.001979,-0.000566,0.8249
1,-1,0.013546,0.021442,0.8249
1,0,-0.03397,-0.004541,0.8249
1,1,-0.002141,-0.002592,0.8249
1,2,0.011138,0.006036,0.8249
1,3,-0.045718,0.003908,0.8249
1,4,-0.008329,0.006591,0.8249
1,5,0.003206,0.000317,0.8249
1,6,-0.00865,-0.002444,0.8249
1,7,-0.046738,-0.010467,0.8249
1,8,-0.024727,-0.005688,0.8249
1,9,-0.027023,0.00578,0.8249
1,10,-0.017134,0.01537,0.8249
2,-10,0.011111,0.003293,1.3174
2,-9,0.021167,0.022921,1.3174
2,-8,0.003274,0.003427,1.3174
2,-7,0.020089,0.010129,1.3174
2,-6,-0.019105,0.002498,1.3174
2,-5,-0.020211,-0.004231,1.3174
2,-4,-0.017873,-0.004172,1.3174
2,-3,-0.012584,-0.004882,1.3174
2,-2,-0.009191,-0.003635,1.3174
2,-1,-0.011264,-0.00898,1.3174
2,0,-0.035457,-0.008719,1.3174
2,1,-0.053978,-0.000202,1.3174
2,2,0.026101,0.025216,1.3174
2,3,-0.018207,0.003498,1.3174
2,4,-0.031503,0.00124,1.3174
2,5,-0.033392,0.005202,1.3174
2,6,-0.041958,-0.012389,1.3174
2,7,-0.01123,0.015399,1.3174
2,8,-0.041139,0.003637,1.3174
2,9,0.011761,0.000548,1.3174
2,10,-0.039099,0.005303,1.3174
3,-10,0.011246,0.012564,1.0516
3,-9,-0.017338,-0.014101,1.0516
3,-8,-0.039873,-0.006662,1.0516
3,-7,-0.001914,-0.001442,1.0516
3,-6,0.019124,0.004113,1.0516
3,-5,-0.02562,-0.002507,1.0516
3,-4,-0.009227,-0.008067,1.0516
3,-3,0.012691,0.012452,1.0516
3,-2,-0.005085,-0.001022,1.0516
3,-1,0.028422,0.000218,1.0516
3,0,-0.01999,-0.000544,1.0516
3,1,-0.024891,0.000683,1.0516
3,2,-0.057668,-0.015313,1.0516
3,3,-0.005073,-0.006968,1.0516
3,4,-0.019615,0.011971,1.0516
3,5,-0.014839,-0.001282,1.0516
3,6,-0.003142,-0.006949,1.0516
3,7,-0.001722,0.00792,1.0516
3,8,-0.037873,0.000985,1.0516
3,9,0.00783,0.01387,1.0516
3,10,-0.021914,0.004393,1.0516
4,-10,0.038788,0.011322,1.097
4,-9,-0.009627,-0.007054,1.097
4,-8,-0.059069,-0.020643,1.097
4,-7,-0.006223,0.005544,1.097
4,-6,-0.038268,-0.019432,1.097
4,-5,0.010343,0.003728,1.097
4,-4,0.001409,-0.016073,1.097
4,-3,-0.002685,-0.006657,1.097
4,-2,0.001063,0.000676,1.097
4,-1,-0.00982,-0.009069,1.097
4,0,-0.014211,0.002994,1.097
4,1,0.003458,0.001309,1.097
4,2,-0.009546,-0.004413,1.097
4,3,0.004883,-0.001804,1.097
4,4,-0.010044,-0.01376,1.097
4,5,0.011668,-0.005016,1.097
4,6,0.003353,0.004653,1.097
4,7,-0.005731,-0.001309,1.097
4,8,-0.008849,0.007103,1.097
4,9,-0.056205,0.007943,1.097
4,10,-0.020922,-0.006141,1.097
5,-10,-0.007496,-0.002227,1.1726
5,-9,0.028816,0.009015,1.1726
5,-8,0.007704,0.007699,1.1726
5,-7,0.032398,0.025786,1.1726
5,-6,0.028356,0.002464,1.1726
5,-5,0.029854,0.015581,1.1726
5,-4,-0.007559,-0.008717,1.1726
5,-3,0.036672,0.005474,1.1726
5,-2,0.026926,0.029798,1.1726
5,-1,-0.000903,0.008827,1.1726
5,0,-0.028153,-0.000949,1.1726
5,1,0.009464,0.016992,1.1726
5,2,-0.009497,0.003234,1.1726
5,3,-0.003107,0.004063,1.1726
5,4,-0.047028,-0.006552,1.1726
5,5,-0.053402,-0.012974,1.1726
5,6,-0.023638,0.002249,1.1726
5,7,0.001426,0.010101,1.1726
5,8,-0.041355,-0.018054,1.1726
5,9,-0.055731,-0.020928,1.1726
5,10,-0.033605,-0.004603,1.1726
6,-10,0.01826,-0.002978,1.3068
6,-9,-0.016576,-0.009445,1.3068
6,-8,-0.004435,0.008839,1.3068
6,-7,0.014485,0.00715,1.3068
6,-6,0.035787,0.006181,1.3068
6,-5,0.008984,0.004855,1.3068
6,-4,-0.015272,-0.014674,1.3068
6,-3,-0.006978,-0.004499,1.3068
6,-2,0.002327,-0.004434,1.3068
6,-1,-0.008624,-0.009606,1.3068
6,0,-0.054451,-0.010116,1.3068
6,1,-0.011367,-0.003117,1.3068
6,2,-0.021964,-0.00747,1.3068
6,3,-0.034134,-0.00333,1.3068
6,4,-0.016346,0.005873,1.3068
6,5,-0.030866,0.004046,1.3068
6,6,-0.002713,0.001668,1.3068
6,7,0.004126,0.003818,1.3068
6,8,-0.000936,0.006755,1.3068
6,9,-0.00841,0.00876,1.3068
6,10,-0.00672,0.005513,1.3068
7,-10,-0.01014,-0.012555,1.1318
7,-9,0.000775,-0.009212,1.1318
7,-8,-7.4e-05,0.007765,1.1318
7,-7,-0.009141,-0.010078,1.1318
7,-6,-0.022195,-0.00874,1.1318
7,-5,0.00425,-0.004761,1.1318
7,-4,-0.027499,-0.014539,1.1318
7,-3,0.057068,0.024287,1.1318
7,-2,0.014962,0.012398,1.1318
7,-1,0.003353,0.00782,1.1318
7,0,-0.053552,-0.026748,1.1318
7,1,-0.019328,-0.00444,1.1318
7,2,0.015843,0.00513,1.1318
7,3,-0.02908,0.000618,1.1318
7,4,-0.006943,-0.001659,1.1318
7,5,-0.02771,-0.000822,1.1318
