stock_id,event_day,ret,mkt_ret,beta
0,-10,-0.002645,0.01218,1.0904
0,-9,0.009947,-0.001013,1.0904
0,-8,0.001416,-0.010264,1.0904
0,-7,0.021818,0.002203,1.0904
0,-6,0.004105,0.006428,1.0904
0,-5,0.006403,0.002616,1.0904
0,-4,0.023196,0.020533,1.0904
0,-3,-0.004571,-0.00108,1.0904
0,-2,-0.01509,0.002189,1.0904
0,-1,-0.01949,-0.003528,1.0904
0,0,0.024316,-0.008515,1.0904
0,1,0.011024,0.000563,1.0904
0,2,0.016536,-0.001203,1.0904
0,3,-0.000167,0.000827,1.0904
0,4,-0.011655,-0.010613,1.0904
0,5,0.001216,-0.008696,1.0904
0,6,0.022051,-0.010045,1.0904
0,7,0.054311,0.018699,1.0904
0,8,0.018853,-0.005354,1.0904
0,9,0.012009,-0.000364,1.0904
0,10,0.066418,0.013547,1.0904
1,-10,-0.010279,-0.00561,1.3877
1,-9,0.028994,0.003127,1.3877
1,-8,0.011946,0.003112,1.3877
1,-7,0.028866,0.008834,1.3877
1,-6,0.02421,0.005411,1.3877
1,-5,-0.032458,-0.005679,1.3877
1,-4,0.011617,0.01855,1.3877
1,-3,-0.010525,-0.005038,1.3877
1,-2,-0.016028,-0.004739,1.3877
1,-1,0.015403,0.004936,1.3877
1,0,0.040818,0.006499,1.3877
1,1,0.011799,-0.003867,1.3877
1,2,0.031567,0.011492,1.3877
1,3,0.030288,-0.005113,1.3877
1,4,0.016023,0.000114,1.3877
1,5,0.033837,-0.004656,1.3877
1,6,0.035537,0.00616,1.3877
1,7,0.011283,-0.011363,1.3877
1,8,0.007217,-0.001828,1.3877
1,9,0.02595,-0.005716,1.3877
1,10,0.025237,0.012724,1.3877
2,-10,0.005103,-0.003792,1.0239
2,-9,0.005329,-0.003926,1.0239
2,-8,-0.004824,-0.013437,1.0239
2,-7,-0.006613,-0.020692,1.0239
2,-6,0.007271,-4e-05,1.0239
2,-5,-0.022159,0.002671,1.0239
2,-4,0.020013,0.013968,1.0239
2,-3,-0.003243,0.007863,1.0239
2,-2,-0.016182,0.002708,1.0239
2,-1,-0.011564,0.001792,1.0239
2,0,0.083347,0.050372,1.0239
2,1,0.032884,0.013609,1.0239
2,2,0.040667,0.00429,1.0239
2,3,0.001929,-0.010428,1.0239
2,4,0.029688,0.010025,1.0239
2,5,0.005881,-0.007177,1.0239
2,6,-0.018906,-0.011925,1.0239
2,7,0.00632,-0.016661,1.0239
2,8,0.067662,0.007016,1.0239
2,9,0.003378,-0.000114,1.0239
2,10,0.033254,1.5e-05,1.0239
3,-10,0.010007,0.006028,1.2683
3,-9,-0.007114,0.007668,1.2683
3,-8,0.007243,-0.019782,1.2683
3,-7,0.008726,-0.00017,1.2683
3,-6,-0.011047,-0.027717,1.2683
3,-5,-0.007511,0.011859,1.2683
3,-4,0.001283,-0.002873,1.2683
3,-3,-0.007383,-0.012338,1.2683
3,-2,0.019438,0.010756,1.2683
3,-1,-0.034101,-0.015362,1.2683
3,0,0.018,-0.000938,1.2683
3,1,0.016436,-0.001993,1.2683
3,2,0.012519,-0.01774,1.2683
3,3,0.039104,0.006573,1.2683
3,4,0.024502,0.004597,1.2683
3,5,0.00035,-0.005771,1.2683
3,6,0.042574,0.015729,1.2683
3,7,0.001815,-0.016306,1.2683
3,8,0.0006,-0.020543,1.2683
3,9,0.016998,0.00173,1.2683
3,10,0.019835,-0.009095,1.2683
4,-10,-0.001898,0.012339,1.1461
4,-9,0.003675,-0.012882,1.1461
4,-8,0.004238,0.010896,1.1461
4,-7,-0.029598,-0.012225,1.1461
4,-6,0.011631,-0.004075,1.1461
4,-5,0.015734,0.01325,1.1461
4,-4,0.002713,0.006801,1.1461
4,-3,-0.03411,-0.008428,1.1461
4,-2,0.015609,0.003529,1.1461
4,-1,0.010362,-0.004807,1.1461
4,0,0.017247,-0.003549,1.1461
4,1,0.036415,-0.001911,1.1461
4,2,0.025173,0.005227,1.1461
4,3,0.003447,0.001066,1.1461
4,4,-0.013168,-0.022034,1.1461
4,5,0.026148,-0.00164,1.1461
4,6,0.011495,-0.001331,1.1461
4,7,-0.005472,-0.029176,1.1461
4,8,0.035028,0.00241,1.1461
4,9,0.037918,0.000573,1.1461
4,10,0.013484,-0.005205,1.1461
5,-10,0.013345,0.004464,1.2369
5,-9,0.001465,0.002988,1.2369
5,-8,-0.012936,0.009313,1.2369
5,-7,0.017127,-0.005992,1.2369
5,-6,-0.008461,-0.006426,1.2369
5,-5,0.016305,0.014178,1.2369
5,-4,0.008692,-0.008039,1.2369
5,-3,-0.005864,-0.002593,1.2369
5,-2,-0.025374,-0.019504,1.2369
5,-1,0.003016,0.00713,1.2369
5,0,-2.5e-05,-0.012514,1.2369
5,1,0.011617,-0.005852,1.2369
5,2,0.041597,-0.004876,1.2369
5,3,0.000668,0.003324,1.2369
5,4,0.023316,0.001015,1.2369
5,5,0.035465,0.012245,1.2369
5,6,0.048691,-0.001547,1.2369
5,7,0.021776,-0.010388,1.2369
5,8,0.016308,0.000939,1.2369
5,9,0.03539,-0.006181,1.2369
5,10,0.037803,0.004953,1.2369
6,-10,-0.034924,-0.01031,1.1339
6,-9,0.021261,0.015696,1.1339
6,-8,0.02865,0.001093,1.1339
6,-7,-0.049239,-0.010344,1.1339
6,-6,-0.027823,-0.017816,1.1339
6,-5,0.022885,0.001472,1.1339
6,-4,-0.028183,0.008732,1.1339
6,-3,0.026282,0.028307,1.1339
6,-2,0.022795,0.012578,1.1339
6,-1,-0.002813,0.000353,1.1339
6,0,-0.009249,-0.010824,1.1339
6,1,-2.6e-05,-0.001362,1.1339
6,2,0.042822,0.016779,1.1339
6,3,0.039878,0.021227,1.1339
6,4,0.024849,-0.005605,1.1339
6,5,0.034338,-0.002293,1.1339
6,6,0.055478,0.014682,1.1339
6,7,0.050417,0.013944,1.1339
6,8,0.033554,-0.005191,1.1339
6,9,0.021326,0.007276,1.1339
6,10,0.015738,-0.004609,1.1339
7,-10,-0.002046,0.000244,0.9215
7,-9,-0.020321,-0.003233,0.9215
7,-8,-0.00754,0.008252,0.9215
7,-7,-0.005116,0.000976,0.9215
7,-6,0.002325,0.007963,0.9215
7,-5,0.005961,-0.009762,0.9215
7,-4,-0.004898,-0.00796,0.9215
7,-3,0.001179,0.013038,0.9215
7,-2,-0.007028,-0.000735,0.9215
7,-1,0.000578,0.001614,0.9215
7,0,0.021564,0.009504,0.9215
7,1,0.058204,0.013042,0.9215
7,2,0.012905,0.002865,0.9215
7,3,0.020141,-0.000111,0.9215
7,4,0.037177,0.018024,0.9215
7,5,0.036807,0.014128,0.9215
7,6,0.0175,0.000758,0.9215
7,7,0.033333,-0.002311,0.9215
7,8,0.030057,-0.007006,0.9215
7,9,0.026793,0.014709,0.9215
7,10,0.049248,0.01238,0.9215
8,-10,-0.003664,-0.000894,1.3608
8,-9,0.02807,0.021207,1.3608
8,-8,-0.019941,-0.001533,1.3608
8,-7,-0.023715,-0.009419,1.3608
8,-6,-0.016672,0.003913,1.3608
8,-5,-0.037204,-0.006359,1.3608
8,-4,0.020445,0.014319,1.3608
8,-3,-0.012354,0.003404,1.3608
8,-2,0.03812,0.011913,1.3608
8,-1,-0.006504,0.000969,1.3608
8,0,0.040309,0.005822,1.3608
8,1,0.043574,0.009003,1.3608
8,2,0.0245,0.00994,1.3608
8,3,0.027374,0.009419,1.3608
8,4,-0.019326,-0.024799,1.3608
8,5,0.01785,-0.005239,1.3608
8,6,0.036067,0.00868,1.3608
8,7,0.041229,0.020386,1.3608
8,8,-0.001106,-0.019577,1.3608
8,9,-0.001927,-0.005149,1.3608
8,10,0.005972,-0.002675,1.3608
9,-10,-0.000662,0.001543,1.1634
9,-9,0.016026,0.016276,1.1634
9,-8,-0.032337,-0.012001,1.1634
9,-7,-0.023693,-0.0005,1.1634
9,-6,-0.017488,-0.011425,1.1634
9,-5,0.034418,0.011619,1.1634
9,-4,0.009488,0.006896,1.1634
9,-3,0.001061,-0.005404,1.1634
9,-2,0.024725,0.01812,1.1634
9,-1,-0.005868,-0.00432,1.1634
9,0,0.029,-0.002367,1.1634
9,1,0.021079,-0.007337,1.1634
9,2,0.035642,0.005982,1.1634
9,3,0.008992,-0.010562,1.1634
9,4,0.016635,-0.004968,1.1634
9,5,0.034766,-0.006366,1.1634
9,6,0.001774,0.002169,1.1634
9,7,0.026473,-0.012997,1.1634
9,8,0.015929,-0.001501,1.1634
9,9,0.034729,0.011585,1.1634
9,10,-0.006948,-0.011651,1.1634
10,-10,0.002687,0.008696,0.7344
10,-9,0.001312,-0.001967,0.7344
10,-8,-0.012233,-0.0199,0.7344
10,-7,0.033133,0.006141,0.7344
10,-6,0.039209,0.011207,0.7344
10,-5,0.035512,0.017106,0.7344
10,-4,0.007615,0.000562,0.7344
10,-3,-0.00806,-0.016402,0.7344
10,-2,0.002157,0.005962,0.7344
10,-1,0.01467,-0.015116,0.7344
10,0,0.053041,0.004361,0.7344
10,1,0.050227,0.007722,0.7344
10,2,0.0226,0.011931,0.7344
10,3,0.014086,-0.00479,0.7344
10,4,0.04363,-0.009364,0.7344
10,5,0.031453,0.000723,0.7344
10,6,0.026754,-0.01301,0.7344
10,7,0.040157,-0.003795,0.7344
10,8,0.039195,-0.006554,0.7344
10,9,0.024174,0.009709,0.7344
10,10,0.051894,0.014478,0.7344
11,-10,0.005956,0.008301,0.7179
11,-9,0.000683,0.000793,0.7179
11,-8,-0.013979,-1e-06,0.7179
11,-7,-0.037482,-0.014854,0.7179
11,-6,-0.034987,0.003293,0.7179
11,-5,0.012028,0.007562,0.7179
11,-4,0.012446,-0.002727,0.7179
11,-3,0.003633,-0.002301,0.7179
11,-2,-0.048463,-0.019282,0.7179
11,-1,0.003875,-0.002053,0.7179
11,0,0.025385,0.009803,0.7179
11,1,0.034785,0.002766,0.7179
11,2,0.029113,-0.000978,0.7179
11,3,-0.011728,-0.010988,0.7179
11,4,0.02901,-0.005039,0.7179
11,5,0.025879,-0.00681,0.7179
11,6,0.005112,-0.00997,0.7179
11,7,0.012948,0.00272,0.7179
11,8,-0.021479,-0.00468,0.7179
11,9,0.025468,0.008692,0.7179
11,10,0.041924,-0.009153,0.7179
12,-10,0.007688,-0.009318,0.8964
12,-9,0.032614,0.014638,0.8964
12,-8,0.002665,0.013544,0.8964
12,-7,0.011811,0.017024,0.8964
12,-6,-0.020472,-0.015126,0.8964
12,-5,-0.006997,0.00356,0.8964
12,-4,0.009119,0.001769,0.8964
12,-3,0.013261,0.004406,0.8964
12,-2,-0.01277,-0.0015,0.8964
12,-1,-0.014745,-0.014402,0.8964
12,0,0.015161,-0.005072,0.8964
12,1,-0.019584,-0.020406,0.8964
12,2,0.001793,0.0054,0.8964
12,3,0.007588,-0.0016,0.8964
12,4,0.015016,-0.008643,0.8964
12,5,0.030204,0.000586,0.8964
12,6,-0.001392,-0.01072,0.8964
12,7,0.028453,0.011532,0.8964
12,8,0.017576,0.003959,0.8964
12,9,-0.011497,0.004852,0.8964
12,10,0.025245,0.011814,0.8964
13,-10,-0.005332,-0.002336,1.119
13,-9,-0.017037,0.001712,1.119
13,-8,0.001158,0.009012,1.119
13,-7,-0.010548,-0.005443,1.119
13,-6,0.006182,0.006928,1.119
13,-5,-0.011652,-0.005123,1.119
13,-4,0.028746,0.012492,1.119
13,-3,0.005596,0.003958,1.119
13,-2,0.032116,0.023436,1.119
13,-1,-0.001737,0.002106,1.119
13,0,-0.020413,0.003868,1.119
13,1,0.013697,0.010577,1.119
13,2,-0.007765,-0.006881,1.119
13,3,0.007928,-0.007064,1.119
13,4,0.050561,0.009194,1.119
13,5,0.044528,0.019711,1.119
13,6,0.030515,-0.001891,1.119
13,7,-0.002773,-0.008241,1.119
13,8,0.016656,-0.003372,1.119
13,9,0.014149,-0.020369,1.119
13,10,0.035933,0.002701,1.119
14,-10,-0.010224,-0.006858,0.9504
14,-9,0.012345,-3.6e-05,0.9504
14,-8,-0.010562,0.001288,0.9504
14,-7,0.016429,0.022177,0.9504
14,-6,-0.037276,-0.008768,0.9504
14,-5,0.010841,0.001204,0.9504
14,-4,-0.001839,-0.0111,0.9504
14,-3,-0.026186,0.001136,0.9504
14,-2,0.001591,0.006557,0.9504
14,-1,0.003271,-0.010961,0.9504
14,0,0.013317,0.009679,0.9504
14,1,0.027458,0.003235,0.9504
14,2,0.01324,-0.000379,0.9504
14,3,0.034287,-0.001184,0.9504
14,4,-0.003409,0.004392,0.9504
14,5,-0.026608,-0.021135,0.9504
14,6,-0.002616,-0.013282,0.9504
14,7,0.016334,-0.004227,0.9504
14,8,0.020569,-3.8e-05,0.9504
14,9,0.007339,0.011736,0.9504
14,10,0.02973,0.00364,0.9504
15,-10,0.004701,0.004026,1.1963
15,-9,-0.013574,-0.023877,1.1963
15,-8,0.009658,0.002567,1.1963
15,-7,-0.047644,-0.033607,1.1963
15,-6,0.003142,-0.014037,1.1963
15,-5,0.009862,-0.01075,1.1963
15,-4,0.015612,0.009828,1.1963
15,-3,0.000309,0.011654,1.1963
15,-2,0.005573,-0.007353,1.1963
15,-1,-0.030238,-0.009098,1.1963
15,0,0.005817,-0.002913,1.1963
15,1,0.056839,0.018954,1.1963
15,2,0.000982,-0.00546,1.1963
15,3,0.044757,0.003687,1.1963
15,4,0.012107,0.003209,1.1963
15,5,3.4e-05,-0.014067,1.1963
15,6,0.019614,0.003459,1.1963
15,7,0.042856,0.010377,1.1963
15,8,0.033344,0.002673,1.1963
15,9,-0.0012,-0.013591,1.1963
15,10,0.016214,-0.010102,1.1963
16,-10,0.007584,-0.001345,1.1137
16,-9,-0.006135,-0.011667,1.1137
16,-8,-0.02596,-0.010395,1.1137
16,-7,0.016743,-0.001126,1.1137
16,-6,-0.035624,-0.008116,1.1137
16,-5,-0.015889,-0.009153,1.1137
16,-4,0.027057,0.01899,1.1137
16,-3,-0.010092,-0.007233,1.1137
16,-2,0.014306,0.01601,1.1137
16,-1,-0.008209,-0.001984,1.1137
