y,x,z,controls
-0.1843,0.8549,0,1.754
-0.4205,-0.2856,0,-0.1707
0.6209,0.9163,0,0.871
-0.2553,0.5716,1,-1.3191
0.9566,0.8902,0,2.0422
-1.6664,-0.8461,1,-0.6497
1.8343,1.8858,1,-0.799
0.001,0.8508,1,1.8004
-0.7573,0.5621,0,0.9422
-0.4249,-0.2383,0,-0.8055
-0.2755,0.5925,1,0.4523
-0.1568,-0.1523,1,0.5779
0.0686,0.0295,1,-1.187
-0.2769,0.4648,0,-1.0877
0.6074,0.8247,1,0.9601
0.2973,0.6407,1,0.6617
-0.206,0.6394,0,-1.1295
0.0412,-0.1385,0,-0.1023
0.0568,0.9527,1,0.733
-0.0206,0.8614,1,0.1585
-0.7787,0.2815,0,-0.3102
-1.0925,0.1203,0,-0.7579
0.4006,0.5569,1,0.5138
-1.0635,-0.025,1,-0.0785
-0.7979,-0.2832,1,-0.1088
-0.1237,0.1747,0,0.11
0.4717,1.0265,0,0.9099
0.0927,0.4823,0,-1.9784
-0.2133,0.906,1,-0.5087
0.0071,0.3574,1,0.333
0.6448,1.0948,1,0.1989
0.8996,0.958,0,1.9626
-0.4698,0.2351,1,0.3362
-0.2847,-0.3346,0,1.2605
-0.831,0.0851,1,0.8427
1.4286,0.8157,0,1.1319
-0.5298,1.2539,1,-0.1907
-0.9485,-0.3086,0,-1.1086
-1.1599,0.0837,1,1.959
-0.3592,-0.0339,0,0.0827
-0.396,-0.0368,0,-0.1639
1.0444,0.4745,0,-1.039
1.5929,1.2029,0,0.672
-0.0813,0.1799,1,-2.7242
-0.4324,-0.1871,1,-1.5849
0.5341,-0.2269,0,-1.7026
0.596,0.1932,1,-1.1857
-0.5579,0.2589,1,-0.3306
0.4528,0.5464,1,0.6808
-0.0214,-0.0169,0,-0.2474
0.6465,-0.1339,0,0.9589
-0.099,-0.4245,0,2.2444
-1.1939,-0.6645,0,0.2515
0.6877,0.9021,1,1.0426
-1.0557,-0.1173,0,0.8121
1.0096,0.9161,0,0.4163
-0.4671,-0.6185,0,-1.2823
-0.1956,0.3234,1,0.0053
0.3646,-0.1715,0,-0.8663
-0.4219,0.4682,1,0.4325
-0.1595,0.7877,0,0.3869
2.059,1.1184,0,-0.4419
-0.8774,-0.2277,1,0.7146
0.6605,1.2417,1,-0.3404
1.7516,0.6614,0,0.374
0.4917,-0.0947,0,-1.1693
-0.4423,0.159,0,-1.5603
-0.2254,0.1337,1,1.5015
0.1492,1.0744,1,1.1
0.0335,0.7687,1,0.5145
0.611,1.2223,1,-0.8412
1.1069,1.3225,1,-0.9305
-0.5432,-0.0713,1,-1.3192
0.9353,0.644,0,-0.1327
0.0595,-0.2711,0,0.4249
0.391,0.4944,0,-0.4611
0.0524,1.1068,0,1.5353
-0.118,-0.4708,0,-2.1895
0.6749,-0.0743,0,0.8186
0.7082,0.2398,0,-0.1199
0.8983,1.7057,1,0.0721
-0.9363,0.2759,1,-2.8739
-0.057,0.0999,0,-0.7364
-0.8709,-0.0442,0,-1.2073
0.9282,0.6684,0,1.2976
-0.7784,-0.0771,1,-0.6211
0.0032,0.7123,1,-1.9037
0.0812,0.1332,1,0.3202
1.6309,1.6193,1,0.9797
-0.3154,-0.6004,0,0.6717
0.5812,1.519,1,-0.0426
0.8871,0.932,1,0.7507
0.0763,-0.1542,0,-1.0058
-1.323,-0.5242,1,0.2907
-0.127,0.6725,1,0.4634
-1.3001,-0.4502,1,0.0013
-0.0429,0.7388,1,-0.3929
-0.7096,0.6683,0,-0.9492
-0.6555,0.536,1,-0.6215
-1.1147,-0.5332,1,1.0819
-1.794,-0.5439,1,-0.7359
-0.4423,0.0402,1,-0.3672
-0.4024,0.5725,1,0.6582
0.3465,0.4115,0,-1.367
-0.0204,0.2671,0,-0.8424
-1.1864,-0.4153,0,-1.8472
1.2056,1.0201,0,2.1037
0.6146,0.7863,1,-0.3361
-0.5544,0.0161,0,0.6042
0.6166,0.8041,0,2.1878
0.0855,0.0229,1,-1.3617
-0.544,-0.4034,0,-0.1189
-1.4014,-0.9477,1,-0.597
-0.1574,-0.0479,1,-0.3376
-0.2432,-0.2419,0,0.0376
-0.0211,0.7235,0,1.4081
-0.0004,-0.0233,0,0.5783
-1.4064,0.367,1,1.6507
-0.6197,0.1656,1,0.0869
-0.8613,-0.6301,0,-0.567
0.7052,1.457,1,1.1182
0.8507,1.2677,1,-0.5989
0.2335,0.8308,1,0.079
-0.3821,0.342,0,0.5638
0.0374,0.2779,0,0.885
0.23,0.251,0,-0.0709
0.1245,0.4515,1,0.7394
-0.3181,-0.0636,1,-0.6698
-0.2106,-0.3173,0,-0.3343
1.6354,1.296,1,0.5213
1.7817,1.7886,1,0.0167
-0.4259,0.2048,0,-0.6901
0.9679,0.6793,0,0.8667
1.7541,1.1502,1,0.2091
-0.4533,-0.2996,0,-1.4859
-1.3093,-0.6583,1,0.4241
1.987,1.7087,1,0.5189
0.7617,0.1829,0,-0.0464
-0.1657,0.4893,1,0.2521
0.5517,0.8345,1,1.1837
0.5746,1.617,1,-1.7405
-0.3397,0.1203,1,0.8718
-0.7853,-0.7354,1,-2.4559
0.573,1.0154,1,-0.7286
0.112,-0.3951,0,-1.8035
0.1604,1.0665,1,1.4333
-0.669,-1.0647,0,-0.3151
1.9231,1.8415,1,-0.0238
0.7561,0.6798,0,-0.3069
-1.7623,-0.909,0,-0.1555
0.7869,0.4298,0,-0.1357
0.7581,1.3197,1,0.8895
1.3628,1.0621,1,0.2637
-0.524,0.8868,1,-0.7695
-1.6964,-0.713,0,-1.711
-0.4198,0.2398,1,1.2024
-0.3413,-0.0975,1,0.4715
0.9966,1.4976,1,-0.297
-1.5792,-0.0945,1,1.0232
-0.2073,-0.0169,0,2.1816
-0.6758,-0.6291,0,0.0429
0.046,-0.2332,0,1.3416
-0.0743,0.1185,1,0.0428
1.056,0.4367,0,1.7868
-0.0088,-0.1778,0,0.1271
0.0177,0.4398,1,-0.4189
0.3023,0.7383,1,1.3509
0.9247,0.9112,0,0.1391
1.5582,0.71,1,0.043
-0.5972,0.3423,1,0.8558
-0.9654,-0.0679,1,-0.0802
-0.5116,0.5013,1,-1.7453
0.609,0.1306,0,-0.3391
0.2179,-0.3963,0,-0.6108
-0.3586,-0.4365,0,-0.8635
0.9105,0.4807,0,1.0544
0.9463,1.3161,1,-0.4807
1.3145,1.1588,1,-0.4645
-0.3297,-0.576,0,-0.0721
0.7942,-0.3524,0,0.3359
0.5425,0.2509,0,0.4803
0.6149,0.0323,0,0.1665
1.0948,1.2728,1,0.1561
0.3462,0.6696,1,-1.1553
-1.1935,-0.9167,0,0.4952
-0.0018,0.2533,0,-0.9749
-0.6161,-0.006,0,1.1446
-0.6113,0.7276,1,-0.2718
-0.1458,-0.0864,0,-1.2995
-0.014,1.1453,0,0.2268
1.3795,0.747,0,0.7748
-1.1258,-0.4301,0,-0.3352
-0.5679,0.4145,1,0.6456
-0.2842,-0.0498,1,1.422
0.7164,0.2252,1,0.3316
0.4146,0.4546,0,-1.2904
-1.2742,-0.8293,0,-0.0233
0.6787,0.3851,1,-0.4877
1.2618,1.0511,1,-1.9381
-0.4124,-0.8577,0,-1.3707
-0.2892,-0.4718,0,1.8117
-0.4805,-0.6342,0,-0.3758
1.0286,1.5015,1,-0.1961
0.8332,0.4941,0,-1.2267
0.1846,1.1848,1,2.0082
-0.9137,0.0854,1,0.4012
0.4286,1.6925,1,-0.3421
0.5915,-0.237,0,0.7891
1.9616,0.7239,0,1.2971
1.0396,0.9506,1,-2.0685
0.4396,1.122,0,1.2284
1.0777,0.9076,1,-0.8887
-0.5249,0.079,0,-1.6465
0.7681,0.8653,1,2.0443
1.7747,1.222,1,0.3433
-0.1984,0.199,1,-0.6584
-0.0834,1.3007,1,1.8656
0.0652,0.6893,1,-0.4731
0.069,0.3753,0,-1.0122
0.2339,0.4551,1,0.8872
-0.2027,0.0756,0,-1.5853
-0.6755,-0.072,0,0.0414
-1.424,0.1074,1,-1.4366
-0.8697,-0.0945,1,-1.116
-0.2075,0.2451,0,0.5859
0.5817,-0.0833,0,-0.9683
-1.1082,0.0901,1,0.8052
-0.3205,0.2899,1,-2.1635
0.8789,0.8258,1,-0.2203
-1.2106,-0.3165,0,-0.5549
0.517,0.1062,0,-0.2476
-0.2644,0.0063,0,-0.4373
0.1945,0.1313,0,0.37
0.3713,0.9748,1,0.4158
-1.1872,-1.3206,0,-0.4046
0.023,1.0525,1,-0.5236
0.3002,0.0971,0,0.4089
0.4793,0.6456,1,0.5283
-0.0542,-0.1245,0,-2.2189
-0.0914,-0.5271,0,-1.3863
-0.0005,1.0585,1,-1.2515
0.6781,0.2142,0,-0.4704
0.4878,0.8343,1,-1.9643
1.679,2.2953,0,0.4447
-0.141,0.1218,0,-0.999
0.8418,1.1389,1,0.6974
0.0644,0.17,1,-0.6906
-0.5214,-0.3985,0,0.861
-0.3239,0.1362,1,-0.3788
-0.6362,-0.5584,1,-0.2277
1.1802,0.8225,1,0.65
0.8844,1.4827,1,-0.5093
0.5196,0.5457,0,-1.6789
0.5636,0.7806,1,-1.6645
0.1237,0.2294,0,0.9492
0.2254,0.5145,1,-1.3045
1.224,1.5528,1,-0.4552
0.0421,1.3003,1,1.3816
1.3698,1.1466,0,-0.6218
-0.6831,-0.2853,0,-0.7896
0.0697,0.7223,1,0.2061
0.0037,0.2056,0,1.3067
0.3075,0.0848,1,1.634
0.5351,0.7358,1,-0.807
-1.2835,-0.3617,0,0.5349
-0.8216,-0.2269,1,-0.1452
0.9177,0.8266,0,-0.1059
1.1448,1.1677,1,0.4324
0.8113,0.7485,1,0.3071
0.3249,1.1191,0,-1.0693
0.7097,0.6682,0,-1.0626
0.0817,0.3495,1,1.6053
0.7985,1.1974,0,-0.5697
0.858,1.4279,1,0.5556
1.149,0.6093,1,1.4727
-1.0187,-0.6829,0,-0.2055
-1.0442,-0.6109,0,1.3845
0.4202,0.1887,0,-0.6794
0.6879,0.121,0,1.0322
-0.7992,-0.5788,1,0.0916
1.0718,1.3839,1,-0.2626
-0.2109,0.3492,1,0.7744
1.4308,0.619,1,-0.2456
0.6992,0.8466,1,-0.72
