stock_id,event_day,ret,mkt_ret,beta
0,-10,-0.012327,0.010128,1.2914
0,-9,0.016638,-0.002574,1.2914
0,-8,-0.023026,-0.014942,1.2914
0,-7,-0.008155,-0.001852,1.2914
0,-6,0.036959,0.014059,1.2914
0,-5,-0.018306,-0.002725,1.2914
0,-4,0.02892,0.01303,1.2914
0,-3,0.010464,0.000132,1.2914
0,-2,-0.003899,0.006775,1.2914
0,-1,-0.006729,-0.00564,1.2914
0,0,-0.06425,-0.019033,1.2914
0,1,-0.041804,-0.007623,1.2914
0,2,-0.042245,-0.010962,1.2914
0,3,-0.032797,0.002525,1.2914
0,4,-0.019199,0.004992,1.2914
0,5,-0.036684,-0.002079,1.2914
0,6,-0.053262,-0.006487,1.2914
0,7,-0.016766,0.016105,1.2914
0,8,-0.035452,0.000183,1.2914
0,9,-0.037505,0.004015,1.2914
0,10,-0.025871,-0.004178,1.2914
1,-10,-0.037322,-0.007909,0.9323
1,-9,-0.017607,-0.000512,0.9323
1,-8,0.026973,-0.013033,0.9323
1,-7,0.01402,0.005721,0.9323
1,-6,-0.017942,-0.000233,0.9323
1,-5,-0.006405,-0.001355,0.9323
1,-4,0.009396,-0.018943,0.9323
1,-3,-0.012859,-0.000594,0.9323
1,-2,-0.019065,0.001532,0.9323
1,-1,0.01477,-0.009079,0.9323
1,0,-0.039651,-0.004897,0.9323
1,1,-0.03618,0.001335,0.9323
1,2,-0.005519,-0.005087,0.9323
1,3,-0.05485,-0.00711,0.9323
1,4,-0.049233,0.005206,0.9323
1,5,-0.028029,0.010512,0.9323
1,6,-0.028898,0.00159,0.9323
1,7,-0.023964,-0.003096,0.9323
1,8,-0.020729,0.006798,0.9323
1,9,-0.053881,-0.014843,0.9323
1,10,-0.009506,-0.000813,0.9323
2,-10,-0.001211,0.011116,1.2153
2,-9,0.016843,-0.006277,1.2153
2,-8,0.017041,0.003958,1.2153
2,-7,0.010264,0.007525,1.2153
2,-6,0.014138,0.001215,1.2153
2,-5,0.015443,-0.00817,1.2153
2,-4,0.008582,-0.005041,1.2153
2,-3,-0.002336,0.005359,1.2153
2,-2,0.007516,0.005136,1.2153
2,-1,-0.023032,-0.017356,1.2153
2,0,-0.042837,-0.012187,1.2153
