y,x,z,controls
1.2589,0.8889,0,0.8911
0.7506,0.8193,1,0.1644
-0.6944,-0.133,0,1.5922
-1.6002,-1.241,0,-0.4966
-1.7968,-1.8739,0,1.3982
0.8234,0.8882,1,0.6993
-1.251,-0.6517,1,-0.1959
-0.3236,0.9096,1,1.5955
0.2874,0.8951,1,0.3481
-0.9585,0.2284,0,-0.29
-1.7525,-0.7961,0,0.8347
0.3446,0.1178,0,-0.3744
0.1895,0.5886,1,-1.1037
0.0532,-0.1618,0,0.3618
1.3083,1.1556,1,0.3012
0.8486,1.4603,1,0.0802
-0.4611,-0.3248,0,-0.0337
0.6067,1.1713,1,-0.5034
-0.16,-0.4034,0,-0.8049
-1.1639,-0.3613,0,1.0419
0.5252,0.5445,1,0.1649
-1.1978,-0.1763,1,0.0891
1.5001,1.258,1,-1.3983
0.1309,0.5549,1,0.7855
0.0214,0.2686,1,-0.6781
-0.3367,0.3342,1,-0.5106
-0.9132,0.4941,1,0.5811
-0.0623,0.1338,0,-0.7139
-1.0478,-0.2256,1,-0.0038
-0.2547,0.0682,0,0.1158
0.1592,0.1247,0,0.2037
0.1584,0.3376,1,0.148
0.3799,0.8918,1,0.3146
0.5459,-0.5204,0,0.9386
-0.0764,0.6875,1,0.2739
0.0709,0.2435,1,1.5304
-0.4129,-0.1994,0,-0.2366
-0.3104,-0.0603,0,0.0179
-0.0318,0.1161,0,2.2687
-0.7133,-0.3892,0,-0.7162
0.3435,0.1565,0,-0.5648
0.0953,0.423,0,-0.3279
0.7607,1.4476,1,1.6468
-1.1264,-0.8157,0,0.538
1.623,1.0564,1,0.8624
0.5776,0.0131,0,-0.2562
0.3865,0.4061,1,-0.8363
0.7744,1.2683,1,-0.9594
0.7058,1.282,0,-0.2989
-0.5786,0.3417,1,1.0401
-1.5334,-0.4424,1,-0.1444
0.2554,0.3783,1,0.4007
-0.5037,-0.0223,1,-1.9777
-0.5316,-0.2944,0,-0.3647
1.2982,0.6167,0,-0.6392
-0.5039,-0.6042,0,0.2459
-0.9174,-0.4473,0,1.6954
0.4008,0.2461,0,1.0085
0.9273,0.9884,1,-0.4643
1.2017,0.9667,0,-1.3102
-1.2884,-0.718,0,0.4261
-0.9354,-0.8477,0,0.1536
0.7193,1.2766,1,0.2123
-0.3002,0.5145,1,-0.5319
0.6846,0.2125,0,0.7299
-0.4832,0.0416,0,-0.2292
-0.3146,-0.4141,0,-1.2696
-0.057,0.6907,1,1.3328
0.6284,0.7741,1,0.3015
0.0909,0.9675,1,1.2087
-0.9388,-0.1147,0,0.818
-0.6146,-0.7051,0,0.7822
0.3812,0.0764,0,2.2856
0.5284,1.2534,1,0.7885
-0.2936,0.7005,0,-1.3055
-0.236,0.5163,1,-0.9933
-0.1546,0.4559,0,-0.2833
-0.7824,-0.1869,1,-1.4491
-0.0958,0.4882,0,-1.226
-0.3069,0.2338,0,1.3072
0.2813,-0.0186,0,0.8406
-0.1095,0.4655,1,0.8163
-0.8028,-0.1426,0,-0.6532
-0.3085,0.3107,1,-0.8958
0.7082,0.5635,0,-0.2901
0.1407,0.3806,1,0.9927
0.0443,0.2691,0,-0.1685
0.1662,0.4319,1,0.7669
0.0676,0.5325,1,1.6491
1.9427,1.3662,0,-0.3131
0.7306,0.385,0,-1.1408
-0.3245,-0.1229,0,1.8209
-0.7192,-0.421,1,0.5134
0.1828,-0.3058,0,-0.9104
-0.1222,-0.1524,0,-0.7657
0.5922,-0.2397,0,1.0562
0.4221,-0.7261,0,-0.2022
0.357,0.5447,1,-1.0578
-0.2896,-0.1305,0,-1.1581
-1.6307,-0.741,0,0.7327
0.3595,0.7332,1,0.5772
-0.6175,-0.4911,0,1.6576
-0.2274,0.558,1,-2.5237
-0.1013,0.1449,0,0.1029
0.0738,0.3573,0,-0.8276
-0.4064,-0.0597,1,-1.4394
0.3614,1.0597,1,-0.1601
-0.6721,0.0064,1,0.3692
0.2472,0.7324,1,1.0343
-0.5337,-0.5844,1,1.7732
-0.3004,0.6341,1,-1.0126
0.5143,0.6083,1,0.2567
-0.2237,1.0915,1,-0.5069
-0.6297,-0.1761,1,-1.3046
-0.4575,0.1409,1,1.1882
0.2271,1.1568,1,1.0203
0.1524,0.7899,1,0.3597
1.1824,0.5518,0,0.5258
-0.01,0.482,0,-0.3814
-2.0853,-0.9015,0,0.3498
-1.2109,-0.2215,1,0.1731
-0.3721,0.3898,1,-0.2359
1.2174,1.053,0,0.7579
-0.474,-0.1137,0,-0.5882
1.3548,1.1771,0,1.0426
-0.7194,-1.0701,0,1.2794
0.2327,0.5061,0,0.5891
0.5079,0.1836,0,0.15
-1.0971,-0.0459,1,-0.2261
-0.3412,-0.2634,0,-0.4045
1.51,1.1153,0,0.3543
0.1406,-0.3577,1,-0.8854
1.2871,1.0755,1,-0.9697
-0.9542,0.0172,1,-0.9316
0.4702,0.7178,0,-0.3907
0.2224,0.2748,0,-0.898
0.5399,0.7332,1,-1.1767
0.7527,0.2857,0,-0.7225
0.9518,0.768,0,-0.1022
1.3838,1.1177,1,-0.2945
1.4021,0.9858,1,0.2313
-0.697,0.0835,0,1.0064
-1.7389,-0.1368,1,0.2733
-0.1427,0.3561,1,-1.0986
-0.1168,0.3327,0,1.0185
0.7216,0.0993,0,-0.1103
1.0872,0.63,1,0.2503
-0.0774,-0.0779,0,0.3739
0.2213,0.9871,1,0.2239
1.4136,1.1752,1,1.7989
-0.042,0.3677,0,-0.137
0.2798,0.1794,0,0.9841
0.3472,0.1771,1,0.026
0.5623,1.2704,1,0.0928
-0.8,-0.7125,0,-0.3089
-1.047,-0.4546,0,-1.506
0.0693,0.2464,0,0.5977
0.7856,0.1824,1,0.7126
1.7781,1.3398,1,-2.7667
1.3772,0.4639,0,-0.0386
-0.6518,0.3912,0,0.1042
-1.2098,-0.8474,0,-0.0131
0.4624,1.0834,1,0.4467
-0.0696,0.603,1,-0.3933
1.9044,1.2607,0,0.184
0.9527,0.8967,1,1.7428
1.7989,1.2316,1,-1.66
0.6061,0.6808,1,0.5178
0.9482,0.7284,0,-0.3303
0.508,0.5864,0,-0.5048
0.0897,-0.1021,0,1.3092
0.4443,1.0097,1,0.0713
-0.9809,0.054,1,-0.1925
1.8017,1.2144,1,0.1349
1.586,1.8315,1,-1.1097
0.8693,0.4536,0,1.2618
-0.0221,0.7707,1,0.5457
-0.2492,0.0479,1,-0.6502
0.8594,0.6329,0,-0.4806
1.1934,0.3072,0,0.0582
-1.4349,-0.5427,1,0.8855
-0.5255,0.0148,0,-0.8995
-1.7235,-0.3689,1,-0.8196
0.0349,0.3948,1,0.5592
0.0043,-0.1859,1,-0.5603
0.7343,1.0245,1,-0.3491
-0.7548,-0.6469,0,0.3233
1.6009,1.1598,1,-1.5777
-0.9682,-0.4098,1,0.8451
0.2893,0.9514,1,-0.6676
1.1034,0.3489,0,1.9407
-1.0793,-0.3781,1,1.8576
-0.3294,0.5601,1,1.406
0.531,-0.1576,0,-0.7691
-0.5462,0.0024,1,-1.0505
0.0243,-0.0789,0,-0.2376
-1.4461,-1.3556,0,0.8447
-0.4158,0.6831,1,0.8185
-0.1194,0.2918,1,-0.1737
0.2503,0.1221,0,-2.4369
-0.2463,0.608,1,0.1485
0.3926,-0.083,0,-1.5501
-0.3688,0.0222,0,0.2725
-2.6035,-1.807,0,-0.0171
-0.4136,0.9493,1,-1.0247
-0.9944,-0.4895,1,1.7809
0.5751,0.7598,1,0.0847
-0.8767,0.0328,1,0.7071
0.8345,1.2294,1,1.0601
0.5148,0.8594,1,-0.762
-0.105,0.1165,0,0.2636
1.1502,0.8798,0,-1.4371
-1.8956,-1.3325,0,-0.1139
0.0941,0.2111,1,-0.7209
-0.3003,0.3898,0,-0.0947
-0.3185,0.7267,1,-0.1486
0.2788,0.3073,0,-0.7896
-0.7735,-0.4817,0,0.9249
-0.3979,-0.3563,1,0.5063
0.7195,0.9966,1,-0.1129
-0.128,0.8715,1,2.5541
0.6076,1.1822,1,-1.1286
-0.3429,0.5711,1,-1.2561
0.7618,0.2298,0,1.4637
0.5053,0.5705,0,0.9122
-0.8739,-0.9634,0,1.1463
0.5739,1.3801,0,1.4482
0.7322,0.0255,0,1.3964
-0.0198,0.7799,1,-0.8086
0.7651,0.8442,1,-0.1344
1.276,0.9596,0,0.7154
-0.3855,-0.2466,1,-1.325
2.6098,1.9106,1,-0.6959
-1.2581,-0.3358,1,1.7947
-0.9114,0.0771,1,-1.1614
0.106,0.0561,0,0.5114
0.1954,0.3496,1,0.0637
-0.1385,0.3673,0,0.4673
0.1239,0.2076,0,-1.235
0.9583,0.476,1,0.504
0.828,1.0147,0,-1.6869
1.5189,1.5919,1,-0.3245
-0.8329,-0.6114,0,-0.1183
-0.2417,-0.0865,0,0.2409
1.0912,0.8582,1,1.2212
-1.0905,-0.5272,1,-0.8627
-0.1895,0.0463,0,0.9245
-0.9628,0.4493,1,1.4257
0.0113,0.4689,1,-0.7285
1.2936,1.1133,0,-1.6513
1.4755,0.9341,1,-0.3229
-0.1473,0.3531,1,1.1665
-0.5596,-0.1916,0,1.2639
0.7337,0.3306,0,-0.7126
-0.705,-0.0901,1,0.1601
-0.2909,0.1669,0,0.7401
0.2351,0.9242,1,1.0093
0.2145,0.5737,1,0.7446
-0.067,0.1612,0,1.4266
-0.0635,-0.0227,0,0.8018
1.3033,0.5011,0,-0.0337
-1.26,-1.4886,0,0.2698
1.1108,0.465,0,0.2355
0.0548,0.4169,1,0.6876
-0.3619,0.3928,1,-1.4147
-0.3234,0.8756,1,-0.5849
0.4076,0.3536,0,0.36
-0.5275,0.6335,1,0.8833
1.4114,0.9941,1,0.9497
0.1361,0.5855,0,-2.354
-1.113,-1.0086,0,1.2204
-1.1704,-0.5579,1,0.1512
-1.3184,-1.3014,0,-1.5034
-0.1766,0.1813,0,-0.6686
-0.6387,-0.0675,0,-1.6042
-0.6205,-0.2859,1,0.3478
-0.3739,0.0797,1,-0.3784
-0.786,-0.2697,0,-0.4883
-1.6975,-0.4429,0,2.2693
1.3497,1.541,1,0.5768
1.6647,1.1312,1,1.0256
-0.7633,-0.1985,0,-0.2234
0.2455,0.8482,1,0.0507
0.2202,0.103,1,-0.0648
0.0687,1.2122,1,0.9704
-0.5437,0.4336,1,0.959
0.526,0.2436,0,0.1337
1.0721,1.1509,0,-0.8476
-0.3767,0.4201,1,1.3797
-0.6558,0.2183,1,0.1344
-0.3804,0.1014,1,-1.7997
0.6433,0.1789,0,2.4905
0.6087,0.6173,1,0.3821
0.2112,-0.19,0,0.1058
-1.4697,-0.5651,0,-1.8422
0.9118,0.5178,0,0.8256
-0.219,0.6776,1,-1.3785
0.5686,0.2009,0,1.8109
0.5592,1.2816,1,-2.228
0.9451,0.5739,0,0.8497
