y,x,z,controls
0.7839,0.0281,0,1.1792
-0.6306,0.1028,1,-1.2664
-0.3501,-0.5842,0,-0.4115
-1.0876,0.4844,1,2.9396
0.9712,0.2739,0,-0.8127
-0.4149,1.0237,0,0.3608
-0.0341,0.2737,1,-0.2434
-1.3862,-0.2714,1,-1.7078
0.2374,-0.0736,0,-0.8531
-0.8602,-0.7074,1,-0.8369
0.8312,1.3673,0,1.112
0.4948,1.4647,1,-0.7328
1.0009,0.2316,0,1.3831
-0.7553,-0.1432,1,-0.5791
0.8015,0.2547,0,0.6378
0.3871,1.1212,1,0.4741
-0.2778,-0.0152,1,0.1615
0.9813,-0.3822,0,0.9896
-1.2398,-0.894,0,0.3176
-0.0721,0.8246,1,0.8806
0.4858,0.6203,1,-1.435
-0.5471,0.353,1,-1.1138
-0.2579,-0.1624,0,-0.5052
-1.0419,0.3772,1,-1.0378
-0.8216,0.3168,1,0.3973
0.4628,1.4155,1,0.1303
-0.4577,-0.0462,0,1.7012
-1.2329,-1.5706,0,0.8683
0.2592,-0.324,0,-0.501
-0.5492,0.2164,1,0.2618
0.8739,0.3948,0,0.9737
0.51,1.1874,1,0.8129
-0.4328,0.1332,1,0.2569
-0.424,-0.0106,1,-0.813
0.687,-0.1141,0,0.1137
0.3563,-0.0254,0,-0.9212
0.229,0.4783,0,0.8763
-1.3078,-1.3528,0,0.8997
-0.1794,-0.4483,0,-0.4821
0.5262,0.4537,0,0.2995
-0.9158,0.0239,0,0.3266
0.8165,1.3668,1,0.2045
-0.7909,-0.4196,1,-0.6917
0.7273,0.7622,0,-0.6245
0.3254,-0.4036,0,0.8137
0.192,-0.1668,0,0.5075
-0.5147,-0.2961,1,0.7738
-0.0087,-0.125,0,0.2268
1.187,0.6876,0,-1.345
-0.4974,0.4604,1,0.2053
-0.1634,0.9168,1,0.0305
0.4092,0.6237,1,-0.5654
-0.5482,0.7376,1,-1.7654
0.5449,0.5997,0,-1.3487
0.1231,0.6149,1,-0.7742
-0.4011,-0.6265,0,0.0156
0.2295,0.4101,0,0.8508
1.782,0.8472,0,1.5353
0.1382,1.1711,1,-0.4319
0.3218,-0.0883,1,0.6272
0.0973,0.2333,0,0.347
0.6992,-0.0804,0,1.1809
0.5645,1.0994,1,1.5315
-0.2172,-0.4337,1,1.3844
-1.1195,-0.8106,0,0.8308
-1.0307,-0.7897,0,-0.0357
-0.0432,0.5667,1,0.1782
-1.2763,0.7541,1,0.1236
0.0449,-0.7485,0,-0.2777
-0.2037,-0.1135,0,-1.0938
-0.5939,-0.0332,1,-1.9891
1.0638,-0.208,0,-1.5738
-0.0598,0.6591,1,-0.2322
-0.5404,-0.3014,0,0.0133
-0.8334,0.6566,1,0.452
-0.6466,-0.3743,0,0.1078
1.1132,0.7494,0,0.7753
-0.524,0.2067,1,-0.1182
-0.1682,0.2724,0,1.0259
0.6753,0.8679,0,0.6213
-0.6856,-0.814,0,-0.6098
1.2119,0.5472,0,1.2598
-0.2629,0.2964,1,-0.2666
1.2545,1.1988,0,-0.0797
0.3883,0.3356,1,0.0105
-0.6888,-0.5143,0,0.6348
0.2912,1.3276,1,1.753
1.049,2.0848,1,-0.8141
-0.3382,0.8949,1,1.0499
-0.1819,0.5059,1,1.7115
-0.9104,0.4302,1,1.3706
-0.0587,0.9131,1,-0.6699
1.4245,0.3233,1,1.2224
0.3997,0.6135,1,0.286
-0.0395,-0.1778,0,-1.1921
-0.198,0.5995,1,-1.0619
0.1847,1.1538,1,-1.3318
-0.6333,-0.3986,1,0.1233
-0.5248,0.5147,1,0.2727
0.1297,1.2301,1,0.115
0.1448,0.1289,0,-0.9039
0.2546,0.679,1,-1.0683
-0.3896,-0.6127,0,0.3536
0.6705,0.9447,1,0.7074
-0.5365,0.0345,0,0.0542
1.4764,0.3111,0,-0.8657
0.8304,0.881,1,-0.4886
-1.0291,-0.6042,0,0.6594
-0.6061,0.1915,1,-0.7601
-0.3959,0.6437,0,0.5743
-0.1375,0.191,1,-0.2936
-0.0901,-0.0953,0,-0.1942
0.6169,0.8015,1,1.1168
-0.5215,0.8253,1,0.0728
0.0242,0.665,1,-0.7483
-0.1374,1.0211,1,-1.3891
0.9416,1.1026,1,-1.9185
-0.533,-0.1048,0,0.1211
-0.0323,1.2839,1,-0.0571
-1.8252,-0.3548,1,1.6314
-0.656,-0.7293,0,0.4131
0.8931,1.5169,1,0.5426
0.3622,-0.2029,0,-0.5236
0.3323,0.4721,0,-0.681
0.7619,-0.2807,0,0.7583
-0.7957,-0.8943,0,-0.3061
-0.366,-0.1168,1,-0.8701
-0.7372,0.0758,0,1.364
1.0254,1.0359,0,-0.2665
-0.0547,-0.0305,0,-0.8539
0.0095,0.3615,0,2.0108
0.1821,0.5202,1,-0.6247
-0.5173,0.0296,1,-0.4208
0.6611,1.7874,1,1.3474
-0.7411,-0.3408,0,2.0106
0.4919,0.251,0,0.1263
-0.0852,-0.6753,0,1.6838
-0.9582,0.7399,1,-0.1144
0.6434,-0.3311,0,-0.8811
0.0903,0.0466,0,-1.0394
-0.5904,-0.8078,0,1.4216
-0.6535,0.3897,0,0.5832
-0.7391,0.473,1,0.3235
-0.2031,0.1505,0,-0.719
-1.1212,0.5562,1,-0.368
-0.8407,-0.3572,1,0.4475
0.316,-0.4609,0,-0.9877
0.4275,0.7012,1,-1.2153
-0.1682,0.6269,1,-0.4387
-0.4484,0.1945,1,0.0932
-1.5716,-0.1978,1,-0.2474
-0.2888,0.3314,1,1.6155
0.0865,0.9191,1,1.6506
0.7077,1.7193,1,0.304
-2.0699,-0.9326,0,-0.9563
0.586,1.2048,1,0.423
0.0644,0.4968,0,-0.4218
-0.2341,0.0176,1,-2.7847
-0.3245,-0.1042,1,1.7887
-0.4191,0.4884,0,-1.1545
0.432,0.295,0,2.0163
-0.6492,-0.9281,0,-0.0148
1.0162,0.1773,0,1.3052
-0.7234,-0.0636,0,1.5448
0.9591,1.5497,1,0.927
-0.2065,0.2301,0,0.327
1.213,0.9504,0,0.1778
1.013,1.4483,1,0.2267
0.4739,-0.0481,0,-1.3017
0.8993,0.7044,0,-0.6678
-1.4114,0.2505,1,-1.916
-1.144,-0.0912,1,-0.3991
-0.0854,-0.1872,1,-1.4509
0.7935,0.9348,0,0.6187
-0.324,0.8656,1,-2.1813
0.3695,0.1156,0,-0.2666
1.4397,0.7462,1,0.2291
-0.4767,-0.6018,0,0.269
0.1618,0.3801,1,-1.5736
0.247,0.0211,1,1.3739
-0.3112,0.7046,1,-0.0068
-0.5351,-0.0442,0,-0.4657
-0.8983,-0.1075,1,-1.1077
-0.3847,0.139,1,-0.1364
-0.2738,-0.2065,0,-1.5668
-0.6849,0.004,1,0.0985
-0.9447,-1.0995,0,-1.7661
0.1183,0.5926,1,-0.5543
-0.9161,-0.1557,1,-0.3746
-0.9195,-1.0938,0,-0.7683
-0.8052,-0.3897,0,-0.5951
0.2058,1.119,1,-0.5884
1.5059,0.3395,0,-0.0036
-1.4639,-0.0868,1,1.0002
-0.1417,-0.6433,0,1.3981
0.7057,0.8646,1,1.0007
1.3337,0.2575,0,1.3831
0.2881,0.006,1,1.0762
-0.3321,0.1843,1,-0.0637
-0.597,0.1726,1,-0.313
-0.0179,1.3922,1,1.7956
-0.202,0.3019,1,0.0322
-0.541,0.5304,1,-1.1138
-0.7919,-0.3829,1,0.5373
0.0643,0.2201,0,1.6676
-0.2976,0.3289,0,0.8658
-0.218,-0.1517,0,-0.1902
-0.673,-0.5152,0,1.1777
-0.1344,-0.2917,1,-1.0465
0.1115,0.5457,1,0.4272
-0.2446,-0.4998,0,-0.2772
-0.2051,0.5161,1,-0.6717
0.621,1.1481,1,-0.7781
-0.4029,-0.1523,0,0.2024
0.5676,-0.2466,0,-0.002
-0.2694,-0.3507,1,1.019
0.0882,-0.276,0,-0.9996
0.052,0.9324,1,2.8194
0.1092,-0.3728,0,0.2589
0.3702,1.181,1,0.3801
-0.0621,0.857,1,0.8125
0.5757,0.811,1,-1.5241
-0.1165,-0.0259,0,2.066
-0.5216,0.1325,1,-0.6556
0.7661,0.9178,0,0.9769
-0.5689,-0.5177,0,0.5125
-0.3101,-0.9797,0,-0.334
0.5611,0.5609,1,0.7722
-0.7547,0.2269,1,-0.1452
0.0517,0.4215,0,0.4018
-0.8634,-1.0445,0,0.6905
-0.1486,0.8171,1,0.0364
-0.4912,-0.1168,1,0.3114
0.7668,-0.2837,0,-0.5672
0.3416,0.5395,0,-0.8927
-0.0963,-0.8361,0,0.9166
-1.098,-0.4251,0,-0.7912
-0.7522,-0.0016,1,1.5212
0.296,0.167,0,-0.9027
-0.0636,1.0469,1,0.0301
-0.7262,-0.3073,1,0.6422
1.0269,0.2041,0,1.1576
-0.3014,-0.4553,0,0.1875
-0.4365,-0.4943,0,2.0871
-1.1352,-0.5323,1,-1.6158
0.0117,-0.5435,0,-2.1708
-0.7739,0.5652,1,-1.5182
0.5944,0.484,1,-1.551
0.7379,0.6062,0,-1.2696
1.7433,0.8679,0,-0.5663
0.3671,0.2892,0,-0.5323
0.3364,0.9523,1,-0.433
-0.1955,-0.0617,0,-1.2161
1.4578,1.21,1,-0.0022
-0.2254,-0.3553,0,0.7786
-0.5349,-0.6969,0,-0.491
-0.4704,0.6479,1,-0.2888
-0.6154,-0.1703,1,0.9676
0.6446,0.5827,0,0.8141
-0.3692,0.0105,0,-0.4848
1.5508,1.4677,1,1.1982
-0.9552,0.0778,1,-0.3204
0.6908,0.9893,1,0.6129
0.2642,0.6221,1,-1.191
-0.8024,-0.2913,1,-0.7917
-0.7571,-0.1684,1,-1.2334
-0.4178,0.5345,0,-0.056
1.2525,1.9296,1,-0.5161
0.994,0.3902,0,-0.7903
0.5688,0.6965,1,0.2447
0.8883,0.5044,0,0.9293
0.3085,0.0515,0,-0.1675
0.5189,1.119,1,0.2115
-0.8258,0.5712,1,-0.0881
0.2199,0.6715,1,-0.974
-0.3892,-0.1827,0,-0.4674
-0.0713,0.3583,1,1.3813
-0.1432,-0.8527,0,-0.3903
-0.3005,-0.2191,0,1.9744
-0.3155,1.1653,0,-0.4987
1.0231,-0.2551,0,-0.7209
0.592,0.1371,1,2.0844
0.5217,1.0245,1,1.3768
0.6265,0.8107,1,-0.5839
1.4661,1.3236,1,-0.1617
-0.128,0.2551,0,-2.1621
0.4504,0.1328,0,0.6719
0.3906,-0.5183,0,-0.5718
0.6331,-0.264,0,-0.1135
-1.1962,-0.3455,1,-1.2008
0.6788,0.4719,1,1.1804
0.1031,0.3344,1,-0.7272
0.0366,0.6614,0,0.3741
0.5437,1.6798,1,-0.1363
1.426,1.6147,1,1.4899
0.2189,0.6802,0,0.8184
-0.7747,-0.233,1,0.096
0.8345,-0.104,0,-0.2179
0.3562,0.4978,0,-1.1023
0.5862,0.3608,0,-1.6887
