running_var,treated,y,near_cutoff
0.8265,1,0.4212,0
0.6432,1,0.254,1
0.9944,1,0.4064,0
0.9578,1,0.6436,0
0.0211,0,-0.1036,0
0.5564,1,0.343,1
0.8149,1,0.466,0
0.8615,1,0.3383,0
0.2204,0,0.0026,1
0.6714,1,0.2664,1
0.3995,0,0.0004,1
0.9723,1,0.6145,0
0.1901,0,0.0046,0
0.4955,0,0.1477,1
0.6306,1,0.2312,1
0.5658,1,0.3653,1
0.7683,1,0.3113,1
0.5788,1,0.4126,1
0.6101,1,0.224,1
0.8376,1,0.5949,0
0.1145,0,-0.0357,0
0.7853,1,0.4239,1
0.4947,0,0.1899,1
0.6898,1,0.462,1
0.6233,1,0.163,1
0.35,0,-0.0061,1
0.3131,0,0.0495,1
0.161,0,0.1828,0
0.1791,0,0.0303,0
0.2314,0,0.2722,1
0.1071,0,0.277,0
0.6128,1,0.3297,1
0.3477,0,0.3601,1
0.7327,1,0.3277,1
0.9921,1,0.4767,0
0.5681,1,0.3635,1
0.3994,0,0.2867,1
0.2902,0,0.2177,1
0.2631,0,0.0734,1
0.2259,0,-0.0019,1
0.4495,0,0.1819,1
0.1919,0,0.1342,0
0.177,0,0.2036,0
0.0175,0,0.2022,0
0.3434,0,0.0719,1
0.0307,0,-0.055,0
0.2248,0,0.1254,1
0.4629,0,-0.0152,1
0.1129,0,0.2217,0
0.4034,0,0.0237,1
0.7186,1,0.3797,1
0.2465,0,-0.0872,1
0.0062,0,-0.0828,0
0.0014,0,0.0773,0
0.7492,1,0.2598,1
0.678,1,0.3069,1
0.978,1,0.6466,0
0.4489,0,0.1921,1
0.6549,1,0.3023,1
0.6721,1,0.1867,1
0.1666,0,0.1992,0
0.1972,0,0.2632,0
0.7192,1,0.0994,1
0.0804,0,-0.1434,0
0.0556,0,0.1193,0
0.9843,1,0.3643,0
0.5871,1,0.4411,1
0.2808,0,0.018,1
0.6233,1,0.4997,1
0.8482,1,0.2402,0
0.4103,0,0.0908,1
0.8087,1,0.3598,0
0.6793,1,0.4368,1
0.2653,0,0.0808,1
0.3877,0,0.0844,1
0.7163,1,0.3208,1
0.8919,1,0.1855,0
0.0232,0,-0.0463,0
0.4755,0,0.0463,1
0.3813,0,0.1728,1
0.8168,1,0.3178,0
0.7816,1,0.4694,1
0.929,1,0.3704,0
0.6843,1,0.3343,1
0.9675,1,0.4389,0
0.9997,1,0.3716,0
0.6323,1,0.352,1
0.0355,0,-0.172,0
0.2693,0,0.1359,1
0.2664,0,0.0983,1
0.7782,1,0.4426,1
0.7042,1,0.5012,1
0.243,0,0.3066,1
0.175,0,0.0174,0
0.3192,0,0.0052,1
0.188,0,0.0056,0
0.9785,1,0.6223,0
0.1355,0,-0.0778,0
0.4963,0,0.4557,1
0.5497,1,0.3305,1
0.7435,1,0.4156,1
0.4563,0,0.3237,1
