running_var,treated,y,near_cutoff
0.0721,0,0.029,0
0.1699,0,0.0994,0
0.0272,0,0.1084,0
0.4949,0,-0.0204,1
0.1205,0,0.0571,0
0.5106,1,0.2834,1
0.1007,0,-0.1152,0
0.1935,0,0.2421,0
0.0548,0,0.3951,0
0.0649,0,0.2548,0
0.8714,1,0.6123,0
0.6312,1,0.4373,1
0.1789,0,0.1017,0
0.5526,1,0.4176,1
0.7125,1,0.4872,1
0.2011,0,0.2914,1
0.4304,0,0.0776,1
0.6712,1,0.4081,1
0.5909,1,0.5814,1
0.5688,1,0.2277,1
0.9459,1,0.3644,0
0.869,1,0.3322,0
0.9245,1,0.3856,0
0.71,1,0.5909,1
0.6135,1,0.7499,1
0.2288,0,-0.0783,1
0.9012,1,0.1625,0
0.4344,0,0.0209,1
0.2573,0,0.0961,1
0.5072,1,0.2545,1
0.584,1,0.4375,1
0.454,0,0.1137,1
0.2361,0,0.2638,1
0.1076,0,0.1128,0
0.9945,1,-0.0208,0
0.081,0,-0.1979,0
0.4933,0,0.0898,1
0.2469,0,-0.2299,1
0.3257,0,0.189,1
0.0469,0,0.1909,0
0.5223,1,0.3875,1
0.7302,1,0.3504,1
0.1998,0,0.023,0
0.5879,1,0.2084,1
0.5714,1,0.3329,1
0.4221,0,-0.0929,1
0.8695,1,0.3481,0
0.7418,1,0.255,1
0.9742,1,0.3271,0
0.1843,0,0.4888,0
0.5458,1,0.2864,1
0.1654,0,0.1304,0
0.8112,1,0.4025,0
0.3686,0,-0.1082,1
0.6864,1,0.4372,1
0.0263,0,-0.2671,0
0.1526,0,0.0901,0
0.2197,0,0.1211,1
0.7596,1,0.3683,1
0.1185,0,-0.1818,0
0.8886,1,0.5779,0
0.5784,1,0.6448,1
0.1025,0,-0.3991,0
0.8456,1,0.2759,0
0.4778,0,-0.0686,1
0.3436,0,-0.0301,1
0.5865,1,0.2745,1
0.0337,0,-0.0318,0
0.651,1,0.7395,1
0.9227,1,0.3846,0
0.6584,1,0.4733,1
0.4099,0,0.1712,1
0.0182,0,0.0125,0
0.4696,0,0.3143,1
0.472,0,0.0839,1
0.5901,1,0.5352,1
0.751,1,0.7514,1
0.1986,0,-0.1281,0
0.7761,1,0.6018,1
0.106,0,0.0896,0
0.9128,1,0.5188,0
0.6882,1,0.3469,1
0.9199,1,0.6301,0
0.4361,0,-0.1744,1
0.6855,1,0.3557,1
0.8465,1,0.1852,0
0.1572,0,-0.3322,0
0.788,1,0.6272,1
0.848,1,0.1525,0
0.8878,1,0.7566,0
0.2791,0,0.1767,1
0.0319,0,0.0369,0
0.2612,0,-0.0806,1
0.6893,1,0.5617,1
0.1966,0,0.2725,0
0.4581,0,0.1486,1
0.4216,0,0.44,1
0.5543,1,0.3276,1
0.0044,0,-0.0678,0
0.6746,1,0.4236,1
0.7357,1,0.7347,1
0.0025,0,-0.1614,0
0.8837,1,0.6598,0
0.52,1,0.4464,1
0.8394,1,0.5572,0
0.6373,1,0.3264,1
0.7548,1,0.2864,1
0.5523,1,0.4143,1
0.7355,1,0.2741,1
0.161,0,0.0844,0
0.0934,0,-0.0145,0
0.8562,1,0.553,0
0.6746,1,0.5269,1
0.0845,0,0.2093,0
0.4726,0,0.1178,1
0.2631,0,0.2613,1
0.4956,0,0.3941,1
0.2451,0,-0.1794,1
0.7938,1,0.4869,1
0.9219,1,0.1513,0
0.7592,1,0.6325,1
0.1073,0,0.4961,0
0.4667,0,0.1876,1
0.6364,1,0.299,1
0.7514,1,0.4169,1
0.6573,1,0.2759,1
0.274,0,-0.1591,1
0.3802,0,-0.329,1
0.0858,0,-0.141,0
0.3647,0,0.0389,1
0.8094,1,0.31,0
0.2633,0,0.0713,1
0.5105,1,0.3397,1
0.2946,0,-0.0751,1
0.4443,0,0.1191,1
0.6135,1,0.3679,1
0.0079,0,-0.0581,0
0.5395,1,0.4797,1
0.713,1,0.9123,1
0.3518,0,0.269,1
0.2066,0,0.0214,1
0.9993,1,0.2926,0
0.4432,0,0.6419,1
0.5116,1,0.4573,1
0.2347,0,0.0617,1
0.8135,1,0.5777,0
0.7921,1,0.4757,1
0.1533,0,0.2009,0
0.5338,1,0.3688,1
0.7659,1,0.2259,1
0.3605,0,0.0611,1
0.1556,0,-0.2159,0
0.5934,1,0.4794,1
0.7279,1,0.5095,1
0.4227,0,0.2874,1
0.7298,1,0.6047,1
0.6652,1,-0.1311,1
0.2256,0,0.0094,1
0.9093,1,0.4021,0
0.6443,1,0.2672,1
0.945,1,0.4663,0
0.7346,1,0.1767,1
0.86,1,0.6784,0
0.6035,1,-0.0064,1
0.9547,1,0.1814,0
0.3161,0,-0.1389,1
0.7506,1,0.517,1
0.9292,1,0.3081,0
0.3777,0,0.3279,1
0.793,1,0.1688,1
0.3284,0,0.0762,1
0.9228,1,0.514,0
0.9497,1,0.5381,0
0.5823,1,0.1295,1
0.8846,1,0.4552,0
0.4789,0,-0.282,1
0.9831,1,0.9924,0
0.6211,1,0.5719,1
0.4839,0,0.3282,1
0.317,0,0.036,1
0.45,0,0.1057,1
0.2068,0,0.1866,1
0.0696,0,-0.0319,0
0.6217,1,0.4765,1
0.1889,0,0.3462,0
0.0684,0,-0.1955,0
0.8064,1,0.6173,0
0.1372,0,-0.1443,0
0.2168,0,-0.1247,1
0.2028,0,0.0522,1
0.803,1,0.5099,0
0.0461,0,-0.3232,0
0.9039,1,0.6963,0
0.9454,1,0.2462,0
0.44,0,-0.3751,1
0.3045,0,-0.0257,1
0.6786,1,0.1467,1
0.8941,1,0.4495,0
0.1772,0,0.0922,0
0.2927,0,-0.1857,1
0.1777,0,0.0067,0
0.1628,0,0.2531,0
0.3563,0,0.5251,1
0.1521,0,-0.0168,0
0.8859,1,0.5019,0
0.9409,1,0.2834,0
0.4124,0,0.0744,1
0.6334,1,0.6,1
0.7146,1,0.3049,1
0.705,1,0.2298,1
0.6789,1,0.3526,1
0.3408,0,-0.0638,1
0.4344,0,-0.0188,1
0.067,0,0.0568,0
0.3917,0,-0.0643,1
0.3109,0,-0.4135,1
0.6042,1,0.24,1
0.8845,1,0.3132,0
0.2847,0,0.0874,1
0.5879,1,0.4557,1
0.9648,1,0.4762,0
0.4758,0,-0.0114,1
0.4004,0,0.162,1
0.5534,1,0.4784,1
0.9066,1,0.3067,0
0.0653,0,-0.0342,0
0.5563,1,0.7084,1
0.2736,0,0.2133,1
0.9016,1,0.7223,0
0.1839,0,0.0955,0
0.3591,0,-0.0237,1
0.1884,0,0.1952,0
0.2673,0,-0.0063,1
0.9582,1,0.2058,0
0.085,0,-0.1469,0
0.5649,1,0.4239,1
0.0065,0,-0.0191,0
0.4395,0,0.061,1
0.2155,0,-0.0165,1
0.8704,1,0.4248,0
0.174,0,0.2986,0
0.4207,0,-0.2422,1
0.902,1,0.4995,0
0.4528,0,0.3591,1
0.7474,1,0.447,1
0.2552,0,0.1701,1
0.7668,1,0.6255,1
0.6261,1,0.1943,1
0.5186,1,0.3642,1
0.4513,0,-0.1039,1
0.7135,1,0.5466,1
0.0904,0,0.3465,0
0.2805,0,0.2124,1
0.2822,0,-0.113,1
0.3436,0,0.6102,1
0.8516,1,0.6489,0
0.6589,1,0.2198,1
0.9692,1,0.5048,0
0.2646,0,-0.0128,1
0.9462,1,0.4706,0
0.306,0,0.2636,1
0.262,0,0.0009,1
0.4199,0,-0.1029,1
0.2623,0,-0.1864,1
0.6548,1,0.372,1
0.3783,0,0.2775,1
0.7401,1,0.0683,1
0.4361,0,0.1151,1
0.8483,1,0.4361,0
0.6328,1,0.2301,1
0.0879,0,-0.2316,0
0.036,0,0.0481,0
0.3335,0,0.1655,1
0.1056,0,0.019,0
0.8567,1,0.4358,0
0.677,1,0.3136,1
0.329,0,0.0616,1
0.6694,1,0.7491,1
0.8765,1,0.4886,0
0.3518,0,0.2631,1
0.7536,1,0.2305,1
0.2316,0,-0.1059,1
0.5408,1,0.3669,1
0.3724,0,-0.0288,1
0.5195,1,0.1405,1
0.084,0,-0.1379,0
0.8997,1,0.3441,0
0.855,1,0.8779,0
0.4976,0,0.5355,1
0.1938,0,0.2994,0
0.051,0,0.2499,0
0.6257,1,0.5329,1
0.5203,1,0.0497,1
0.1413,0,0.203,0
0.2737,0,-0.2498,1
0.4265,0,0.438,1
0.7586,1,0.5104,1
0.0481,0,-0.1452,0
0.5531,1,0.4277,1
0.414,0,-0.0787,1
0.9571,1,0.433,0
0.2463,0,0.0593,1
0.6344,1,0.3042,1
0.1227,0,0.3956,0
0.8293,1,0.5539,0
0.1028,0,0.1472,0
0.8744,1,0.3448,0
0.2748,0,0.032,1
0.4453,0,0.3348,1
0.1718,0,-0.0525,0
0.3456,0,0.0001,1
0.332,0,0.1256,1
0.4744,0,0.1976,1
0.295,0,0.0278,1
0.1384,0,-0.0334,0
0.4557,0,-0.1284,1
0.0295,0,0.1579,0
0.0123,0,-0.133,0
0.6963,1,0.3796,1
0.6071,1,-0.1371,1
0.3539,0,0.2472,1
0.4647,0,0.3543,1
0.5523,1,0.4907,1
0.2115,0,0.2156,1
0.8436,1,0.382,0
0.6079,1,0.7331,1
0.5332,1,0.294,1
0.4454,0,0.4298,1
0.0555,0,-0.0815,0
0.8615,1,0.8061,0
0.3687,0,0.1233,1
0.73,1,0.219,1
0.774,1,-0.0133,1
0.2236,0,-0.0306,1
0.6319,1,0.5616,1
0.1185,0,-0.122,0
0.2308,0,-0.2418,1
0.5948,1,0.3211,1
0.7335,1,0.7346,1
0.2168,0,0.3972,1
0.1982,0,-0.5954,0
0.8626,1,0.5562,0
0.6901,1,0.4827,1
0.4067,0,-0.1661,1
0.6296,1,0.3621,1
0.9355,1,0.8242,0
0.9563,1,0.5404,0
0.172,0,0.3079,0
0.342,0,-0.1596,1
0.481,0,0.3232,1
0.8709,1,0.4241,0
0.2202,0,-0.003,1
0.4506,0,-0.0293,1
0.0669,0,-0.0999,0
0.3318,0,0.1049,1
0.769,1,0.2997,1
0.8822,1,0.6212,0
0.2294,0,-0.3527,1
0.4453,0,0.3242,1
0.5117,1,-0.0114,1
0.02,0,-0.1683,0
0.6364,1,0.5509,1
0.2388,0,0.2589,1
0.5762,1,0.435,1
0.7131,1,0.5868,1
0.5366,1,0.3985,1
0.1589,0,0.0108,0
0.0421,0,-0.0606,0
0.3614,0,0.0857,1
0.2112,0,0.0769,1
0.2059,0,0.0083,1
0.8635,1,0.2718,0
0.5941,1,0.0486,1
0.4435,0,-0.0535,1
0.6077,1,0.5647,1
0.3785,0,0.0665,1
0.4017,0,0.0148,1
0.1731,0,0.2396,0
0.6222,1,0.3488,1
0.3264,0,0.1826,1
0.1259,0,-0.0386,0
0.1919,0,-0.004,0
0.5599,1,0.1238,1
0.5044,1,0.3271,1
0.0939,0,-0.1248,0
0.4648,0,-0.0432,1
0.4102,0,0.1515,1
0.886,1,0.462,0
0.7577,1,0.2519,1
0.3275,0,0.039,1
0.0425,0,-0.0136,0
0.6134,1,0.5959,1
0.7634,1,0.0948,1
0.8733,1,0.6874,0
0.7244,1,0.5949,1
0.9628,1,0.4721,0
0.7898,1,0.5056,1
0.4123,0,0.2267,1
0.418,0,-0.1536,1
0.3931,0,0.1681,1
