running_var,treated,y,near_cutoff
0.8395,1,0.3456,0
0.3581,0,-0.0625,1
0.1659,0,-0.0031,0
0.3722,0,-0.0589,1
0.9009,1,0.3356,0
0.7205,1,0.5448,1
0.5181,1,0.2102,1
0.9844,1,0.4374,0
0.3221,0,0.0179,1
0.568,1,0.2431,1
0.4859,0,0.0648,1
0.6187,1,0.0538,1
0.0524,0,0.3757,0
0.8389,1,0.4381,0
0.0101,0,0.3591,0
0.4492,0,0.2619,1
0.0636,0,-0.3372,0
0.2082,0,0.1358,1
0.684,1,0.3203,1
0.7647,1,0.2998,1
0.3554,0,0.0422,1
0.9546,1,0.6679,0
0.8226,1,0.1424,0
0.5452,1,0.2293,1
0.8622,1,0.4734,0
0.6373,1,0.1815,1
0.7017,1,0.3674,1
0.9239,1,0.6142,0
0.9075,1,0.5147,0
0.9094,1,0.0056,0
0.854,1,0.2225,0
0.9061,1,0.215,0
0.5472,1,0.4117,1
0.6973,1,0.2283,1
0.3972,0,0.1271,1
0.3592,0,-0.004,1
0.0444,0,-0.0162,0
0.7454,1,0.7019,1
0.7526,1,0.8102,1
0.6795,1,0.3771,1
0.0984,0,-0.1725,0
0.7616,1,0.3929,1
0.8662,1,0.6856,0
0.881,1,0.436,0
0.2648,0,-0.2546,1
0.2648,0,0.0463,1
0.9541,1,0.1428,0
0.1809,0,-0.1364,0
0.6747,1,0.2974,1
0.5085,1,0.1043,1
0.2864,0,0.1815,1
0.7166,1,0.5255,1
0.3141,0,-0.1603,1
0.8904,1,0.5802,0
0.9305,1,0.5684,0
0.8647,1,0.3963,0
0.1987,0,0.1246,0
0.974,1,0.5337,0
0.331,0,0.3068,1
0.5307,1,-0.0566,1
0.8656,1,0.5624,0
0.5247,1,0.5017,1
0.2942,0,0.1329,1
0.274,0,0.2522,1
0.4985,0,-0.2464,1
0.6581,1,0.4885,1
0.6308,1,0.0692,1
0.0013,0,0.1982,0
0.7466,1,0.7399,1
0.3655,0,0.4452,1
0.9982,1,0.7348,0
0.2102,0,0.0181,1
0.8239,1,0.593,0
0.3807,0,0.0708,1
0.43,0,0.419,1
0.7334,1,0.4392,1
0.7318,1,-0.1382,1
0.5102,1,0.4416,1
0.2187,0,-0.24,1
0.836,1,0.7483,0
0.7011,1,0.4973,1
0.9352,1,0.375,0
0.5758,1,0.6485,1
0.3111,0,0.1408,1
0.8629,1,0.201,0
0.0134,0,0.0597,0
0.5069,1,0.6201,1
0.6528,1,0.4118,1
0.9642,1,0.0285,0
0.5548,1,0.3484,1
0.5422,1,0.3779,1
0.6568,1,0.3458,1
0.5373,1,-0.2352,1
0.3864,0,-0.0392,1
0.4148,0,0.2273,1
0.0586,0,0.3316,0
0.4142,0,-0.0583,1
0.167,0,-0.1113,0
0.6557,1,0.1421,1
0.4892,0,0.265,1
0.1465,0,0.1627,0
0.2774,0,0.2031,1
0.1037,0,-0.0558,0
0.3915,0,-0.0074,1
0.8438,1,0.4903,0
0.9036,1,0.6746,0
0.7564,1,0.3981,1
0.8194,1,0.4519,0
0.9922,1,0.2503,0
0.6744,1,0.1003,1
0.0472,0,0.1333,0
0.2445,0,-0.0065,1
0.3893,0,0.1192,1
0.2878,0,0.2537,1
0.2451,0,0.1749,1
0.5923,1,0.1854,1
0.0195,0,0.1542,0
0.276,0,0.2806,1
0.3674,0,0.3987,1
0.6131,1,0.2521,1
0.098,0,-0.0014,0
0.227,0,-0.1159,1
0.9484,1,0.5682,0
0.2273,0,0.2509,1
0.7097,1,0.3595,1
0.8143,1,0.6864,0
0.7373,1,0.4201,1
0.224,0,-0.0821,1
0.1154,0,0.0687,0
0.9331,1,0.3661,0
0.1843,0,0.1634,0
0.0006,0,0.5202,0
0.0333,0,0.3157,0
0.9296,1,0.634,0
0.8533,1,0.1092,0
0.1047,0,0.3153,0
0.9858,1,0.5705,0
0.2208,0,0.3552,1
0.5334,1,-0.0556,1
0.7194,1,0.1969,1
0.5024,1,0.4123,1
