running_var,treated,y,near_cutoff
0.6441,1,0.3445,1
0.6023,1,0.6694,1
0.9538,1,0.7233,0
0.0072,0,-0.227,0
0.7125,1,0.7519,1
0.1931,0,0.0925,0
0.7783,1,0.4725,1
0.4433,0,0.2246,1
0.2478,0,0.2058,1
0.4312,0,-0.0715,1
0.3022,0,0.2286,1
0.7628,1,0.3944,1
0.612,1,0.7314,1
0.1867,0,-0.2725,0
0.0194,0,-0.0309,0
0.7905,1,0.3528,1
0.6875,1,0.4566,1
0.8731,1,0.4464,0
0.3361,0,0.0296,1
0.7305,1,0.1853,1
0.6843,1,0.3602,1
0.4816,0,0.2601,1
0.439,0,0.1906,1
0.1214,0,0.0127,0
0.0087,0,-0.1003,0
0.8604,1,0.37,0
0.4702,0,-0.0026,1
0.272,0,0.0102,1
0.7166,1,0.4838,1
0.9495,1,0.5409,0
0.3598,0,0.0052,1
0.6318,1,0.2105,1
0.2005,0,0.2853,1
0.0149,0,-0.0649,0
0.4905,0,0.007,1
0.1886,0,0.0799,0
0.578,1,0.3344,1
0.3982,0,0.3006,1
0.1347,0,-0.0707,0
0.725,1,0.2689,1
0.8767,1,0.4755,0
0.3967,0,0.0964,1
0.8121,1,0.3704,0
0.8035,1,0.3937,0
0.7529,1,0.5244,1
0.5257,1,0.5542,1
0.5883,1,0.2087,1
0.9182,1,0.4562,0
0.2164,0,0.161,1
0.6232,1,0.5503,1
0.9731,1,0.6967,0
0.2849,0,-0.1181,1
0.3539,0,0.07,1
0.854,1,0.5315,0
0.3243,0,-0.0675,1
0.9381,1,0.5051,0
0.9004,1,0.2352,0
0.004,0,-0.1511,0
0.4512,0,-0.1223,1
0.299,0,-0.0225,1
0.243,0,-0.34,1
0.271,0,0.1963,1
0.4251,0,0.1585,1
0.2648,0,0.0552,1
0.3035,0,-0.0704,1
0.8053,1,0.1397,0
0.7258,1,0.4879,1
0.025,0,-0.1484,0
0.426,0,0.0926,1
0.382,0,0.2223,1
0.4021,0,-0.1507,1
0.1972,0,0.0711,0
0.8922,1,0.4826,0
0.9373,1,1.0281,0
0.8125,1,0.3785,0
0.5593,1,0.068,1
0.7108,1,0.3315,1
0.1777,0,-0.2077,0
0.2246,0,0.2714,1
0.398,0,0.3553,1
0.4948,0,0.1074,1
0.7173,1,0.5119,1
0.1479,0,0.0713,0
0.7135,1,0.4051,1
0.9482,1,0.3095,0
0.6198,1,0.4998,1
0.1009,0,0.0543,0
0.8944,1,0.8556,0
0.2988,0,0.0783,1
0.9002,1,0.5573,0
0.3364,0,0.1288,1
0.8402,1,0.3952,0
0.8133,1,0.489,0
0.2734,0,0.0522,1
0.5001,1,0.1832,1
0.0089,0,0.1595,0
0.6394,1,0.325,1
0.2183,0,0.1878,1
0.6053,1,0.4021,1
0.7271,1,0.4918,1
0.1741,0,0.0757,0
0.0398,0,0.2237,0
0.3477,0,0.298,1
0.5192,1,0.3844,1
0.8801,1,0.6227,0
0.8402,1,0.4872,0
0.9459,1,0.553,0
0.9665,1,0.8061,0
0.1049,0,0.0013,0
0.1808,0,0.2082,0
0.0657,0,0.0956,0
0.9083,1,0.483,0
0.9119,1,0.5295,0
0.0167,0,0.0415,0
0.808,1,0.5014,0
0.2962,0,0.1462,1
0.1013,0,0.0556,0
0.9015,1,0.5425,0
0.244,0,0.2229,1
0.4878,0,0.3018,1
0.2848,0,0.1809,1
0.671,1,0.6815,1
0.9903,1,0.471,0
0.1101,0,-0.1308,0
0.0254,0,0.0226,0
0.0297,0,-0.0905,0
0.2061,0,0.258,1
0.5719,1,-0.011,1
0.3527,0,0.0279,1
0.0342,0,-0.2637,0
0.7452,1,0.4723,1
0.2867,0,-0.085,1
0.9956,1,0.5265,0
0.6003,1,0.6327,1
0.8564,1,0.462,0
0.9803,1,0.6725,0
0.8352,1,0.633,0
0.475,0,0.2775,1
0.5184,1,0.1188,1
0.9375,1,0.7164,0
0.7396,1,0.3986,1
0.4143,0,0.2155,1
0.1351,0,0.0679,0
0.9945,1,0.4,0
0.8027,1,0.321,0
0.9116,1,0.8381,0
0.7945,1,0.3009,1
0.0675,0,0.0249,0
0.8936,1,0.7699,0
0.2177,0,-0.0129,1
0.1186,0,0.2593,0
0.0599,0,0.107,0
0.4209,0,0.3436,1
0.6871,1,0.6958,1
0.4749,0,0.1458,1
0.4329,0,-0.2045,1
0.8917,1,0.186,0
0.2123,0,0.0877,1
0.2422,0,-0.0289,1
0.1494,0,-0.0017,0
0.9597,1,0.6404,0
0.949,1,0.2568,0
0.0787,0,-0.0307,0
0.5379,1,0.1087,1
0.1474,0,-0.2285,0
0.6645,1,0.5526,1
0.1752,0,0.1064,0
0.3921,0,-0.1423,1
0.9051,1,0.5774,0
0.5335,1,-0.0381,1
0.3681,0,-0.0013,1
0.302,0,0.2807,1
0.4429,0,-0.0618,1
0.4157,0,0.1724,1
0.7186,1,0.5172,1
0.7772,1,0.3607,1
0.0564,0,-0.0569,0
0.3756,0,-0.0399,1
0.2843,0,0.2173,1
0.0635,0,-0.094,0
0.7116,1,0.3291,1
0.8138,1,0.3141,0
0.4139,0,0.5185,1
0.5186,1,0.6201,1
0.4906,0,0.2113,1
0.861,1,0.5132,0
0.1075,0,0.2467,0
0.4269,0,0.0182,1
0.3447,0,-0.0505,1
0.3737,0,0.2872,1
0.5276,1,0.6672,1
0.9227,1,0.4014,0
0.3182,0,0.1478,1
0.2565,0,0.1687,1
0.3426,0,0.1311,1
0.1475,0,0.1142,0
0.1874,0,0.0379,0
0.9699,1,0.1245,0
0.692,1,0.4149,1
0.7197,1,0.5544,1
0.0534,0,0.0945,0
0.0346,0,-0.0554,0
0.258,0,0.2311,1
0.0532,0,0.0192,0
0.235,0,0.1317,1
0.7792,1,0.3641,1
0.7888,1,0.3981,1
0.0504,0,0.0563,0
0.6128,1,0.4122,1
0.1386,0,-0.0053,0
0.6579,1,0.3443,1
0.4228,0,-0.2194,1
0.3806,0,-0.07,1
0.8457,1,0.4542,0
0.3584,0,0.0882,1
0.3997,0,0.1748,1
0.1623,0,0.2385,0
0.6749,1,0.3479,1
0.7756,1,0.2669,1
0.1926,0,0.2801,0
0.6279,1,0.4747,1
0.0983,0,-0.0551,0
0.8079,1,0.1978,0
0.2429,0,0.4297,1
0.8405,1,0.4362,0
0.61,1,0.4619,1
0.8346,1,0.3293,0
0.4976,0,-0.0142,1
0.2648,0,0.2665,1
0.9263,1,0.4282,0
0.6852,1,0.3399,1
0.5942,1,0.4047,1
0.2743,0,0.0876,1
0.5447,1,0.5421,1
0.0396,0,-0.0066,0
0.8484,1,0.5646,0
0.6168,1,0.3033,1
0.3832,0,-0.0269,1
0.0667,0,-0.1199,0
0.812,1,0.3503,0
0.705,1,0.6806,1
0.659,1,0.3345,1
0.6535,1,0.3324,1
0.2063,0,0.1735,1
0.3471,0,0.2099,1
0.5864,1,0.2315,1
0.4962,0,0.1159,1
0.8456,1,0.0993,0
0.3532,0,0.1833,1
0.9232,1,0.5978,0
0.2529,0,0.1719,1
0.9589,1,0.8094,0
0.9717,1,0.5803,0
0.1636,0,0.0625,0
0.5139,1,0.4006,1
0.4448,0,0.0443,1
0.3555,0,0.4196,1
0.2376,0,0.3398,1
0.8295,1,0.3858,0
0.7653,1,0.2762,1
0.49,0,0.1574,1
0.4248,0,0.1208,1
0.2224,0,0.0771,1
0.8218,1,0.497,0
0.1891,0,-0.2022,0
0.0624,0,-0.0165,0
0.2045,0,0.0823,1
0.3441,0,-0.0496,1
0.2133,0,0.2492,1
0.3203,0,0.0085,1
0.5525,1,0.3466,1
0.1391,0,0.2994,0
0.6734,1,0.1747,1
0.0955,0,0.0142,0
0.431,0,-0.0228,1
0.9816,1,0.5705,0
0.8475,1,0.543,0
0.0429,0,0.0194,0
0.694,1,0.2897,1
