running_var,treated,y,near_cutoff
0.9824,1,0.5293,0
0.3771,0,0.2106,1
0.0008,0,-0.0098,0
0.7288,1,0.5456,1
0.2449,0,0.1147,1
0.6317,1,0.344,1
0.4726,0,0.2083,1
0.6179,1,0.2663,1
0.349,0,0.1252,1
0.0781,0,-0.0026,0
0.9546,1,0.574,0
0.8735,1,0.5537,0
0.7322,1,0.3479,1
0.2145,0,-0.0321,1
0.9064,1,0.6385,0
0.1775,0,0.2512,0
0.3734,0,0.4244,1
0.9248,1,0.4309,0
0.3518,0,0.0362,1
0.0357,0,-0.1121,0
0.6583,1,0.3759,1
0.7743,1,0.2503,1
0.4391,0,0.079,1
0.7548,1,0.4396,1
0.671,1,0.2015,1
0.2951,0,0.1037,1
0.2071,0,0.1913,1
0.5207,1,0.3995,1
0.3016,0,0.1865,1
0.5943,1,0.2812,1
0.9865,1,0.3071,0
0.1775,0,0.1836,0
0.5719,1,0.4081,1
0.1803,0,0.0346,0
0.0061,0,-0.0025,0
0.9833,1,0.3677,0
0.7677,1,0.4681,1
0.1987,0,0.0937,0
0.2219,0,0.0984,1
0.0468,0,-0.0401,0
0.5768,1,0.4223,1
0.942,1,0.5205,0
0.2841,0,0.1196,1
0.4387,0,0.1258,1
0.2217,0,0.0566,1
0.9301,1,0.4459,0
0.9718,1,0.5025,0
0.4597,0,-0.0385,1
0.1782,0,0.057,0
0.775,1,0.4069,1
0.7035,1,0.6049,1
0.1271,0,-0.0923,0
0.9109,1,0.316,0
0.944,1,0.4021,0
0.0804,0,0.0554,0
0.0719,0,-0.0085,0
0.8766,1,0.2545,0
0.2407,0,-0.0853,1
0.4677,0,0.274,1
0.4697,0,0.3769,1
0.2102,0,0.1284,1
0.5307,1,0.339,1
0.1948,0,0.0838,0
0.9563,1,0.3937,0
0.0277,0,0.1636,0
0.6655,1,0.588,1
0.9274,1,0.3896,0
0.5327,1,0.4177,1
0.9088,1,0.4178,0
0.8347,1,0.5182,0
0.1749,0,0.015,0
0.1259,0,-0.0526,0
0.4352,0,0.1586,1
0.4206,0,-0.0398,1
0.9646,1,0.4859,0
0.509,1,0.3236,1
0.758,1,0.5017,1
0.036,0,0.0357,0
0.728,1,0.4217,1
0.8444,1,0.5605,0
0.3832,0,0.2094,1
0.4765,0,0.2448,1
0.5295,1,0.2338,1
0.2076,0,0.1425,1
0.3845,0,0.2997,1
0.4715,0,-0.057,1
0.1849,0,-0.0942,0
0.987,1,0.7155,0
0.3352,0,0.1508,1
0.4752,0,0.0688,1
0.1781,0,-0.0955,0
0.951,1,0.4067,0
0.7428,1,0.1747,1
0.0738,0,0.0614,0
0.5164,1,0.4625,1
0.4074,0,0.2868,1
0.7963,1,0.2182,1
0.1375,0,0.1084,0
0.271,0,0.0904,1
0.7523,1,0.5154,1
0.1013,0,-0.26,0
0.8114,1,0.4397,0
