running_var,treated,y,near_cutoff
0.4402,0,0.0508,1
0.4229,0,0.1262,1
0.4943,0,0.2257,1
0.4524,0,0.2513,1
0.1715,0,0.0325,0
0.2426,0,-0.0671,1
0.5362,1,0.0864,1
0.0252,0,0.0391,0
0.3007,0,-0.168,1
0.0025,0,0.2564,0
0.3085,0,0.2577,1
0.3105,0,0.307,1
0.4517,0,0.0985,1
0.7109,1,0.4005,1
0.6013,1,0.1752,1
0.9056,1,0.5752,0
0.0075,0,-0.2391,0
0.4816,0,0.1063,1
0.3554,0,-0.0392,1
0.9303,1,0.6768,0
0.3838,0,0.1722,1
0.844,1,0.4709,0
0.6581,1,0.3267,1
0.8653,1,0.5447,0
0.2433,0,0.299,1
0.2676,0,0.3117,1
0.4507,0,0.5213,1
0.4374,0,-0.0234,1
0.5675,1,0.2576,1
0.3196,0,0.2099,1
0.6712,1,0.3826,1
0.2664,0,0.1255,1
0.6449,1,0.1473,1
0.3247,0,0.2184,1
0.7101,1,0.3191,1
0.2754,0,0.1448,1
0.1481,0,0.0154,0
0.4916,0,-0.0178,1
0.2295,0,0.323,1
0.4134,0,0.2144,1
0.0647,0,0.0165,0
0.8047,1,0.2711,0
0.6216,1,0.4779,1
0.2369,0,0.1411,1
0.4121,0,-0.0135,1
0.9291,1,0.5273,0
0.2921,0,0.0707,1
0.2475,0,0.1371,1
0.4164,0,0.2036,1
0.7529,1,0.3059,1
0.4608,0,0.2063,1
0.4227,0,0.3447,1
0.4334,0,0.2331,1
0.4526,0,0.1374,1
0.3436,0,0.1118,1
0.1534,0,0.277,0
0.4167,0,0.3483,1
0.4566,0,-0.0231,1
0.6517,1,0.4512,1
0.8505,1,0.3961,0
0.9641,1,0.2824,0
0.2131,0,0.1884,1
0.9798,1,0.5575,0
0.141,0,-0.0464,0
0.8727,1,0.4033,0
0.2497,0,0.2507,1
0.7564,1,0.3461,1
0.6571,1,0.2873,1
0.1777,0,-0.1165,0
0.0212,0,0.0916,0
0.6843,1,0.1678,1
0.3937,0,-0.0996,1
0.5175,1,0.2997,1
0.107,0,-0.0618,0
0.7887,1,0.212,1
0.4925,0,-0.0179,1
0.6358,1,0.1204,1
0.0941,0,0.0511,0
0.1097,0,-0.1641,0
0.2413,0,-0.1146,1
0.1463,0,0.0203,0
0.2713,0,0.0464,1
0.4178,0,0.1398,1
0.1797,0,0.3439,0
0.7406,1,0.3044,1
0.653,1,-0.0712,1
0.501,1,0.46,1
0.7846,1,0.2211,1
0.4477,0,0.2403,1
0.4559,0,-0.0038,1
0.1639,0,0.0524,0
0.4974,0,0.0929,1
0.0909,0,-0.0462,0
0.6896,1,0.1167,1
0.993,1,0.3908,0
0.8273,1,0.2521,0
0.6885,1,0.4341,1
0.7936,1,0.7228,1
0.7908,1,0.4037,1
0.5934,1,0.6113,1
0.9372,1,0.1897,0
0.928,1,0.4845,0
0.4781,0,0.0812,1
0.7066,1,0.2795,1
0.7487,1,0.0948,1
0.1272,0,0.102,0
0.8218,1,0.5504,0
0.5259,1,0.3485,1
0.3227,0,-0.1428,1
0.4786,0,-0.0031,1
0.8993,1,0.3771,0
0.4321,0,0.2981,1
0.8148,1,0.2306,0
0.4023,0,0.2178,1
0.2817,0,0.273,1
0.0068,0,-0.0146,0
0.0577,0,0.0523,0
0.2598,0,0.0433,1
0.2916,0,-0.1152,1
0.2512,0,0.0809,1
0.2594,0,-0.06,1
0.4256,0,0.2642,1
0.5683,1,0.4846,1
0.6629,1,0.3814,1
0.0827,0,-0.0474,0
0.7325,1,0.4821,1
0.0738,0,-0.0871,0
0.3558,0,-0.2906,1
0.4341,0,-0.0219,1
0.0927,0,-0.0422,0
0.0663,0,-0.1561,0
0.378,0,0.3027,1
0.3683,0,-0.1233,1
0.7841,1,0.464,1
0.7058,1,0.3921,1
0.2536,0,-0.0991,1
0.4614,0,0.1321,1
0.8558,1,0.2653,0
0.542,1,0.3484,1
0.6822,1,0.3855,1
0.2621,0,-0.2027,1
0.4536,0,-0.1527,1
0.024,0,0.2222,0
0.5356,1,0.3937,1
0.5649,1,0.2513,1
0.6462,1,0.3172,1
0.5611,1,0.2735,1
0.7077,1,0.5298,1
0.4276,0,0.0575,1
0.8778,1,0.219,0
0.9512,1,0.3861,0
0.442,0,0.0042,1
0.553,1,0.3104,1
0.8296,1,0.6281,0
0.6157,1,0.147,1
0.1183,0,-0.1388,0
0.4838,0,0.2342,1
0.1461,0,-0.0959,0
0.4114,0,0.2801,1
0.926,1,0.5989,0
0.2321,0,0.1682,1
0.2238,0,0.2424,1
0.1338,0,0.171,0
0.1441,0,-0.0562,0
0.0761,0,0.3774,0
0.945,1,0.2586,0
0.2128,0,0.0575,1
0.883,1,0.398,0
0.4269,0,0.3625,1
0.0465,0,0.1056,0
0.1444,0,0.1481,0
0.5548,1,0.4374,1
0.6913,1,0.2708,1
0.4167,0,0.0073,1
0.9953,1,0.7629,0
0.0713,0,0.2427,0
0.8481,1,0.4125,0
0.825,1,0.3155,0
0.0517,0,0.0531,0
0.373,0,0.3084,1
0.2328,0,0.1337,1
0.5636,1,0.275,1
0.5107,1,0.3346,1
0.8524,1,0.4483,0
0.9261,1,0.7004,0
0.4981,0,0.0045,1
0.7088,1,0.4126,1
0.7018,1,0.5075,1
0.9629,1,0.3139,0
0.0138,0,-0.0755,0
0.1479,0,0.1745,0
0.4456,0,0.1844,1
0.9948,1,0.5774,0
0.0135,0,0.1943,0
0.6181,1,0.3497,1
0.4536,0,0.4101,1
0.004,0,0.2361,0
0.3723,0,0.0969,1
0.9509,1,0.5641,0
0.0683,0,0.0633,0
0.5491,1,0.1105,1
0.6462,1,0.6107,1
0.899,1,0.3048,0
0.263,0,0.2109,1
0.6125,1,0.3555,1
0.5884,1,0.178,1
0.8406,1,0.5944,0
0.7552,1,0.506,1
0.5703,1,0.244,1
0.7124,1,0.2088,1
0.8804,1,0.4613,0
0.0281,0,0.0448,0
0.2513,0,0.1824,1
0.2222,0,-0.2681,1
0.653,1,0.5767,1
0.4135,0,0.0929,1
0.3695,0,0.1998,1
0.6779,1,0.365,1
0.7201,1,0.5168,1
0.6477,1,0.1757,1
0.958,1,0.2718,0
0.7449,1,0.4879,1
0.7724,1,0.6059,1
0.3211,0,0.159,1
0.9529,1,0.3198,0
0.2865,0,0.2751,1
0.8267,1,0.4391,0
0.554,1,0.2961,1
0.4067,0,0.19,1
0.1968,0,0.057,0
0.3736,0,-0.0315,1
0.3609,0,0.1671,1
0.7989,1,0.2826,1
0.7359,1,0.5186,1
0.1365,0,0.0337,0
0.8785,1,0.4399,0
0.8876,1,0.5732,0
0.1735,0,-0.1118,0
0.8492,1,0.4021,0
0.3463,0,0.2347,1
0.4737,0,0.0979,1
0.7704,1,-0.1502,1
0.8707,1,0.4664,0
0.3984,0,0.2248,1
0.33,0,0.1743,1
0.498,0,0.2242,1
0.1879,0,-0.005,0
0.7213,1,0.2769,1
0.9706,1,0.5538,0
0.0001,0,0.0034,0
0.4171,0,0.074,1
0.3134,0,0.0289,1
0.865,1,0.457,0
0.689,1,0.4252,1
0.5692,1,0.2592,1
0.8085,1,0.4243,0
0.2175,0,-0.1614,1
0.0958,0,0.1172,0
0.31,0,0.1348,1
0.6973,1,0.4159,1
0.4381,0,0.0861,1
0.6237,1,0.5925,1
0.2521,0,-0.0008,1
0.0598,0,-0.207,0
0.2049,0,-0.0052,1
0.9892,1,0.2915,0
0.5673,1,-0.0968,1
0.6668,1,0.6534,1
0.6379,1,0.2778,1
0.0705,0,0.1875,0
0.1157,0,0.0883,0
0.9246,1,0.6325,0
0.6354,1,0.2361,1
0.8943,1,0.762,0
0.7626,1,0.2508,1
0.9973,1,0.5057,0
0.3437,0,0.0373,1
0.2772,0,0.2545,1
0.405,0,0.2005,1
0.4936,0,-0.1475,1
0.3966,0,0.0796,1
0.3949,0,0.3196,1
0.5871,1,0.2419,1
0.247,0,0.0225,1
0.6237,1,0.3617,1
0.4136,0,0.0598,1
0.4465,0,0.3185,1
0.7034,1,0.2939,1
0.8776,1,0.4515,0
0.827,1,0.547,0
0.7926,1,0.4624,1
0.6791,1,0.5119,1
0.6582,1,0.3206,1
0.2641,0,0.0076,1
0.7856,1,0.4392,1
0.1832,0,0.0381,0
0.365,0,0.1206,1
0.9166,1,0.4621,0
0.0218,0,0.0562,0
0.524,1,0.3633,1
0.2163,0,0.1508,1
0.2365,0,0.0198,1
0.2951,0,0.1954,1
0.7797,1,0.3612,1
0.0696,0,0.3583,0
0.7637,1,0.5915,1
0.4909,0,0.417,1
0.24,0,0.0689,1
0.5672,1,0.218,1
0.197,0,-0.3425,0
0.8635,1,0.2834,0
0.7697,1,0.4256,1
0.3098,0,0.3089,1
0.1265,0,-0.049,0
0.9509,1,0.4017,0
0.8793,1,0.5475,0
0.4613,0,-0.1653,1
0.7039,1,0.5071,1
0.7064,1,0.568,1
0.3058,0,0.3442,1
0.4922,0,0.1794,1
0.1285,0,0.0435,0
0.8143,1,0.4944,0
0.2731,0,0.2168,1
0.7019,1,0.5454,1
0.483,0,0.1572,1
0.4036,0,0.045,1
0.0846,0,-0.1,0
0.1474,0,0.1057,0
0.77,1,0.4742,1
0.9215,1,0.3564,0
0.9994,1,0.4695,0
0.3216,0,0.4534,1
0.0174,0,0.2185,0
0.3103,0,0.3977,1
0.5209,1,0.4586,1
0.9854,1,0.7087,0
0.2905,0,-0.0118,1
0.5337,1,0.5125,1
0.9327,1,0.5306,0
0.0193,0,0.1704,0
0.0236,0,0.0233,0
0.3174,0,-0.0691,1
0.6686,1,0.302,1
0.246,0,0.3119,1
0.6912,1,0.2509,1
0.7381,1,0.4534,1
0.097,0,-0.0046,0
0.7193,1,0.5633,1
0.2118,0,-0.1555,1
0.9525,1,0.3766,0
0.6431,1,0.1482,1
0.8107,1,0.3371,0
0.0561,0,0.1388,0
0.1046,0,-0.2291,0
0.623,1,0.2243,1
0.275,0,-0.0376,1
0.7935,1,0.3719,1
0.0291,0,-0.0648,0
0.4472,0,0.1532,1
0.7267,1,0.5112,1
0.6752,1,0.11,1
0.6541,1,0.4365,1
0.5888,1,0.3211,1
0.1816,0,0.0976,0
0.967,1,0.413,0
0.5444,1,0.511,1
0.0736,0,-0.0183,0
0.1298,0,0.2511,0
0.3451,0,0.3342,1
0.7241,1,0.361,1
0.0162,0,0.0734,0
0.1927,0,0.0913,0
0.2398,0,0.1094,1
0.222,0,-0.242,1
0.899,1,0.0079,0
0.9067,1,0.4724,0
0.3491,0,0.2593,1
0.7822,1,0.4767,1
0.2362,0,0.1581,1
0.085,0,0.0695,0
0.2172,0,0.0761,1
0.2977,0,0.241,1
0.2395,0,0.0064,1
0.1165,0,0.1682,0
0.3193,0,0.0609,1
0.9848,1,0.4702,0
0.2716,0,0.2831,1
0.6404,1,0.398,1
0.7961,1,0.491,1
0.2377,0,0.2125,1
0.8295,1,0.0607,0
0.7922,1,0.478,1
0.3373,0,0.1191,1
0.9016,1,0.2314,0
0.5052,1,0.2734,1
0.5444,1,0.3933,1
0.9364,1,0.3138,0
0.027,0,0.0464,0
0.8316,1,0.3117,0
0.081,0,-0.0871,0
0.036,0,-0.0781,0
0.6459,1,0.491,1
0.0958,0,0.2365,0
0.6658,1,0.4675,1
0.1636,0,-0.03,0
0.1065,0,0.1081,0
0.5215,1,0.4521,1
0.8751,1,0.4275,0
0.1009,0,-0.1109,0
0.1568,0,0.3117,0
0.4151,0,0.0795,1
0.3165,0,0.0857,1
0.5281,1,0.2498,1
0.0209,0,0.2639,0
0.9598,1,0.665,0
0.177,0,0.1085,0
0.8049,1,0.5744,0
0.9489,1,0.4443,0
0.231,0,0.2247,1
0.5991,1,0.3595,1
0.8797,1,0.4814,0
0.9596,1,0.3728,0
0.5987,1,0.0693,1
0.492,0,0.0423,1
0.6224,1,0.3698,1
0.6251,1,0.261,1
0.9705,1,0.8437,0
0.2269,0,0.204,1
0.9998,1,0.5331,0
0.4316,0,0.1447,1
0.4219,0,0.1703,1
0.8048,1,0.593,0
0.4216,0,0.1296,1
0.6266,1,0.2806,1
0.0298,0,-0.058,0
0.4828,0,-0.0304,1
0.2699,0,-0.0492,1
0.7666,1,0.5341,1
0.0664,0,0.1339,0
0.5206,1,0.4609,1
0.681,1,0.2144,1
0.4362,0,0.2862,1
0.5974,1,0.3007,1
0.7044,1,0.3349,1
0.2162,0,-0.0761,1
0.0908,0,-0.1797,0
0.6136,1,0.2153,1
0.3727,0,-0.0213,1
0.6366,1,0.3002,1
0.8516,1,0.5701,0
0.5779,1,0.4814,1
0.7471,1,0.5293,1
0.4296,0,0.0548,1
0.9493,1,0.3863,0
0.2532,0,0.2304,1
0.8378,1,0.2045,0
0.8173,1,0.115,0
0.4918,0,-0.0422,1
0.0158,0,0.0476,0
0.2527,0,0.0675,1
0.8472,1,0.244,0
0.4873,0,0.1689,1
0.4505,0,0.2299,1
0.742,1,0.7875,1
0.246,0,0.2732,1
0.7917,1,0.4597,1
0.6684,1,0.5173,1
0.0617,0,0.4015,0
0.6062,1,0.2329,1
0.486,0,-0.0636,1
0.4975,0,0.3229,1
0.1528,0,0.0188,0
0.8119,1,0.2658,0
0.643,1,0.3576,1
0.7343,1,0.2719,1
0.867,1,0.2761,0
0.8222,1,0.5275,0
0.8091,1,0.335,0
0.1367,0,-0.1835,0
0.0348,0,0.0171,0
0.0412,0,-0.0454,0
0.2735,0,0.1443,1
0.3125,0,0.0601,1
0.7423,1,0.3183,1
0.2137,0,0.2533,1
0.8784,1,0.2745,0
0.9354,1,0.6277,0
0.2775,0,0.0905,1
0.1739,0,0.2019,0
0.4322,0,0.134,1
0.069,0,0.0699,0
0.9297,1,0.5148,0
0.0192,0,0.2199,0
0.9744,1,0.5254,0
0.1424,0,-0.1452,0
0.3733,0,0.1471,1
0.1309,0,0.2037,0
0.0963,0,0.2057,0
0.5924,1,0.3025,1
