stock_id,event_day,ret,mkt_ret,beta
0,-10,-0.009216,-0.009342,0.9237
0,-9,-0.001941,-0.001037,0.9237
0,-8,-0.016222,-0.00368,0.9237
0,-7,-0.003841,0.000649,0.9237
0,-6,-0.001244,-0.002319,0.9237
0,-5,0.000274,-0.000394,0.9237
0,-4,0.000701,-0.003672,0.9237
0,-3,-0.019638,-0.006878,0.9237
0,-2,-0.016293,-0.0086,0.9237
0,-1,-0.03216,-0.012578,0.9237
0,0,-0.010011,0.005335,0.9237
0,1,-0.030598,0.005877,0.9237
0,2,-0.043504,-0.016864,0.9237
0,3,-0.045839,-0.015773,0.9237
0,4,-0.064705,-0.007696,0.9237
0,5,-0.031347,0.015105,0.9237
0,6,-0.034787,-0.003258,0.9237
0,7,-0.028723,-0.004405,0.9237
0,8,-0.032214,-0.00711,0.9237
0,9,-0.043543,0.003485,0.9237
0,10,-0.040422,0.002658,0.9237
1,-10,-8.1e-05,-0.003784,1.281
1,-9,-0.011571,0.004117,1.281
1,-8,0.013582,0.007706,1.281
1,-7,-0.00847,-0.005566,1.281
1,-6,0.006692,0.007991,1.281
1,-5,0.045659,0.021453,1.281
1,-4,-0.000565,0.001468,1.281
1,-3,-0.008899,-0.001547,1.281
1,-2,0.010529,0.001552,1.281
1,-1,-0.008898,-0.013195,1.281
1,0,-0.010501,0.009636,1.281
1,1,-0.024622,-0.000999,1.281
1,2,-0.01338,0.013293,1.281
1,3,-0.003432,0.000536,1.281
1,4,-0.037477,0.003372,1.281
1,5,-0.013319,0.00903,1.281
1,6,-0.050968,-0.006254,1.281
1,7,-0.02699,0.002686,1.281
1,8,-0.046325,-0.012142,1.281
1,9,-0.032014,-0.001214,1.281
1,10,-0.044171,0.005216,1.281
2,-10,0.045509,0.013562,1.2965
2,-9,0.000511,0.000348,1.2965
2,-8,-0.020923,-0.024134,1.2965
2,-7,0.009129,0.004796,1.2965
2,-6,0.007503,-0.012162,1.2965
2,-5,0.023148,0.015505,1.2965
2,-4,0.013377,0.01022,1.2965
