running_var,treated,y,near_cutoff
0.6659,1,0.4578,1
0.7326,1,0.3424,1
0.4889,0,0.2749,1
0.4493,0,0.045,1
0.3328,0,0.1233,1
0.3655,0,0.0003,1
0.6642,1,0.4533,1
0.6657,1,0.3848,1
0.7012,1,0.2253,1
0.6082,1,0.355,1
0.5722,1,0.4714,1
0.9915,1,0.6579,0
0.3954,0,0.0719,1
0.2509,0,0.1976,1
0.1674,0,-0.0133,0
0.4248,0,0.3739,1
0.4292,0,0.0435,1
0.1176,0,0.0421,0
0.7725,1,0.3072,1
0.175,0,0.0264,0
0.0864,0,0.0971,0
0.4363,0,0.4686,1
0.7422,1,0.3619,1
0.1562,0,-0.2136,0
0.2639,0,0.2189,1
0.6821,1,0.4305,1
0.4223,0,0.2872,1
0.945,1,0.3686,0
0.9422,1,0.7439,0
0.0612,0,-0.0531,0
0.1302,0,0.0156,0
0.2514,0,0.0878,1
0.4462,0,-0.0018,1
0.2458,0,0.0319,1
0.2901,0,-0.1176,1
0.7078,1,0.5068,1
0.24,0,0.0174,1
0.6499,1,0.0957,1
0.87,1,0.4351,0
0.0129,0,0.0384,0
0.8065,1,0.4998,0
0.1747,0,0.2582,0
0.8751,1,0.5045,0
0.4955,0,0.1187,1
0.7794,1,0.4375,1
0.2889,0,0.2826,1
0.4643,0,0.0272,1
0.7599,1,0.3959,1
0.3494,0,0.1929,1
0.3289,0,0.1233,1
0.1782,0,-0.0774,0
0.3281,0,0.1275,1
0.7932,1,0.671,1
0.9829,1,0.5047,0
0.0017,0,-0.0512,0
0.1615,0,0.0479,0
0.6442,1,0.3897,1
0.5303,1,0.6425,1
0.9486,1,0.6099,0
0.2486,0,-0.1769,1
0.0954,0,0.1874,0
0.0338,0,-0.0466,0
0.4342,0,0.1589,1
0.273,0,0.1976,1
0.3205,0,0.2719,1
0.6507,1,0.465,1
0.5875,1,0.4011,1
0.3353,0,0.0556,1
0.4417,0,0.134,1
0.3305,0,0.3203,1
0.4664,0,-0.0346,1
0.0324,0,-0.0109,0
0.4837,0,0.2344,1
0.2217,0,0.3266,1
0.3412,0,0.3317,1
0.6864,1,0.467,1
0.5883,1,0.493,1
0.6848,1,0.5467,1
0.9183,1,0.464,0
0.9279,1,0.6058,0
0.4251,0,0.0732,1
0.9129,1,0.3442,0
0.7027,1,0.5167,1
0.4917,0,0.1527,1
0.3252,0,0.2154,1
0.0168,0,0.0523,0
0.5629,1,0.3018,1
0.8133,1,0.6333,0
0.4478,0,0.226,1
0.7919,1,0.5603,1
0.5533,1,0.2616,1
0.9299,1,0.4265,0
0.0254,0,-0.0438,0
0.7314,1,0.4467,1
0.2504,0,0.335,1
0.8478,1,0.3215,0
0.3022,0,0.107,1
0.2799,0,-0.0249,1
0.3553,0,0.0074,1
0.4435,0,0.1006,1
0.162,0,0.1114,0
0.8427,1,0.1846,0
0.0139,0,-0.169,0
0.0819,0,-0.0351,0
0.2159,0,0.0408,1
0.7469,1,0.3348,1
0.2392,0,0.031,1
0.2061,0,0.0169,1
0.0583,0,0.0872,0
0.0223,0,0.0421,0
0.4665,0,0.1335,1
0.5192,1,0.5207,1
0.1673,0,0.1549,0
0.1118,0,0.0038,0
0.8437,1,0.317,0
0.0386,0,-0.0107,0
0.1292,0,-0.1333,0
0.1585,0,0.119,0
0.1742,0,0.286,0
0.6573,1,0.4666,1
0.6528,1,0.5265,1
0.4306,0,0.0168,1
0.9837,1,0.538,0
0.8928,1,0.4686,0
0.7622,1,0.3453,1
0.0744,0,0.0045,0
0.3756,0,-0.0234,1
0.2091,0,0.1681,1
0.511,1,0.3172,1
0.2518,0,-0.0264,1
0.2689,0,0.1047,1
0.224,0,0.1532,1
0.5443,1,0.5053,1
0.521,1,0.2932,1
0.5863,1,0.3971,1
0.1926,0,0.1856,0
0.9009,1,0.3661,0
0.797,1,0.469,1
0.3022,0,0.1001,1
0.6755,1,0.3048,1
0.9872,1,0.6518,0
0.397,0,0.0837,1
0.4622,0,0.2953,1
0.0178,0,-0.121,0
0.8861,1,0.1929,0
0.5812,1,0.328,1
0.8609,1,0.5291,0
0.2508,0,0.0155,1
0.1058,0,0.0441,0
0.7808,1,0.4511,1
0.1767,0,-0.0541,0
0.9587,1,0.8437,0
0.4931,0,0.1352,1
0.1373,0,-0.036,0
0.9879,1,0.8363,0
0.0229,0,-0.1029,0
0.2855,0,0.1015,1
0.9171,1,0.4284,0
0.5305,1,0.2356,1
0.9123,1,0.609,0
0.857,1,0.4834,0
0.9974,1,0.3715,0
0.5099,1,0.6164,1
0.4047,0,0.1292,1
0.2904,0,0.2494,1
0.0952,0,0.2002,0
0.7813,1,0.2736,1
0.9565,1,0.6023,0
0.5548,1,0.52,1
0.5929,1,0.4218,1
0.4604,0,0.271,1
0.5902,1,0.3476,1
0.0997,0,0.2296,0
0.0447,0,-0.0394,0
0.1031,0,0.2291,0
0.0582,0,0.0819,0
0.2015,0,0.1175,1
0.699,1,0.2821,1
0.8711,1,0.67,0
0.2194,0,-0.0353,1
0.0227,0,0.2237,0
0.9665,1,0.5628,0
0.1637,0,0.111,0
0.7803,1,0.4014,1
0.9226,1,0.4582,0
0.7427,1,0.2494,1
0.0896,0,0.1357,0
0.853,1,0.5309,0
0.631,1,0.6131,1
0.3597,0,0.0842,1
0.5724,1,0.649,1
0.8714,1,0.3678,0
0.6704,1,0.4666,1
0.774,1,0.5463,1
0.8617,1,0.5506,0
0.2374,0,0.0354,1
0.7351,1,0.2869,1
0.7264,1,0.4518,1
0.7945,1,0.4037,1
0.3501,0,0.3437,1
0.8478,1,0.5502,0
0.1258,0,0.0639,0
0.7695,1,0.6361,1
0.1514,0,0.1484,0
0.1016,0,-0.1879,0
0.8113,1,0.5944,0
0.3998,0,0.1859,1
0.6484,1,0.4746,1
0.615,1,0.4132,1
0.6007,1,0.3487,1
0.4695,0,0.0244,1
0.7593,1,0.556,1
0.2938,0,0.0396,1
0.7094,1,0.36,1
0.3242,0,0.4749,1
0.1276,0,-0.0097,0
