unit_id,period,treated,post,treat_x_post,y
0,1,1,0,0,1.9476
1,1,1,0,0,0.6716
2,1,1,0,0,1.0359
3,1,1,0,0,0.5329
4,1,1,0,0,-0.3832
5,1,1,0,0,1.1697
6,1,1,0,0,0.206
7,1,1,0,0,0.7723
8,1,1,0,0,0.9715
9,1,1,0,0,1.1924
10,1,1,0,0,-0.0677
11,1,1,0,0,0.172
12,1,1,0,0,-1.4247
13,1,1,0,0,0.6362
14,1,1,0,0,1.1115
15,1,1,0,0,0.1108
16,1,1,0,0,-0.1252
17,1,1,0,0,0.233
18,1,1,0,0,1.4414
19,1,1,0,0,0.4513
20,1,1,0,0,1.7632
21,1,1,0,0,0.1144
22,1,1,0,0,0.6412
23,1,1,0,0,-0.0375
24,1,1,0,0,2.2843
25,1,1,0,0,0.4811
26,1,1,0,0,2.0284
27,1,1,0,0,-0.4122
28,1,1,0,0,1.5048
29,1,1,0,0,0.2527
30,1,1,0,0,0.792
31,1,1,0,0,0.3729
32,1,1,0,0,0.8187
33,1,1,0,0,0.1194
34,1,1,0,0,0.9366
35,1,1,0,0,-0.2679
36,1,1,0,0,0.3744
37,1,1,0,0,1.7488
38,1,1,0,0,1.1373
39,1,1,0,0,-0.3514
40,1,1,0,0,-0.7499
41,1,1,0,0,0.8068
42,1,1,0,0,1.6225
43,1,1,0,0,-0.1878
44,1,1,0,0,2.0826
45,1,1,0,0,1.0174
46,1,1,0,0,-1.2326
47,1,1,0,0,-0.2499
48,1,1,0,0,0.9285
49,1,1,0,0,0.9716
50,1,0,0,0,0.9375
51,1,0,0,0,-0.7149
52,1,0,0,0,0.0353
53,1,0,0,0,-0.5144
54,1,0,0,0,0.4216
55,1,0,0,0,-0.5507
56,1,0,0,0,-0.2287
57,1,0,0,0,-0.1935
58,1,0,0,0,-0.1893
59,1,0,0,0,0.1153
60,1,0,0,0,0.6661
61,1,0,0,0,-1.1915
62,1,0,0,0,-1.2788
63,1,0,0,0,0.2673
64,1,0,0,0,-0.6228
65,1,0,0,0,-0.3038
66,1,0,0,0,-1.1726
67,1,0,0,0,-0.6004
68,1,0,0,0,-0.8803
69,1,0,0,0,-0.7177
70,1,0,0,0,0.6081
71,1,0,0,0,0.1271
72,1,0,0,0,0.0478
73,1,0,0,0,-0.3509
74,1,0,0,0,0.8795
75,1,0,0,0,-0.6188
76,1,0,0,0,-1.5377
77,1,0,0,0,0.5667
78,1,0,0,0,0.2799
79,1,0,0,0,-0.2537
80,1,0,0,0,0.5157
81,1,0,0,0,-0.6438
82,1,0,0,0,0.6035
83,1,0,0,0,0.5
84,1,0,0,0,-0.1346
85,1,0,0,0,-0.0297
86,1,0,0,0,-0.0062
87,1,0,0,0,0.9831
88,1,0,0,0,-0.0494
