y,x,z,controls
-0.2496,-0.7419,0,0.8485
-2.0513,-1.0295,0,-0.2595
-0.3133,0.1238,1,-0.132
-1.119,-0.4573,0,0.0456
-0.4046,-0.2668,0,-0.4385
1.0683,1.2369,1,1.1676
-0.3103,0.3889,0,1.1064
1.4966,1.0358,0,-0.937
0.8851,1.2531,1,1.7367
1.0013,1.2429,1,0.5364
0.1331,0.833,1,-2.0901
-0.0322,0.4769,0,0.2415
0.0511,0.2484,0,0.6472
-0.1533,0.1982,0,-0.6805
-0.6725,-0.6232,0,2.4163
0.8305,0.4884,0,-0.8827
0.4456,0.861,1,0.5696
-1.0256,-0.5503,1,-0.6819
1.0101,1.5918,1,-0.6337
-0.4415,0.8325,1,0.1205
0.2715,-0.3723,0,-0.8105
1.6443,1.8593,0,-0.3442
-0.4638,0.9113,1,-0.6635
1.1559,1.1215,0,-1.5939
0.3718,-0.2399,0,-0.3178
-0.2137,-0.562,0,2.0903
-0.5603,0.4138,1,-0.5724
0.3703,0.307,1,-0.0601
0.167,-0.149,0,0.0975
-1.1452,-0.4633,0,1.7494
1.2164,1.1366,1,0.4437
0.0989,0.6469,1,-0.9015
1.1494,1.7289,1,-1.7074
0.4029,-0.3212,0,-0.9357
2.0024,0.7394,0,0.1224
-0.0152,-0.1866,0,-1.1816
0.6163,1.0875,1,1.3277
1.2215,1.1317,1,-0.3435
-0.7007,-1.0042,0,1.3474
-0.3247,0.6499,1,-0.3911
-0.6958,-0.3329,0,-0.8389
-0.085,-0.2802,0,-0.9756
-0.623,0.1751,1,0.5017
0.5269,0.6418,1,1.2744
1.0633,0.6497,0,0.4479
-0.7899,-0.6793,0,-1.2053
-1.0125,-0.5577,1,0.0828
-0.142,0.0794,1,-0.1779
-0.4623,-0.2279,0,-2.1648
-1.2444,-0.9314,0,0.039
-0.2678,0.6238,1,0.8855
0.4481,0.0976,0,1.6301
0.0271,-0.1145,0,0.8189
-0.3712,-0.4886,0,-1.5938
0.4436,0.6286,1,-0.8705
-0.9278,-0.323,1,0.9428
0.8914,0.2325,1,-1.1412
-0.0166,0.3383,0,0.6046
0.6006,0.881,1,-0.486
0.4996,0.2086,1,-0.0634
-1.2089,-0.256,1,-1.1185
-0.63,-0.3198,0,0.3499
0.9018,0.4045,0,-0.4253
0.5008,0.4982,0,1.7716
0.182,0.925,1,-0.4554
0.8041,0.2778,0,2.3542
1.0253,0.9886,1,0.5072
1.7295,0.4173,0,-0.1962
0.953,0.3367,1,-0.6909
0.9313,0.8722,0,-0.1871
0.4643,0.6065,0,-0.4384
0.8142,1.0264,1,0.0046
-0.3911,0.0484,1,-0.243
0.6747,0.3815,0,1.5715
-0.4121,-0.0461,0,0.7314
0.1521,-0.0329,0,0.9953
1.306,2.0008,1,1.184
-0.3867,-0.3073,0,-0.4255
0.7749,0.9091,0,-1.2377
1.2368,1.6228,1,0.3977
0.507,0.2133,0,0.0184
-1.2194,-0.8482,0,-0.1405
-0.3619,-0.0223,1,2.3701
1.1058,1.0523,0,0.6015
0.427,0.246,0,-1.0272
0.5979,1.1637,1,0.2849
0.3726,0.2555,0,0.4694
-0.2416,-0.4526,0,-0.7033
-0.1741,0.7094,1,0.7922
0.4048,1.1058,1,-1.1336
0.8038,1.0358,1,-0.8048
-0.0569,-0.2097,0,-0.3013
-0.8264,-0.4032,0,-0.4122
0.8566,1.0231,1,0.1181
-0.316,0.2032,0,-0.7473
0.5647,0.9692,0,0.401
0.4878,0.9045,0,0.335
0.8079,0.1824,0,-3.2167
0.5905,0.4149,0,1.3364
0.2412,0.5965,1,0.4988
1.0506,1.2891,1,-0.1766
-0.6454,-0.5225,0,-0.8289
0.4974,0.8017,1,0.6952
-0.1101,0.303,1,-0.6321
0.3095,0.9658,1,-0.4321
-0.2727,0.0916,0,-0.3002
0.4177,0.5287,1,-0.3847
-0.3897,0.6661,1,-0.2597
-1.0916,-0.0532,1,-1.6604
-0.1033,0.2242,0,0.4214
0.1202,0.8431,1,-0.8236
-0.8324,-0.7781,0,-0.1515
-0.9121,-0.1702,0,-0.4937
0.8264,0.1501,0,-0.0205
0.6954,1.2003,1,-0.1788
0.0125,0.321,0,-0.4219
-0.6625,0.4224,1,0.1386
1.8518,1.8913,1,0.8795
-1.1178,-0.6939,0,0.3057
-0.5073,-0.0114,0,1.0609
-1.2213,-0.8516,0,1.2292
-0.2574,0.3095,1,-0.4511
-0.9565,-0.1493,0,1.6221
0.9384,0.3261,0,-0.3985
0.907,0.684,0,-1.2927
-0.2393,0.1215,0,0.2186
-0.6412,-0.3144,0,0.5636
-1.719,-1.5665,0,1.9667
-0.6477,0.5752,1,0.8571
-1.3363,-1.2545,0,1.2833
-0.8476,-0.0397,0,1.2589
0.248,0.9745,1,-0.578
0.02,-0.0445,0,0.5321
-0.038,-0.1597,1,-0.6193
-0.7477,-0.3716,0,0.1087
0.3617,0.1188,1,0.0688
0.3617,-0.492,0,0.3413
0.198,1.271,1,1.6364
0.901,0.4727,0,1.3466
-0.408,-0.193,0,0.0111
-0.023,0.1555,1,-0.3551
1.6224,1.3047,0,1.2185
-0.0657,0.1032,1,0.2402
0.3594,0.6104,1,1.3292
0.1772,0.1667,0,-2.3302
-0.2419,-0.2106,0,0.0368
-0.7038,-0.2908,0,1.2902
-1.4363,-1.2529,0,-1.2094
0.5206,0.6588,1,-1.4743
0.1278,0.5907,0,-1.432
-0.6341,0.045,1,0.1299
0.6593,0.536,0,-0.6783
-0.0636,0.6952,1,0.4015
-0.2626,-0.0996,0,0.9725
-0.8853,-0.0497,1,-0.6464
-0.4799,-0.2111,0,0.5303
0.8611,1.2173,1,0.0889
0.9983,0.7005,1,-2.0112
-0.0754,0.8692,1,-0.962
0.55,0.651,1,0.5227
-0.8019,-1.0079,0,0.606
-0.252,0.4638,1,-1.4006
-0.1979,0.601,1,-0.1323
-0.2475,0.0834,0,-2.151
0.0784,0.0704,1,-0.0239
-0.4217,-0.3219,0,0.6004
0.2768,0.095,0,-1.5734
-0.004,0.3152,1,-1.0115
-0.0921,-0.0189,0,-1.3465
0.3921,0.2987,0,0.179
1.1682,1.0446,1,0.7696
0.2323,-0.8243,0,1.6579
0.9602,1.1289,1,-1.5156
-0.4604,0.2555,1,-0.0406
1.4119,1.5271,0,1.0
1.2692,0.9118,0,0.2932
0.3747,0.3271,1,-1.3787
-1.0446,-0.491,0,-0.1846
-0.8349,-0.0043,1,1.0094
0.3723,0.876,1,0.0175
-0.3168,0.3816,1,0.6789
1.2459,1.0868,0,0.9432
-0.526,0.4553,1,-1.4054
-0.1196,0.0599,1,-0.823
1.2509,0.9309,0,-0.7081
-1.6152,-0.8352,0,-0.1079
-0.1534,-0.1392,0,-0.0772
0.0188,0.0829,0,0.8932
0.8276,0.8692,0,-0.7722
0.2079,0.2663,1,1.4804
0.2377,-0.283,0,1.418
0.1385,0.3631,1,0.8954
0.7041,1.1232,1,1.7059
0.1194,1.0881,1,-0.1819
-0.4385,0.4966,1,-1.4872
0.7452,0.1124,0,-1.2871
-0.6804,-0.9527,0,0.1927
-0.0031,0.8075,1,-0.3869
0.0051,0.1048,0,-0.7306
-0.1552,-0.578,0,0.8094
-0.6647,-0.4605,0,-0.1341
-0.1868,-0.1782,0,-1.3203
-1.9431,-1.7128,0,-1.1872
-0.4374,-0.2676,1,0.9994
0.2469,0.8257,1,-1.4392
-0.6871,-0.5709,0,-1.325
0.4506,1.3901,1,1.1568
-0.4613,0.2289,0,0.7566
1.5518,2.0343,1,1.4676
1.6122,1.2618,1,0.8298
-0.2432,0.4281,1,0.6031
-0.293,0.688,1,0.2511
1.0174,0.3328,0,0.2662
-0.2709,0.7249,1,1.0837
-0.8329,0.2617,1,-0.868
0.7987,1.3001,1,-0.268
0.5008,1.0322,1,-1.0771
0.4311,0.8765,1,0.2194
-0.0166,0.0217,1,0.6841
-0.1781,-0.5205,0,0.4825
0.8933,-0.0097,0,-1.0039
-1.955,-1.2591,0,1.1244
-0.6383,-0.2245,0,-0.6272
0.4945,0.3461,0,-0.2642
0.4302,0.5659,1,0.9746
0.8563,0.7663,0,0.0637
-0.4827,0.0748,1,-0.2268
0.7082,0.5994,1,2.516
-0.4864,0.2247,0,0.3231
-1.0766,-0.6956,0,0.0384
-0.1312,0.3903,1,-0.2495
0.2505,0.1797,1,-0.3802
0.037,0.5534,1,0.0651
-0.8022,-0.5107,0,-0.7729
1.5371,0.7324,1,-0.8128
-0.439,-0.3431,1,-0.4018
0.5044,0.532,1,0.6996
-0.0455,-0.3591,0,1.0192
1.1209,0.4374,0,-1.7691
0.3942,0.314,0,0.2928
1.4373,1.3925,1,-0.1704
0.2241,-0.5537,0,2.553
0.1066,0.5948,0,-0.2472
0.6579,0.9664,1,-1.1352
0.0781,0.7231,1,0.7716
1.1065,0.4852,0,0.739
0.2382,0.471,1,-0.2233
-1.0892,-1.0236,0,0.4484
1.5272,1.3518,1,1.1324
-1.2588,-0.4525,0,1.2949
-1.143,-0.7172,0,0.5548
-0.8138,-0.4945,0,-0.6452
1.3263,0.5514,0,-1.2836
0.5925,0.7482,1,-0.6544
1.1663,1.3328,1,0.9754
1.0367,0.3758,0,0.5564
-0.504,0.3717,0,-1.822
0.4895,0.5943,0,-1.962
0.0889,0.6675,1,-2.5759
0.04,-0.0723,0,0.4644
-0.0811,0.1678,1,-0.3547
0.7637,1.574,1,-0.3634
-0.3194,0.0989,1,-0.0512
-1.0444,-0.7597,0,-0.4301
-1.1297,-0.3332,0,-0.5506
-1.1818,-0.6994,0,1.4277
1.1023,1.3934,1,0.8147
-0.3545,0.2473,1,0.9405
-0.0165,0.1993,0,1.5484
0.267,1.3049,1,1.1124
0.3452,0.9086,1,-1.0018
-0.6446,-0.0436,0,0.5872
-0.403,0.1942,0,-1.8291
-0.4893,-0.4003,1,-0.7738
0.4147,1.2066,1,0.9768
0.024,0.0465,0,-0.6206
-0.0121,-0.4268,0,0.4465
0.1379,0.0888,0,1.637
