y,x,z,controls
0.261,0.8058,1,0.7279
0.4166,0.191,0,0.1318
0.2911,0.7922,1,-0.0177
-0.3779,-0.2394,0,0.2935
-0.0928,1.4471,1,-1.9827
0.4696,0.881,0,-0.1694
-1.2182,-0.2362,1,-0.1608
0.2719,0.3673,1,0.18
0.2695,1.5048,1,0.8549
-0.0686,0.6935,1,-0.3652
0.2766,0.099,0,1.3443
0.0125,-1.1448,0,-0.9735
-0.6617,0.699,1,0.6938
-0.4658,0.066,1,-0.5191
0.0842,1.1426,1,1.1678
0.4341,0.751,0,0.2209
-0.0311,0.0071,0,-1.2061
-0.8187,0.214,1,0.1033
-0.837,-1.0646,0,0.4006
0.2118,-0.0987,0,0.2254
-0.209,1.2224,1,0.3289
-1.5154,-0.1425,1,-0.2249
0.5549,0.1184,0,-0.5591
0.7694,-0.0192,1,-1.6439
-1.4293,-0.501,1,0.583
-0.1152,-1.0773,0,0.5077
1.38,1.3767,0,1.91
0.3014,-0.2072,0,-0.0414
1.0059,1.8672,1,0.2775
0.0489,-0.2056,0,0.151
-0.1478,1.1391,1,0.8664
-0.2326,-0.6774,0,-0.5144
0.3459,-0.3412,0,0.1506
-0.9798,-0.2113,1,0.0272
0.4695,1.0753,1,0.7436
-0.1854,-0.5779,0,2.2218
-0.6541,0.1964,1,0.331
-0.9443,-0.9071,0,-1.4447
-0.2429,0.1459,0,-1.1721
0.0826,1.0921,1,1.0552
-0.4115,0.7395,1,-1.6639
0.1184,-0.5197,0,0.3165
0.4892,0.7331,0,-0.7306
-0.9478,-0.7257,0,2.698
0.9094,1.4473,0,-1.2122
-0.2188,-0.083,0,-0.6619
-0.0878,0.1302,1,0.7813
0.1727,0.5981,1,-0.2318
0.6203,-0.2613,0,-0.7192
-1.1178,0.4579,1,-0.9655
-0.0186,0.1769,0,-0.6569
-0.4348,-0.1343,0,-0.9062
0.6416,0.4014,0,-0.0127
-0.0977,-0.3158,0,1.9251
-1.0476,-0.631,0,2.0625
-0.0942,0.4683,1,2.0452
-0.0562,-0.355,0,-0.1302
0.8355,1.4148,1,0.7158
0.1908,0.4834,0,0.127
-0.9308,0.3268,1,-0.8206
0.3403,1.0918,1,-1.8042
-0.0808,0.3946,1,-1.7621
0.1331,0.842,1,0.1551
-0.2873,0.2738,1,-1.3636
-0.4258,0.6084,1,-0.7955
-0.1739,1.2248,1,0.369
0.2243,0.8825,1,-2.3322
-1.0803,-1.266,0,1.4679
0.4268,0.6199,1,0.0529
-0.6585,0.5276,1,-0.3764
-0.3438,0.5864,1,-0.6384
-0.809,-0.4562,1,0.4729
0.1439,0.4917,0,-0.9647
0.467,0.8221,0,1.3207
-0.3179,-0.69,0,0.8676
0.1365,0.9783,1,-0.7245
-0.1611,-0.1549,0,-0.1962
0.0242,0.9358,1,1.213
-0.7514,0.1514,1,0.4058
-0.8823,0.3585,1,-0.2262
-0.5492,-0.5248,0,-0.7444
-0.0552,0.7995,1,-0.1124
0.6177,1.4871,1,-0.4135
-0.4612,0.807,1,0.309
0.0254,1.4434,1,-0.3139
-0.5764,-0.6514,0,-0.9674
-0.473,-0.0537,0,1.0975
-0.6338,0.3091,1,0.5434
-0.447,0.856,1,-0.9976
-0.3427,1.0563,1,-0.5897
-0.2622,-0.2131,0,0.7099
-0.1056,0.71,1,-0.8388
0.8297,0.12,0,-0.1702
-0.5341,-0.3735,0,-0.2908
0.0428,-0.6125,0,-0.7233
0.3962,0.2442,1,-1.0616
0.8285,0.6919,1,-0.0548
0.5955,0.2871,0,-0.9304
1.165,0.9268,0,-0.5964
-0.9653,0.1769,1,0.8494
0.3636,0.5188,1,-0.7171
-0.1799,-0.3364,0,0.4573
0.1626,-0.2092,0,0.9573
-0.3072,-0.5407,0,-0.1071
0.7665,1.3041,1,0.5098
-0.8578,-0.6988,0,-0.857
0.5005,0.7094,0,0.7412
-0.3632,-0.0462,0,0.6451
-0.6977,-0.6364,0,1.455
-0.8302,0.6355,1,1.1719
0.4391,-0.5455,0,0.2644
-0.5073,0.6863,1,2.7604
0.3992,0.1343,0,0.8838
-1.1623,-0.0196,1,1.2729
-1.2293,-1.1024,0,-0.4611
-1.0369,-0.4593,1,-0.3687
0.0883,0.6706,1,0.0723
1.1427,0.4051,0,-1.0024
-0.132,0.4181,1,0.0378
0.3921,0.1194,0,-0.0393
0.4435,-0.0401,0,1.0942
0.3896,0.2664,0,1.1672
0.1087,0.9128,0,0.1211
-1.0481,-0.2349,1,-0.3727
-0.4979,0.2168,0,1.7905
0.0785,0.3905,0,-1.5204
0.3454,1.1344,1,-1.5518
0.4078,0.9047,1,0.4807
-0.5249,0.8161,1,-0.0694
-0.5335,1.1223,1,-0.3072
-0.8696,-0.3475,0,-1.8292
-0.4078,-0.884,0,-0.8783
0.8251,1.1003,1,1.478
0.4178,1.0276,1,1.3074
0.4001,0.8254,0,0.7906
-0.0782,0.6812,1,-0.8161
-0.2652,-0.6769,0,-0.3331
0.1198,-0.0335,0,-0.4024
0.6213,0.9142,0,-0.6768
-0.3794,0.1009,1,-0.5441
0.1833,-0.0893,0,-0.1009
0.0076,1.0591,0,-1.4757
-0.3996,0.8774,1,1.1808
-0.7253,0.1208,0,-0.1355
-0.1163,1.0865,1,-0.5022
-0.5842,0.8899,1,-1.5763
-0.2996,0.5056,0,0.7828
-0.8044,-1.0347,1,-1.0421
-0.5156,-0.6574,0,0.4819
-0.3547,0.5847,1,-0.8809
0.3474,0.8538,0,0.1141
0.0481,-0.5319,0,-1.2824
0.366,0.1348,1,-0.1703
0.1284,0.6964,1,-0.0777
-0.567,-0.7326,0,0.1616
-1.4635,-0.5936,0,0.8834
-0.1552,0.9887,1,0.5165
-0.0686,0.7172,0,1.563
-0.3902,0.2837,0,-1.4305
-0.6258,-0.3491,0,2.0913
0.1319,0.937,0,0.9402
-0.198,-0.1912,0,-0.4424
0.5184,1.3505,1,0.989
-0.433,-1.0717,0,1.7665
-0.1967,-0.3292,1,1.1126
0.4778,1.0981,0,-0.9874
0.0541,0.8685,1,0.041
-0.9867,-0.9686,0,0.7548
-0.4272,-0.4533,0,-0.0315
-0.133,0.6996,1,0.4399
1.2584,0.3775,0,0.5097
-0.2364,-0.5195,0,-0.9866
0.1032,0.3695,0,1.2587
-0.0781,0.8584,1,0.0916
-0.4938,0.5061,1,-0.0448
0.5822,0.839,1,-0.8996
0.5962,0.0891,0,-0.2419
0.2052,-0.3437,0,0.9367
-1.0811,-0.3955,0,0.2397
-0.8674,-0.6771,1,0.7076
0.6143,0.2638,0,-0.034
-0.7281,0.1955,0,0.088
0.2236,0.0202,0,-1.6417
0.0127,1.3822,1,0.3913
0.0705,-0.0353,0,-0.1949
0.1809,-0.149,0,0.3173
-0.9787,0.1072,1,-2.1508
0.2057,0.2225,0,2.5333
0.551,0.5104,1,0.0735
0.6963,1.2376,0,0.4617
-0.6985,0.3263,1,0.3873
-0.3534,-0.0025,1,-0.316
-0.9482,0.0378,1,0.4217
-0.2044,0.7077,1,1.1872
0.7332,0.1353,0,0.1783
0.2003,1.2062,1,0.8583
0.8427,0.6016,0,0.769
0.3201,1.2533,1,0.7064
-0.1232,0.3123,1,1.8509
0.2385,-0.1791,0,0.3526
-1.1825,-0.6806,0,-0.0768
-0.1225,0.5491,1,-0.0426
-0.6518,0.5468,1,0.4086
0.4373,0.7756,1,-1.3522
-0.1154,0.7171,1,1.3994
-0.4354,-0.4508,0,-0.2438
-0.5414,-0.6408,0,-0.092
-0.2374,0.0709,1,-1.3032
0.4459,0.6469,1,0.1095
0.3116,0.775,1,-1.3555
-0.1363,-0.5698,0,-1.6825
0.5406,0.15,0,-0.7302
-0.4553,-0.4476,0,-0.2466
-0.4148,-0.6921,0,-0.8576
-1.1757,-1.06,0,0.2858
-0.7275,0.3506,1,1.2262
0.1802,1.0214,1,0.2182
0.4818,0.5422,1,-2.2165
0.0073,0.6426,0,-0.0184
0.1973,1.0684,1,0.5808
0.55,0.4861,0,-0.3703
0.055,0.1383,0,0.3155
-0.4299,-1.6509,0,0.2649
1.0904,1.5267,1,-1.0997
-0.304,-0.1076,0,1.2045
-0.122,0.4341,1,-0.2895
0.6248,0.99,1,-0.3289
0.46,0.1827,0,0.452
1.3283,1.4298,0,-1.6051
-0.4994,0.0703,1,1.266
0.7207,1.4189,1,-0.9824
0.0088,0.0372,0,1.8092
0.0107,0.7662,1,1.1265
0.0996,-0.5902,0,-1.0104
-0.1911,0.2342,1,0.3333
0.3904,1.4952,1,-0.956
0.3401,-0.1758,0,-1.0934
-0.4706,0.3963,1,-2.4979
-1.4316,-0.3385,1,0.6343
-0.9353,-0.2082,1,-0.4565
-0.573,-0.4906,0,0.785
-0.2195,-0.0414,0,0.2255
0.2371,0.0211,0,-1.2174
-0.2713,0.7644,1,0.841
0.0143,0.4206,0,0.5193
0.0184,1.5801,1,-0.4796
-0.4958,1.0572,1,0.9751
-0.8761,0.0882,1,-0.2705
0.1262,1.0816,1,-0.7861
0.3878,0.6148,1,-0.1907
0.3233,0.4705,1,-0.3697
0.8994,0.1029,0,-1.484
-0.2145,0.159,0,-2.6365
0.2117,0.968,0,1.6468
-0.0051,-0.5916,0,1.1323
-0.0374,1.2637,1,1.4781
-0.168,0.0343,1,0.902
-0.8305,0.9795,1,-0.4139
0.0899,0.269,0,-0.176
-0.3506,0.2954,1,-0.616
-0.3413,-0.4119,1,0.5411
-0.854,-0.2537,1,0.4729
0.0339,0.6594,0,-0.3429
0.3197,1.4228,1,0.4381
1.3968,1.0849,1,1.1601
0.3792,-0.127,1,-0.0029
-0.6088,0.2232,1,-1.1637
0.5526,0.8119,1,0.4565
-0.1701,-1.0858,0,-1.223
0.5547,0.4307,0,-0.8089
0.3484,0.6064,1,0.2762
-1.1342,0.4871,1,0.6187
-0.5741,-0.7178,0,0.0953
-0.3004,-0.9686,0,-1.0129
0.0758,0.6549,1,2.7851
-0.7507,0.6902,1,-0.5217
-0.6213,1.0621,1,0.455
-0.0248,0.0499,0,-0.5842
0.058,-0.4807,0,-0.9399
0.2053,0.4089,0,0.052
0.765,0.8888,0,-0.4423
0.0351,0.8533,1,0.0953
-0.3544,0.6858,0,-0.6559
-0.8768,0.3976,1,0.1347
0.7386,0.9279,1,-0.7503
-0.9483,0.2695,1,1.0765
-0.3893,0.3239,1,0.2979
0.5435,0.3176,0,-0.1254
-0.1027,-0.0698,0,-0.0165
-0.0442,-0.2247,0,-0.377
-0.5454,-0.0202,1,0.1194
0.1368,-0.3916,0,1.4976
0.6783,1.6383,1,-0.5713
-1.0009,0.7523,1,0.1604
0.1817,1.2738,1,-0.7676
-0.4165,0.4733,1,-2.4819
-0.7652,-0.1062,1,0.6129
-0.4366,0.5296,1,1.0784
-0.0918,0.4244,0,0.4356
-0.6576,-0.5926,1,2.3347
0.7084,1.8323,1,-0.3597
-0.0504,0.7371,1,-0.8955
-0.5936,0.4673,1,1.1839
-0.4744,-0.1575,1,1.246
-0.0141,0.1515,1,1.0981
0.1482,1.4083,1,-1.0808
-0.8799,-0.804,0,-0.6988
-0.0346,0.0001,0,-1.6426
0.1395,0.5376,0,1.973
-0.5846,-1.0277,0,-0.9202
-0.0477,-0.4762,0,-1.2065
-0.367,-0.8979,0,-0.1042
-0.1379,-0.7326,0,0.1174
-0.2937,0.6213,1,0.6662
0.0752,1.0633,1,-0.1303
-0.4315,0.5238,1,-0.6794
-0.498,0.2456,1,-0.3957
-0.7562,0.3749,1,-0.6035
-0.2787,-0.0673,0,1.3936
-0.2738,0.3812,1,-0.0063
-0.5291,0.289,1,0.6348
-0.2991,0.5541,1,-0.2093
0.0493,1.3017,1,-1.8268
-0.0233,0.0992,0,1.643
-0.5248,-0.0006,1,0.5805
0.2539,0.2304,0,0.3878
-0.2441,-0.0932,1,-2.1204
-0.3776,-0.3823,0,-0.1391
-0.1262,0.6538,0,1.5424
-0.8085,-0.0481,1,1.2957
-0.0666,0.3752,1,-0.2177
0.4499,0.4626,0,1.2194
0.5156,2.2856,1,1.5702
-0.1666,-0.6121,1,-0.1545
-0.6743,-0.2366,0,1.318
0.2766,0.4452,0,1.2731
-1.0476,-0.2227,1,0.8388
-0.2928,0.0333,1,0.9357
0.6983,2.0129,1,-0.8732
-1.047,0.4531,1,0.7849
-0.1254,0.0763,1,-0.1256
-0.821,-0.4216,1,-0.9042
-0.0565,0.7494,1,1.5206
-1.3716,-0.7447,0,-0.1178
-0.4928,0.2159,1,0.2345
-1.1958,-0.3228,1,0.1409
-0.2215,-0.1849,0,-1.5566
0.8233,1.3082,0,-0.2957
-0.5575,0.3715,0,0.7736
0.2981,0.1774,1,0.0144
-0.3655,-0.1678,0,-0.3529
0.5462,-0.0508,0,0.3335
0.3274,1.2821,1,1.0741
-0.0285,0.7796,0,-1.6344
-0.7032,-0.0536,1,-0.1047
-0.0602,1.2492,1,0.0193
-0.606,0.0615,1,1.7694
0.582,0.1082,0,1.2064
-1.2512,-0.1949,1,-1.3805
-0.1469,0.5669,0,1.3398
-0.1715,0.1286,1,-0.1508
-0.7255,0.202,1,-1.6095
0.1264,0.6081,1,-1.3432
-0.6789,-0.279,1,1.3653
1.2421,2.426,1,0.4545
-0.779,0.3181,1,-0.983
0.5225,0.2204,0,1.5829
0.0974,0.0296,0,0.7098
0.447,1.9644,1,-0.2561
1.0344,1.3702,1,0.299
0.1785,-0.3829,0,-0.8769
0.073,0.5188,1,1.9991
-0.3629,-0.6542,0,-1.1863
-0.3415,-0.352,0,-1.2884
-0.1851,0.2114,0,0.1947
0.1487,0.1702,0,2.8808
0.42,0.2376,0,-1.4058
-0.3235,0.2317,1,0.8153
-0.1679,0.1204,0,0.0698
0.2787,1.336,1,0.3994
-0.6827,-0.1445,1,1.1421
0.7892,0.1394,0,-0.6854
0.4495,1.6788,1,-0.2577
-0.5234,-0.8771,0,-0.6893
0.0215,0.3336,1,1.4017
0.3915,-0.0881,0,1.2722
-0.6651,1.802,1,-1.1241
0.0695,0.7498,0,0.381
0.8182,0.7883,0,1.0487
-0.0498,-0.2141,0,-1.5902
-0.5023,-0.3494,0,1.3881
-0.3822,0.3291,0,-0.0651
0.231,1.4298,1,-0.4535
-0.5246,-0.1718,1,1.3968
-0.1211,0.4196,0,1.1308
-0.0495,0.3744,0,-1.3686
0.325,0.3471,0,0.721
0.9887,0.1749,0,0.6807
0.0984,0.3555,1,-2.1804
0.2273,-0.1926,0,0.5612
1.0235,1.2746,1,-0.4121
0.7746,1.5685,1,1.129
0.5395,1.1181,1,-0.8553
-0.3379,1.3656,1,0.1226
-0.247,0.4595,1,-0.5354
-0.1036,0.8957,1,-0.6357
-0.4321,0.4936,1,-2.188
0.4013,0.5488,1,1.0655
-0.4178,1.047,1,1.1606
0.2501,0.859,1,0.0721
0.231,0.7083,1,0.3706
-1.455,-1.2687,0,-0.7337
1.1045,-0.0118,0,1.0749
0.1925,0.4387,1,0.2465
0.1611,0.2361,0,0.0624
-0.9711,0.4932,1,1.4713
0.5276,1.5486,1,-1.3011
-0.4867,0.379,0,-1.942
-0.3201,0.7045,1,0.4447
0.2156,0.4399,1,-0.2087
-0.7463,-0.881,0,-1.1351
0.6841,0.9599,1,0.172
-0.3444,1.2672,1,0.3634
0.0408,-0.1639,0,0.8792
0.8033,1.0845,0,-1.103
-0.6232,0.108,1,-0.4092
-0.3846,-0.747,1,0.2991
-1.1159,0.2204,1,1.1085
-0.4335,0.7096,1,0.9099
0.1868,1.1405,1,-0.4929
0.0297,0.1603,0,0.5192
-0.4123,0.5494,1,-0.5206
0.2026,1.9288,1,-0.4127
-0.6777,0.7386,1,-0.3117
-0.7243,-0.4304,1,-0.6425
0.6257,1.3454,0,0.7349
0.6659,-0.0142,0,0.9308
-0.2452,0.8357,1,-0.4003
0.5898,1.3487,1,0.1738
-0.0665,0.5123,1,-0.3845
0.1773,0.8537,1,-0.9373
-0.0197,-0.3513,0,-1.0907
-0.5404,0.6622,1,1.7483
-0.6858,0.1656,1,-0.7439
-0.1832,0.4665,0,0.6351
-0.1781,-0.1557,0,0.3901
-0.8695,1.2577,1,-1.1912
0.0994,0.0384,0,0.424
-0.0991,-0.3714,0,0.2952
-1.0122,0.6302,1,-0.0241
-0.0793,0.3635,1,-0.4358
-0.9281,-0.2346,1,-0.0027
0.0044,0.3781,0,0.4729
-0.1498,0.6257,1,-0.8611
-0.5198,-0.0235,0,1.4371
0.3449,1.3855,1,0.6872
1.0684,1.3508,1,-2.4055
-0.4142,-0.9853,0,-0.2242
-0.0998,0.5635,1,2.1296
-0.4264,-1.1336,0,0.3575
0.4735,0.2042,0,-0.7249
0.5388,0.3778,0,0.6397
-1.0968,-0.8628,0,-2.1181
-0.1449,0.1539,0,0.2689
-0.0413,1.1105,1,-0.5015
0.4585,0.7995,1,0.0429
-0.6952,0.6761,1,-1.3302
0.1039,0.419,0,-0.4304
-0.4847,-0.1783,0,-2.6115
0.2011,0.6632,0,-0.6188
0.2648,0.8568,1,0.1212
-0.9619,1.4063,1,1.1138
-0.5166,-0.322,0,2.4643
-0.2077,-0.1503,0,-0.819
0.2376,-1.0516,0,0.5057
-0.5737,-0.1469,1,-0.3359
0.002,-0.7866,0,-0.2992
-0.4484,0.7615,1,0.0889
-0.6268,-0.0845,1,-0.1586
-0.4465,-0.3132,0,1.8673
-0.1316,0.0605,0,-0.2984
-0.4127,-0.4107,0,-1.1436
-0.52,0.5899,1,0.1835
0.932,0.2425,0,-1.074
0.2398,-0.1708,0,-0.3689
0.4036,1.2778,1,1.0598
-0.0431,0.8346,1,-0.2482
0.2718,1.5391,1,0.5204
0.7746,0.5091,0,-0.2094
-0.0143,-0.0492,1,0.261
-0.0593,-0.5457,0,-0.6964
0.5997,0.3579,1,0.8114
-0.0739,0.0133,0,-1.3178
-0.5736,-0.779,0,-0.8008
0.4563,0.7456,0,0.0814
-0.5156,0.6053,1,0.8246
-0.9479,-0.4728,1,0.2115
-0.1903,1.0855,1,0.5125
-0.2155,1.3558,1,-1.2184
-0.4936,-0.2704,0,-0.3162
