running_var,treated,y,near_cutoff
0.4277,0,0.2428,1
0.2368,0,-0.0894,1
0.71,1,0.3405,1
0.3737,0,-0.1025,1
0.8747,1,0.4601,0
0.8617,1,0.6672,0
0.0784,0,0.0198,0
0.0384,0,0.2235,0
0.4607,0,0.1871,1
0.2243,0,-0.0182,1
0.2395,0,-0.0304,1
0.4107,0,0.3605,1
0.7815,1,0.6016,1
0.1653,0,0.0225,0
0.9521,1,0.5559,0
0.606,1,0.3651,1
0.7654,1,0.1009,1
0.1581,0,0.0605,0
0.15,0,-0.1417,0
0.3164,0,0.0407,1
0.8948,1,0.3294,0
0.8369,1,0.4732,0
0.266,0,-0.0696,1
0.4163,0,0.1351,1
0.4998,0,0.2541,1
0.3246,0,0.1443,1
0.9501,1,0.3141,0
0.6794,1,0.2041,1
0.4313,0,-0.063,1
0.0078,0,0.1562,0
0.0579,0,0.3457,0
0.548,1,0.3136,1
0.7555,1,0.3231,1
0.6165,1,0.643,1
0.8114,1,0.4306,0
0.774,1,0.4703,1
0.8034,1,0.5154,0
0.6091,1,0.3301,1
0.8626,1,0.3925,0
0.3373,0,0.0895,1
0.1539,0,-0.0155,0
0.8005,1,0.2231,0
0.2982,0,-0.0453,1
0.23,0,0.0483,1
0.5566,1,0.3338,1
0.5616,1,0.493,1
0.0753,0,-0.0942,0
0.6243,1,0.7092,1
0.2278,0,0.0762,1
0.1332,0,0.0512,0
0.9647,1,0.4623,0
0.2916,0,0.0476,1
0.4116,0,-0.16,1
0.1432,0,0.043,0
0.9467,1,0.8292,0
0.0156,0,0.1392,0
0.0094,0,-0.2419,0
0.4057,0,0.1652,1
0.121,0,0.1032,0
0.1946,0,0.2862,0
0.2876,0,-0.032,1
0.4691,0,0.4835,1
0.89,1,0.5339,0
0.4222,0,0.0023,1
0.7892,1,0.2421,1
0.9607,1,0.5204,0
0.844,1,0.5342,0
0.8532,1,0.3346,0
0.7991,1,0.5833,1
0.1146,0,0.1133,0
0.1709,0,0.0525,0
0.2743,0,-0.0465,1
0.6748,1,0.4553,1
0.419,0,0.402,1
0.5026,1,0.262,1
0.8127,1,0.2302,0
0.033,0,-0.0459,0
0.8657,1,0.3882,0
0.5643,1,0.1412,1
0.5915,1,0.4886,1
0.2805,0,-0.1137,1
0.1649,0,-0.164,0
0.572,1,0.5446,1
0.8422,1,0.7128,0
0.7557,1,0.8648,1
0.7997,1,0.2563,1
0.3374,0,0.1602,1
0.6288,1,0.2284,1
0.5653,1,0.4303,1
0.0888,0,0.0032,0
0.539,1,0.0904,1
0.0016,0,0.0797,0
0.7355,1,0.4704,1
0.889,1,0.6074,0
0.8877,1,0.3273,0
0.3239,0,0.4144,1
0.6106,1,0.4728,1
0.7461,1,0.5239,1
0.6404,1,0.6492,1
0.0137,0,0.002,0
0.5247,1,0.2732,1
0.5149,1,0.568,1
0.8095,1,0.4702,0
0.804,1,0.6361,0
0.6588,1,0.4301,1
0.1551,0,0.3722,0
0.5595,1,0.4095,1
0.886,1,0.42,0
0.1629,0,0.0976,0
0.8574,1,0.4343,0
0.0828,0,-0.1077,0
0.9633,1,0.7387,0
0.965,1,0.3459,0
0.984,1,0.6974,0
0.3407,0,0.3402,1
0.8535,1,0.4524,0
0.3433,0,0.1409,1
0.1009,0,-0.0974,0
0.4312,0,0.2983,1
0.8021,1,0.2943,0
0.0244,0,0.1539,0
0.441,0,0.1303,1
0.6029,1,0.3004,1
0.8156,1,0.3867,0
0.2494,0,0.1449,1
0.1097,0,-0.1493,0
0.2027,0,0.1396,1
0.6122,1,0.4557,1
0.6181,1,0.3725,1
0.36,0,0.1775,1
0.5174,1,0.2815,1
0.373,0,0.0665,1
0.0907,0,-0.0347,0
0.09,0,-0.1673,0
0.5082,1,0.3484,1
0.9297,1,0.2899,0
0.4376,0,0.0436,1
0.5218,1,0.1432,1
0.8086,1,0.3353,0
0.5451,1,0.2712,1
0.0545,0,0.0748,0
0.3761,0,-0.0351,1
0.0223,0,-0.1849,0
0.9196,1,0.4644,0
0.9798,1,0.8248,0
