unit_id,period,treated,post,treat_x_post,y
0,1,1,0,0,0.4626
1,1,1,0,0,0.9482
2,1,1,0,0,0.7442
3,1,1,0,0,0.685
4,1,1,0,0,-0.7182
5,1,1,0,0,0.8109
6,1,1,0,0,0.1301
7,1,1,0,0,0.6591
8,1,1,0,0,0.0896
9,1,1,0,0,-0.4861
10,1,1,0,0,-0.6068
11,1,1,0,0,-0.1626
12,1,1,0,0,1.0944
13,1,1,0,0,0.9349
14,1,1,0,0,1.7877
15,1,1,0,0,0.6331
16,1,1,0,0,0.4518
17,1,1,0,0,0.1136
18,1,1,0,0,-0.3108
19,1,1,0,0,1.1979
20,1,1,0,0,-0.5047
21,1,1,0,0,0.9332
22,1,1,0,0,-0.4153
23,1,1,0,0,0.9061
24,1,1,0,0,0.5842
25,1,1,0,0,0.4897
26,1,1,0,0,0.7295
27,1,1,0,0,0.2706
28,1,1,0,0,0.413
29,1,1,0,0,0.7787
30,1,1,0,0,1.1233
31,1,1,0,0,0.7858
32,1,1,0,0,0.8719
33,1,1,0,0,0.1585
34,1,1,0,0,0.4548
35,1,1,0,0,1.078
36,1,1,0,0,0.1666
37,1,1,0,0,0.3223
38,1,1,0,0,1.1545
39,1,1,0,0,1.2045
40,1,1,0,0,1.0544
41,1,1,0,0,-0.1918
42,1,1,0,0,-0.4615
43,1,1,0,0,0.4896
44,1,1,0,0,0.3165
45,1,1,0,0,0.3172
46,1,1,0,0,-0.7279
47,1,1,0,0,-0.0612
48,1,1,0,0,0.9129
49,1,1,0,0,1.0186
50,1,1,0,0,-0.0019
51,1,1,0,0,0.9994
52,1,1,0,0,1.5396
53,1,1,0,0,0.5255
54,1,1,0,0,1.2081
55,1,1,0,0,0.8156
56,1,1,0,0,-0.7916
57,1,1,0,0,-0.1378
58,1,1,0,0,1.7111
59,1,1,0,0,1.4032
60,1,1,0,0,-0.4699
61,1,1,0,0,-0.8194
62,1,1,0,0,-0.0872
63,1,1,0,0,0.6177
64,1,1,0,0,0.5776
65,1,1,0,0,0.3039
66,1,1,0,0,0.7113
67,1,1,0,0,0.8457
68,1,1,0,0,0.2224
69,1,1,0,0,-0.3502
70,1,1,0,0,0.2257
71,1,1,0,0,1.4571
72,1,1,0,0,0.0415
73,1,1,0,0,1.0633
74,1,1,0,0,0.075
75,1,1,0,0,0.6687
